Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
D12,Sample X48,A,1.172,1.112,157348,154166,82152,80349,40233,38967
E01,Sample X49,A,1.44,1.323,5465,5397,2852,2815,1392,1367
E02,Sample X50,A,1.342,1.341,80929,79462,42345,41504,20485,20104
E03,Sample X51,A,1.348,1.375,128419,127589,66841,66744,32670,32194
E04,Sample X52,A,1.31,1.341,153001,152013,80420,79414,39129,38544
E05,Sample X53,A,1.308,1.333,165002,162629,86088,85241,41864,41336
E06,Sample X54,A,1.313,1.357,172650,171656,90497,89065,44003,43407
E07,Sample X55,A,1.353,1.373,6050,6022,3154,3123,1541,1520
E08,Sample X56,A,1.323,1.33,90585,89504,47029,46642,22882,22656
E09,Sample X57,A,1.254,1.263,124451,123553,65082,64312,31600,31130
E10,Sample X58,A,1.258,1.24,151508,150048,79247,78231,38709,37952
E11,Sample X59,A,1.219,1.268,161959,159945,84373,83549,41209,40552
E12,Sample X60,A,1.166,1.112,165531,163375,86556,84940,42490,41192
F01,Sample X61,A,1.456,1.37,5666,5546,2935,2900,1420,1402
F02,Sample X62,A,1.419,1.404,68737,67190,35790,34957,17424,17007
F03,Sample X63,A,1.444,1.377,133648,131014,69534,68249,33960,33283
F04,Sample X64,A,1.419,1.37,130514,128702,67807,66878,33231,32513
F05,Sample X65,A,1.382,1.298,193958,191727,101765,100156,49899,48855
F06,Sample X66,A,1.369,1.29,160589,158476,84253,82406,40972,40301
F07,Sample X67,A,1.379,1.304,6545,6515,3393,3362,1653,1630
F08,Sample X68,A,1.34,1.27,107564,106654,56210,55325,27583,26911
F09,Sample X69,A,1.332,1.235,161102,159013,84447,82951,41370,40250
F10,Sample X70,A,1.266,1.198,176738,174443,93096,91035,45493,44332
F11,Sample X71,A,1.234,1.183,190701,188305,100192,98286,49147,47963
F12,Sample X72,A,1.216,1.138,196385,191828,103700,100608,51000,49024
H03,Blank B,A,0.048,0.048,2635,2586,1367,1331,671,660
H04,Blank B,A,0.049,0.048,2629,2584,1367,1344,663,656
H05,Negative control N,A,1.888,1.785,4796,4734,2482,2478,1211,1198
H06,Negative control N,A,1.876,1.804,4933,4851,2548,2537,1232,1225
H07,Blank B,B,0.05,0.049,2614,2589,1376,1340,668,652
H08,Blank B,B,0.048,0.048,2627,2602,1375,1350,671,659
H09,Negative control N,B,1.832,1.768,5247,5220,2737,2712,1318,1309
H10,Negative control N,B,1.72,1.642,4964,4940,2581,2569,1264,1251
H11,Positive control P,B,1.905,1.858,97097,93870,50772,48921,24838,23831
H12,Positive control P,B,1.415,1.37,66675,64687,34959,33544,17073,16319
