Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
C10,Sample X34,A,1.137,1.131,3368,3425,1742,1783,845,863
C11,Sample X35,A,1.131,1.125,3364,3410,1735,1774,842,861
C12,Sample X36,A,1.111,1.123,3938,3986,2030,2071,987,1001
D01,Sample X37,A,1.145,1.158,3484,3544,1802,1832,869,896
D02,Sample X38,A,1.157,1.148,3485,3498,1795,1824,866,870
D03,Sample X39,A,1.154,1.14,3465,3527,1798,1828,867,883
D04,Sample X40,A,1.144,1.138,3470,3506,1794,1831,869,881
D05,Sample X41,A,1.118,1.108,3415,3480,1772,1806,856,876
D06,Sample X42,A,1.117,1.108,3729,3779,1931,1964,940,952
D07,Sample X43,A,1.151,1.144,3371,3441,1760,1776,847,867
D08,Sample X44,A,1.142,1.136,3680,3774,1908,1938,923,934
D09,Sample X45,A,1.137,1.132,4108,4161,2115,2160,1015,1049
D10,Sample X46,A,1.129,1.121,4416,4496,2286,2320,1110,1126
D11,Sample X47,A,1.13,1.123,4590,4653,2381,2435,1158,1173
D12,Sample X48,A,1.091,1.1,4868,4927,2500,2553,1209,1250
E01,Sample X49,A,1.169,1.173,3586,3617,1863,1887,905,907
E02,Sample X50,A,1.18,1.172,3660,3680,1884,1910,907,920
E03,Sample X51,A,1.184,1.171,3751,3844,1954,1975,945,966
E04,Sample X52,A,1.142,1.137,3784,3821,1967,2005,948,963
E05,Sample X53,A,1.143,1.13,4080,4138,2100,2151,1015,1041
E06,Sample X54,A,1.145,1.139,4385,4471,2270,2312,1100,1114
E07,Sample X55,A,1.165,1.164,3437,3435,1777,1808,859,876
E08,Sample X56,A,1.158,1.15,3743,3763,1926,1961,935,954
E09,Sample X57,A,1.148,1.142,4280,4300,2202,2243,1060,1083
E10,Sample X58,A,1.135,1.135,4520,4575,2336,2391,1129,1154
E11,Sample X59,A,1.136,1.135,4664,4746,2407,2450,1157,1183
E12,Sample X60,A,1.109,1.127,5082,5168,2606,2660,1269,1301
F01,Sample X61,A,1.158,1.151,3582,3591,1848,1873,888,902
F02,Sample X62,A,1.168,1.142,7889,8055,4077,4150,1970,2026
F03,Sample X63,A,1.164,1.158,20686,21140,10687,10877,5139,5280
F04,Sample X64,A,1.134,1.135,22667,23149,11712,12034,5631,5792
F05,Sample X65,A,1.108,1.101,36342,37523,18704,19276,8997,9316
F06,Sample X66,A,1.113,1.105,35952,36811,18613,19078,8960,9195
F07,Sample X67,A,1.159,1.154,3394,3444,1763,1790,852,869
F08,Sample X68,A,1.146,1.145,3730,3801,1943,1967,933,951
F09,Sample X69,A,1.137,1.141,4210,4261,2165,2208,1053,1073
F10,Sample X70,A,1.129,1.129,4728,4812,2438,2476,1187,1203
F11,Sample X71,A,1.117,1.109,4898,5018,2536,2588,1230,1254
F12,Sample X72,A,1.101,1.115,5346,5469,2745,2811,1336,1365
H03,Blank B,A,0.054,0.052,1977,1971,1006,1034,496,503
H04,Blank B,A,0.055,0.051,1966,1983,1018,1026,492,500
H05,Negative control N,A,1.239,1.234,3542,3583,1837,1871,893,903
H06,Negative control N,A,1.234,1.231,3567,3593,1837,1868,889,905
H07,Blank B,B,0.053,0.052,2272,2306,1188,1200,576,590
H08,Blank B,B,0.054,0.052,2342,2362,1215,1228,590,596
H09,Negative control N,B,1.695,1.713,4668,4731,2431,2470,1178,1192
H10,Negative control N,B,1.623,1.647,4554,4612,2350,2380,1145,1156
H11,Positive control P,B,1.791,1.848,82948,85422,42648,44195,20428,21312
H12,Positive control P,B,1.522,1.538,63930,66207,32851,34067,15741,16438
