time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,pCin/OHC14_6,pCin/OHC14_7,pCin/OHC14_8,pCin/OHC14_9,pCin/OHC14_10,pCin/OHC14_11,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,pLuxB/AHL_6,pLuxB/AHL_7,pLuxB/AHL_8,pLuxB/AHL_9,pLuxB/AHL_10,pLuxB/AHL_11,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,pPhlF/DAPG_6,pPhlF/DAPG_7,pPhlF/DAPG_8,pPhlF/DAPG_9,pPhlF/DAPG_10,pPhlF/DAPG_11,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,pSalTTC/Sal_6,pSalTTC/Sal_7,pSalTTC/Sal_8,pSalTTC/Sal_9,pSalTTC/Sal_10,pSalTTC/Sal_11,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
0,49.5,31.5,14.5,20.5,18.5,16.5,9.5,15.5,7.5,25.5,7.5,14.5,27.5,24.5,28.5,16.5,15.5,22.5,11.5,21.5,17.5,18.5,22.5,25.5,21.5,24.5,35.5,31.5,25.5,22.5,17.5,28.5,20.5,22.5,14.5,25.5,20.5,30.5,22.5,24.5,10.5,40.5,7.5,10.5,7.5,18.5,6.5,30.5,11.5,123.5,15.5,14.5,11.5,9.5,1.5,10.5,9.5,255.5,5.5,69.5,5.5,7.5,2.5,3.5,10.5,3.5,6.5,1.5,1.5,6.5,-0.5,3.5,8.5,15.5,11.5,6.5,2.5,0.5,15.5,5.5,5.5,6.5,16.5,16.5,,,1.5,-6.5,,,9.5,11.5,847.5,1034.5
20,39.5,20.5,9.5,6.5,7.5,8.5,3.5,11.5,4.5,10.5,0.5,9.5,19.5,14.5,9.5,9.5,9.5,11.5,3.5,16.5,15.5,16.5,25.5,27.5,18.5,26.5,25.5,28.5,22.5,15.5,13.5,20.5,17.5,27.5,19.5,19.5,24.5,71.5,18.5,38.5,12.5,56.5,11.5,7.5,7.5,54.5,-1.5,78.5,21.5,119.5,3.5,10.5,11.5,3.5,4.5,-2.5,9.5,229.5,3.5,112.5,10.5,7.5,4.5,7.5,4.5,5.5,-0.5,6.5,1.5,21.5,4.5,8.5,16.5,16.5,9.5,1.5,0.5,3.5,6.5,4.5,3.5,11.5,8.5,11.5,,,12.5,6.5,,,11.0,9.0,630.0,946.0
40,32.0,8.0,3.0,1.0,-2.0,-2.0,-5.0,-2.0,-5.0,2.0,-6.0,0.0,17.0,10.0,5.0,0.0,-10.0,5.0,-8.0,5.0,-4.0,4.0,7.0,19.0,7.0,20.0,16.0,19.0,14.0,17.0,1.0,25.0,7.0,39.0,9.0,33.0,8.0,221.0,15.0,99.0,0.0,222.0,0.0,10.0,-7.0,240.0,-2.0,335.0,10.0,196.0,-2.0,0.0,-5.0,-7.0,-3.0,-9.0,2.0,432.0,-13.0,218.0,4.0,-5.0,-9.0,-5.0,7.0,-8.0,-17.0,-6.0,-14.0,95.0,-12.0,77.0,-2.0,16.0,-8.0,-4.0,-12.0,-14.0,-6.0,-10.0,-15.0,14.0,-10.0,28.0,,,1.0,-8.0,,,1.5,16.5,818.5,1255.5
60,40.0,15.0,9.0,5.0,3.0,3.0,-3.0,5.0,-2.0,18.0,1.0,16.0,17.0,11.0,8.0,2.0,5.0,6.0,4.0,2.0,6.0,18.0,15.0,25.0,15.0,28.0,24.0,29.0,25.0,33.0,10.0,78.0,10.0,113.0,7.0,89.0,11.0,410.0,24.0,181.0,11.0,449.0,5.0,40.0,0.0,531.0,2.0,702.0,11.0,325.0,7.0,4.0,-1.0,-3.0,-2.0,-5.0,4.0,709.0,-3.0,361.0,11.0,1.0,-4.0,-8.0,-3.0,-8.0,-11.0,-7.0,-9.0,187.0,-2.0,161.0,0.0,53.0,0.0,-2.0,-14.0,-4.0,-1.0,2.0,-4.0,78.0,4.0,84.0,,,11.0,3.0,,,13.5,12.5,1108.5,1715.5
80,50.5,22.5,18.5,8.5,9.5,3.5,-2.5,9.5,-6.5,15.5,8.5,18.5,27.5,14.5,17.5,12.5,3.5,12.5,7.5,11.5,1.5,56.5,19.5,49.5,19.5,39.5,24.5,38.5,25.5,42.5,10.5,127.5,14.5,234.5,11.5,157.5,14.5,655.5,20.5,303.5,8.5,802.5,6.5,64.5,7.5,966.5,2.5,1258.5,13.5,511.5,11.5,6.5,5.5,-1.5,-2.5,0.5,3.5,1091.5,-2.5,548.5,5.5,4.5,0.5,0.5,5.5,-9.5,-3.5,-11.5,-3.5,356.5,-6.5,285.5,9.5,115.5,5.5,3.5,-1.5,-2.5,6.5,0.5,-1.5,180.5,9.5,178.5,,,20.5,9.5,,,17.5,18.5,1460.5,2240.5
100,54.0,28.0,13.0,7.0,2.0,7.0,-3.0,10.0,2.0,74.0,20.0,83.0,22.0,21.0,13.0,9.0,11.0,5.0,4.0,12.0,4.0,204.0,14.0,110.0,17.0,38.0,28.0,29.0,28.0,38.0,10.0,203.0,22.0,414.0,12.0,252.0,13.0,943.0,38.0,509.0,17.0,1349.0,6.0,117.0,7.0,1644.0,3.0,2141.0,13.0,797.0,12.0,4.0,-1.0,-3.0,-2.0,-2.0,-2.0,1628.0,-2.0,827.0,8.0,8.0,0.0,-1.0,1.0,0.0,-6.0,-1.0,-4.0,687.0,-8.0,534.0,11.0,205.0,-2.0,-1.0,-8.0,0.0,-3.0,4.0,-1.0,377.0,7.0,352.0,,,19.0,12.0,,,15.5,21.5,1734.5,2698.5
120,59.5,30.5,15.5,15.5,8.5,8.5,2.5,19.5,3.5,281.5,112.5,329.5,32.5,31.5,17.5,15.5,16.5,12.5,4.5,21.5,0.5,421.5,15.5,216.5,27.5,38.5,18.5,30.5,19.5,42.5,10.5,322.5,17.5,707.5,14.5,398.5,15.5,1255.5,59.5,782.5,22.5,2127.5,8.5,194.5,11.5,2656.5,5.5,3456.5,13.5,1249.5,19.5,1.5,5.5,7.5,4.5,-3.5,8.5,2495.5,2.5,1248.5,10.5,5.5,1.5,-1.5,2.5,-3.5,-12.5,-0.5,1.5,1160.5,0.5,917.5,10.5,322.5,13.5,5.5,-6.5,4.5,-0.5,3.5,-1.5,703.5,15.5,643.5,,,27.5,17.5,,,10.5,17.5,2016.5,3026.5
140,74.5,38.5,20.5,17.5,12.5,4.5,0.5,71.5,25.5,1053.5,340.5,997.5,47.5,35.5,24.5,14.5,19.5,19.5,5.5,27.5,5.5,718.5,13.5,357.5,28.5,54.5,37.5,40.5,32.5,48.5,9.5,577.5,12.5,1286.5,14.5,682.5,16.5,1650.5,84.5,1072.5,20.5,3114.5,17.5,307.5,10.5,4017.5,2.5,5251.5,14.5,1805.5,23.5,5.5,2.5,2.5,2.5,4.5,6.5,3778.5,-4.5,1875.5,8.5,12.5,4.5,0.5,0.5,-3.5,0.5,-0.5,4.5,1744.5,12.5,1398.5,6.5,477.5,12.5,8.5,-3.5,-3.5,3.5,5.5,-1.5,1180.5,3.5,1074.5,,,36.5,34.5,,,28.0,33.0,2297.0,3449.0
160,96.0,70.0,24.0,24.0,9.0,3.0,10.0,207.0,76.0,3739.0,862.0,2819.0,60.0,48.0,40.0,34.0,24.0,20.0,8.0,34.0,9.0,1190.0,20.0,544.0,34.0,65.0,42.0,51.0,34.0,65.0,13.0,1039.0,22.0,2153.0,17.0,1177.0,25.0,2515.0,104.0,1550.0,28.0,4445.0,20.0,440.0,24.0,5784.0,16.0,7556.0,16.0,2407.0,29.0,10.0,7.0,4.0,0.0,9.0,12.0,5583.0,2.0,2788.0,7.0,10.0,0.0,-7.0,-1.0,-4.0,0.0,1.0,-1.0,2616.0,5.0,2020.0,16.0,671.0,9.0,11.0,-1.0,1.0,5.0,4.0,0.0,1905.0,18.0,1714.0,,,61.0,47.0,,,32.0,41.0,2737.0,4158.0
180,163.0,268.0,49.0,124.0,23.0,16.0,32.0,920.0,177.0,8419.0,2008.0,6507.0,80.0,64.0,39.0,46.0,32.0,33.0,3.0,45.0,5.0,2772.0,23.0,828.0,55.0,85.0,57.0,67.0,42.0,81.0,6.0,1952.0,32.0,3569.0,21.0,1937.0,22.0,4622.0,152.0,2311.0,35.0,6581.0,23.0,659.0,36.0,8236.0,15.0,10808.0,16.0,3088.0,36.0,11.0,5.0,4.0,3.0,12.0,17.0,7989.0,1.0,4000.0,7.0,15.0,4.0,-12.0,-8.0,-10.0,-8.0,-2.0,-1.0,3797.0,13.0,2914.0,8.0,937.0,20.0,10.0,5.0,1.0,12.0,12.0,3.0,2953.0,15.0,2633.0,,,89.0,67.0,,,48.0,59.0,3441.0,5233.0
200,258.5,1412.5,293.5,1428.5,321.5,53.5,81.5,3436.5,394.5,14146.5,4653.5,11537.5,119.5,91.5,76.5,60.5,48.5,43.5,15.5,74.5,8.5,5521.5,34.5,1528.5,76.5,117.5,72.5,88.5,56.5,153.5,22.5,3227.5,47.5,5357.5,30.5,3056.5,20.5,7682.5,239.5,3522.5,56.5,10540.5,40.5,984.5,51.5,12646.5,22.5,16056.5,19.5,3697.5,53.5,10.5,10.5,14.5,4.5,24.5,28.5,10989.5,8.5,5763.5,6.5,17.5,0.5,-4.5,-6.5,-8.5,-1.5,5.5,6.5,6171.5,27.5,4102.5,9.5,1476.5,22.5,17.5,6.5,17.5,8.5,19.5,8.5,4482.5,24.5,3910.5,,,115.5,95.5,,,70.5,92.5,4507.5,6825.5
220,347.5,3608.5,1675.5,5315.5,2597.5,658.5,363.5,7836.5,850.5,21215.5,8852.5,17397.5,145.5,113.5,96.5,99.5,79.5,57.5,8.5,102.5,7.5,9793.5,28.5,3238.5,97.5,151.5,98.5,117.5,100.5,336.5,27.5,4842.5,74.5,7686.5,33.5,4371.5,20.5,11200.5,360.5,6084.5,83.5,15324.5,59.5,1485.5,80.5,18076.5,30.5,22318.5,25.5,4523.5,79.5,11.5,21.5,18.5,14.5,30.5,27.5,15372.5,8.5,8013.5,2.5,26.5,-2.5,-1.5,1.5,-5.5,-3.5,-0.5,3.5,9878.5,35.5,5722.5,6.5,2363.5,28.5,17.5,13.5,16.5,19.5,29.5,24.5,6913.5,41.5,5859.5,,,153.5,132.5,,,97.0,130.0,5954.0,7998.0
240,428.0,5711.0,5830.0,11911.0,7073.0,3191.0,1814.0,13019.0,1988.0,29675.0,13792.0,24355.0,193.0,162.0,145.0,135.0,121.0,96.0,24.0,150.0,10.0,13972.0,55.0,5989.0,136.0,207.0,132.0,151.0,146.0,569.0,51.0,6934.0,127.0,10624.0,60.0,6021.0,32.0,14111.0,566.0,9487.0,123.0,21635.0,92.0,2240.0,125.0,25492.0,57.0,30819.0,37.0,5531.0,113.0,32.0,33.0,27.0,28.0,54.0,45.0,20731.0,22.0,10853.0,8.0,52.0,10.0,-2.0,2.0,0.0,2.0,10.0,18.0,14679.0,56.0,8435.0,9.0,3411.0,54.0,24.0,29.0,38.0,32.0,39.0,34.0,10343.0,64.0,8665.0,,,198.0,181.0,,,147.5,177.5,7021.5,8837.5
260,498.0,6551.0,11668.0,19684.0,13319.0,7467.0,4825.0,19225.0,4209.0,38875.0,19507.0,32443.0,248.0,205.0,170.0,166.0,153.0,123.0,34.0,190.0,14.0,18323.0,68.0,10039.0,183.0,247.0,168.0,204.0,217.0,886.0,80.0,9878.0,185.0,14614.0,90.0,8027.0,43.0,15678.0,873.0,13951.0,195.0,27981.0,139.0,3309.0,178.0,33740.0,80.0,40189.0,36.0,6710.0,150.0,38.0,57.0,47.0,30.0,74.0,68.0,27846.0,34.0,15055.0,6.0,72.0,11.0,3.0,3.0,-3.0,7.0,16.0,23.0,21393.0,74.0,12147.0,9.0,4031.0,72.0,42.0,42.0,48.0,50.0,60.0,55.0,15314.0,96.0,12243.0,,,237.0,205.0,,,188.0,233.0,7778.0,9536.0
280,572.5,7537.5,18744.5,28620.5,20746.5,12829.5,9124.5,26428.5,7645.5,49116.5,26219.5,41765.5,284.5,234.5,210.5,207.5,191.5,158.5,45.5,239.5,14.5,23470.5,94.5,13880.5,224.5,273.5,208.5,261.5,328.5,1326.5,121.5,11983.5,276.5,17563.5,126.5,10506.5,69.5,16860.5,1397.5,18519.5,294.5,35027.5,205.5,4994.5,277.5,42144.5,120.5,50215.5,53.5,8264.5,200.5,51.5,77.5,72.5,45.5,110.5,100.5,36512.5,49.5,20323.5,7.5,111.5,26.5,-3.5,-1.5,-0.5,7.5,25.5,44.5,28775.5,118.5,16465.5,9.5,4266.5,104.5,58.5,63.5,81.5,78.5,93.5,82.5,21501.5,134.5,17238.5,,,262.5,242.5,,,247.5,280.5,8433.5,10316.5
