time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,pCin/OHC14_6,pCin/OHC14_7,pCin/OHC14_8,pCin/OHC14_9,pCin/OHC14_10,pCin/OHC14_11,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,pLuxB/AHL_6,pLuxB/AHL_7,pLuxB/AHL_8,pLuxB/AHL_9,pLuxB/AHL_10,pLuxB/AHL_11,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,pPhlF/DAPG_6,pPhlF/DAPG_7,pPhlF/DAPG_8,pPhlF/DAPG_9,pPhlF/DAPG_10,pPhlF/DAPG_11,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,pSalTTC/Sal_6,pSalTTC/Sal_7,pSalTTC/Sal_8,pSalTTC/Sal_9,pSalTTC/Sal_10,pSalTTC/Sal_11,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
300,629.0,8278.0,23183.0,38049.0,28857.0,19096.0,14091.0,34381.0,11977.0,59836.0,33879.0,51685.0,318.0,277.0,243.0,238.0,228.0,202.0,72.0,271.0,24.0,29876.0,142.0,17751.0,270.0,310.0,251.0,298.0,494.0,2031.0,190.0,12729.0,431.0,18587.0,186.0,13368.0,116.0,17721.0,2213.0,22810.0,463.0,40346.0,312.0,7431.0,407.0,52138.0,177.0,61611.0,65.0,10074.0,266.0,65.0,99.0,105.0,75.0,158.0,136.0,46341.0,74.0,26557.0,12.0,165.0,33.0,2.0,1.0,1.0,23.0,45.0,76.0,37497.0,178.0,22625.0,6.0,4388.0,157.0,86.0,105.0,128.0,126.0,149.0,136.0,28666.0,202.0,23353.0,,,300.0,271.0,,,290.5,323.5,9154.5,10999.5
320,675.0,8911.0,27536.0,46100.0,38089.0,26337.0,19738.0,42803.0,16642.0,71521.0,42373.0,62322.0,352.0,292.0,276.0,268.0,245.0,223.0,88.0,302.0,27.0,34951.0,199.0,22829.0,292.0,349.0,284.0,328.0,591.0,2614.0,292.0,13372.0,622.0,19349.0,262.0,15792.0,186.0,18576.0,3633.0,26901.0,697.0,45476.0,454.0,11053.0,597.0,61579.0,254.0,72854.0,80.0,12184.0,346.0,86.0,132.0,131.0,98.0,209.0,173.0,57021.0,106.0,34742.0,6.0,202.0,52.0,0.0,-2.0,-7.0,25.0,60.0,97.0,46272.0,242.0,29957.0,1.0,4395.0,237.0,127.0,154.0,173.0,179.0,202.0,194.0,36229.0,297.0,30324.0,,,322.0,301.0,,,327.0,358.0,9970.0,11693.0
340,722.5,9370.5,30904.5,54344.5,48552.5,34379.5,26278.5,51832.5,22114.5,82977.5,51653.5,73950.5,396.5,339.5,311.5,307.5,290.5,261.5,122.5,341.5,46.5,39018.5,301.5,28496.5,345.5,391.5,328.5,364.5,682.5,2907.5,491.5,13871.5,942.5,20079.5,395.5,17060.5,317.5,18929.5,5699.5,30044.5,1041.5,50047.5,686.5,15391.5,869.5,70339.5,377.5,83742.5,111.5,14015.5,436.5,121.5,181.5,187.5,148.5,306.5,257.5,69317.5,160.5,44456.5,6.5,266.5,90.5,2.5,7.5,-0.5,52.5,103.5,161.5,53837.5,363.5,37953.5,10.5,4379.5,365.5,195.5,251.5,290.5,294.5,327.5,313.5,45147.5,453.5,38070.5,,,364.5,335.5,,,366.0,402.0,10574.0,12271.0
360,765.5,9578.5,33482.5,60873.5,59139.5,42862.5,33377.5,60837.5,28102.5,95507.5,61359.5,86079.5,434.5,386.5,353.5,351.5,340.5,297.5,164.5,374.5,95.5,41923.5,440.5,33573.5,379.5,430.5,366.5,421.5,748.5,3103.5,790.5,14405.5,1369.5,20703.5,571.5,17745.5,446.5,19033.5,8380.5,32885.5,1536.5,53377.5,1014.5,21067.5,1290.5,77958.5,558.5,92686.5,152.5,15686.5,547.5,152.5,246.5,251.5,205.5,421.5,348.5,82810.5,227.5,54550.5,14.5,313.5,134.5,19.5,15.5,11.5,90.5,159.5,233.5,59017.5,522.5,46737.5,12.5,4434.5,557.5,303.5,378.5,447.5,464.5,516.5,484.5,54645.5,681.5,46449.5,,,394.5,380.5,,,420.5,445.5,10991.5,12771.5
380,803.5,9741.5,35440.5,65727.5,69628.5,51862.5,40642.5,70812.5,34647.5,107774.5,70885.5,97791.5,471.5,415.5,397.5,393.5,366.5,340.5,204.5,427.5,174.5,43855.5,649.5,37500.5,424.5,454.5,396.5,458.5,817.5,3304.5,1176.5,14659.5,1991.5,20862.5,809.5,18304.5,563.5,18939.5,11237.5,34480.5,2245.5,55466.5,1474.5,27100.5,1829.5,83868.5,785.5,99970.5,199.5,17032.5,662.5,195.5,310.5,334.5,285.5,562.5,469.5,97566.5,303.5,65681.5,12.5,362.5,182.5,41.5,25.5,22.5,144.5,239.5,367.5,63153.5,740.5,57638.5,18.5,4496.5,857.5,442.5,556.5,670.5,692.5,772.5,730.5,65497.5,993.5,55482.5,,,419.5,399.5,,,456.5,482.5,11379.5,13219.5
400,827.5,9852.5,36702.5,70013.5,81255.5,62007.5,48648.5,80526.5,41925.5,119533.5,81525.5,110655.5,493.5,441.5,420.5,419.5,392.5,381.5,233.5,447.5,329.5,45091.5,1006.5,40650.5,456.5,479.5,435.5,494.5,881.5,3470.5,1692.5,14680.5,2770.5,21049.5,1124.5,18801.5,690.5,18993.5,13963.5,36040.5,3332.5,57300.5,2081.5,33174.5,2624.5,88577.5,1096.5,105732.5,255.5,18309.5,799.5,245.5,387.5,422.5,363.5,729.5,604.5,111286.5,427.5,78189.5,19.5,409.5,242.5,60.5,21.5,34.5,256.5,365.5,527.5,66688.5,1060.5,68523.5,15.5,4549.5,1382.5,650.5,802.5,957.5,1008.5,1150.5,1093.5,77069.5,1437.5,65448.5,,,438.5,430.5,,,483.0,503.0,11769.0,13741.0
420,867.0,9957.0,37598.0,72959.0,90144.0,72778.0,57236.0,90266.0,49385.0,131819.0,92291.0,123358.0,531.0,471.0,458.0,452.0,431.0,408.0,264.0,481.0,444.0,45609.0,1678.0,42960.0,488.0,504.0,465.0,523.0,928.0,3619.0,2362.0,14960.0,3784.0,21123.0,1575.0,19440.0,802.0,18861.0,16886.0,37076.0,4848.0,58093.0,3026.0,40078.0,3733.0,92911.0,1571.0,110878.0,346.0,19203.0,931.0,293.0,488.0,529.0,494.0,941.0,771.0,123485.0,585.0,92942.0,24.0,462.0,299.0,125.0,52.0,71.0,509.0,613.0,808.0,69666.0,1524.0,77465.0,28.0,4650.0,2335.0,973.0,1194.0,1402.0,1466.0,1674.0,1601.0,90530.0,2068.0,76425.0,,,465.0,463.0,,,524.0,544.0,12146.0,14130.0
440,900.0,10035.0,38306.0,75927.0,98512.0,83889.0,66452.0,100406.0,57192.0,144355.0,103192.0,136522.0,559.0,493.0,472.0,466.0,454.0,442.0,306.0,499.0,544.0,46048.0,3022.0,44657.0,522.0,533.0,499.0,555.0,977.0,3739.0,3298.0,15223.0,4989.0,21296.0,2211.0,19797.0,894.0,18989.0,19535.0,37487.0,7265.0,58611.0,4392.0,47811.0,5397.0,95979.0,2208.0,115306.0,449.0,20017.0,1115.0,362.0,590.0,671.0,656.0,1206.0,989.0,133154.0,817.0,108236.0,35.0,501.0,348.0,188.0,105.0,137.0,1187.0,1070.0,1260.0,71740.0,2241.0,84137.0,46.0,4704.0,4008.0,1472.0,1751.0,2025.0,2123.0,2405.0,2304.0,102555.0,2952.0,88605.0,,,491.0,480.0,,,551.5,559.5,12486.5,14432.5
460,919.5,10142.5,38935.5,77999.5,107053.5,94457.5,75756.5,110700.5,65066.5,156308.5,113482.5,148046.5,578.5,510.5,501.5,487.5,471.5,455.5,327.5,521.5,684.5,46200.5,5420.5,45545.5,536.5,552.5,518.5,562.5,1023.5,3823.5,4403.5,15378.5,6584.5,21511.5,2986.5,20320.5,980.5,19045.5,21493.5,38224.5,10086.5,59264.5,6202.5,55123.5,7528.5,97755.5,3084.5,117850.5,566.5,20656.5,1344.5,421.5,689.5,808.5,834.5,1506.5,1227.5,140532.5,1117.5,122986.5,36.5,535.5,394.5,252.5,227.5,360.5,2402.5,1943.5,2038.5,73494.5,3319.5,88907.5,47.5,4742.5,5724.5,2360.5,2639.5,2944.5,3044.5,3430.5,3296.5,113516.5,4160.5,102213.5,,,509.5,497.5,,,574.5,602.5,12806.5,14886.5
480,950.5,10252.5,39035.5,79155.5,111647.5,105463.5,84858.5,119692.5,73135.5,168692.5,124635.5,162568.5,604.5,537.5,525.5,514.5,502.5,494.5,371.5,563.5,823.5,46123.5,8366.5,46159.5,567.5,570.5,548.5,595.5,1065.5,3896.5,6226.5,15418.5,8505.5,21562.5,3987.5,20528.5,1063.5,18904.5,22970.5,37926.5,13986.5,59172.5,8903.5,61915.5,10636.5,98774.5,4344.5,120377.5,712.5,21075.5,1619.5,505.5,798.5,972.5,1073.5,1868.5,1526.5,148374.5,1548.5,137068.5,71.5,570.5,446.5,344.5,456.5,862.5,4827.5,3620.5,3436.5,74991.5,5081.5,93069.5,78.5,4746.5,6714.5,3844.5,3982.5,4234.5,4263.5,4798.5,4609.5,124221.5,5776.5,115876.5,,,535.5,522.5,,,609.5,625.5,13110.5,15254.5
500,975.5,10273.5,39304.5,79726.5,115893.5,115436.5,93931.5,129476.5,80829.5,179319.5,133998.5,174368.5,631.5,560.5,540.5,540.5,529.5,527.5,410.5,572.5,905.5,45303.5,11300.5,46378.5,592.5,585.5,569.5,625.5,1078.5,3901.5,7986.5,15248.5,10860.5,21310.5,5108.5,20556.5,1130.5,18759.5,24007.5,37418.5,17827.5,57901.5,12069.5,67121.5,14212.5,98461.5,6111.5,122317.5,892.5,21488.5,1930.5,579.5,930.5,1156.5,1340.5,2260.5,1839.5,152883.5,2082.5,147704.5,94.5,608.5,483.5,414.5,640.5,1818.5,7420.5,6175.5,5495.5,75412.5,7438.5,96261.5,108.5,4726.5,6989.5,6127.5,6129.5,6015.5,5941.5,6592.5,6276.5,131692.5,7813.5,128901.5,,,546.5,531.5,,,638.0,655.0,13243.0,15542.0
520,999.5,10370.5,40047.5,81440.5,121373.5,125288.5,104087.5,140945.5,89549.5,190837.5,144719.5,189469.5,649.5,581.5,553.5,549.5,538.5,537.5,429.5,596.5,970.5,45664.5,14847.5,46980.5,615.5,595.5,583.5,630.5,1102.5,3940.5,8853.5,15475.5,14049.5,21476.5,6561.5,20782.5,1182.5,18800.5,24846.5,37820.5,21910.5,58385.5,16590.5,71846.5,19078.5,99128.5,8409.5,123604.5,1146.5,21981.5,2302.5,669.5,1085.5,1348.5,1679.5,2737.5,2193.5,158805.5,2827.5,156954.5,120.5,634.5,530.5,492.5,871.5,2708.5,10560.5,9996.5,8877.5,76300.5,10919.5,99896.5,157.5,4766.5,7013.5,8145.5,9070.5,8617.5,8114.5,8943.5,8564.5,138098.5,10425.5,141210.5,,,571.5,550.5,,,656.5,661.5,13453.5,15994.5
540,1022.0,10495.0,40406.0,82959.0,126828.0,134987.0,114411.0,150650.0,98496.0,202546.0,155587.0,201981.0,667.0,593.0,568.0,568.0,564.0,564.0,468.0,616.0,1016.0,45428.0,19962.0,47289.0,628.0,617.0,605.0,650.0,1108.0,3989.0,9422.0,15614.0,16908.0,21645.0,8386.0,21229.0,1234.0,18825.0,25297.0,37916.0,26586.0,58718.0,21478.0,76223.0,24690.0,99950.0,11794.0,124969.0,1466.0,22319.0,2789.0,819.0,1295.0,1639.0,2109.0,3363.0,2712.0,164606.0,3875.0,166100.0,155.0,662.0,582.0,551.0,1057.0,3715.0,14208.0,14321.0,13308.0,77087.0,15806.0,102821.0,209.0,4786.0,7022.0,9206.0,11739.0,12238.0,10971.0,11905.0,11444.0,141742.0,13825.0,151434.0,,,576.0,571.0,,,680.0,675.0,13813.0,16247.0
560,1039.0,11097.0,40531.0,83427.0,131445.0,143100.0,122621.0,161557.0,106344.0,212359.0,166420.0,214780.0,675.0,604.0,592.0,580.0,566.0,575.0,499.0,629.0,1062.0,45152.0,25702.0,47884.0,653.0,636.0,614.0,662.0,1140.0,4008.0,9927.0,15628.0,18202.0,21887.0,10520.0,21558.0,1280.0,18825.0,25640.0,38302.0,31314.0,58418.0,26723.0,79916.0,30865.0,100173.0,15723.0,125539.0,1807.0,22490.0,3361.0,986.0,1546.0,1929.0,2556.0,4249.0,3332.0,168493.0,5231.0,171415.0,211.0,679.0,599.0,597.0,1213.0,4588.0,16675.0,19652.0,18273.0,77295.0,21298.0,105613.0,308.0,4794.0,6994.0,9424.0,13132.0,15714.0,14642.0,15427.0,14821.0,144433.0,17640.0,161309.0,,,602.0,584.0,,,687.5,696.5,13858.5,16366.5
