time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,pCin/OHC14_6,pCin/OHC14_7,pCin/OHC14_8,pCin/OHC14_9,pCin/OHC14_10,pCin/OHC14_11,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,pLuxB/AHL_6,pLuxB/AHL_7,pLuxB/AHL_8,pLuxB/AHL_9,pLuxB/AHL_10,pLuxB/AHL_11,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,pPhlF/DAPG_6,pPhlF/DAPG_7,pPhlF/DAPG_8,pPhlF/DAPG_9,pPhlF/DAPG_10,pPhlF/DAPG_11,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,pSalTTC/Sal_6,pSalTTC/Sal_7,pSalTTC/Sal_8,pSalTTC/Sal_9,pSalTTC/Sal_10,pSalTTC/Sal_11,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
1100,2968.5,23119.5,85489.5,202314.5,258481.5,258481.5,258481.5,258481.5,258481.5,258481.5,258481.5,258481.5,2170.5,1819.5,1768.5,1773.5,1744.5,1790.5,1700.5,1921.5,2952.5,93840.5,107142.5,104422.5,2098.5,1883.5,1831.5,1930.5,2912.5,8669.5,22626.5,34804.5,47041.5,49412.5,48672.5,47388.5,3669.5,41726.5,50211.5,95371.5,87499.5,124711.5,135412.5,194683.5,185346.5,190845.5,222442.5,258481.5,27582.5,57803.5,23090.5,16708.5,18118.5,26397.5,66515.5,56646.5,49546.5,258481.5,258481.5,258481.5,1975.5,2041.5,2006.5,2216.5,3842.5,13092.5,42598.5,79994.5,104649.5,161315.5,162532.5,256640.5,2849.5,10451.5,15183.5,19816.5,28650.5,43635.5,69813.5,120111.5,209804.5,258481.5,258481.5,258481.5,,,1902.5,1833.5,,,2059.5,2054.5,35568.5,41389.5
1120,3031.0,23226.0,85349.0,202157.0,258488.0,258488.0,258488.0,258488.0,258488.0,258488.0,258488.0,258488.0,2222.0,1851.0,1797.0,1782.0,1783.0,1836.0,1729.0,1954.0,3000.0,94202.0,107396.0,104522.0,2096.0,1908.0,1858.0,1983.0,2910.0,8697.0,22516.0,34796.0,47045.0,49386.0,48587.0,47538.0,3700.0,41730.0,50319.0,95557.0,88122.0,125386.0,135454.0,194301.0,185333.0,189261.0,221510.0,258488.0,28430.0,58293.0,23743.0,17421.0,18715.0,26931.0,67467.0,57249.0,49925.0,258488.0,258488.0,258488.0,2008.0,2090.0,2029.0,2270.0,3903.0,13161.0,42729.0,79966.0,104682.0,161994.0,162785.0,256875.0,2899.0,10533.0,15248.0,19809.0,28580.0,43624.0,69915.0,120049.0,209233.0,258488.0,258488.0,258488.0,,,1912.0,1869.0,,,2036.0,2036.0,36497.0,41224.0
1140,3042.0,23039.0,85523.0,203809.0,258479.0,258479.0,258479.0,258479.0,258479.0,258479.0,258479.0,258479.0,2264.0,1874.0,1827.0,1798.0,1795.0,1834.0,1751.0,1952.0,2985.0,94666.0,109996.0,104744.0,2122.0,1903.0,1880.0,1978.0,2905.0,8683.0,22573.0,34949.0,47247.0,49768.0,48702.0,47740.0,3716.0,41798.0,49776.0,96088.0,87748.0,126649.0,136207.0,194590.0,185558.0,189615.0,221274.0,258479.0,29325.0,58353.0,24298.0,18023.0,19208.0,27458.0,68040.0,57641.0,50603.0,258479.0,258479.0,258479.0,2054.0,2102.0,2040.0,2261.0,3899.0,13190.0,42642.0,79982.0,104782.0,162045.0,162546.0,257406.0,2904.0,10431.0,15200.0,19702.0,28443.0,43375.0,69930.0,120292.0,209133.0,258479.0,258479.0,258479.0,,,1923.0,1860.0,,,2062.0,2059.0,36760.0,41612.0
1160,3058.5,23365.5,85466.5,203901.5,258467.5,258467.5,258467.5,258467.5,258467.5,258467.5,258467.5,258467.5,2273.5,1883.5,1807.5,1820.5,1814.5,1844.5,1779.5,1950.5,3012.5,94617.5,108015.5,105176.5,2144.5,1942.5,1879.5,1980.5,2920.5,8657.5,22518.5,34863.5,47092.5,49626.5,48557.5,47544.5,3729.5,41595.5,49693.5,95918.5,87333.5,126835.5,135683.5,194258.5,185229.5,189752.5,221030.5,258467.5,30094.5,58781.5,24838.5,18593.5,19624.5,27989.5,68425.5,58146.5,51253.5,258467.5,258467.5,258467.5,2046.5,2117.5,2038.5,2272.5,3924.5,13185.5,42888.5,80124.5,104595.5,161623.5,162259.5,256987.5,2934.5,10453.5,15169.5,19701.5,28498.5,43460.5,69616.5,120124.5,210438.5,258467.5,258467.5,258467.5,,,1957.5,1892.5,,,2077.5,2076.5,36699.5,41837.5
1180,3068.0,23373.0,85572.0,204784.0,258454.0,258454.0,258454.0,258454.0,258454.0,258454.0,258454.0,258454.0,2295.0,1912.0,1837.0,1811.0,1817.0,1853.0,1771.0,1974.0,3003.0,95567.0,107663.0,104673.0,2150.0,1933.0,1900.0,2005.0,2923.0,8691.0,22597.0,35043.0,47302.0,49784.0,48703.0,48075.0,3752.0,42871.0,49685.0,95994.0,86745.0,128586.0,135256.0,195545.0,185250.0,189586.0,220945.0,258454.0,30843.0,59223.0,25453.0,19262.0,20220.0,28468.0,69038.0,58420.0,51457.0,258454.0,258454.0,258454.0,2076.0,2105.0,2045.0,2266.0,3915.0,13209.0,42582.0,80249.0,104632.0,162245.0,162830.0,257652.0,2943.0,10508.0,15180.0,19637.0,28323.0,43443.0,69598.0,119701.0,209242.0,258454.0,258454.0,258454.0,,,1979.0,1930.0,,,2092.5,2088.5,37389.5,42121.5
1200,3101.0,23675.0,85700.0,203905.0,258456.0,258456.0,258456.0,258456.0,258456.0,258456.0,258456.0,258456.0,2297.0,1931.0,1847.0,1837.0,1844.0,1885.0,1798.0,1996.0,3043.0,96830.0,106766.0,105436.0,2186.0,1977.0,1914.0,2035.0,2962.0,8714.0,22414.0,35116.0,47452.0,49954.0,48707.0,47381.0,3767.0,42828.0,49752.0,96217.0,86267.0,129225.0,134331.0,195549.0,185723.0,192033.0,220772.0,258456.0,31824.0,59268.0,25901.0,19966.0,20747.0,29065.0,69843.0,59115.0,52235.0,258456.0,258456.0,258456.0,2103.0,2171.0,2088.0,2284.0,3933.0,13207.0,42763.0,80312.0,104433.0,162877.0,162487.0,257885.0,2989.0,10518.0,15192.0,19712.0,28362.0,43308.0,69662.0,120111.0,210017.0,258456.0,258456.0,258456.0,,,2002.0,1922.0,,,2108.5,2111.5,37082.5,42599.5
1220,3131.5,23012.5,85706.5,203381.5,258445.5,258445.5,258445.5,258445.5,258445.5,258445.5,258445.5,258445.5,2339.5,1917.5,1871.5,1840.5,1856.5,1903.5,1813.5,2024.5,3029.5,95999.5,106261.5,104478.5,2223.5,1978.5,1934.5,2056.5,2972.5,8722.5,22704.5,34858.5,46865.5,49246.5,48445.5,48079.5,3784.5,42660.5,49437.5,95897.5,85845.5,129587.5,134165.5,193767.5,184894.5,190535.5,220696.5,258445.5,32507.5,59446.5,26358.5,20449.5,21277.5,29497.5,70188.5,59398.5,52907.5,258445.5,258445.5,258445.5,2131.5,2158.5,2109.5,2304.5,3956.5,13157.5,42601.5,80228.5,104109.5,161820.5,161528.5,257705.5,3004.5,10545.5,15118.5,19581.5,28275.5,43043.5,69322.5,119209.5,207791.5,258445.5,258445.5,258445.5,,,2003.5,1945.5,,,2098.5,2124.5,37782.5,42561.5
1240,3150.0,23263.0,85178.0,205088.0,258452.0,258452.0,258452.0,258452.0,258452.0,258452.0,258452.0,258452.0,2363.0,1975.0,1888.0,1872.0,1894.0,1926.0,1852.0,2072.0,3078.0,97102.0,106995.0,105035.0,2241.0,1985.0,1977.0,2075.0,2992.0,8730.0,22392.0,35257.0,47454.0,49931.0,48861.0,47990.0,3821.0,42966.0,49316.0,96163.0,85464.0,130182.0,133975.0,196463.0,187010.0,192949.0,221004.0,258452.0,33366.0,59940.0,26726.0,20905.0,21730.0,29773.0,70828.0,60024.0,53409.0,258452.0,258452.0,258452.0,2160.0,2181.0,2106.0,2334.0,3964.0,13194.0,42540.0,79973.0,103913.0,161917.0,162672.0,257916.0,3039.0,10538.0,14991.0,19424.0,28105.0,42928.0,69128.0,119414.0,208429.0,258452.0,258452.0,258452.0,,,2047.0,1969.0,,,2132.0,2117.0,38840.0,43125.0
1260,3186.0,23047.0,85348.0,204459.0,258441.0,258441.0,258441.0,258441.0,258441.0,258441.0,258441.0,258441.0,2384.0,1967.0,1906.0,1894.0,1913.0,1955.0,1853.0,2063.0,3115.0,97173.0,106046.0,104322.0,2272.0,2021.0,1970.0,2110.0,3018.0,8720.0,22580.0,35162.0,48501.0,49737.0,49074.0,48179.0,3857.0,43465.0,49263.0,95975.0,85217.0,130251.0,133228.0,195875.0,186318.0,192258.0,221009.0,258441.0,34137.0,60086.0,27064.0,21367.0,22315.0,30535.0,71557.0,60654.0,54038.0,258441.0,258441.0,258441.0,2183.0,2201.0,2123.0,2371.0,4000.0,13270.0,42791.0,80385.0,104552.0,162907.0,161529.0,257890.0,3061.0,10542.0,15007.0,19580.0,28138.0,43006.0,68818.0,119803.0,208819.0,258441.0,258441.0,258441.0,,,2075.0,2006.0,,,2140.0,2139.0,35036.0,43508.0
1280,3196.5,22955.5,84718.5,203840.5,258437.5,258437.5,258437.5,258437.5,258437.5,258437.5,258437.5,258437.5,2406.5,1979.5,1920.5,1903.5,1913.5,1960.5,1881.5,2074.5,3118.5,96773.5,107685.5,105066.5,2287.5,2027.5,2004.5,2095.5,3026.5,8730.5,22913.5,34636.5,48496.5,49312.5,49078.5,48006.5,3871.5,43704.5,48917.5,95410.5,84973.5,130401.5,132353.5,193641.5,184782.5,190834.5,220441.5,258437.5,34752.5,60407.5,27401.5,21778.5,22853.5,30982.5,72124.5,61036.5,54398.5,258437.5,258437.5,258437.5,2219.5,2211.5,2130.5,2362.5,3997.5,13183.5,42686.5,80018.5,103903.5,161613.5,162165.5,257891.5,3082.5,10577.5,14960.5,19447.5,28011.5,42729.5,69020.5,118792.5,207178.5,258437.5,258437.5,258437.5,,,2076.5,2009.5,,,2141.5,2123.5,35048.5,43463.5
1300,3210.5,23108.5,85045.5,204264.5,258427.5,258427.5,258427.5,258427.5,258427.5,258427.5,258427.5,258427.5,2405.5,2006.5,1922.5,1923.5,1911.5,1963.5,1883.5,2093.5,3105.5,97953.5,105945.5,105612.5,2297.5,2032.5,2003.5,2109.5,3015.5,8771.5,22396.5,34875.5,48812.5,49233.5,48890.5,48210.5,3892.5,43846.5,49097.5,95810.5,86236.5,131259.5,132418.5,194166.5,184940.5,192310.5,219735.5,258427.5,35240.5,60675.5,27919.5,22128.5,23245.5,31508.5,73071.5,61409.5,55112.5,258427.5,258427.5,258427.5,2213.5,2213.5,2158.5,2392.5,4019.5,13288.5,42760.5,80088.5,104424.5,161462.5,161742.5,257885.5,3109.5,10551.5,14975.5,19464.5,27970.5,42801.5,68833.5,118980.5,207237.5,258427.5,258427.5,258427.5,,,2100.5,2027.5,,,2170.5,2161.5,35174.5,43507.5
1320,3247.5,23696.5,84850.5,204561.5,258429.5,258429.5,258429.5,258429.5,258429.5,258429.5,258429.5,258429.5,2431.5,2013.5,1955.5,1926.5,1945.5,1979.5,1904.5,2115.5,3139.5,99549.5,106376.5,104335.5,2324.5,2056.5,2023.5,2124.5,3044.5,8746.5,22440.5,34829.5,49085.5,49460.5,48984.5,48042.5,3912.5,43811.5,48759.5,95723.5,85037.5,131250.5,131853.5,194672.5,184346.5,192008.5,218834.5,258429.5,35666.5,60868.5,27934.5,22457.5,23687.5,32013.5,73200.5,61978.5,55502.5,258429.5,258429.5,258429.5,2250.5,2235.5,2172.5,2410.5,4035.5,13211.5,42443.5,79641.5,103599.5,161471.5,161427.5,257979.5,3111.5,10547.5,15034.5,19393.5,27907.5,42632.5,68230.5,118994.5,206847.5,258429.5,258429.5,258429.5,,,2124.5,2036.5,,,2155.0,2145.0,35492.0,43950.0
