time,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
1180,2595.5,5186.5,44301.5,93757.5,118334.5,146046.5,2194.5,3510.5,24486.5,52795.5,72602.5,80696.5,2654.5,5335.5,58299.5,124241.5,141063.5,153493.5,2141.5,3590.5,26246.5,113940.5,95423.5,117568.5,3236.5,8640.5,57161.5,202640.5,119526.5,118740.5,2256.5,3297.5,15204.5,43526.5,71524.5,63649.5,2928.5,6673.5,33452.5,49090.5,53555.5,43966.5,2222.5,3372.5,17961.5,45038.5,55753.5,43670.5,2831.5,7818.5,49496.5,101933.5,116999.5,111227.5,2130.5,2877.5,7997.5,26011.5,54370.5,53802.5,2283.5,4069.5,36598.5,76569.5,90134.5,110791.5,2021.5,2906.5,15408.5,38194.5,51954.5,87482.5,2042.5,4797.5,128718.5,258478.5,258478.5,146536.5,1828.5,2896.5,41705.5,153365.5,125481.5,86102.5,,,1864.5,1886.5,,,2109.0,2110.0,33158.0,37599.0
1200,2611.5,5213.5,44328.5,94240.5,118932.5,121750.5,2224.5,3526.5,24513.5,52441.5,71329.5,80814.5,2686.5,5311.5,59298.5,123391.5,141221.5,153512.5,2144.5,3600.5,26196.5,101011.5,92822.5,117234.5,3221.5,8568.5,56795.5,203655.5,119747.5,118792.5,2266.5,3337.5,15172.5,43440.5,65572.5,63968.5,2911.5,6631.5,33314.5,49267.5,53130.5,43726.5,2221.5,3389.5,17954.5,45012.5,55890.5,43314.5,2826.5,7868.5,49217.5,100161.5,116224.5,110758.5,2117.5,2905.5,7920.5,25976.5,50623.5,53401.5,2266.5,4086.5,36552.5,76205.5,90341.5,109766.5,2059.5,2880.5,15324.5,38054.5,51376.5,87239.5,2066.5,4783.5,128959.5,258458.5,258458.5,147107.5,1811.5,2885.5,41684.5,151142.5,117529.5,84737.5,,,1860.5,1886.5,,,2137.5,2140.5,32717.5,38077.5
1220,2643.5,5200.5,44062.5,93894.5,119130.5,117238.5,2221.5,3542.5,24523.5,52258.5,71377.5,80520.5,2689.5,5359.5,58046.5,123768.5,140301.5,153027.5,2171.5,3643.5,26094.5,92578.5,92225.5,116982.5,3266.5,8584.5,56850.5,204728.5,119951.5,119155.5,2291.5,3327.5,15115.5,43582.5,65348.5,65388.5,2923.5,6642.5,33490.5,49447.5,53406.5,43700.5,2266.5,3403.5,17920.5,45159.5,55753.5,43175.5,2874.5,7856.5,49165.5,101086.5,116878.5,111563.5,2140.5,2906.5,7929.5,26075.5,49984.5,53689.5,2290.5,4083.5,36578.5,76828.5,90267.5,110321.5,2093.5,2892.5,15322.5,37829.5,51313.5,87042.5,2075.5,4887.5,129724.5,258452.5,258452.5,150186.5,1843.5,2911.5,41522.5,150128.5,118187.5,84220.5,,,1871.5,1941.5,,,2121.5,2196.5,34717.5,38065.5
1240,2666.0,5237.0,44303.0,95461.0,120113.0,129205.0,2256.0,3580.0,24588.0,52235.0,71642.0,80539.0,2712.0,5314.0,58907.0,124015.0,141167.0,153352.0,2216.0,3666.0,26195.0,107940.0,92845.0,116473.0,3268.0,8601.0,58117.0,202927.0,119631.0,118817.0,2313.0,3375.0,15157.0,43744.0,70255.0,63829.0,2970.0,6673.0,33346.0,49485.0,53402.0,43809.0,2279.0,3417.0,17879.0,45315.0,55485.0,44162.0,2884.0,7957.0,49139.0,101247.0,116285.0,111236.0,2160.0,2931.0,7880.0,25943.0,52998.0,53688.0,2318.0,4106.0,36530.0,76605.0,89990.0,110691.0,2093.0,2962.0,15403.0,38047.0,51203.0,87034.0,2107.0,4960.0,129718.0,258456.0,258456.0,154369.0,1877.0,2926.0,41919.0,150311.0,129839.0,83954.0,,,1899.0,1958.0,,,2161.5,2188.5,33553.5,38354.5
1260,2675.5,5249.5,44118.5,93443.5,119825.5,119290.5,2270.5,3578.5,24372.5,51923.5,69701.5,80114.5,2718.5,5366.5,59074.5,123116.5,140776.5,152717.5,2215.5,3664.5,26010.5,99213.5,92400.5,116263.5,3263.5,8593.5,57976.5,203677.5,120183.5,118520.5,2309.5,3382.5,15041.5,43530.5,67977.5,65445.5,2992.5,6661.5,33243.5,49117.5,53943.5,43702.5,2280.5,3450.5,17785.5,45176.5,55309.5,43708.5,2883.5,7925.5,49215.5,101078.5,115840.5,111055.5,2156.5,2925.5,8092.5,26069.5,50570.5,53197.5,2329.5,4097.5,36520.5,76233.5,89997.5,110081.5,2119.5,2964.5,15242.5,37781.5,50672.5,86834.5,2111.5,4988.5,129064.5,258444.5,258444.5,156786.5,1884.5,2917.5,41732.5,148943.5,124445.5,82683.5,,,1906.5,1964.5,,,2175.0,2167.0,35294.0,38275.0
1280,2726.0,5271.0,44199.0,94875.0,119345.0,123053.0,2319.0,3622.0,24397.0,51936.0,70685.0,80173.0,2753.0,5345.0,59181.0,122933.0,141328.0,152649.0,2240.0,3681.0,26053.0,103177.0,93090.0,116475.0,3285.0,8542.0,57779.0,203043.0,120056.0,118355.0,2326.0,3386.0,15018.0,43440.0,65830.0,67094.0,2992.0,6710.0,33281.0,49381.0,53500.0,43529.0,2319.0,3467.0,17755.0,45081.0,55357.0,43961.0,2922.0,7896.0,48873.0,99721.0,116209.0,111230.0,2216.0,2964.0,7986.0,26125.0,51437.0,53423.0,2343.0,4127.0,36453.0,76254.0,90414.0,109960.0,2145.0,2961.0,15281.0,37880.0,50655.0,86404.0,2140.0,5070.0,129106.0,258449.0,258449.0,118010.0,1924.0,2967.0,41609.0,149897.0,127553.0,82816.0,,,1941.0,1999.0,,,2198.0,2214.0,35265.0,38561.0
1300,2726.5,5276.5,43985.5,93368.5,120034.5,124754.5,2335.5,3638.5,24311.5,51808.5,70291.5,79852.5,2761.5,5328.5,59326.5,122817.5,141385.5,153507.5,2259.5,3688.5,25940.5,105840.5,91411.5,116795.5,3297.5,8554.5,57421.5,202926.5,119666.5,118369.5,2343.5,3408.5,15006.5,43325.5,66103.5,64040.5,3010.5,6716.5,33310.5,49265.5,53744.5,43477.5,2325.5,3450.5,17730.5,45196.5,55408.5,45483.5,2916.5,7886.5,49004.5,101128.5,115801.5,110727.5,2220.5,2977.5,8037.5,26108.5,51929.5,53084.5,2364.5,4105.5,36332.5,75858.5,90132.5,110003.5,2162.5,2957.5,15201.5,37667.5,51681.5,86516.5,2173.5,5076.5,129181.5,258435.5,258435.5,120679.5,1928.5,2959.5,41758.5,149122.5,138317.5,82432.5,,,1949.5,1979.5,,,2201.0,2231.0,35593.0,38708.0
1320,2751.5,5323.5,44161.5,93260.5,120965.5,117722.5,2345.5,3634.5,24386.5,51671.5,69104.5,79383.5,2777.5,5346.5,60342.5,123025.5,141192.5,152464.5,2270.5,3689.5,25993.5,101727.5,91229.5,115631.5,3305.5,8518.5,57505.5,204687.5,119423.5,117841.5,2356.5,3410.5,15036.5,43300.5,63467.5,65085.5,3025.5,6741.5,33411.5,49211.5,53297.5,43338.5,2324.5,3478.5,17710.5,45312.5,55137.5,44263.5,2952.5,7911.5,49052.5,100108.5,115305.5,110665.5,2211.5,3017.5,8205.5,26153.5,50394.5,52863.5,2356.5,4155.5,36584.5,76009.5,90023.5,110204.5,2172.5,2995.5,15277.5,37610.5,51071.5,86079.5,2189.5,5095.5,129248.5,258429.5,258429.5,122802.5,1948.5,2977.5,41747.5,148716.5,126873.5,81831.5,,,1958.5,2016.5,,,2239.0,2241.0,33509.0,38659.0
1340,2762.5,5299.5,44123.5,94846.5,118734.5,125101.5,2368.5,3685.5,24332.5,51363.5,69098.5,79485.5,2816.5,5348.5,60089.5,122880.5,142049.5,153114.5,2316.5,3713.5,25818.5,106610.5,90027.5,115350.5,3340.5,8591.5,57405.5,204742.5,120391.5,118045.5,2373.5,3410.5,15011.5,43475.5,64041.5,64198.5,3050.5,6690.5,33368.5,49078.5,53581.5,43410.5,2367.5,3476.5,17705.5,45528.5,54997.5,45175.5,2969.5,7876.5,48737.5,100545.5,115301.5,110698.5,2253.5,3018.5,7985.5,26126.5,51295.5,52667.5,2393.5,4151.5,36170.5,75890.5,89913.5,109404.5,2199.5,3037.5,15140.5,37571.5,51685.5,86053.5,2200.5,5137.5,128949.5,258427.5,258427.5,122671.5,1961.5,2986.5,41666.5,147583.5,125079.5,81519.5,,,1999.5,2060.5,,,2218.5,2256.5,35743.5,38899.5
1360,2796.0,5338.0,43895.0,93789.0,118578.0,120597.0,2403.0,3689.0,24335.0,51325.0,69103.0,78729.0,2842.0,5364.0,59800.0,123094.0,142043.0,152494.0,2340.0,3723.0,25680.0,104279.0,90593.0,115023.0,3335.0,8541.0,56905.0,204346.0,120123.0,117963.0,2413.0,3458.0,14993.0,43327.0,62602.0,63849.0,3033.0,6707.0,33305.0,49181.0,53432.0,43487.0,2395.0,3512.0,17562.0,45504.0,55318.0,45575.0,2991.0,7889.0,48628.0,99351.0,115004.0,110515.0,2267.0,3057.0,7968.0,26356.0,51271.0,52415.0,2417.0,4221.0,36275.0,75884.0,89769.0,109980.0,2206.0,3031.0,15165.0,37494.0,53885.0,85686.0,2214.0,5223.0,128474.0,258426.0,258426.0,123854.0,2004.0,3036.0,41760.0,148579.0,130909.0,81462.0,,,2048.0,2027.0,,,2239.0,2273.0,36590.0,38983.0
1380,2818.0,5370.0,43931.0,92922.0,119162.0,123556.0,2408.0,3726.0,24365.0,51263.0,69075.0,78842.0,2852.0,5356.0,60001.0,123047.0,142203.0,152518.0,2326.0,3731.0,25735.0,104502.0,91646.0,115880.0,3369.0,8534.0,57038.0,204615.0,119926.0,117540.0,2434.0,3445.0,14973.0,43187.0,63223.0,64732.0,3068.0,6750.0,33303.0,49024.0,53624.0,43235.0,2383.0,3497.0,17611.0,51248.0,54950.0,44975.0,3007.0,7916.0,48624.0,99297.0,114941.0,110320.0,2324.0,3062.0,8067.0,26391.0,51270.0,52782.0,2437.0,4174.0,36109.0,75827.0,89667.0,110163.0,2217.0,3045.0,15138.0,37520.0,53338.0,85709.0,2255.0,5241.0,128592.0,258419.0,258419.0,125156.0,1997.0,3041.0,41627.0,147316.0,128086.0,80755.0,,,2016.0,2066.0,,,2287.5,2288.5,33345.5,39056.5
1400,2832.5,5398.5,43927.5,93553.5,118344.5,119059.5,2446.5,3712.5,24231.5,51220.5,69400.5,79303.5,2843.5,5423.5,60334.5,123254.5,141921.5,152846.5,2336.5,3755.5,25605.5,102179.5,91025.5,115031.5,3371.5,8488.5,57074.5,205136.5,119445.5,117920.5,2426.5,3459.5,14931.5,43305.5,59135.5,63818.5,3085.5,6786.5,33121.5,49021.5,54372.5,43166.5,2385.5,3523.5,17606.5,53209.5,54736.5,42845.5,3024.5,7974.5,48591.5,98769.5,114479.5,109803.5,2306.5,3046.5,7990.5,26385.5,50225.5,52632.5,2473.5,4222.5,36109.5,75423.5,89862.5,109952.5,2251.5,3055.5,15181.5,37465.5,51746.5,85524.5,2251.5,5296.5,127920.5,258410.5,258410.5,124890.5,2012.5,3075.5,41585.5,147145.5,128296.5,80700.5,,,2069.5,2105.5,,,2270.0,2292.0,36758.0,39195.0
1420,2859.0,5402.0,43881.0,93230.0,117433.0,124471.0,2451.0,3752.0,24277.0,50966.0,69657.0,79297.0,2884.0,5440.0,59806.0,123392.0,142492.0,152154.0,2370.0,3734.0,25533.0,106022.0,89809.0,123629.0,3382.0,8495.0,56965.0,204759.0,119451.0,118150.0,2455.0,3504.0,14909.0,43301.0,58861.0,64537.0,3070.0,6742.0,33198.0,48917.0,53825.0,43072.0,2437.0,3514.0,17555.0,53629.0,54733.0,42878.0,3016.0,7965.0,48431.0,98751.0,114300.0,109861.0,2316.0,3058.0,8127.0,26314.0,50841.0,52558.0,2456.0,4174.0,36068.0,75252.0,89468.0,109841.0,2250.0,3058.0,15170.0,37171.0,53003.0,85305.0,2253.0,5266.0,128907.0,258402.0,258402.0,125400.0,2038.0,3082.0,41584.0,145873.0,124260.0,80494.0,,,2045.0,2112.0,,,2313.5,2319.5,33645.5,39216.5
1440,2904.5,5426.5,43910.5,92696.5,117643.5,126079.5,2466.5,3787.5,24223.5,50860.5,68382.5,78532.5,2893.5,5475.5,60834.5,123369.5,142545.5,152208.5,2385.5,3792.5,25589.5,102130.5,88219.5,115321.5,3388.5,8493.5,56791.5,204148.5,119647.5,118217.5,2472.5,3498.5,14936.5,43552.5,53784.5,66185.5,3111.5,6788.5,33163.5,48936.5,53504.5,43137.5,2471.5,3552.5,17518.5,54124.5,54397.5,42834.5,3060.5,7948.5,48497.5,99476.5,114366.5,110133.5,2354.5,3107.5,8112.5,26343.5,50207.5,52276.5,2472.5,4235.5,36210.5,75971.5,89578.5,109513.5,2281.5,3121.5,15134.5,37138.5,50688.5,85176.5,2315.5,5335.5,128433.5,258407.5,258407.5,125791.5,2068.5,3089.5,41466.5,145547.5,122816.5,79663.5,,,2097.5,2158.5,,,2325.0,2349.0,35081.0,39030.0
