time,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
0,118.0,73.0,44.0,64.0,59.0,49.0,79.0,50.0,59.0,36.0,45.0,49.0,168.0,122.0,94.0,97.0,108.0,92.0,132.0,61.0,81.0,83.0,82.0,94.0,219.0,135.0,119.0,117.0,121.0,111.0,126.0,83.0,78.0,65.0,98.0,89.0,155.0,92.0,110.0,96.0,76.0,85.0,147.0,77.0,93.0,59.0,106.0,80.0,162.0,90.0,73.0,75.0,64.0,79.0,133.0,81.0,93.0,78.0,93.0,80.0,123.0,75.0,73.0,76.0,77.0,72.0,106.0,67.0,76.0,72.0,77.0,74.0,125.0,113.0,87.0,93.0,64.0,65.0,127.0,82.0,97.0,96.0,52.0,84.0,,,77.0,112.0,,,67.0,82.0,1040.0,1168.0
20,70.0,47.0,39.0,23.0,42.0,48.0,102.0,33.0,29.0,45.0,23.0,44.0,128.0,93.0,62.0,61.0,57.0,95.0,122.0,58.0,71.0,66.0,45.0,49.0,153.0,124.0,113.0,88.0,88.0,113.0,128.0,67.0,56.0,55.0,63.0,53.0,148.0,78.0,96.0,65.0,85.0,63.0,116.0,88.0,69.0,66.0,67.0,58.0,143.0,97.0,84.0,40.0,62.0,55.0,126.0,59.0,68.0,78.0,59.0,68.0,101.0,61.0,65.0,47.0,39.0,44.0,86.0,48.0,40.0,41.0,50.0,60.0,125.0,66.0,52.0,81.0,43.0,75.0,106.0,65.0,55.0,68.0,73.0,55.0,,,52.0,109.0,,,102.0,90.0,1173.0,1249.0
40,87.0,21.0,52.0,53.0,27.0,27.0,66.0,19.0,33.0,23.0,12.0,22.0,145.0,89.0,64.0,52.0,50.0,51.0,99.0,27.0,39.0,46.0,13.0,62.0,160.0,91.0,82.0,76.0,62.0,86.0,94.0,33.0,47.0,35.0,42.0,37.0,110.0,57.0,71.0,47.0,44.0,52.0,109.0,49.0,56.0,37.0,58.0,37.0,118.0,56.0,55.0,40.0,33.0,43.0,78.0,34.0,37.0,52.0,53.0,58.0,84.0,28.0,39.0,38.0,47.0,42.0,75.0,26.0,15.0,45.0,43.0,62.0,122.0,65.0,63.0,49.0,60.0,33.0,102.0,49.0,60.0,37.0,46.0,37.0,,,74.0,93.0,,,81.5,81.5,1596.5,1676.5
60,100.5,37.5,61.5,34.5,37.5,34.5,98.5,47.5,41.5,51.5,38.5,57.5,152.5,103.5,90.5,64.5,49.5,83.5,100.5,49.5,73.5,49.5,49.5,60.5,163.5,126.5,107.5,83.5,87.5,105.5,105.5,74.5,59.5,53.5,47.5,56.5,145.5,107.5,73.5,84.5,77.5,80.5,110.5,64.5,82.5,57.5,74.5,66.5,147.5,86.5,56.5,43.5,50.5,79.5,110.5,62.5,57.5,66.5,49.5,73.5,103.5,44.5,75.5,56.5,63.5,66.5,89.5,55.5,24.5,52.5,55.5,69.5,165.5,96.5,88.5,87.5,67.5,79.5,123.5,61.5,57.5,73.5,56.5,58.5,,,75.5,130.5,,,97.5,104.5,2107.5,2226.5
80,117.0,71.0,76.0,61.0,54.0,54.0,106.0,44.0,36.0,48.0,76.0,66.0,160.0,124.0,87.0,71.0,68.0,82.0,125.0,76.0,64.0,68.0,48.0,109.0,193.0,136.0,102.0,109.0,117.0,136.0,132.0,78.0,70.0,77.0,93.0,75.0,181.0,98.0,115.0,75.0,91.0,108.0,135.0,90.0,113.0,57.0,70.0,80.0,168.0,93.0,68.0,78.0,55.0,91.0,114.0,68.0,90.0,55.0,60.0,82.0,123.0,90.0,65.0,74.0,66.0,81.0,110.0,58.0,59.0,53.0,55.0,94.0,140.0,92.0,86.0,78.0,81.0,72.0,128.0,69.0,62.0,75.0,80.0,77.0,,,81.0,118.0,,,99.0,112.0,2600.0,2748.0
100,127.5,69.5,71.5,61.5,45.5,85.5,105.5,63.5,65.5,58.5,57.5,80.5,209.5,104.5,108.5,94.5,57.5,138.5,130.5,61.5,77.5,84.5,57.5,129.5,201.5,129.5,114.5,129.5,141.5,274.5,125.5,89.5,75.5,64.5,88.5,78.5,170.5,124.5,109.5,98.5,110.5,180.5,143.5,97.5,86.5,97.5,68.5,105.5,152.5,107.5,80.5,60.5,91.5,150.5,133.5,66.5,80.5,65.5,77.5,88.5,124.5,63.5,75.5,46.5,60.5,88.5,131.5,70.5,57.5,69.5,62.5,89.5,169.5,89.5,88.5,80.5,79.5,102.5,126.5,87.5,72.5,70.5,66.5,72.5,,,91.5,123.5,,,137.0,121.0,3093.0,3315.0
120,160.5,89.5,74.5,77.5,110.5,180.5,151.5,80.5,76.5,94.5,92.5,165.5,210.5,132.5,109.5,111.5,160.5,327.5,157.5,102.5,98.5,115.5,109.5,307.5,229.5,166.5,153.5,164.5,279.5,804.5,163.5,108.5,105.5,93.5,110.5,201.5,214.5,136.5,128.5,114.5,161.5,366.5,174.5,124.5,94.5,95.5,134.5,179.5,194.5,95.5,92.5,96.5,131.5,335.5,157.5,84.5,105.5,87.5,106.5,200.5,164.5,115.5,97.5,103.5,95.5,136.5,145.5,68.5,75.5,98.5,76.5,114.5,166.5,121.5,98.5,113.5,105.5,173.5,162.5,100.5,100.5,101.5,98.5,151.5,,,102.5,148.5,,,159.0,170.0,3713.0,4000.0
140,170.5,106.5,120.5,117.5,194.5,443.5,174.5,126.5,121.5,124.5,147.5,309.5,226.5,154.5,138.5,127.5,247.5,744.5,175.5,112.5,126.5,123.5,215.5,681.5,259.5,192.5,178.5,192.5,614.5,1853.5,182.5,140.5,137.5,148.5,194.5,467.5,239.5,185.5,150.5,177.5,264.5,839.5,170.5,132.5,139.5,134.5,151.5,434.5,205.5,145.5,148.5,134.5,226.5,752.5,189.5,119.5,104.5,121.5,152.5,386.5,167.5,129.5,114.5,127.5,126.5,261.5,148.5,88.5,107.5,107.5,75.5,112.5,183.5,114.5,98.5,114.5,139.5,460.5,170.5,115.5,106.5,107.5,156.5,330.5,,,156.5,171.5,,,218.5,208.5,4544.5,4960.5
160,239.0,134.0,140.0,183.0,498.0,1152.0,202.0,164.0,151.0,193.0,377.0,831.0,261.0,210.0,171.0,218.0,636.0,1787.0,212.0,166.0,180.0,211.0,627.0,1565.0,310.0,243.0,248.0,416.0,1574.0,3879.0,208.0,173.0,166.0,167.0,353.0,1032.0,279.0,228.0,227.0,278.0,763.0,1835.0,215.0,162.0,171.0,157.0,303.0,931.0,257.0,166.0,198.0,264.0,859.0,1889.0,214.0,159.0,142.0,156.0,255.0,871.0,216.0,148.0,170.0,150.0,217.0,534.0,200.0,135.0,126.0,133.0,129.0,193.0,190.0,136.0,120.0,146.0,246.0,1145.0,167.0,153.0,145.0,121.0,216.0,749.0,,,179.0,207.0,,,270.0,308.0,5687.0,6228.0
180,304.0,246.0,513.0,2090.0,3604.0,4316.0,279.0,252.0,387.0,1602.0,2373.0,3081.0,350.0,327.0,646.0,2013.0,3700.0,5236.0,273.0,229.0,463.0,1812.0,3408.0,4466.0,449.0,468.0,1275.0,3272.0,5588.0,8062.0,290.0,252.0,267.0,580.0,1232.0,2305.0,378.0,360.0,636.0,2012.0,3129.0,3788.0,268.0,229.0,263.0,498.0,1154.0,2148.0,359.0,325.0,604.0,1922.0,3823.0,4783.0,261.0,226.0,243.0,565.0,1530.0,2912.0,275.0,240.0,252.0,590.0,1076.0,1518.0,234.0,216.0,205.0,245.0,305.0,383.0,239.0,186.0,232.0,1010.0,1741.0,3019.0,222.0,188.0,168.0,321.0,940.0,1839.0,,,265.0,291.0,,,378.5,366.5,7512.5,8279.5
200,483.0,534.0,2623.0,7916.0,10202.0,9988.0,357.0,443.0,1825.0,5687.0,6686.0,7307.0,488.0,680.0,2759.0,7980.0,10305.0,11147.0,358.0,398.0,1887.0,6642.0,8927.0,9367.0,739.0,1249.0,4853.0,9996.0,12605.0,13828.0,384.0,370.0,992.0,2969.0,4171.0,5153.0,573.0,690.0,2403.0,5812.0,7050.0,6333.0,367.0,375.0,839.0,2718.0,3860.0,4279.0,519.0,698.0,2367.0,5948.0,8541.0,8787.0,342.0,358.0,602.0,2185.0,5071.0,6794.0,379.0,340.0,706.0,2136.0,3005.0,3529.0,358.0,329.0,410.0,808.0,999.0,1111.0,313.0,293.0,1005.0,5801.0,7046.0,7164.0,283.0,261.0,471.0,2373.0,4355.0,4676.0,,,374.0,364.0,,,546.5,503.5,10082.5,11276.5
220,672.0,1404.0,9287.0,17933.0,19918.0,18175.0,516.0,888.0,6279.0,12627.0,13455.0,13511.0,776.0,1709.0,8832.0,17132.0,19560.0,18991.0,480.0,874.0,6044.0,14125.0,16501.0,16018.0,1197.0,3296.0,12404.0,19029.0,20811.0,20202.0,520.0,632.0,2339.0,6154.0,7876.0,8691.0,847.0,1550.0,6817.0,11901.0,12738.0,9627.0,445.0,622.0,2588.0,6654.0,7879.0,7030.0,813.0,1545.0,6517.0,11967.0,14856.0,13742.0,464.0,571.0,1134.0,4172.0,9281.0,11276.0,517.0,610.0,2341.0,5030.0,6135.0,6593.0,460.0,496.0,1004.0,2222.0,2227.0,2316.0,449.0,603.0,4680.0,14017.0,14702.0,12490.0,393.0,431.0,1510.0,7033.0,9833.0,8766.0,,,491.0,493.0,,,715.5,692.5,13912.5,15593.5
240,1008.0,2743.0,19246.0,30591.0,32026.0,28041.0,650.0,1592.0,12784.0,21443.0,21912.0,21188.0,1049.0,2907.0,18164.0,29153.0,31484.0,28775.0,624.0,1510.0,12189.0,23910.0,26378.0,24524.0,1736.0,6234.0,23384.0,30413.0,31110.0,28042.0,674.0,1104.0,4477.0,10275.0,12205.0,12650.0,1193.0,3118.0,13787.0,20066.0,19906.0,13765.0,635.0,1039.0,5829.0,12269.0,13463.0,10570.0,1120.0,2991.0,12809.0,19641.0,22553.0,19532.0,612.0,872.0,1845.0,6620.0,13872.0,15708.0,695.0,994.0,5301.0,9100.0,10232.0,10381.0,570.0,752.0,2135.0,4393.0,4027.0,4343.0,591.0,1348.0,13091.0,25384.0,24488.0,18418.0,499.0,759.0,4331.0,13969.0,17312.0,13615.0,,,646.0,624.0,,,927.0,902.0,19131.0,21308.0
260,1291.5,4097.5,32255.5,45842.5,46376.5,39864.5,855.5,2437.5,20924.5,32039.5,31732.5,30280.5,1335.5,4352.5,30728.5,43637.5,45339.5,39982.5,786.5,2528.5,20588.5,35605.5,38018.5,34759.5,2411.5,9806.5,38265.5,44431.5,44039.5,37371.5,862.5,2010.5,7792.5,15633.5,17474.5,17461.5,1632.5,5035.5,23524.5,31567.5,29918.5,19764.5,803.5,1752.5,11183.5,19908.5,21035.5,15374.5,1493.5,4882.5,22281.5,30308.5,32742.5,26313.5,792.5,1291.5,3190.5,10443.5,19631.5,20350.5,887.5,1511.5,9431.5,14064.5,15438.5,14670.5,741.5,1071.5,3834.5,7013.5,6198.5,6893.5,769.5,2252.5,24638.5,38695.5,35580.5,24880.5,588.5,1344.5,9259.5,23008.5,26323.5,19221.5,,,811.5,824.5,,,1150.5,1110.5,24101.5,26027.5
280,1509.5,4911.5,41858.5,63553.5,65600.5,54788.5,1026.5,2933.5,26575.5,43722.5,45288.5,42158.5,1637.5,5379.5,43840.5,62949.5,62801.5,53114.5,957.5,3251.5,30479.5,51013.5,52106.5,46497.5,2816.5,11765.5,53774.5,62503.5,59256.5,49218.5,1082.5,2966.5,13116.5,22156.5,23398.5,23019.5,1924.5,6143.5,30360.5,41136.5,41101.5,28478.5,1006.5,2473.5,16998.5,30188.5,30882.5,21775.5,1858.5,6576.5,31807.5,45704.5,47253.5,34997.5,984.5,1855.5,5211.5,16880.5,27647.5,26012.5,1081.5,1996.5,14480.5,20745.5,21983.5,20029.5,890.5,1432.5,6322.5,10119.5,8736.5,9773.5,959.5,3347.5,40489.5,54759.5,48366.5,31822.5,755.5,2217.5,16559.5,34138.5,36368.5,24765.5,,,920.5,946.5,,,1317.0,1269.0,27245.0,28898.0
300,1733.0,5596.0,50114.0,77453.0,82703.0,73757.0,1162.0,3335.0,31571.0,52470.0,56755.0,56690.0,1950.0,6439.0,57548.0,83403.0,83619.0,70130.0,1105.0,3788.0,38518.0,67581.0,70523.0,61717.0,3156.0,13235.0,65363.0,78891.0,78237.0,63945.0,1261.0,3459.0,18924.0,30301.0,30109.0,29733.0,2260.0,7046.0,34915.0,48221.0,48864.0,34764.0,1172.0,2995.0,21105.0,37735.0,40641.0,31008.0,2187.0,8232.0,41158.0,62871.0,65456.0,46148.0,1131.0,2305.0,6897.0,23989.0,38694.0,33379.0,1246.0,2600.0,20701.0,29211.0,30260.0,27443.0,1043.0,1827.0,9032.0,14278.0,12181.0,13646.0,1140.0,4191.0,56827.0,74431.0,63700.0,39610.0,852.0,2840.0,26557.0,47042.0,48784.0,30984.0,,,1060.0,1091.0,,,1525.5,1474.5,30149.5,32166.5
320,1974.0,6231.0,57524.0,90731.0,97219.0,88848.0,1347.0,3667.0,35517.0,61343.0,66757.0,67705.0,2180.0,7094.0,68359.0,105173.0,106631.0,90178.0,1307.0,4157.0,43951.0,84112.0,90845.0,81015.0,3441.0,14031.0,75611.0,93030.0,92307.0,81560.0,1436.0,3739.0,23230.0,37588.0,37544.0,37410.0,2516.0,7854.0,39043.0,53755.0,54980.0,39908.0,1351.0,3432.0,24155.0,43222.0,47347.0,37182.0,2433.0,9217.0,49365.0,78073.0,83648.0,60326.0,1281.0,2628.0,8491.0,28750.0,50223.0,42697.0,1510.0,3212.0,27835.0,40508.0,41356.0,36385.0,1212.0,2224.0,12055.0,20637.0,16911.0,18919.0,1329.0,4903.0,74234.0,93880.0,81548.0,48543.0,996.0,3229.0,36684.0,61416.0,62529.0,38314.0,,,1196.0,1219.0,,,1684.5,1667.5,33350.5,35680.5
340,2172.0,6731.0,64082.0,103978.0,112869.0,103765.0,1549.0,4036.0,39005.0,69831.0,76989.0,78866.0,2433.0,7658.0,76340.0,123417.0,129076.0,113786.0,1488.0,4488.0,47212.0,96913.0,110800.0,102829.0,3675.0,14687.0,83816.0,106486.0,105700.0,95242.0,1645.0,3973.0,26037.0,45453.0,44700.0,46211.0,2833.0,8566.0,43119.0,59565.0,60631.0,44865.0,1560.0,3804.0,26800.0,47305.0,52420.0,42109.0,2708.0,10078.0,56455.0,92091.0,99201.0,74720.0,1458.0,2877.0,9555.0,32432.0,57895.0,52817.0,1705.0,3676.0,33900.0,52308.0,54568.0,49373.0,1413.0,2526.0,14319.0,28724.0,26184.0,25211.0,1450.0,5541.0,88880.0,116751.0,98253.0,59021.0,1128.0,3461.0,45791.0,76256.0,77275.0,46532.0,,,1391.0,1372.0,,,1806.0,1820.0,36266.0,38730.0
360,2387.0,7104.0,69679.0,116768.0,127922.0,119399.0,1752.0,4313.0,41583.0,77820.0,86653.0,90286.0,2632.0,8063.0,83457.0,142070.0,151298.0,136574.0,1663.0,4698.0,49606.0,106396.0,127464.0,124208.0,3899.0,15205.0,90547.0,118778.0,118957.0,108886.0,1854.0,4192.0,27592.0,52386.0,52445.0,54678.0,3043.0,9248.0,46683.0,64359.0,66553.0,50057.0,1762.0,4145.0,29169.0,52224.0,57949.0,46929.0,2907.0,10834.0,62587.0,103849.0,113382.0,88914.0,1685.0,3139.0,10511.0,35412.0,62967.0,61692.0,1905.0,4152.0,39893.0,63290.0,67473.0,64736.0,1564.0,2801.0,16443.0,35520.0,37372.0,34839.0,1639.0,6080.0,103136.0,139329.0,115921.0,71209.0,1285.0,3686.0,52330.0,94016.0,89784.0,55870.0,,,1466.0,1503.0,,,1971.0,1974.0,38974.0,41443.0
380,2557.0,7438.0,72931.0,127577.0,142074.0,135420.0,1885.0,4547.0,43122.0,84189.0,95888.0,101398.0,2872.0,8344.0,89085.0,157545.0,170276.0,160019.0,1831.0,4924.0,51767.0,114264.0,140694.0,142902.0,4084.0,15493.0,95982.0,129413.0,131000.0,122795.0,1997.0,4354.0,28934.0,57423.0,60809.0,64222.0,3285.0,9633.0,49358.0,68328.0,71122.0,54974.0,1982.0,4385.0,31341.0,55773.0,62537.0,51896.0,3126.0,11391.0,68076.0,115513.0,126726.0,101436.0,1855.0,3407.0,11416.0,38212.0,67001.0,67528.0,2047.0,4546.0,44558.0,73761.0,79594.0,79633.0,1741.0,3095.0,18819.0,41859.0,48274.0,50471.0,1789.0,6432.0,116209.0,156889.0,133523.0,80821.0,1396.0,3891.0,58372.0,108138.0,105226.0,66500.0,,,1610.0,1634.0,,,2131.5,2072.5,41377.5,43819.5
400,2675.5,7633.5,76089.5,137713.5,154786.5,150250.5,2043.5,4681.5,44367.5,89747.5,104795.5,112106.5,3021.5,8585.5,93480.5,171306.5,188241.5,183079.5,1992.5,5094.5,53630.5,123165.5,152710.5,160528.5,4230.5,15842.5,100943.5,140046.5,142864.5,135758.5,2128.5,4541.5,29855.5,62247.5,68201.5,73445.5,3437.5,10093.5,51842.5,72835.5,75662.5,59532.5,2138.5,4623.5,32662.5,59119.5,68359.5,56854.5,3301.5,11874.5,73583.5,127331.5,138925.5,114065.5,1974.5,3585.5,12202.5,40667.5,71295.5,72341.5,2256.5,4845.5,49159.5,83281.5,91213.5,93749.5,1899.5,3352.5,20995.5,47683.5,57614.5,65639.5,1909.5,6698.5,130925.5,178832.5,149240.5,89954.5,1557.5,4049.5,63633.5,121433.5,117659.5,74727.5,,,1738.5,1762.5,,,2239.5,2259.5,43174.5,46208.5
420,2846.5,7830.5,78289.5,144390.5,164642.5,161884.5,2245.5,4872.5,45138.5,93806.5,111648.5,120812.5,3184.5,8811.5,96149.5,182285.5,203287.5,204366.5,2209.5,5331.5,54194.5,129379.5,161601.5,175272.5,4455.5,15998.5,103513.5,147128.5,153309.5,148488.5,2324.5,4655.5,30345.5,65674.5,73590.5,81537.5,3675.5,10452.5,54145.5,75615.5,79638.5,63516.5,2385.5,4829.5,33873.5,61987.5,71894.5,61281.5,3480.5,12278.5,77679.5,137749.5,151749.5,126606.5,2153.5,3779.5,12877.5,43113.5,74511.5,76488.5,2458.5,5191.5,53252.5,92682.5,102404.5,108068.5,2095.5,3564.5,22849.5,52906.5,65570.5,80239.5,2061.5,6983.5,144543.5,199267.5,163809.5,99225.5,1683.5,4195.5,68037.5,131621.5,128152.5,82604.5,,,1877.5,1879.5,,,2396.0,2394.0,44899.0,47903.0
440,2966.5,7978.5,79546.5,149096.5,172227.5,171618.5,2375.5,5020.5,45598.5,96941.5,116305.5,127517.5,3333.5,9000.5,97903.5,189537.5,213054.5,220316.5,2293.5,5434.5,54864.5,127483.5,164515.5,185725.5,4539.5,15986.5,104610.5,152821.5,159709.5,158235.5,2464.5,4782.5,30600.5,68920.5,78083.5,89079.5,3832.5,10762.5,55736.5,78194.5,82382.5,67176.5,2469.5,4972.5,34699.5,64016.5,72036.5,64164.5,3683.5,12576.5,81148.5,146619.5,161210.5,136861.5,2292.5,3957.5,13383.5,45249.5,77601.5,80313.5,2578.5,5401.5,56107.5,101975.5,113235.5,122295.5,2167.5,3737.5,24465.5,57471.5,71994.5,92825.5,2220.5,7296.5,146737.5,208140.5,171759.5,105408.5,1788.5,4250.5,71456.5,140434.5,131026.5,88068.5,,,1981.5,2008.5,,,2505.5,2499.5,46444.5,49186.5
460,3084.0,8089.0,80046.0,154071.0,179046.0,180833.0,2468.0,5074.0,45878.0,97950.0,120118.0,133330.0,3393.0,9112.0,99081.0,194444.0,221722.0,234807.0,2461.0,5487.0,54818.0,129714.0,169220.0,193293.0,4616.0,16049.0,105571.0,157657.0,166779.0,167125.0,2602.0,4909.0,30888.0,71408.0,81887.0,94841.0,3939.0,10859.0,56603.0,80451.0,84799.0,70492.0,2584.0,5119.0,35530.0,65828.0,75776.0,67552.0,3761.0,12838.0,83960.0,154866.0,171446.0,148149.0,2436.0,4086.0,13816.0,46938.0,81399.0,84444.0,2674.0,5682.0,59499.0,109458.0,123115.0,135490.0,2311.0,3871.0,26018.0,61606.0,77868.0,104671.0,2295.0,7223.0,155692.0,227030.0,187220.0,111631.0,1917.0,4371.0,73486.0,152843.0,141954.0,92323.0,,,2105.0,2117.0,,,2621.0,2604.0,47614.0,50755.0
480,3207.5,8190.5,80566.5,156685.5,184044.5,187429.5,2580.5,5178.5,45932.5,98694.5,123044.5,137780.5,3531.5,9207.5,100480.5,199761.5,228643.5,245634.5,2550.5,5616.5,54724.5,132274.5,172921.5,200942.5,4750.5,16192.5,105762.5,158881.5,170746.5,173479.5,2696.5,4960.5,30704.5,72813.5,85366.5,99342.5,4020.5,10985.5,56892.5,80779.5,86744.5,72700.5,2718.5,5231.5,35621.5,67183.5,78312.5,70452.5,3869.5,13043.5,86376.5,162353.5,180016.5,157572.5,2495.5,4151.5,14115.5,47806.5,83545.5,88914.5,2823.5,5799.5,61482.5,116996.5,133230.5,148061.5,2413.5,4009.5,27052.5,65096.5,82879.5,115385.5,2446.5,7328.5,162214.5,246073.5,198574.5,117564.5,2004.5,4434.5,75138.5,167943.5,153433.5,95944.5,,,2181.5,2222.5,,,2705.5,2684.5,48609.5,51783.5
500,3294.0,8279.0,81060.0,158569.0,187629.0,191663.0,2640.0,5246.0,45714.0,99447.0,124249.0,140189.0,3625.0,9319.0,101306.0,202436.0,231865.0,254387.0,2636.0,5631.0,54797.0,134000.0,175410.0,206038.0,4808.0,16536.0,106111.0,160748.0,172763.0,179101.0,2795.0,5079.0,30421.0,73394.0,87222.0,104214.0,4102.0,11085.0,56964.0,81145.0,87280.0,73668.0,2778.0,5309.0,35796.0,68250.0,80551.0,72762.0,3943.0,13185.0,87850.0,167060.0,187039.0,167065.0,2592.0,4282.0,14252.0,48383.0,85090.0,91964.0,2877.0,5918.0,63065.0,121531.0,139433.0,160735.0,2496.0,4112.0,27499.0,67516.0,87274.0,124998.0,2468.0,7617.0,167423.0,257442.0,213199.0,123184.0,2055.0,4565.0,75670.0,179593.0,158971.0,99485.0,,,2217.0,2281.0,,,2779.0,2781.0,49644.0,53070.0
520,3387.0,8298.0,81644.0,159685.0,190010.0,193906.0,2669.0,5286.0,45590.0,99757.0,125054.0,141526.0,3679.0,9221.0,100811.0,205952.0,236391.0,257437.0,2692.0,5675.0,54349.0,134760.0,175842.0,209676.0,4899.0,16165.0,105017.0,161731.0,174914.0,181711.0,2829.0,5074.0,30354.0,74095.0,88210.0,105487.0,4195.0,11227.0,57734.0,82168.0,88450.0,75186.0,2848.0,5366.0,35716.0,68726.0,82306.0,74168.0,4053.0,13338.0,88591.0,170494.0,192188.0,175337.0,2659.0,4296.0,14233.0,48513.0,85644.0,95301.0,2942.0,6119.0,64554.0,125608.0,144057.0,171892.0,2535.0,4185.0,27927.0,69493.0,90394.0,133728.0,2575.0,7693.0,172756.0,257497.0,228589.0,129590.0,2182.0,4551.0,75966.0,188226.0,162060.0,102762.0,,,2339.0,2335.0,,,2843.5,2841.5,50369.5,54499.5
540,3494.5,8416.5,81821.5,161138.5,192256.5,196082.5,2769.5,5355.5,45948.5,100085.5,125696.5,142702.5,3768.5,9407.5,100865.5,208423.5,237444.5,257506.5,2760.5,5811.5,54202.5,136235.5,176069.5,211498.5,4958.5,16234.5,105858.5,162500.5,177412.5,184075.5,2937.5,5140.5,30357.5,75061.5,89293.5,107214.5,4285.5,11310.5,58407.5,82845.5,89169.5,76236.5,2913.5,5413.5,36026.5,69714.5,83673.5,74707.5,4132.5,13426.5,89995.5,172950.5,195164.5,181816.5,2696.5,4423.5,14497.5,49178.5,86224.5,96688.5,3071.5,6231.5,65645.5,128995.5,148221.5,180870.5,2626.5,4288.5,28379.5,70808.5,92927.5,141802.5,2645.5,7679.5,177949.5,257506.5,238696.5,135618.5,2236.5,4600.5,76188.5,196611.5,165375.5,106565.5,,,2394.5,2399.5,,,2923.0,2946.0,51696.0,55646.0
560,3533.0,8486.0,82123.0,163536.0,194735.0,198950.0,2825.0,5424.0,46033.0,100374.0,126673.0,144293.0,3892.0,9394.0,100361.0,209517.0,240849.0,257496.0,2863.0,5845.0,54157.0,138020.0,177746.0,213755.0,5061.0,16173.0,106134.0,164345.0,178950.0,187176.0,2989.0,5213.0,30222.0,75692.0,90195.0,109699.0,4323.0,11365.0,58917.0,83765.0,90115.0,77562.0,3018.0,5460.0,35933.0,69622.0,85190.0,75455.0,4209.0,13580.0,91011.0,176333.0,199471.0,188681.0,2770.0,4408.0,14315.0,49567.0,87206.0,97983.0,3134.0,6378.0,66476.0,131968.0,151810.0,185667.0,2722.0,4342.0,28540.0,71266.0,94315.0,147157.0,2694.0,7667.0,182553.0,257496.0,250500.0,142685.0,2284.0,4634.0,76473.0,201766.0,172585.0,110122.0,,,2466.0,2479.0,,,3002.0,3001.0,52183.0,56776.0
580,3588.5,8549.5,82426.5,165170.5,197037.5,199330.5,2877.5,5459.5,46008.5,100835.5,127374.5,144625.5,3892.5,9437.5,100747.5,211991.5,241438.5,257477.5,2894.5,5881.5,53772.5,137868.5,176006.5,212827.5,5093.5,16256.5,106482.5,165735.5,181197.5,190555.5,3057.5,5263.5,30331.5,76341.5,91441.5,111072.5,4351.5,11419.5,59027.5,84348.5,90697.5,78785.5,3035.5,5535.5,35942.5,70560.5,86446.5,76512.5,4290.5,13688.5,91284.5,178640.5,202101.5,193066.5,2859.5,4521.5,14444.5,49708.5,87492.5,98148.5,3189.5,6528.5,67231.5,133562.5,154543.5,190210.5,2719.5,4416.5,28847.5,72191.5,95461.5,151854.5,2785.5,7770.5,185697.5,257477.5,257477.5,148939.5,2330.5,4702.5,77261.5,206621.5,178798.5,114485.5,,,2455.5,2549.5,,,3003.5,3066.5,53291.5,58135.5
