group,1,2,3,4,5,6,7,8,9,10,11,12
A,E723,E723,E723,E723,E723,E723,G723,G723,G723,G723,G723,G723
B,E724,E724,E724,E724,E724,E724,G724,G724,G724,G724,G724,G724
C,E725,E725,E725,E725,E725,E725,G725,G725,G725,G725,G725,G725
D,E726,E726,E726,E726,E726,E726,G726,G726,G726,G726,G726,G726
E,E727,E727,E727,E727,E727,E727,G727,G727,G727,G727,G727,G727
F,E728,E728,E728,E728,E728,E728,G728,G728,G728,G728,G728,G728
G,E720,E720,E720,E720,E720,E720,G720,G720,G720,G720,G720,G720
H,BK,BK,3K3-N,3K3-N,,,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
