time,pBAD-rJ/Ara_0,pBAD-rJ/Ara_1,pBAD-rJ/Ara_2,pBAD-rJ/Ara_3,pBAD-rJ/Ara_4,pBAD-rJ/Ara_5,pBAD-rJ/Ara_6,pBAD-rJ/Ara_7,pBAD-rJ/Ara_8,pBAD-rJ/Ara_9,pBAD-rJ/Ara_10,pBAD-rJ/Ara_11,araC-pBAD-rJ/Ara_0,araC-pBAD-rJ/Ara_1,araC-pBAD-rJ/Ara_2,araC-pBAD-rJ/Ara_3,araC-pBAD-rJ/Ara_4,araC-pBAD-rJ/Ara_5,araC-pBAD-rJ/Ara_6,araC-pBAD-rJ/Ara_7,araC-pBAD-rJ/Ara_8,araC-pBAD-rJ/Ara_9,araC-pBAD-rJ/Ara_10,araC-pBAD-rJ/Ara_11,cymRC-pCymRC-rJ/Cuma_0,cymRC-pCymRC-rJ/Cuma_1,cymRC-pCymRC-rJ/Cuma_2,cymRC-pCymRC-rJ/Cuma_3,cymRC-pCymRC-rJ/Cuma_4,cymRC-pCymRC-rJ/Cuma_5,cymRC-pCymRC-rJ/Cuma_6,cymRC-pCymRC-rJ/Cuma_7,cymRC-pCymRC-rJ/Cuma_8,cymRC-pCymRC-rJ/Cuma_9,cymRC-pCymRC-rJ/Cuma_10,cymRC-pCymRC-rJ/Cuma_11,pLux2-rJ/AHL_0,pLux2-rJ/AHL_1,pLux2-rJ/AHL_2,pLux2-rJ/AHL_3,pLux2-rJ/AHL_4,pLux2-rJ/AHL_5,pLux2-rJ/AHL_6,pLux2-rJ/AHL_7,pLux2-rJ/AHL_8,pLux2-rJ/AHL_9,pLux2-rJ/AHL_10,pLux2-rJ/AHL_11,pPhlF-rJ/DAPG_0,pPhlF-rJ/DAPG_1,pPhlF-rJ/DAPG_2,pPhlF-rJ/DAPG_3,pPhlF-rJ/DAPG_4,pPhlF-rJ/DAPG_5,pPhlF-rJ/DAPG_6,pPhlF-rJ/DAPG_7,pPhlF-rJ/DAPG_8,pPhlF-rJ/DAPG_9,pPhlF-rJ/DAPG_10,pPhlF-rJ/DAPG_11,rhaS-pRhaB-rJ/Rha_0,rhaS-pRhaB-rJ/Rha_1,rhaS-pRhaB-rJ/Rha_2,rhaS-pRhaB-rJ/Rha_3,rhaS-pRhaB-rJ/Rha_4,rhaS-pRhaB-rJ/Rha_5,rhaS-pRhaB-rJ/Rha_6,rhaS-pRhaB-rJ/Rha_7,rhaS-pRhaB-rJ/Rha_8,rhaS-pRhaB-rJ/Rha_9,rhaS-pRhaB-rJ/Rha_10,rhaS-pRhaB-rJ/Rha_11,araC-pBAD/Ara_0,araC-pBAD/Ara_1,araC-pBAD/Ara_2,araC-pBAD/Ara_3,araC-pBAD/Ara_4,araC-pBAD/Ara_5,araC-pBAD/Ara_6,araC-pBAD/Ara_7,araC-pBAD/Ara_8,araC-pBAD/Ara_9,araC-pBAD/Ara_10,araC-pBAD/Ara_11,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
960,4793.5,4306.5,4194.5,4208.5,4500.5,4636.5,5154.5,13041.5,213716.5,257843.5,257843.5,257843.5,4493.5,4002.5,3921.5,3855.5,3906.5,4010.5,4225.5,5894.5,33878.5,257843.5,257843.5,257843.5,3426.5,3150.5,3121.5,3112.5,3076.5,3105.5,3195.5,3772.5,8570.5,18089.5,27078.5,57580.5,3685.5,3361.5,3328.5,3384.5,3768.5,6087.5,19541.5,38872.5,61973.5,78918.5,92948.5,108742.5,37046.5,30052.5,29546.5,29808.5,26999.5,27490.5,25618.5,25244.5,24176.5,24121.5,24345.5,25313.5,16852.5,16279.5,28056.5,28074.5,38632.5,55383.5,88409.5,145274.5,257843.5,257843.5,257843.5,257843.5,3971.5,3360.5,3525.5,3391.5,3374.5,3364.5,3527.5,4641.5,50935.5,195865.5,257843.5,257843.5,,,2953.5,2871.5,,,3377.5,3491.5,54293.5,58737.5
980,4965.0,4400.0,4257.0,4261.0,4532.0,4661.0,5173.0,13105.0,213731.0,257845.0,257845.0,257845.0,4592.0,4053.0,3962.0,3874.0,3957.0,4060.0,4281.0,5901.0,33952.0,257845.0,257845.0,257845.0,3477.0,3194.0,3159.0,3212.0,3149.0,3153.0,3224.0,3810.0,8624.0,18139.0,27185.0,56645.0,3725.0,3404.0,3341.0,3411.0,3772.0,6022.0,19507.0,38843.0,61970.0,78795.0,92834.0,109238.0,37463.0,30344.0,29913.0,30046.0,27248.0,27570.0,25943.0,25608.0,24431.0,24368.0,24722.0,25711.0,17015.0,16364.0,28058.0,28037.0,39330.0,55263.0,88010.0,144605.0,257845.0,257845.0,257845.0,257845.0,3992.0,3371.0,3561.0,3419.0,3413.0,3415.0,3550.0,4656.0,50837.0,194756.0,257845.0,257845.0,,,2978.0,2909.0,,,3376.0,3496.0,55078.0,62214.0
1000,5118.5,4437.5,4291.5,4253.5,4565.5,4725.5,5201.5,13121.5,214169.5,257829.5,257829.5,257829.5,4598.5,4091.5,3969.5,3897.5,3959.5,4116.5,4311.5,5904.5,34147.5,257829.5,257829.5,257829.5,3506.5,3215.5,3206.5,3172.5,3148.5,3151.5,3259.5,3853.5,8665.5,18109.5,27204.5,52981.5,3788.5,3436.5,3376.5,3396.5,3843.5,6122.5,19544.5,38829.5,61745.5,79091.5,93042.5,108846.5,37942.5,30666.5,29949.5,30241.5,27711.5,27969.5,26013.5,25784.5,24777.5,24628.5,24979.5,26012.5,17043.5,16272.5,27882.5,27889.5,39346.5,55393.5,87865.5,144484.5,257829.5,257829.5,257829.5,257829.5,3993.5,3401.5,3552.5,3445.5,3415.5,3424.5,3601.5,4630.5,50813.5,194559.5,257829.5,257829.5,,,3013.5,2935.5,,,3397.5,3499.5,55318.5,62117.5
1020,5003.0,4468.0,4298.0,4278.0,4595.0,4718.0,5258.0,13084.0,213562.0,257817.0,257817.0,257817.0,4674.0,4093.0,3973.0,3959.0,4003.0,4115.0,4316.0,5908.0,34024.0,257817.0,257817.0,257817.0,3561.0,3225.0,3222.0,3205.0,3167.0,3160.0,3268.0,3873.0,8674.0,18116.0,27636.0,55625.0,3805.0,3450.0,3416.0,3447.0,3849.0,6078.0,19503.0,38780.0,61481.0,78675.0,92549.0,109545.0,38471.0,30756.0,30167.0,30345.0,27698.0,27943.0,26369.0,25975.0,24924.0,24743.0,25268.0,26277.0,17000.0,16264.0,27876.0,27783.0,39087.0,55309.0,87370.0,144510.0,257817.0,257817.0,257817.0,257817.0,4090.0,3471.0,3620.0,3463.0,3435.0,3474.0,3606.0,4689.0,50877.0,194653.0,257817.0,257817.0,,,3026.0,2971.0,,,3398.5,3538.5,55756.5,61755.5
1040,5237.5,4473.5,4315.5,4321.5,4657.5,4723.5,5258.5,13145.5,213677.5,257808.5,257808.5,257808.5,4720.5,4131.5,4004.5,3979.5,4022.5,4159.5,4314.5,5936.5,33992.5,257808.5,257808.5,257808.5,3578.5,3275.5,3220.5,3220.5,3198.5,3211.5,3279.5,3872.5,8703.5,18095.5,27086.5,59509.5,3883.5,3453.5,3424.5,3480.5,3864.5,6116.5,19509.5,38794.5,61635.5,78666.5,92741.5,109196.5,39139.5,31116.5,30160.5,30460.5,27974.5,28069.5,26548.5,26187.5,25235.5,25158.5,25477.5,26724.5,17121.5,16246.5,27741.5,27776.5,39163.5,55185.5,87504.5,143598.5,257808.5,257808.5,257808.5,257808.5,4108.5,3488.5,3635.5,3443.5,3494.5,3454.5,3590.5,4632.5,50980.5,194023.5,257808.5,257808.5,,,3045.5,2952.5,,,3438.0,3535.0,55921.0,64275.0
1060,5063.0,4560.0,4350.0,4404.0,4670.0,4822.0,5288.0,13169.0,213959.0,257799.0,257799.0,257799.0,4806.0,4189.0,4057.0,4014.0,4067.0,4175.0,4363.0,6019.0,34078.0,257799.0,257799.0,257799.0,3661.0,3286.0,3251.0,3291.0,3231.0,3244.0,3325.0,3910.0,8683.0,18211.0,28197.0,61640.0,3918.0,3490.0,3442.0,3494.0,3896.0,6184.0,19452.0,38739.0,61578.0,78533.0,92603.0,108948.0,39982.0,31277.0,30650.0,30704.0,28216.0,28354.0,26634.0,26401.0,25417.0,25317.0,25831.0,26858.0,17285.0,16285.0,27672.0,27735.0,39076.0,55217.0,87416.0,143656.0,257799.0,257799.0,257799.0,257799.0,4131.0,3552.0,3621.0,3486.0,3465.0,3479.0,3634.0,4783.0,50550.0,193630.0,257799.0,257799.0,,,3071.0,2995.0,,,3440.5,3573.5,56020.5,65532.5
1080,5152.0,4585.0,4363.0,4385.0,4736.0,4843.0,5314.0,13244.0,213945.0,257790.0,257790.0,257790.0,4796.0,4199.0,4065.0,4042.0,4068.0,4183.0,4394.0,6004.0,34029.0,257790.0,257790.0,257790.0,3678.0,3369.0,3284.0,3314.0,3258.0,3246.0,3339.0,3956.0,8741.0,18189.0,27256.0,59134.0,3933.0,3557.0,3494.0,3540.0,3909.0,6204.0,19467.0,38684.0,61230.0,78836.0,92307.0,108500.0,40854.0,31661.0,30644.0,30869.0,28459.0,28513.0,26862.0,26701.0,25800.0,25572.0,26216.0,27341.0,17222.0,16346.0,27722.0,27755.0,39048.0,54945.0,87164.0,143977.0,257790.0,257790.0,257790.0,257790.0,4208.0,3575.0,3749.0,3532.0,3496.0,3500.0,3653.0,4736.0,50873.0,195094.0,257790.0,257790.0,,,3114.0,3024.0,,,3494.5,3542.5,56303.5,66643.5
1100,5269.0,4607.0,4368.0,4424.0,4723.0,4880.0,5356.0,13255.0,213784.0,257781.0,257781.0,257781.0,4826.0,4207.0,4089.0,4071.0,4094.0,4210.0,4415.0,6002.0,33958.0,257781.0,257781.0,257781.0,3718.0,3351.0,3293.0,3307.0,3289.0,3276.0,3396.0,3988.0,8721.0,18124.0,27186.0,69765.0,3980.0,3587.0,3534.0,3536.0,3948.0,6194.0,19510.0,38753.0,61148.0,78170.0,92007.0,108872.0,42070.0,32200.0,30865.0,31097.0,28471.0,28593.0,27205.0,26805.0,25820.0,25766.0,26271.0,27442.0,17446.0,16419.0,27933.0,27809.0,39263.0,54898.0,87288.0,144586.0,257781.0,257781.0,257781.0,257781.0,4272.0,3577.0,3721.0,3522.0,3542.0,3548.0,3666.0,4759.0,50543.0,194364.0,257781.0,257781.0,,,3103.0,3016.0,,,3458.5,3609.5,56634.5,64333.5
1120,5395.5,4722.5,4417.5,4422.5,4750.5,4880.5,5425.5,13289.5,214256.5,257778.5,257778.5,257778.5,4848.5,4265.5,4133.5,4060.5,4155.5,4245.5,4455.5,6099.5,34012.5,257778.5,257778.5,257778.5,3764.5,3388.5,3357.5,3363.5,3273.5,3310.5,3383.5,4002.5,8807.5,18167.5,27128.5,57921.5,4022.5,3621.5,3543.5,3585.5,3998.5,6214.5,19457.5,38582.5,61309.5,78317.5,92201.5,109023.5,41614.5,32523.5,31267.5,31191.5,28825.5,28727.5,27328.5,27174.5,26149.5,26213.5,26654.5,27766.5,17389.5,16331.5,27804.5,27622.5,39068.5,54773.5,86447.5,144466.5,257778.5,257778.5,257778.5,257778.5,4311.5,3604.5,3779.5,3579.5,3562.5,3545.5,3706.5,4806.5,50772.5,193777.5,257778.5,257778.5,,,3169.5,3076.5,,,3528.0,3667.0,56938.0,68338.0
1140,5529.5,4780.5,4467.5,4486.5,4801.5,4901.5,5432.5,13386.5,213436.5,257779.5,257779.5,257779.5,4937.5,4317.5,4162.5,4125.5,4172.5,4287.5,4501.5,6080.5,33977.5,257779.5,257779.5,257779.5,3827.5,3412.5,3407.5,3377.5,3378.5,3358.5,3421.5,4003.5,8787.5,18206.5,27371.5,56368.5,4097.5,3652.5,3566.5,3603.5,4009.5,6260.5,19364.5,38615.5,61295.5,78093.5,91797.5,108891.5,42149.5,33290.5,31243.5,31165.5,28902.5,28973.5,27403.5,27296.5,26385.5,26425.5,26869.5,28022.5,17138.5,16277.5,27541.5,27668.5,38997.5,54589.5,86936.5,144938.5,257779.5,257779.5,257779.5,257779.5,4326.5,3663.5,3796.5,3622.5,3612.5,3598.5,3752.5,4879.5,50585.5,194854.5,257779.5,257779.5,,,3199.5,3109.5,,,3567.5,3643.5,57565.5,64794.5
1160,5277.5,5031.5,4444.5,4487.5,4795.5,4915.5,5450.5,13441.5,213112.5,257764.5,257764.5,257764.5,4919.5,4308.5,4139.5,4112.5,4222.5,4285.5,4524.5,6112.5,33973.5,257764.5,257764.5,257764.5,3843.5,3440.5,3375.5,3367.5,3350.5,3379.5,3460.5,4068.5,8800.5,18116.5,27177.5,53187.5,4121.5,3644.5,3595.5,3640.5,4051.5,6308.5,19409.5,38549.5,60968.5,77499.5,91951.5,108224.5,42806.5,33391.5,31431.5,31425.5,28995.5,28925.5,27586.5,27443.5,26386.5,26587.5,26977.5,28244.5,17353.5,16341.5,27547.5,27567.5,38694.5,54427.5,86544.5,144868.5,257764.5,257764.5,257764.5,257764.5,4373.5,3689.5,3794.5,3628.5,3601.5,3586.5,3702.5,4839.5,50471.5,193428.5,257764.5,257764.5,,,3189.5,3120.5,,,3566.0,3673.0,57721.0,65744.0
1180,5171.0,4810.0,4477.0,4505.0,4853.0,4980.0,5487.0,13355.0,212895.0,257769.0,257769.0,257769.0,4997.0,4319.0,4202.0,4154.0,4221.0,4328.0,4544.0,6103.0,34028.0,257769.0,257769.0,257769.0,3898.0,3502.0,3428.0,3450.0,3387.0,3393.0,3528.0,4105.0,8867.0,18129.0,27289.0,56366.0,4144.0,3703.0,3623.0,3670.0,4068.0,6308.0,19413.0,38445.0,61004.0,77945.0,91671.0,108531.0,42684.0,33569.0,31567.0,31466.0,29486.0,29226.0,27761.0,27788.0,26693.0,26826.0,27447.0,28631.0,17174.0,16437.0,27626.0,27628.0,38771.0,54615.0,86630.0,145093.0,257769.0,257769.0,257769.0,257769.0,4425.0,3679.0,3837.0,3661.0,3673.0,3632.0,3787.0,4812.0,50348.0,193940.0,257769.0,257769.0,,,3244.0,3117.0,,,3600.0,3708.0,58049.0,65787.0
1200,5261.0,4943.0,4483.0,4554.0,4862.0,4987.0,5496.0,13386.0,211927.0,257754.0,257754.0,257754.0,4983.0,4372.0,4203.0,4224.0,4204.0,4345.0,4589.0,6168.0,33935.0,257754.0,257754.0,257754.0,3941.0,3513.0,3431.0,3462.0,3435.0,3420.0,3491.0,4099.0,8825.0,18234.0,27223.0,55055.0,4148.0,3740.0,3589.0,3656.0,4072.0,6276.0,19444.0,38596.0,60922.0,77586.0,92191.0,108508.0,42739.0,33790.0,31544.0,31513.0,29327.0,29181.0,27863.0,27834.0,26957.0,27055.0,27643.0,28999.0,17143.0,16422.0,27362.0,27450.0,38570.0,54250.0,86104.0,144339.0,257754.0,257754.0,257754.0,257754.0,4464.0,3697.0,3849.0,3695.0,3641.0,3652.0,3797.0,4838.0,50383.0,192238.0,257754.0,257754.0,,,3278.0,3179.0,,,3617.5,3722.5,58024.5,68896.5
1220,5473.5,4954.5,4481.5,4554.5,4868.5,5054.5,5562.5,13435.5,212293.5,257752.5,257752.5,257752.5,5041.5,4367.5,4253.5,4176.5,4277.5,4362.5,4588.5,6196.5,33882.5,257752.5,257752.5,257752.5,3962.5,3553.5,3500.5,3491.5,3479.5,3461.5,3539.5,4123.5,8931.5,18583.5,27101.5,57070.5,4195.5,3710.5,3669.5,3698.5,4064.5,6283.5,19311.5,38378.5,61034.5,78012.5,93408.5,108552.5,43731.5,34080.5,31664.5,31548.5,29432.5,29317.5,28011.5,28147.5,27124.5,27270.5,27660.5,29170.5,17430.5,16487.5,27366.5,27321.5,38501.5,54268.5,105215.5,144646.5,257752.5,257752.5,257752.5,257752.5,4518.5,3767.5,3912.5,3672.5,3690.5,3687.5,3847.5,4846.5,50295.5,192490.5,257752.5,257752.5,,,3275.5,3174.5,,,3615.5,3711.5,58418.5,65691.5
1240,5435.0,4906.0,4538.0,4544.0,4892.0,5061.0,5528.0,13468.0,213249.0,257741.0,257741.0,257741.0,5068.0,4428.0,4270.0,4213.0,4263.0,4416.0,4623.0,6226.0,33981.0,257741.0,257741.0,257741.0,4021.0,3567.0,3520.0,3521.0,3495.0,3475.0,3563.0,4186.0,8826.0,18735.0,27104.0,53204.0,4303.0,3804.0,3672.0,3743.0,4120.0,6360.0,19344.0,38813.0,60739.0,78822.0,93151.0,108410.0,44180.0,34317.0,32015.0,31793.0,29613.0,29524.0,28377.0,28384.0,27306.0,27388.0,27890.0,29335.0,17517.0,16735.0,27394.0,27392.0,38377.0,54511.0,103226.0,145056.0,257741.0,257741.0,257741.0,257741.0,4547.0,3772.0,3909.0,3724.0,3694.0,3715.0,3851.0,5018.0,50322.0,195414.0,257741.0,257741.0,,,3326.0,3212.0,,,3644.0,3782.0,59313.0,63791.0
1260,5430.5,4956.5,4584.5,4568.5,4937.5,5091.5,5564.5,13553.5,213273.5,257737.5,257737.5,257737.5,5065.5,4460.5,4328.5,4267.5,4300.5,4410.5,4647.5,6236.5,34031.5,257737.5,257737.5,257737.5,3991.5,3591.5,3554.5,3490.5,3502.5,3483.5,3564.5,4208.5,8954.5,18697.5,27090.5,63552.5,4308.5,3801.5,3689.5,3733.5,4177.5,6357.5,19321.5,39476.5,62591.5,78966.5,93122.5,108317.5,45003.5,34524.5,32043.5,31802.5,29671.5,29593.5,28547.5,28492.5,27546.5,27646.5,28195.5,29635.5,17477.5,16678.5,27374.5,27173.5,38321.5,54148.5,104960.5,146030.5,257737.5,257737.5,257737.5,257737.5,4588.5,3818.5,3949.5,3738.5,3706.5,3725.5,3881.5,4951.5,50247.5,196751.5,257737.5,257737.5,,,3326.5,3239.5,,,3699.5,3810.5,60045.5,68758.5
1280,5650.0,5006.0,4612.0,4619.0,5011.0,5136.0,5650.0,13774.0,212197.0,257744.0,257744.0,257744.0,5143.0,4528.0,4338.0,4290.0,4333.0,4496.0,4690.0,6294.0,33929.0,257744.0,257744.0,257744.0,4100.0,3664.0,3580.0,3575.0,3566.0,3567.0,3611.0,4244.0,8950.0,18698.0,27115.0,55158.0,4332.0,3833.0,3727.0,3776.0,4175.0,6400.0,19306.0,39517.0,62941.0,78494.0,93234.0,108140.0,44539.0,34585.0,32123.0,31860.0,29755.0,29546.0,28321.0,28580.0,27531.0,27772.0,28367.0,29755.0,17668.0,17366.0,27192.0,27291.0,38168.0,53867.0,108685.0,257744.0,257744.0,257744.0,257744.0,257744.0,4704.0,3868.0,3985.0,3809.0,3782.0,3746.0,3928.0,5078.0,49975.0,194880.0,257744.0,257744.0,,,3365.0,3265.0,,,3668.0,3811.0,60492.0,62646.0
1300,5398.0,4978.0,4603.0,4645.0,5007.0,5151.0,5641.0,13701.0,212901.0,257740.0,257740.0,257740.0,5173.0,4541.0,4336.0,4311.0,4361.0,4494.0,4714.0,6312.0,33986.0,257740.0,257740.0,257740.0,4112.0,3723.0,3607.0,3599.0,3568.0,3567.0,3678.0,4266.0,8876.0,18718.0,26928.0,56524.0,4431.0,3878.0,3751.0,3769.0,4192.0,6373.0,19465.0,39520.0,63016.0,78745.0,93272.0,107956.0,44913.0,34896.0,32531.0,32017.0,29939.0,29906.0,28724.0,28882.0,27894.0,27972.0,28597.0,29993.0,17772.0,17272.0,27305.0,27238.0,38181.0,54004.0,110485.0,207559.0,257740.0,257740.0,257740.0,257740.0,4641.0,3883.0,4033.0,3817.0,3791.0,3765.0,3969.0,5039.0,49972.0,194987.0,257740.0,257740.0,,,3398.0,3299.0,,,3700.5,3793.5,73908.5,66702.5
1320,5774.5,5050.5,4651.5,4627.5,5032.5,5165.5,5709.5,13813.5,212407.5,257730.5,257730.5,257730.5,5153.5,4578.5,4397.5,4288.5,4418.5,4532.5,4781.5,6292.5,33805.5,257730.5,257730.5,257730.5,4130.5,3684.5,3626.5,3634.5,3603.5,3566.5,3709.5,4284.5,8920.5,18694.5,27463.5,66795.5,4425.5,3933.5,3781.5,3809.5,4240.5,6415.5,19450.5,39614.5,63155.5,78984.5,93040.5,107975.5,46731.5,35152.5,32408.5,32159.5,30014.5,29954.5,28770.5,29000.5,28059.5,28238.5,28786.5,30229.5,17656.5,18102.5,27167.5,27149.5,38113.5,53891.5,113219.5,209288.5,257730.5,257730.5,257730.5,257730.5,4725.5,3918.5,4021.5,3855.5,3764.5,3778.5,3955.5,5097.5,50047.5,194491.5,257730.5,257730.5,,,3411.5,3311.5,,,3757.5,3828.5,70131.5,63868.5
1340,5996.0,5067.0,4670.0,4646.0,5024.0,5189.0,5687.0,13762.0,213121.0,257717.0,257717.0,257717.0,5206.0,4545.0,4387.0,4334.0,4382.0,4532.0,4788.0,6326.0,33894.0,257717.0,257717.0,257717.0,4154.0,3739.0,3632.0,3626.0,3635.0,3600.0,3718.0,4286.0,8957.0,18739.0,27570.0,63772.0,4435.0,3930.0,3796.0,3814.0,4219.0,6402.0,19202.0,39389.0,63653.0,78457.0,92970.0,107759.0,45744.0,35053.0,32396.0,32078.0,29896.0,29987.0,29072.0,28881.0,28121.0,28330.0,29009.0,30377.0,17701.0,17599.0,27063.0,27121.0,38035.0,53664.0,112409.0,200926.0,257717.0,257717.0,257717.0,257717.0,4771.0,3932.0,4024.0,3885.0,3789.0,3763.0,3951.0,4990.0,50189.0,194099.0,257717.0,257717.0,,,3455.0,3324.0,,,3729.5,3812.5,62070.5,67631.5
