time,pBAD-rJ/Ara_0,pBAD-rJ/Ara_1,pBAD-rJ/Ara_2,pBAD-rJ/Ara_3,pBAD-rJ/Ara_4,pBAD-rJ/Ara_5,pBAD-rJ/Ara_6,pBAD-rJ/Ara_7,pBAD-rJ/Ara_8,pBAD-rJ/Ara_9,pBAD-rJ/Ara_10,pBAD-rJ/Ara_11,araC-pBAD-rJ/Ara_0,araC-pBAD-rJ/Ara_1,araC-pBAD-rJ/Ara_2,araC-pBAD-rJ/Ara_3,araC-pBAD-rJ/Ara_4,araC-pBAD-rJ/Ara_5,araC-pBAD-rJ/Ara_6,araC-pBAD-rJ/Ara_7,araC-pBAD-rJ/Ara_8,araC-pBAD-rJ/Ara_9,araC-pBAD-rJ/Ara_10,araC-pBAD-rJ/Ara_11,cymRC-pCymRC-rJ/Cuma_0,cymRC-pCymRC-rJ/Cuma_1,cymRC-pCymRC-rJ/Cuma_2,cymRC-pCymRC-rJ/Cuma_3,cymRC-pCymRC-rJ/Cuma_4,cymRC-pCymRC-rJ/Cuma_5,cymRC-pCymRC-rJ/Cuma_6,cymRC-pCymRC-rJ/Cuma_7,cymRC-pCymRC-rJ/Cuma_8,cymRC-pCymRC-rJ/Cuma_9,cymRC-pCymRC-rJ/Cuma_10,cymRC-pCymRC-rJ/Cuma_11,pLux2-rJ/AHL_0,pLux2-rJ/AHL_1,pLux2-rJ/AHL_2,pLux2-rJ/AHL_3,pLux2-rJ/AHL_4,pLux2-rJ/AHL_5,pLux2-rJ/AHL_6,pLux2-rJ/AHL_7,pLux2-rJ/AHL_8,pLux2-rJ/AHL_9,pLux2-rJ/AHL_10,pLux2-rJ/AHL_11,pPhlF-rJ/DAPG_0,pPhlF-rJ/DAPG_1,pPhlF-rJ/DAPG_2,pPhlF-rJ/DAPG_3,pPhlF-rJ/DAPG_4,pPhlF-rJ/DAPG_5,pPhlF-rJ/DAPG_6,pPhlF-rJ/DAPG_7,pPhlF-rJ/DAPG_8,pPhlF-rJ/DAPG_9,pPhlF-rJ/DAPG_10,pPhlF-rJ/DAPG_11,rhaS-pRhaB-rJ/Rha_0,rhaS-pRhaB-rJ/Rha_1,rhaS-pRhaB-rJ/Rha_2,rhaS-pRhaB-rJ/Rha_3,rhaS-pRhaB-rJ/Rha_4,rhaS-pRhaB-rJ/Rha_5,rhaS-pRhaB-rJ/Rha_6,rhaS-pRhaB-rJ/Rha_7,rhaS-pRhaB-rJ/Rha_8,rhaS-pRhaB-rJ/Rha_9,rhaS-pRhaB-rJ/Rha_10,rhaS-pRhaB-rJ/Rha_11,araC-pBAD/Ara_0,araC-pBAD/Ara_1,araC-pBAD/Ara_2,araC-pBAD/Ara_3,araC-pBAD/Ara_4,araC-pBAD/Ara_5,araC-pBAD/Ara_6,araC-pBAD/Ara_7,araC-pBAD/Ara_8,araC-pBAD/Ara_9,araC-pBAD/Ara_10,araC-pBAD/Ara_11,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
400,770.5,744.5,731.5,746.5,761.5,792.5,925.5,2747.5,47378.5,105060.5,104338.5,89787.5,654.5,643.5,624.5,619.5,619.5,628.5,699.5,1092.5,7628.5,95967.5,95129.5,80889.5,449.5,453.5,447.5,441.5,436.5,457.5,450.5,613.5,1800.5,4135.5,6527.5,12154.5,543.5,508.5,502.5,525.5,632.5,1223.5,4805.5,9686.5,15592.5,19118.5,21920.5,24421.5,6001.5,5259.5,5290.5,5482.5,4769.5,4966.5,4345.5,4148.5,4021.5,3967.5,4018.5,4146.5,3636.5,3839.5,6889.5,6866.5,9667.5,14925.5,23679.5,39491.5,73310.5,90885.5,85353.5,93824.5,561.5,561.5,520.5,522.5,505.5,521.5,526.5,803.5,12313.5,49101.5,63571.5,70076.5,,,471.5,447.5,,,441,513,6817,6160
420,795.5,776.5,762.5,777.5,786.5,825.5,961.5,2796.5,48513.5,112788.5,116619.5,98867.5,698.5,682.5,669.5,657.5,654.5,676.5,734.5,1131.5,7733.5,102275.5,106043.5,89666.5,480.5,484.5,471.5,474.5,481.5,477.5,487.5,648.5,1858.5,4239.5,6687.5,12384.5,571.5,537.5,534.5,553.5,663.5,1266.5,4858.5,9780.5,15780.5,19664.5,22757.5,25428.5,6160.5,5416.5,5467.5,5622.5,4913.5,5108.5,4456.5,4307.5,4162.5,4118.5,4136.5,4283.5,3679.5,3881.5,6925.5,6935.5,9686.5,14888.5,23728.5,39746.5,75412.5,102411.5,97843.5,106487.5,584.5,584.5,554.5,542.5,545.5,551.5,566.5,846.5,12552.5,50862.5,68094.5,75952.5,,,482.5,468.5,,,482.5,543.5,7584.5,6584.5
440,823,808,789,793,829,850,992,2870,49458,119996,128103,108269,731,706,699,687,694,715,774,1169,7828,107529,116761,97718,507,510,512,510,505,517,523,674,1897,4300,6814,12425,591,566,570,591,690,1285,4857,9839,15899,19880,23192,25912,6243,5520,5548,5756,4990,5210,4599,4413,4279,4219,4261,4414,3705,3887,6899,6917,9710,14836,23798,39876,77448,111880,109788,118034,616,616,590,572,575,576,603,886,12746,51815,72338,81379,,,511,494,,,512.5,575.5,8338.5,7043.5
460,845.5,824.5,818.5,813.5,849.5,876.5,1022.5,2898.5,50010.5,126112.5,138740.5,116608.5,767.5,741.5,722.5,725.5,719.5,741.5,801.5,1212.5,7875.5,111976.5,127713.5,106274.5,542.5,538.5,535.5,523.5,523.5,532.5,547.5,699.5,1940.5,4385.5,6852.5,12460.5,627.5,603.5,590.5,607.5,720.5,1312.5,4888.5,9903.5,16014.5,20053.5,23433.5,26506.5,6465.5,5676.5,5728.5,5879.5,5143.5,5332.5,4710.5,4538.5,4390.5,4335.5,4392.5,4539.5,3758.5,3929.5,7006.5,6965.5,9764.5,14857.5,23719.5,40055.5,78784.5,117893.5,120169.5,127355.5,646.5,646.5,613.5,615.5,598.5,598.5,628.5,904.5,12816.5,52561.5,75056.5,86035.5,,,522.5,498.5,,,544,612,9028,7441
480,863,850,838,839,874,904,1041,2935,50548,131434,148923,125979,798,764,738,735,741,760,819,1223,7913,115793,137638,112726,564,568,567,556,553,563,574,733,1974,4408,6931,12490,646,629,618,634,729,1337,4863,9864,15886,20269,23781,27022,6555,5764,5839,5962,5232,5455,4820,4665,4489,4444,4460,4657,3771,3960,7061,7020,9804,14860,23609,39735,79383,121877,128346,135799,671,671,637,633,621,633,660,924,12907,52730,77386,89188,,,530,520,,,568.5,641.5,9699.5,7702.5
500,895.5,863.5,849.5,865.5,902.5,927.5,1064.5,2948.5,50762.5,136178.5,158718.5,134058.5,808.5,780.5,774.5,760.5,760.5,786.5,840.5,1240.5,7970.5,119237.5,146911.5,119105.5,593.5,587.5,578.5,584.5,578.5,584.5,602.5,750.5,1996.5,4452.5,6954.5,12517.5,673.5,635.5,632.5,651.5,755.5,1344.5,4861.5,9836.5,15806.5,20105.5,23706.5,27063.5,6723.5,5918.5,5977.5,6097.5,5366.5,5531.5,4953.5,4762.5,4590.5,4547.5,4583.5,4739.5,3822.5,3968.5,7063.5,7045.5,9745.5,14784.5,23552.5,39528.5,80531.5,124976.5,136044.5,143137.5,693.5,693.5,662.5,644.5,643.5,645.5,679.5,951.5,12870.5,52695.5,79423.5,91906.5,,,537.5,541.5,,,588.5,660.5,10273.5,7797.5
520,908.5,884.5,871.5,874.5,928.5,958.5,1090.5,2979.5,51026.5,140346.5,168120.5,143010.5,833.5,798.5,791.5,783.5,781.5,814.5,857.5,1272.5,8018.5,121256.5,156917.5,124756.5,609.5,602.5,607.5,595.5,596.5,597.5,614.5,773.5,2016.5,4437.5,6947.5,12425.5,684.5,660.5,648.5,677.5,779.5,1363.5,4851.5,9744.5,15750.5,20092.5,23661.5,27072.5,6817.5,6013.5,6070.5,6192.5,5469.5,5645.5,5035.5,4855.5,4681.5,4625.5,4689.5,4871.5,3828.5,3998.5,7077.5,6995.5,9778.5,14630.5,23379.5,39272.5,80466.5,127564.5,143380.5,149268.5,716.5,716.5,678.5,672.5,672.5,673.5,697.5,963.5,12813.5,52480.5,80670.5,94805.5,,,557.5,545.5,,,622,683,10709,7862
540,909.5,882.5,875.5,893.5,941.5,960.5,1102.5,3015.5,51301.5,144231.5,176870.5,151021.5,859.5,817.5,799.5,808.5,805.5,823.5,888.5,1286.5,8077.5,123709.5,165531.5,130503.5,621.5,610.5,614.5,620.5,611.5,604.5,630.5,793.5,2029.5,4461.5,6992.5,12532.5,687.5,674.5,668.5,680.5,790.5,1382.5,4856.5,9783.5,15749.5,20101.5,23794.5,27208.5,6936.5,6114.5,6135.5,6276.5,5549.5,5694.5,5110.5,4958.5,4779.5,4743.5,4752.5,4944.5,3824.5,3989.5,7058.5,7010.5,9736.5,14611.5,23377.5,39309.5,81115.5,128938.5,149414.5,155496.5,732.5,732.5,702.5,684.5,682.5,688.5,717.5,999.5,12843.5,52410.5,81950.5,96301.5,,,567.5,550.5,,,650,710,11128,7905
560,928.5,896.5,890.5,895.5,952.5,978.5,1113.5,3027.5,51386.5,148546.5,184688.5,158978.5,873.5,822.5,811.5,808.5,810.5,842.5,884.5,1300.5,8142.5,125422.5,173605.5,135442.5,635.5,625.5,628.5,629.5,629.5,622.5,644.5,802.5,2042.5,4468.5,6935.5,12521.5,696.5,675.5,669.5,688.5,797.5,1391.5,4874.5,9845.5,15807.5,20041.5,23800.5,27249.5,7016.5,6221.5,6227.5,6340.5,5624.5,5806.5,5214.5,5023.5,4850.5,4828.5,4852.5,5042.5,3835.5,3987.5,7069.5,7025.5,9764.5,14688.5,23342.5,39277.5,81037.5,130019.5,156119.5,162150.5,739.5,739.5,702.5,697.5,693.5,695.5,723.5,1002.5,12911.5,52193.5,82522.5,97037.5,,,576.5,562.5,,,673.5,703.5,11443.5,7887.5
580,942,911,903,912,959,1002,1122,3051,51543,151735,191890,166267,895,838,823,821,828,859,908,1317,8160,126732,181832,140967,648,637,635,638,632,623,650,808,2056,4471,6951,12447,712,690,701,703,804,1406,4859,9813,15703,20105,23813,27256,7091,6281,6276,6439,5670,5850,5237,5081,4908,4858,4903,5135,3851,3982,7053,7048,9646,14584,23205,39096,80046,129996,161988,167790,744,744,719,705,702,696,742,1014,12885,52253,83131,97960,,,586,570,,,683.5,730.5,11819.5,7929.5
600,960.5,928.5,910.5,913.5,972.5,1009.5,1139.5,3063.5,51791.5,154882.5,198942.5,173495.5,903.5,866.5,841.5,839.5,849.5,882.5,928.5,1337.5,8201.5,128225.5,188013.5,145659.5,671.5,655.5,653.5,655.5,652.5,646.5,656.5,822.5,2065.5,4503.5,6897.5,12392.5,731.5,706.5,704.5,722.5,815.5,1412.5,4873.5,9837.5,15712.5,20070.5,23842.5,27383.5,7171.5,6330.5,6342.5,6491.5,5737.5,5879.5,5304.5,5161.5,4976.5,4924.5,4982.5,5176.5,3887.5,4010.5,7059.5,7039.5,9661.5,14514.5,23181.5,39171.5,80396.5,130024.5,166764.5,173051.5,774.5,774.5,741.5,726.5,724.5,730.5,754.5,1019.5,12940.5,52114.5,83696.5,99637.5,,,601.5,588.5,,,695,724,12081,8115
620,976.5,942.5,923.5,934.5,996.5,1027.5,1150.5,3085.5,52159.5,156794.5,206390.5,180119.5,914.5,856.5,860.5,853.5,859.5,886.5,929.5,1345.5,8262.5,128778.5,193628.5,150180.5,680.5,661.5,656.5,664.5,662.5,652.5,678.5,840.5,2059.5,4514.5,6899.5,12331.5,748.5,715.5,722.5,724.5,825.5,1420.5,4879.5,9813.5,15726.5,20003.5,23713.5,27341.5,7229.5,6395.5,6376.5,6541.5,5796.5,5942.5,5392.5,5217.5,4989.5,4971.5,4998.5,5252.5,3901.5,4002.5,7063.5,7036.5,9665.5,14458.5,23172.5,39268.5,80389.5,130196.5,170735.5,177286.5,779.5,779.5,747.5,712.5,724.5,741.5,759.5,1030.5,12909.5,52071.5,84474.5,100971.5,,,611.5,589.5,,,715,753,12323,8383
640,1004.5,950.5,933.5,952.5,1014.5,1039.5,1162.5,3128.5,52445.5,160028.5,212970.5,186014.5,937.5,877.5,860.5,861.5,867.5,890.5,953.5,1354.5,8304.5,130327.5,199098.5,154440.5,690.5,667.5,667.5,669.5,670.5,659.5,685.5,837.5,2066.5,4487.5,6912.5,12326.5,755.5,724.5,732.5,747.5,845.5,1433.5,4870.5,9805.5,15675.5,20072.5,23727.5,27279.5,7394.5,6476.5,6489.5,6612.5,5861.5,6004.5,5421.5,5285.5,5065.5,5017.5,5086.5,5287.5,4059.5,4020.5,7057.5,7002.5,9619.5,14383.5,23010.5,39178.5,80658.5,131018.5,172988.5,180034.5,797.5,797.5,763.5,739.5,736.5,742.5,774.5,1052.5,12981.5,52135.5,85131.5,102300.5,,,626.5,603.5,,,722.5,761.5,12547.5,8577.5
660,1021.5,962.5,951.5,966.5,1018.5,1035.5,1180.5,3133.5,52502.5,162492.5,217746.5,189951.5,950.5,898.5,878.5,867.5,884.5,917.5,961.5,1370.5,8363.5,130481.5,204199.5,157315.5,700.5,677.5,691.5,682.5,680.5,681.5,700.5,847.5,2090.5,4500.5,6915.5,12194.5,767.5,740.5,739.5,753.5,848.5,1442.5,4899.5,9818.5,15773.5,20050.5,23725.5,27494.5,7541.5,6621.5,6596.5,6679.5,5949.5,6077.5,5535.5,5367.5,5165.5,5106.5,5155.5,5390.5,3980.5,4052.5,7100.5,7043.5,9554.5,14376.5,22921.5,38924.5,80740.5,131159.5,172171.5,182295.5,809.5,809.5,772.5,751.5,747.5,757.5,790.5,1053.5,13017.5,51627.5,85476.5,102854.5,,,646.5,610.5,,,737,783,12714,8811
680,1021,973,953,967,1024,1067,1195,3149,52873,165491,223125,194481,967,892,893,884,885,916,961,1379,8418,131177,208229,160882,722,687,690,689,678,694,706,862,2095,4509,6917,12181,774,743,745,758,848,1442,4933,9813,15779,20105,23760,27391,7634,6688,6658,6790,6043,6142,5592,5441,5211,5165,5246,5451,4010,4065,7102,7036,9541,14353,22819,39010,81174,130978,173096,184860,820,820,780,751,759,762,799,1067,13017,51808,86044,103862,,,639,620,,,743,783,12980,9045
700,1050.5,980.5,967.5,978.5,1038.5,1058.5,1194.5,3180.5,53175.5,166948.5,228526.5,198719.5,971.5,913.5,890.5,892.5,881.5,933.5,978.5,1381.5,8394.5,131641.5,212539.5,163581.5,725.5,692.5,691.5,690.5,697.5,691.5,710.5,874.5,2106.5,4501.5,6907.5,12160.5,786.5,755.5,746.5,762.5,871.5,1457.5,4907.5,9838.5,15788.5,20031.5,23846.5,27500.5,7664.5,6725.5,6698.5,6817.5,6099.5,6227.5,5665.5,5505.5,5273.5,5252.5,5281.5,5487.5,3991.5,4052.5,7133.5,6990.5,9523.5,14282.5,22739.5,38945.5,81476.5,130572.5,173954.5,186845.5,823.5,823.5,791.5,769.5,760.5,768.5,801.5,1065.5,12973.5,51658.5,86278.5,104713.5,,,652.5,634.5,,,752,789,12990,9201
720,1064.5,994.5,977.5,977.5,1041.5,1075.5,1204.5,3190.5,53460.5,170340.5,226610.5,202150.5,994.5,921.5,901.5,901.5,902.5,929.5,987.5,1398.5,8434.5,133041.5,214996.5,165972.5,731.5,709.5,703.5,715.5,707.5,698.5,727.5,876.5,2121.5,4531.5,6923.5,12223.5,802.5,762.5,751.5,764.5,872.5,1446.5,4916.5,9832.5,15800.5,20043.5,23830.5,27613.5,7784.5,6786.5,6772.5,6884.5,6152.5,6256.5,5732.5,5584.5,5343.5,5303.5,5340.5,5575.5,4063.5,4074.5,7071.5,7050.5,9503.5,14321.5,22778.5,38911.5,81874.5,130817.5,176603.5,189301.5,844.5,844.5,794.5,776.5,771.5,775.5,810.5,1095.5,13064.5,51431.5,86665.5,105859.5,,,658.5,643.5,,,757.5,795.5,13109.5,9305.5
740,1089.5,999.5,976.5,995.5,1057.5,1077.5,1214.5,3196.5,53622.5,173642.5,227498.5,205241.5,1001.5,921.5,915.5,903.5,910.5,947.5,996.5,1399.5,8476.5,133720.5,217558.5,168332.5,745.5,711.5,725.5,707.5,710.5,714.5,726.5,888.5,2119.5,4522.5,6888.5,12188.5,811.5,768.5,756.5,779.5,887.5,1467.5,4928.5,9808.5,15774.5,20093.5,23765.5,27485.5,7863.5,6891.5,6819.5,6961.5,6227.5,6339.5,5785.5,5659.5,5416.5,5365.5,5403.5,5615.5,4112.5,4047.5,7090.5,6997.5,9532.5,14303.5,22722.5,37803.5,82231.5,130561.5,177075.5,192137.5,857.5,857.5,800.5,775.5,779.5,777.5,813.5,1105.5,13070.5,51621.5,87299.5,106839.5,,,666.5,653.5,,,771,803,13153,9483
760,1092.5,1009.5,991.5,1003.5,1070.5,1090.5,1218.5,3224.5,53673.5,179928.5,229591.5,207625.5,1016.5,938.5,923.5,908.5,925.5,947.5,992.5,1418.5,8504.5,133866.5,218704.5,170063.5,754.5,725.5,719.5,713.5,713.5,715.5,739.5,897.5,2124.5,4562.5,6918.5,12130.5,815.5,781.5,776.5,789.5,885.5,1474.5,4893.5,9882.5,15720.5,20092.5,23836.5,27327.5,7964.5,6941.5,6904.5,7000.5,6302.5,6409.5,5858.5,5721.5,5492.5,5432.5,5476.5,5669.5,4069.5,4076.5,7092.5,7015.5,9500.5,14236.5,22617.5,37650.5,82708.5,130469.5,178168.5,193765.5,865.5,865.5,811.5,788.5,794.5,788.5,820.5,1088.5,13011.5,51299.5,87208.5,107982.5,,,666.5,656.5,,,780.5,819.5,13281.5,9502.5
780,1106.5,1010.5,993.5,1002.5,1066.5,1097.5,1229.5,3229.5,53777.5,203940.5,232538.5,211381.5,1019.5,946.5,929.5,911.5,928.5,956.5,1008.5,1410.5,8520.5,134723.5,220919.5,171494.5,752.5,722.5,715.5,722.5,714.5,721.5,739.5,892.5,2121.5,4536.5,6871.5,12183.5,820.5,782.5,781.5,788.5,890.5,1479.5,4911.5,9853.5,15763.5,20072.5,23780.5,27478.5,8107.5,7016.5,6968.5,7080.5,6311.5,6442.5,5940.5,5797.5,5560.5,5469.5,5540.5,5734.5,4075.5,4080.5,7149.5,7038.5,9504.5,14211.5,22608.5,37424.5,80862.5,130356.5,177752.5,195883.5,883.5,883.5,814.5,781.5,792.5,792.5,826.5,1087.5,12993.5,51105.5,87312.5,108218.5,,,675.5,656.5,,,783.5,817.5,13284.5,9604.5
800,1147,1018,989,1004,1070,1109,1234,3218,53745,176818,232225,212180,1040,959,938,922,927,963,1010,1427,8550,134608,219915,171451,775,730,729,740,730,723,743,898,2123,4559,6864,12083,830,786,780,790,888,1480,4905,9860,15679,20005,23726,27439,8168,7050,7042,7120,6390,6512,5959,5846,5603,5533,5557,5793,4129,4083,7111,7023,9443,14195,22603,37284,82115,128776,178160,197814,894,894,824,787,795,797,825,1109,12949,50959,87270,108629,,,682,663,,,799,826,13349,9760
820,1113.5,1033.5,1004.5,1018.5,1088.5,1118.5,1238.5,3228.5,53721.5,171654.5,231205.5,207466.5,1050.5,954.5,936.5,927.5,941.5,968.5,1011.5,1434.5,8520.5,134335.5,218213.5,171246.5,783.5,739.5,743.5,735.5,732.5,720.5,757.5,896.5,2127.5,4566.5,6862.5,12139.5,856.5,800.5,783.5,793.5,903.5,1491.5,4911.5,9844.5,15656.5,20038.5,23671.5,27392.5,8262.5,7103.5,7080.5,7124.5,6429.5,6579.5,6008.5,5918.5,5659.5,5600.5,5665.5,5901.5,4171.5,4088.5,7066.5,6989.5,9419.5,14138.5,22409.5,37230.5,83769.5,128257.5,178966.5,199899.5,903.5,903.5,830.5,799.5,799.5,797.5,845.5,1118.5,12954.5,50846.5,87421.5,108925.5,,,700.5,682.5,,,800,831,13397,9916
840,1156,1039,1022,1027,1085,1121,1244,3244,53951,175479,232716,220791,1068,977,945,936,948,975,1030,1437,8552,135132,219308,172115,799,752,744,750,734,733,760,917,2142,4579,6837,13585,861,806,800,803,918,1499,4902,9817,15685,19994,23763,27477,8372,7160,7125,7192,6491,6633,6091,5990,5732,5662,5733,5941,4134,4099,7062,7054,9381,14099,22439,36902,80945,127455,178839,202521,906,906,841,807,809,808,851,1143,12958,50549,87359,109585,,,708,689,,,811.5,833.5,13388.5,10115.5
860,1217,1053,1021,1027,1106,1145,1266,3263,54164,179243,234649,223899,1077,968,958,942,950,985,1037,1452,8580,136324,219227,172637,811,758,758,751,743,750,769,921,2152,4570,6851,13357,877,818,807,822,923,1505,4921,9873,15693,20074,23752,27478,8497,7270,7209,7283,6537,6669,6148,6048,5779,5743,5821,6021,4135,4096,7067,7066,9345,14135,22452,37168,79644,127602,179514,205126,927,927,849,823,820,821,850,1135,12955,50562,87252,109931,,,707,689,,,814,835,13412,10329
880,1164,1056,1031,1040,1100,1131,1258,3252,54161,182159,229300,210112,1090,981,970,958,964,993,1037,1451,8599,135959,218084,171056,825,770,758,754,751,749,771,928,2146,4556,6826,13542,877,823,805,813,927,1501,4924,9826,15696,20005,23644,27422,8674,7322,7233,7333,6591,6708,6212,6101,5849,5795,5873,6105,4181,4085,7081,7084,9315,14015,22379,36889,78931,127119,178386,206902,942,942,857,818,825,820,857,1157,12871,50328,86818,109922,,,713,698,,,825.5,845.5,13434.5,13055.5
900,1203.5,1068.5,1042.5,1057.5,1120.5,1145.5,1278.5,3283.5,54430.5,188129.5,229623.5,216817.5,1110.5,994.5,978.5,967.5,972.5,1010.5,1060.5,1472.5,8567.5,135614.5,216871.5,171533.5,832.5,787.5,770.5,765.5,761.5,767.5,785.5,935.5,2160.5,4552.5,6829.5,13620.5,888.5,830.5,820.5,827.5,933.5,1532.5,4903.5,9822.5,15643.5,19946.5,23574.5,27482.5,8835.5,7400.5,7292.5,7394.5,6653.5,6785.5,6275.5,6166.5,5921.5,5838.5,5951.5,6156.5,4155.5,4092.5,7028.5,7076.5,10641.5,14031.5,22343.5,36720.5,77658.5,126236.5,178098.5,209700.5,962.5,962.5,858.5,839.5,830.5,831.5,873.5,1155.5,12904.5,50161.5,86534.5,110165.5,,,723.5,715.5,,,816.5,851.5,13469.5,16205.5
920,1209.5,1081.5,1054.5,1052.5,1124.5,1163.5,1287.5,3290.5,54628.5,197328.5,230676.5,220374.5,1113.5,1000.5,967.5,962.5,976.5,1006.5,1053.5,1475.5,8588.5,135768.5,217956.5,171218.5,838.5,779.5,780.5,770.5,766.5,769.5,786.5,934.5,2148.5,4548.5,6806.5,13899.5,905.5,833.5,827.5,828.5,938.5,1506.5,4912.5,9800.5,15616.5,19876.5,23519.5,27452.5,8992.5,7459.5,7324.5,7419.5,6675.5,6832.5,6327.5,6209.5,5955.5,5907.5,5998.5,6227.5,4175.5,4082.5,7045.5,7032.5,9798.5,13925.5,22371.5,36720.5,77753.5,125466.5,177049.5,212600.5,961.5,961.5,863.5,838.5,830.5,827.5,881.5,1154.5,12878.5,49955.5,86315.5,110523.5,,,727.5,707.5,,,825,864,13476,15066
940,1206,1097,1059,1062,1128,1171,1297,3287,54470,205940,233055,224419,1122,1005,979,969,980,1017,1065,1461,8584,135937,217041,171417,847,786,777,775,768,779,787,952,2175,4564,6814,13887,915,836,827,836,937,1522,4894,9807,15587,19922,23424,27509,9126,7489,7358,7489,6722,6838,6369,6282,5998,5958,6067,6303,4240,4102,7049,7036,10021,13943,22210,36572,77590,124853,176818,214589,988,988,871,830,839,849,872,1146,12832,49747,86168,111088,,,731,713,,,834.5,866.5,13556.5,14565.5
960,1206,1084,1068,1056,1128,1169,1295,3300,54629,216597,235140,254725,1138,1008,992,981,992,1018,1060,1474,8584,136359,217740,171603,864,793,789,778,785,779,790,944,2162,4569,6818,14508,917,844,830,844,945,1535,4900,9814,15584,19939,23492,27540,9358,7577,7461,7518,6800,6934,6438,6349,6083,6046,6116,6365,4247,4102,7052,7057,9730,13929,22346,36833,77543,125344,176181,216923,989,989,879,842,840,856,886,1161,12775,49751,86115,111750,,,740,723,,,846,865,13677,14769
980,1265.5,1111.5,1071.5,1075.5,1157.5,1169.5,1310.5,3298.5,54613.5,221869.5,237368.5,259454.5,1157.5,1024.5,993.5,989.5,1002.5,1029.5,1087.5,1486.5,8553.5,136274.5,217685.5,170902.5,872.5,804.5,793.5,802.5,788.5,787.5,811.5,961.5,2167.5,4563.5,6847.5,14233.5,936.5,861.5,842.5,855.5,949.5,1538.5,4895.5,9799.5,15631.5,19920.5,23539.5,27544.5,9443.5,7652.5,7515.5,7571.5,6848.5,6961.5,6496.5,6416.5,6170.5,6137.5,6192.5,6448.5,4280.5,4100.5,7075.5,7029.5,9912.5,13961.5,22261.5,36744.5,77193.5,124163.5,175569.5,219804.5,1001.5,1001.5,892.5,863.5,851.5,845.5,893.5,1177.5,12845.5,49493.5,85995.5,112717.5,,,750.5,725.5,,,847.5,880.5,13819.5,15607.5
1000,1293.5,1115.5,1085.5,1091.5,1161.5,1183.5,1314.5,3307.5,54653.5,222959.5,238932.5,259454.5,1165.5,1036.5,997.5,1001.5,1012.5,1036.5,1080.5,1497.5,8598.5,136676.5,217753.5,170272.5,889.5,816.5,808.5,797.5,791.5,796.5,810.5,972.5,2188.5,4576.5,6840.5,13306.5,949.5,871.5,855.5,854.5,963.5,1550.5,4916.5,9815.5,15602.5,19915.5,23538.5,27590.5,9541.5,7712.5,7537.5,7654.5,6951.5,6975.5,6560.5,6508.5,6244.5,6209.5,6272.5,6537.5,4271.5,4107.5,7013.5,6994.5,9929.5,13940.5,22183.5,36618.5,77374.5,124100.5,175316.5,222215.5,1016.5,1016.5,899.5,866.5,864.5,855.5,899.5,1166.5,12819.5,49224.5,85779.5,113125.5,,,760.5,741.5,,,852,872,13885,15661
1020,1276,1124,1086,1094,1172,1192,1323,3321,54594,226336,240262,259451,1177,1037,1007,1007,1013,1040,1087,1511,8619,136604,220119,170637,895,820,811,810,802,804,825,980,2182,4572,6949,14034,968,880,856,862,973,1528,4889,9774,15563,19877,23453,27556,9699,7756,7617,7649,6981,7032,6649,6562,6270,6251,6347,6619,4301,4105,7018,7007,9910,13919,22070,36525,77247,124911,174611,224968,1041,1041,912,871,860,872,895,1192,12792,49373,85561,114055,,,760,746,,,867.5,895.5,13970.5,15575.5
1040,1313.5,1134.5,1084.5,1091.5,1171.5,1197.5,1332.5,3320.5,54705.5,227842.5,242536.5,250663.5,1183.5,1053.5,1018.5,1007.5,1015.5,1046.5,1106.5,1513.5,8575.5,136766.5,222844.5,171555.5,907.5,829.5,825.5,815.5,811.5,801.5,824.5,979.5,2197.5,4572.5,6817.5,14971.5,975.5,876.5,866.5,876.5,971.5,1539.5,4882.5,9720.5,15506.5,19839.5,23354.5,27528.5,9853.5,7839.5,7651.5,7675.5,7023.5,7043.5,6640.5,6576.5,6346.5,6329.5,6414.5,6674.5,4315.5,4087.5,7016.5,6982.5,9877.5,13855.5,21935.5,36419.5,77137.5,124574.5,173625.5,223437.5,1028.5,1028.5,910.5,876.5,872.5,876.5,915.5,1182.5,12782.5,49215.5,85507.5,115015.5,,,762.5,746.5,,,867,897,14086,16166
1060,1285,1140,1103,1105,1184,1214,1342,3329,54751,231667,245181,256528,1204,1053,1031,1014,1019,1055,1108,1511,8581,137318,229004,171663,924,836,823,818,814,816,838,992,2202,4587,7094,15497,991,883,873,875,983,1562,4904,9764,15552,19932,23427,27634,10032,7923,7686,7730,7096,7108,6718,6648,6387,6370,6473,6792,4371,4110,7003,6999,9845,13865,22014,36432,76812,124627,173040,225756,1044,1044,928,884,882,882,922,1199,12746,49283,85263,116106,,,775,759,,,868.5,887.5,14075.5,16383.5
