group,1,2,3,4,5,6,7,8,9,10,11,12
A,E20-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,,
B,E20-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,,
C,E20-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,,
D,E20-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,,
E,E20-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,,
F,E20-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,,
G,E20-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,,
H,E20-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,E38-E11,,
