time,e16x30SspGyrB_0,e16x30SspGyrB_1,e16x30SspGyrB_2,e16x30SspGyrB_3,e16x30SspGyrB_4,e16x30SspGyrB_5,e32x33NrdJ1_0,e32x33NrdJ1_1,e32x33NrdJ1_2,e32x33NrdJ1_3,e32x33NrdJ1_4,e32x33NrdJ1_5,e16x30SspGyrB_10,e16x30SspGyrB_11,e16x30SspGyrB_12,e16x30SspGyrB_13,e16x30SspGyrB_14,e16x30SspGyrB_15,e32x33NrdJ1_10,e32x33NrdJ1_11,e32x33NrdJ1_12,e32x33NrdJ1_13,e32x33NrdJ1_14,e32x33NrdJ1_15,e16x30SspGyrB_20,e16x30SspGyrB_21,e16x30SspGyrB_22,e16x30SspGyrB_23,e16x30SspGyrB_24,e16x30SspGyrB_25,e32x33NrdJ1_20,e32x33NrdJ1_21,e32x33NrdJ1_22,e32x33NrdJ1_23,e32x33NrdJ1_24,e32x33NrdJ1_25,e16x30SspGyrB_30,e16x30SspGyrB_31,e16x30SspGyrB_32,e16x30SspGyrB_33,e16x30SspGyrB_34,e16x30SspGyrB_35,e32x33NrdJ1_30,e32x33NrdJ1_31,e32x33NrdJ1_32,e32x33NrdJ1_33,e32x33NrdJ1_34,e32x33NrdJ1_35,e16x30SspGyrB_40,e16x30SspGyrB_41,e16x30SspGyrB_42,e16x30SspGyrB_43,e16x30SspGyrB_44,e16x30SspGyrB_45,e32x33NrdJ1_40,e32x33NrdJ1_41,e32x33NrdJ1_42,e32x33NrdJ1_43,e32x33NrdJ1_44,e32x33NrdJ1_45,e16x30SspGyrB_50,e16x30SspGyrB_51,e16x30SspGyrB_52,e16x30SspGyrB_53,e16x30SspGyrB_54,e16x30SspGyrB_55,e32x33NrdJ1_50,e32x33NrdJ1_51,e32x33NrdJ1_52,e32x33NrdJ1_53,e32x33NrdJ1_54,e32x33NrdJ1_55,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
760,3172.5,3068.5,3025.5,3030.5,3047.5,2997.5,2979.5,3041.5,3090.5,3169.5,3223.5,3399.5,3263.5,3799.5,3846.5,3952.5,4305.5,4457.5,3096.5,4384.5,5200.5,5523.5,5738.5,5982.5,3262.5,5485.5,11761.5,15945.5,18122.5,18470.5,3236.5,9551.5,13516.5,14062.5,18154.5,18247.5,3251.5,11039.5,27591.5,43117.5,45970.5,52966.5,3368.5,15387.5,27070.5,34767.5,41130.5,43725.5,3244.5,11670.5,28298.5,46098.5,51038.5,59016.5,3347.5,15128.5,28753.5,34049.5,42164.5,42524.5,3461.5,23039.5,57169.5,90987.5,102604.5,118342.5,3484.5,22709.5,51342.5,69821.5,100399.5,104667.5,,,2664.5,2593.5,,,2952.0,2919.0,66877.0,70565.0
780,3191.0,3072.0,3026.0,3038.0,3043.0,3020.0,3059.0,3045.0,3093.0,3187.0,3264.0,3453.0,3298.0,3769.0,3900.0,3972.0,4277.0,4450.0,3134.0,4398.0,5244.0,5520.0,5780.0,6061.0,3287.0,5535.0,11757.0,15920.0,18025.0,18464.0,3292.0,9604.0,13504.0,13963.0,18252.0,18248.0,3273.0,11008.0,27730.0,43160.0,45841.0,52789.0,3382.0,15465.0,27096.0,34724.0,41437.0,43686.0,3308.0,11724.0,28296.0,46374.0,50981.0,59209.0,3396.0,15076.0,28669.0,33952.0,41948.0,42557.0,3534.0,23205.0,57676.0,91781.0,102639.0,118988.0,3527.0,22659.0,51449.0,69859.0,100440.0,104061.0,,,2690.0,2630.0,,,3002.5,2941.5,67432.5,70458.5
800,3267.0,3094.0,3083.0,3066.0,3111.0,3068.0,3067.0,3072.0,3137.0,3226.0,3308.0,3443.0,3373.0,3837.0,3935.0,4006.0,4308.0,4486.0,3154.0,4441.0,5192.0,5543.0,5749.0,6058.0,3354.0,5542.0,11716.0,15888.0,18138.0,18461.0,3340.0,9590.0,13480.0,13931.0,18194.0,17919.0,3293.0,10994.0,27590.0,43013.0,45863.0,52856.0,3468.0,15416.0,26812.0,34641.0,41356.0,43524.0,3349.0,11737.0,28182.0,46233.0,50713.0,58998.0,3424.0,15078.0,28594.0,33774.0,41718.0,42436.0,3549.0,23192.0,57273.0,90975.0,101978.0,118051.0,3562.0,22564.0,50842.0,69432.0,101660.0,103442.0,,,2714.0,2655.0,,,2982.0,2915.0,68030.0,70508.0
820,3331.0,3128.0,3134.0,3113.0,3156.0,3101.0,3105.0,3106.0,3158.0,3273.0,3342.0,3494.0,3392.0,3896.0,3940.0,4051.0,4335.0,4522.0,3229.0,4499.0,5306.0,5538.0,5799.0,6101.0,3397.0,5588.0,11730.0,15838.0,18006.0,18442.0,3327.0,9644.0,13451.0,13864.0,18127.0,18012.0,3355.0,11024.0,27621.0,42750.0,45615.0,52378.0,3449.0,15374.0,26867.0,34570.0,41426.0,43431.0,3408.0,11745.0,28359.0,46030.0,50645.0,58939.0,3449.0,15138.0,28574.0,33743.0,41828.0,42361.0,3603.0,23245.0,57676.0,91411.0,101926.0,117890.0,3626.0,22572.0,50929.0,68173.0,101475.0,103457.0,,,2820.0,2738.0,,,3055.5,3009.5,68472.5,71067.5
840,3386.5,3156.5,3165.5,3197.5,3172.5,3151.5,3151.5,3159.5,3241.5,3354.5,3384.5,3589.5,3452.5,3946.5,4032.5,4129.5,4385.5,4564.5,3263.5,4550.5,5336.5,5617.5,5859.5,6109.5,3433.5,5640.5,11732.5,15815.5,18044.5,18393.5,3408.5,9659.5,13520.5,13943.5,18151.5,18122.5,3455.5,11036.5,27454.5,42639.5,45438.5,52247.5,3512.5,15307.5,26867.5,34490.5,41340.5,43466.5,3493.5,11999.5,28283.5,45917.5,50488.5,59229.5,3523.5,15084.5,28598.5,33718.5,41851.5,42474.5,3678.5,23271.5,57312.5,90584.5,101069.5,117892.5,3630.5,22530.5,50706.5,68015.5,102150.5,103759.5,,,2843.5,2736.5,,,3032.0,3029.0,69289.0,71346.0
860,3375.5,3224.5,3196.5,3208.5,3254.5,3217.5,3188.5,3225.5,3257.5,3396.5,3456.5,3608.5,3471.5,3971.5,4041.5,4110.5,4387.5,4596.5,3266.5,4533.5,5361.5,5540.5,5870.5,6167.5,3496.5,5653.5,11687.5,15768.5,17927.5,18217.5,3411.5,9615.5,13490.5,13824.5,18106.5,18038.5,3456.5,11014.5,27353.5,42272.5,45112.5,51840.5,3552.5,15207.5,26619.5,34356.5,41545.5,43435.5,3511.5,11894.5,27913.5,45732.5,49999.5,59190.5,3565.5,15140.5,28515.5,33586.5,41798.5,42307.5,3700.5,23124.5,57366.5,90618.5,100856.5,116374.5,3649.5,22420.5,50457.5,67793.5,102236.5,104520.5,,,2884.5,2751.5,,,3061.0,3012.0,69626.0,71820.0
880,3464.0,3282.0,3255.0,3238.0,3269.0,3257.0,3258.0,3260.0,3286.0,3438.0,3561.0,3666.0,3539.0,3998.0,4053.0,4199.0,4449.0,4620.0,3293.0,4593.0,5371.0,5620.0,5904.0,6163.0,3561.0,5756.0,11713.0,15784.0,17966.0,18242.0,3474.0,9633.0,13462.0,13827.0,18289.0,18153.0,3540.0,11038.0,27174.0,42140.0,44923.0,52355.0,3598.0,15122.0,26635.0,34295.0,41447.0,43373.0,3572.0,11906.0,27991.0,45589.0,50156.0,59260.0,3598.0,15159.0,28555.0,33524.0,41842.0,42330.0,3806.0,23226.0,57533.0,90177.0,100173.0,116793.0,3753.0,22547.0,50266.0,67972.0,102951.0,104701.0,,,2909.0,2830.0,,,3092.5,3077.5,69895.5,72222.5
900,3491.5,3275.5,3260.5,3278.5,3323.5,3280.5,3251.5,3281.5,3351.5,3450.5,3518.5,3720.5,3608.5,4034.5,4083.5,4231.5,4479.5,4632.5,3316.5,4643.5,5430.5,5624.5,5922.5,6875.5,3587.5,5686.5,11745.5,15710.5,18086.5,18238.5,3517.5,9677.5,13446.5,13747.5,18240.5,18288.5,3592.5,11042.5,27116.5,41996.5,44733.5,52115.5,3604.5,15252.5,26429.5,34121.5,41593.5,43669.5,3598.5,11952.5,27851.5,45505.5,49638.5,59580.5,3625.5,15044.5,28369.5,33449.5,41913.5,42127.5,3854.5,23300.5,57837.5,90121.5,100180.5,116324.5,3753.5,22449.5,50282.5,68127.5,104824.5,104230.5,,,2949.5,2837.5,,,3114.0,3065.0,70470.0,72324.0
920,3543.5,3389.5,3331.5,3300.5,3356.5,3334.5,3321.5,3320.5,3362.5,3535.5,3570.5,3740.5,3603.5,4095.5,4151.5,4241.5,4509.5,4739.5,3408.5,4680.5,5459.5,5667.5,5946.5,6673.5,3598.5,5721.5,11779.5,15669.5,18061.5,18203.5,3536.5,9649.5,13547.5,13803.5,18272.5,18591.5,3610.5,11084.5,27020.5,41806.5,44652.5,52288.5,3639.5,15190.5,26452.5,33883.5,41955.5,43464.5,3667.5,12259.5,27791.5,45580.5,49643.5,59009.5,3662.5,15049.5,28277.5,33189.5,41707.5,42184.5,3935.5,23452.5,58148.5,90163.5,99461.5,116627.5,3812.5,22363.5,49967.5,67762.5,105945.5,107786.5,,,3004.5,2900.5,,,3177.5,3101.5,70889.5,72539.5
940,3583.0,3379.0,3326.0,3364.0,3375.0,3395.0,3302.0,3333.0,3399.0,3533.0,3565.0,3796.0,3669.0,4071.0,4147.0,4408.0,4531.0,4716.0,3408.0,4650.0,5405.0,5691.0,5959.0,6840.0,3687.0,5771.0,11718.0,15653.0,18100.0,18105.0,3519.0,9658.0,13536.0,13740.0,18369.0,18675.0,3649.0,11128.0,26916.0,41569.0,44211.0,52185.0,3673.0,15160.0,26177.0,33749.0,42099.0,43527.0,3709.0,11965.0,27791.0,45339.0,49224.0,58553.0,3643.0,15001.0,28177.0,32917.0,41730.0,42232.0,3982.0,23685.0,57669.0,89520.0,99224.0,115273.0,3808.0,22326.0,49958.0,68261.0,98621.0,107584.0,,,3015.0,2922.0,,,3171.5,3150.5,70883.5,73222.5
960,3658.0,3449.0,3354.0,3397.0,3454.0,3423.0,3397.0,3385.0,3437.0,3563.0,3680.0,3875.0,3738.0,4110.0,4178.0,4443.0,4553.0,4731.0,3457.0,4725.0,5525.0,5702.0,6010.0,7536.0,3755.0,5810.0,11796.0,15589.0,18097.0,18383.0,3631.0,9698.0,13522.0,13799.0,18405.0,18948.0,3742.0,11212.0,26865.0,41484.0,44190.0,52517.0,3732.0,15206.0,26247.0,33631.0,42247.0,43538.0,3803.0,11986.0,27856.0,45448.0,49542.0,59089.0,3691.0,15149.0,28234.0,33031.0,41966.0,42148.0,4045.0,23870.0,57954.0,89730.0,99280.0,115564.0,3886.0,22430.0,49892.0,68679.0,101083.0,108405.0,,,3071.0,2966.0,,,3214.5,3140.5,71391.5,73170.5
980,3681.0,3465.0,3426.0,3483.0,3457.0,3459.0,3402.0,3397.0,3500.0,3639.0,3712.0,3887.0,3768.0,4197.0,4220.0,4421.0,4598.0,4773.0,3490.0,4760.0,5544.0,5740.0,6075.0,7776.0,3788.0,5838.0,11748.0,15572.0,18062.0,18131.0,3684.0,9716.0,13537.0,13795.0,18410.0,19138.0,3788.0,11261.0,26865.0,41335.0,43921.0,52951.0,3728.0,15114.0,26094.0,33937.0,42631.0,43674.0,3802.0,11925.0,27919.0,45493.0,49121.0,58974.0,3739.0,15082.0,28178.0,33075.0,42088.0,41991.0,4077.0,25117.0,62626.0,89651.0,98633.0,115078.0,3889.0,22397.0,49657.0,69240.0,101725.0,108608.0,,,3085.0,2975.0,,,3219.5,3196.5,71594.5,73259.5
1000,3717.0,3486.0,3433.0,3489.0,3535.0,3515.0,3436.0,3485.0,3547.0,3636.0,3743.0,3956.0,3785.0,4205.0,4281.0,4486.0,4634.0,4829.0,3534.0,4806.0,5575.0,5772.0,6063.0,8019.0,3848.0,5906.0,11758.0,15604.0,17977.0,18104.0,3696.0,9685.0,13537.0,13729.0,18476.0,18943.0,3844.0,11220.0,26854.0,41212.0,43849.0,63543.0,3827.0,15132.0,26084.0,33781.0,42304.0,43598.0,3881.0,12116.0,27855.0,45394.0,48996.0,58397.0,3766.0,15054.0,28087.0,33005.0,42271.0,42237.0,4177.0,23959.0,67075.0,89525.0,98598.0,113836.0,3942.0,22340.0,49452.0,69503.0,100094.0,108901.0,,,3120.0,3010.0,,,3246.5,3163.5,72018.5,73903.5
1020,3777.5,3520.5,3466.5,3512.5,3533.5,3546.5,3479.5,3510.5,3590.5,3701.5,3795.5,3989.5,3855.5,4186.5,4254.5,4525.5,4681.5,4843.5,3603.5,4820.5,5611.5,5818.5,6112.5,8116.5,3827.5,5918.5,11732.5,15495.5,17960.5,17970.5,3706.5,9712.5,13429.5,13799.5,18496.5,19249.5,3842.5,11232.5,26756.5,41028.5,43672.5,52150.5,3846.5,15095.5,25894.5,33720.5,42578.5,43572.5,3916.5,11912.5,28104.5,45642.5,48877.5,58328.5,3881.5,15050.5,27989.5,32793.5,42327.5,42229.5,4190.5,24373.5,68212.5,94734.5,99579.5,114207.5,3976.5,22617.5,49387.5,69190.5,102956.5,110216.5,,,3161.5,3076.5,,,3281.0,3212.0,72233.0,74334.0
1040,3820.0,3545.0,3531.0,3573.0,3589.0,3553.0,3535.0,3519.0,3558.0,3745.0,3814.0,3995.0,3895.0,4258.0,4357.0,4579.0,4678.0,4870.0,3602.0,4868.0,5639.0,5771.0,6109.0,8201.0,3933.0,5928.0,11717.0,15536.0,17966.0,18014.0,3767.0,9703.0,13514.0,13789.0,18475.0,19268.0,3917.0,11304.0,26738.0,40817.0,43681.0,51436.0,3849.0,15146.0,25908.0,33680.0,42685.0,43750.0,3972.0,11954.0,29863.0,45545.0,48757.0,58214.0,3884.0,15001.0,28055.0,32642.0,42823.0,42265.0,4228.0,24090.0,66624.0,89430.0,98640.0,113341.0,4023.0,22543.0,49275.0,68775.0,102526.0,104304.0,,,3166.0,3065.0,,,3290.0,3285.0,72651.0,73833.0
1060,3863.5,3605.5,3540.5,3572.5,3650.5,3631.5,3563.5,3568.5,3631.5,3810.5,3874.5,4108.5,3966.5,4250.5,4379.5,4631.5,4727.5,4939.5,3649.5,4895.5,5676.5,5827.5,6210.5,8366.5,3960.5,6012.5,11804.5,15540.5,17979.5,18110.5,3803.5,9679.5,13527.5,13833.5,18458.5,19567.5,3960.5,11347.5,26613.5,40619.5,43409.5,51172.5,3932.5,15083.5,25888.5,33674.5,42713.5,45178.5,4023.5,11978.5,30071.5,45453.5,48458.5,58199.5,3911.5,15494.5,27973.5,32495.5,44096.5,42364.5,4316.5,24456.5,81394.5,89749.5,98503.5,113037.5,4061.5,22644.5,49388.5,68983.5,104526.5,107022.5,,,3231.5,3088.5,,,3412.0,3364.0,72799.0,73959.0
1080,3894.5,3651.5,3610.5,3662.5,3693.5,3657.5,3609.5,3631.5,3727.5,3860.5,3952.5,4112.5,4002.5,4310.5,4469.5,4636.5,4822.5,4950.5,3693.5,4918.5,5733.5,5853.5,6282.5,8404.5,4009.5,6005.5,11769.5,15575.5,17998.5,18116.5,3860.5,9763.5,13561.5,13827.5,18441.5,19454.5,3994.5,11326.5,26517.5,40347.5,43294.5,50964.5,3956.5,15094.5,27023.5,33668.5,42747.5,44601.5,4056.5,12041.5,29486.5,45289.5,48132.5,57972.5,3955.5,16039.5,27849.5,32695.5,44135.5,42363.5,4369.5,24342.5,66251.5,89350.5,100848.5,113111.5,4085.5,22648.5,49533.5,68987.5,102694.5,107551.5,,,3248.5,3196.5,,,3386.0,3394.0,73319.0,74749.0
1100,3969.5,3682.5,3653.5,3667.5,3732.5,3707.5,3663.5,3671.5,3723.5,3896.5,3971.5,4210.5,4049.5,4357.5,4442.5,4691.5,4838.5,4984.5,3676.5,4945.5,5734.5,5874.5,8419.5,8550.5,4086.5,6072.5,11766.5,15481.5,17940.5,18061.5,3900.5,9772.5,13589.5,13749.5,18541.5,19729.5,4102.5,11430.5,26543.5,40560.5,42999.5,50941.5,3995.5,15154.5,25988.5,33626.5,42806.5,45230.5,4138.5,12289.5,29097.5,45367.5,48128.5,57656.5,3988.5,15295.5,27688.5,32617.5,44348.5,42551.5,4439.5,24714.5,63828.5,89036.5,116416.5,112626.5,4192.5,22542.5,49604.5,68947.5,104276.5,109295.5,,,3281.5,3178.5,,,3423.5,3393.5,73382.5,74644.5
1120,3967.5,3748.5,3683.5,3730.5,3792.5,3760.5,3676.5,3707.5,3764.5,3872.5,3966.5,4183.5,4125.5,4348.5,4521.5,4696.5,4844.5,5025.5,3774.5,4932.5,5743.5,5978.5,8241.5,8613.5,4108.5,6173.5,11764.5,15412.5,17944.5,18018.5,3926.5,9841.5,13457.5,13766.5,18544.5,19771.5,4086.5,11468.5,26458.5,40203.5,43086.5,50456.5,4048.5,15071.5,25956.5,33646.5,42928.5,44881.5,4165.5,12099.5,30294.5,45281.5,48137.5,57531.5,4024.5,15522.5,27721.5,32466.5,44846.5,42440.5,4497.5,24293.5,81030.5,88602.5,109485.5,111850.5,4240.5,23824.5,49589.5,68594.5,104518.5,109497.5,,,3288.5,3194.5,,,3456.0,3434.0,73782.0,74435.0
1140,4048.0,3776.0,3683.0,3778.0,3789.0,3733.0,3711.0,3758.0,3853.0,3945.0,4041.0,4290.0,4106.0,4417.0,4516.0,4724.0,4883.0,5049.0,3791.0,5026.0,5853.0,5977.0,8644.0,8790.0,4146.0,6135.0,11725.0,15379.0,17858.0,18009.0,3933.0,9801.0,13474.0,13777.0,18635.0,19880.0,4170.0,11400.0,26617.0,40046.0,42978.0,50038.0,4038.0,15053.0,26145.0,33543.0,42974.0,45063.0,4219.0,12239.0,29272.0,45357.0,47935.0,57425.0,4058.0,14957.0,27570.0,32227.0,44985.0,42393.0,4552.0,24839.0,80105.0,88638.0,108891.0,111527.0,4231.0,28828.0,49545.0,68358.0,104636.0,196136.0,,,3382.0,3225.0,,,3466.0,3430.0,73863.0,74700.0
1160,4113.5,3810.5,3722.5,3838.5,3881.5,3808.5,3770.5,3809.5,3888.5,3986.5,4092.5,4268.5,4232.5,4450.5,4577.5,4760.5,4948.5,5112.5,3872.5,5018.5,5845.5,5968.5,8682.5,8907.5,4165.5,6159.5,11795.5,15351.5,17752.5,17981.5,3994.5,9896.5,13493.5,13816.5,18657.5,20097.5,4208.5,11409.5,26461.5,40032.5,43017.5,49979.5,4112.5,15154.5,25797.5,33735.5,43112.5,46174.5,4316.5,12118.5,30110.5,45547.5,47911.5,57314.5,4082.5,15061.5,27483.5,32250.5,45011.5,42503.5,4604.5,24679.5,79862.5,88585.5,107112.5,112266.5,4342.5,25418.5,49401.5,68281.5,105593.5,169833.5,,,3412.5,3292.5,,,3496.0,3448.0,74169.0,74261.0
1180,4149.0,3837.0,3785.0,3849.0,3865.0,3849.0,3819.0,3837.0,3949.0,4023.0,4171.0,4318.0,4222.0,4414.0,4579.0,4834.0,4939.0,5098.0,3848.0,5079.0,5844.0,6008.0,8569.0,8963.0,4223.0,6186.0,11750.0,15399.0,17893.0,17968.0,4055.0,9839.0,13594.0,13811.0,18725.0,20150.0,4252.0,11497.0,26481.0,39623.0,42562.0,49634.0,4092.0,15077.0,25710.0,33521.0,43319.0,45321.0,4324.0,12101.0,29802.0,45149.0,47799.0,57005.0,4136.0,14976.0,27649.0,32183.0,45140.0,42598.0,4667.0,24559.0,59473.0,88057.0,107648.0,111955.0,4360.0,34188.0,49377.0,68670.0,103452.0,164378.0,,,3448.0,3330.0,,,3503.5,3491.5,74200.5,74516.5
1200,4188.0,3890.0,3853.0,3841.0,3927.0,3898.0,3798.0,3845.0,3946.0,4089.0,4194.0,4382.0,4293.0,4508.0,4602.0,4846.0,4995.0,5167.0,3905.0,5142.0,5900.0,6042.0,8703.0,9121.0,4289.0,6231.0,11688.0,15309.0,17772.0,17911.0,4076.0,9818.0,13529.0,13784.0,18769.0,20325.0,4318.0,11527.0,26519.0,39581.0,42545.0,49737.0,4174.0,15065.0,25822.0,33466.0,43370.0,45614.0,4402.0,12153.0,28248.0,45361.0,47506.0,57025.0,4160.0,15040.0,27601.0,32372.0,45046.0,42640.0,4721.0,24621.0,61547.0,87995.0,107978.0,111216.0,4348.0,35774.0,49604.0,68206.0,105739.0,191970.0,,,3438.0,3356.0,,,3558.0,3489.0,60916.0,74588.0
1220,4255.0,3908.0,3873.0,3927.0,4001.0,3971.0,3876.0,3913.0,3983.0,4119.0,4215.0,4481.0,4382.0,4562.0,4645.0,4915.0,5114.0,5219.0,3937.0,5172.0,6022.0,6078.0,8723.0,9372.0,4379.0,6295.0,11771.0,15383.0,17676.0,17938.0,4142.0,9895.0,13447.0,13814.0,18668.0,20441.0,4382.0,11609.0,26282.0,39340.0,42393.0,49319.0,4195.0,15045.0,25550.0,33443.0,43140.0,45770.0,4481.0,12111.0,29089.0,45240.0,47383.0,57070.0,4255.0,14979.0,27522.0,32226.0,45038.0,42643.0,4827.0,24520.0,79243.0,87647.0,108832.0,111339.0,4960.0,37309.0,49489.0,68376.0,105099.0,203698.0,,,3491.0,3357.0,,,3546.0,3515.0,61973.0,74906.0
1240,4251.0,3925.0,3907.0,3948.0,3989.0,3957.0,3922.0,3939.0,4003.0,4146.0,4247.0,4481.0,4382.0,4569.0,4670.0,4936.0,5017.0,5236.0,3954.0,5234.0,6034.0,6099.0,8753.0,9513.0,4386.0,6290.0,11777.0,15249.0,17756.0,17871.0,4122.0,9863.0,13450.0,13771.0,18737.0,20539.0,4340.0,11550.0,26360.0,39128.0,42306.0,49009.0,4200.0,15023.0,25398.0,33508.0,43175.0,45406.0,4476.0,12144.0,29119.0,45039.0,47287.0,56574.0,4248.0,14995.0,27394.0,32092.0,45115.0,42884.0,4830.0,24361.0,59872.0,87937.0,108777.0,110533.0,4974.0,39733.0,49291.0,68221.0,106072.0,190090.0,,,3512.0,3398.0,,,3622.5,3579.5,62453.5,74714.5
1260,4321.5,3972.5,3929.5,3998.5,4042.5,4020.5,3979.5,3964.5,4067.5,4178.5,4247.5,4538.5,4381.5,4602.5,4758.5,5000.5,5075.5,5217.5,4026.5,5234.5,6128.5,6106.5,8927.5,9780.5,4445.5,6292.5,11801.5,15237.5,17595.5,17807.5,4187.5,9901.5,13512.5,13778.5,18729.5,20644.5,4482.5,11688.5,26284.5,38999.5,42100.5,48688.5,4262.5,15006.5,25376.5,33317.5,43142.5,45663.5,4531.5,12249.5,29097.5,45095.5,47093.5,56474.5,4295.5,15030.5,27369.5,31813.5,45236.5,44089.5,4898.5,24596.5,79374.5,87706.5,108810.5,110136.5,5054.5,40588.5,49518.5,68082.5,106266.5,234327.5,,,3514.5,3445.5,,,3599.0,3587.0,62356.0,74534.0
1280,4374.5,4058.5,3990.5,4015.5,4070.5,4000.5,3992.5,3988.5,4057.5,4238.5,4315.5,4581.5,4422.5,4648.5,4797.5,5021.5,5144.5,5270.5,4080.5,5239.5,6205.5,6180.5,7959.5,9909.5,4490.5,6342.5,11847.5,15324.5,17653.5,17784.5,4205.5,9947.5,13487.5,13751.5,18923.5,20705.5,4498.5,11679.5,26224.5,38827.5,41944.5,48402.5,4273.5,15015.5,25342.5,33316.5,43195.5,45703.5,4600.5,12241.5,28797.5,44989.5,47165.5,56520.5,4308.5,14960.5,27476.5,31875.5,44691.5,43939.5,4957.5,24748.5,60805.5,87245.5,108120.5,110407.5,5065.5,38608.5,49436.5,68227.5,105773.5,186800.5,,,3581.5,3478.5,,,3666.0,3626.0,62705.0,74311.0
1300,4389.0,4064.0,3997.0,4049.0,4047.0,4000.0,4045.0,4025.0,4102.0,4213.0,4360.0,4639.0,4460.0,4638.0,4737.0,5030.0,5142.0,5297.0,4076.0,5271.0,6130.0,6177.0,8246.0,10036.0,4545.0,6371.0,11732.0,15167.0,17663.0,17762.0,4240.0,9850.0,13520.0,13801.0,18842.0,20732.0,4551.0,11586.0,26080.0,38892.0,41777.0,48382.0,4333.0,14974.0,25357.0,33181.0,43253.0,45652.0,4627.0,12208.0,29175.0,44643.0,46767.0,56233.0,4324.0,14945.0,27399.0,31898.0,45150.0,63127.0,4983.0,24693.0,60096.0,87017.0,108059.0,109692.0,5131.0,40338.0,49503.0,68223.0,105573.0,221310.0,,,3574.0,3526.0,,,3707.5,3622.5,63278.5,74565.5
1320,4434.5,4109.5,4029.5,4104.5,4145.5,4076.5,4061.5,4083.5,4182.5,4277.5,4380.5,4637.5,4522.5,4659.5,4827.5,5047.5,5220.5,5364.5,4129.5,5359.5,6166.5,6201.5,8510.5,10444.5,4566.5,6440.5,11723.5,15242.5,17660.5,17655.5,4224.5,9886.5,13442.5,13698.5,18787.5,20854.5,4600.5,11631.5,25951.5,38575.5,41439.5,48087.5,4403.5,14993.5,25389.5,33194.5,43099.5,45498.5,4703.5,12279.5,28574.5,44668.5,46618.5,56201.5,4399.5,14937.5,27150.5,31813.5,44963.5,96726.5,5056.5,24722.5,60694.5,86817.5,108402.5,109156.5,5158.5,39903.5,49420.5,67861.5,105594.5,230000.5,,,3630.5,3563.5,,,3694.0,3649.0,63778.0,74657.0
1340,4454.5,4111.5,4054.5,4126.5,4154.5,4097.5,4084.5,4128.5,4183.5,4304.5,4417.5,4651.5,4605.5,4720.5,4858.5,5089.5,5219.5,5370.5,4166.5,5317.5,6203.5,6160.5,8574.5,10989.5,4626.5,6469.5,11755.5,15253.5,17489.5,17681.5,4264.5,9834.5,13448.5,13732.5,18824.5,20996.5,4639.5,11805.5,25835.5,38350.5,41559.5,47670.5,4403.5,14930.5,25158.5,32937.5,43188.5,45421.5,4728.5,12204.5,28957.5,44516.5,46422.5,55616.5,4400.5,14948.5,27191.5,31515.5,44849.5,51682.5,5133.5,24666.5,79971.5,86389.5,107287.5,108379.5,5193.5,39712.5,48928.5,67696.5,105260.5,203304.5,,,3681.5,3553.5,,,3699.0,3711.0,63565.0,73931.0
1360,4533.0,4194.0,4110.0,4208.0,4223.0,4176.0,4111.0,4167.0,4264.0,4372.0,4473.0,4814.0,4584.0,4753.0,4878.0,5116.0,5297.0,5392.0,4205.0,5429.0,6194.0,6309.0,8926.0,11563.0,4665.0,6455.0,11743.0,15177.0,17475.0,17684.0,4378.0,9899.0,13458.0,13816.0,18830.0,21112.0,4694.0,11793.0,25707.0,38217.0,41262.0,47195.0,4458.0,14966.0,25219.0,33070.0,43214.0,45583.0,4801.0,12215.0,28458.0,44543.0,46236.0,55525.0,4454.0,14966.0,27220.0,31635.0,45225.0,60176.0,5171.0,24802.0,60815.0,86405.0,106219.0,108264.0,5250.0,33261.0,48859.0,67470.0,105690.0,166736.0,,,3695.0,3613.0,,,3710.5,3752.5,63586.5,74515.5
1380,4545.5,4228.5,4124.5,4207.5,4261.5,4182.5,4144.5,4140.5,4273.5,4398.5,4501.5,4793.5,4692.5,4780.5,4927.5,5142.5,5310.5,5362.5,4234.5,5420.5,6220.5,6271.5,9190.5,12019.5,4724.5,6453.5,11695.5,15160.5,17480.5,17606.5,4367.5,9930.5,13407.5,13781.5,18774.5,21141.5,4723.5,12055.5,25638.5,38235.5,40874.5,47276.5,4496.5,14945.5,24938.5,32972.5,42963.5,45510.5,4857.5,12268.5,29694.5,44226.5,46104.5,55287.5,4514.5,14912.5,27023.5,31308.5,45061.5,97128.5,5224.5,24551.5,61031.5,86003.5,107645.5,107590.5,5270.5,34220.5,49608.5,67484.5,105727.5,204095.5,,,3733.5,3649.5,,,3748.0,3764.0,63309.0,74100.0
