time,e16x30SspGyrB_00,e16x30SspGyrB_01,e16x30SspGyrB_02,e16x30SspGyrB_03,e16x30SspGyrB_04,e16x30SspGyrB_05,e32x33NrdJ1_00,e32x33NrdJ1_01,e32x33NrdJ1_02,e32x33NrdJ1_03,e32x33NrdJ1_04,e32x33NrdJ1_05,e16x30SspGyrB_10,e16x30SspGyrB_11,e16x30SspGyrB_12,e16x30SspGyrB_13,e16x30SspGyrB_14,e16x30SspGyrB_15,e32x33NrdJ1_10,e32x33NrdJ1_11,e32x33NrdJ1_12,e32x33NrdJ1_13,e32x33NrdJ1_14,e32x33NrdJ1_15,e16x30SspGyrB_20,e16x30SspGyrB_21,e16x30SspGyrB_22,e16x30SspGyrB_23,e16x30SspGyrB_24,e16x30SspGyrB_25,e32x33NrdJ1_20,e32x33NrdJ1_21,e32x33NrdJ1_22,e32x33NrdJ1_23,e32x33NrdJ1_24,e32x33NrdJ1_25,e16x30SspGyrB_30,e16x30SspGyrB_31,e16x30SspGyrB_32,e16x30SspGyrB_33,e16x30SspGyrB_34,e16x30SspGyrB_35,e32x33NrdJ1_30,e32x33NrdJ1_31,e32x33NrdJ1_32,e32x33NrdJ1_33,e32x33NrdJ1_34,e32x33NrdJ1_35,e16x30SspGyrB_40,e16x30SspGyrB_41,e16x30SspGyrB_42,e16x30SspGyrB_43,e16x30SspGyrB_44,e16x30SspGyrB_45,e32x33NrdJ1_40,e32x33NrdJ1_41,e32x33NrdJ1_42,e32x33NrdJ1_43,e32x33NrdJ1_44,e32x33NrdJ1_45,e16x30SspGyrB_50,e16x30SspGyrB_51,e16x30SspGyrB_52,e16x30SspGyrB_53,e16x30SspGyrB_54,e16x30SspGyrB_55,e32x33NrdJ1_50,e32x33NrdJ1_51,e32x33NrdJ1_52,e32x33NrdJ1_53,e32x33NrdJ1_54,e32x33NrdJ1_55,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
600,701,689,683,676,682,655,679,689,683,714,721,732,717,877,889,936,1002,1037,701,1027,1241,1339,1390,1460,708,1310,2941,4033,4598,4766,732,2351,3410,3598,4570,4446,712,2745,7090,11191,11835,13641,763,3894,7016,8812,10425,11273,712,2886,7162,11759,12998,15031,756,3772,7374,8916,10952,10951,739,5668,14523,22605,25421,28853,787,5765,13435,17585,24050,27165,,,586,569,,,649.5,660.5,14504.5,17094.5
620,718.5,699.5,690.5,698.5,690.5,677.5,688.5,701.5,713.5,724.5,729.5,745.5,725.5,888.5,904.5,931.5,1004.5,1051.5,705.5,1038.5,1252.5,1342.5,1398.5,1466.5,726.5,1314.5,2939.5,4038.5,4599.5,4777.5,745.5,2362.5,3427.5,3591.5,4565.5,4458.5,722.5,2740.5,7035.5,11091.5,11817.5,13645.5,775.5,3889.5,6987.5,8744.5,10392.5,11187.5,725.5,2887.5,7188.5,11851.5,12930.5,15078.5,766.5,3747.5,7348.5,8853.5,10985.5,10734.5,762.5,5702.5,14499.5,22828.5,25677.5,29266.5,810.5,5757.5,13338.5,17573.5,24115.5,27015.5,,,592.5,592.5,,,674.5,673.5,14806.5,17264.5
640,731,709,698,695,702,695,696,703,712,724,738,751,742,893,903,940,1009,1054,711,1046,1252,1349,1410,1473,732,1329,2928,4028,4595,4727,747,2363,3421,3561,4559,4491,733,2745,7046,11105,11835,13633,783,3893,6952,8763,10440,11157,739,2881,7157,11822,12908,15085,777,3758,7313,8799,11041,10681,771,5709,14569,22975,25784,29692,812,5763,13238,17549,24220,26661,,,608,589,,,680.5,678.5,15128.5,17129.5
660,745,720,717,718,707,697,715,721,730,743,745,775,753,907,923,952,1018,1072,725,1053,1270,1359,1413,1478,756,1359,2945,4025,4573,4709,773,2388,3399,3579,4527,4509,751,2755,7041,11061,11834,13560,800,3878,6936,8714,10488,11148,749,2899,7198,11777,12931,15032,789,3771,7320,8699,11096,10633,784,5772,14564,23078,25880,29864,827,5754,13105,17480,24359,26641,,,619,594,,,700.5,692.5,15418.5,17280.5
680,756,727,724,723,724,713,723,727,736,761,776,801,776,919,931,964,1027,1081,739,1068,1272,1372,1418,1485,775,1350,2954,4028,4575,4692,787,2395,3417,3554,4570,4523,759,2758,6981,10978,11700,13460,808,3868,6917,8693,10562,11191,765,2910,7133,11704,12845,14984,802,3779,7288,8704,11153,10713,810,5750,14433,22943,25860,29942,834,5747,13117,17602,24570,26615,,,631,620,,,700,706,15835,17408
700,770,746,724,733,737,741,730,737,746,760,777,810,782,931,950,970,1045,1086,747,1083,1282,1370,1433,1503,774,1358,2942,4013,4563,4696,788,2395,3408,3549,4570,4551,769,2771,6989,10989,11670,13497,814,3896,6898,8700,10591,11189,786,2912,7155,11750,12861,14967,815,3819,7303,8663,10558,10655,822,5782,14538,22999,26009,30131,856,5767,13065,17599,24669,26375,,,643,618,,,721.5,706.5,16055.5,17448.5
720,780.5,743.5,737.5,744.5,739.5,727.5,727.5,746.5,749.5,777.5,780.5,820.5,797.5,926.5,948.5,975.5,1050.5,1093.5,751.5,1086.5,1298.5,1378.5,1419.5,1499.5,782.5,1359.5,2960.5,4023.5,4584.5,4680.5,807.5,2394.5,3425.5,3539.5,4568.5,4566.5,787.5,2764.5,6984.5,10969.5,11694.5,13414.5,821.5,3860.5,6859.5,8705.5,10635.5,11184.5,779.5,2924.5,7139.5,11669.5,12799.5,14958.5,824.5,3770.5,7238.5,8620.5,10561.5,10668.5,841.5,5820.5,14566.5,23077.5,25988.5,30108.5,857.5,5718.5,12983.5,17498.5,24948.5,26371.5,,,645.5,633.5,,,718.5,714.5,16310.5,17553.5
740,793,758,759,750,752,754,754,756,769,797,798,842,809,944,971,994,1077,1109,770,1092,1304,1377,1443,1510,810,1372,2953,4041,4571,4691,814,2417,3398,3533,4574,4570,798,2775,6998,10929,11647,13399,837,3880,6833,8760,10344,11011,806,2944,7126,11644,12840,14908,829,3801,7241,8630,10569,10697,853,5813,14484,23073,25975,29991,866,5708,12969,17551,25086,26273,,,665,650,,,733.5,721.5,16500.5,17492.5
760,808.5,768.5,758.5,756.5,764.5,758.5,769.5,751.5,772.5,797.5,807.5,847.5,818.5,956.5,975.5,996.5,1069.5,1116.5,768.5,1104.5,1306.5,1396.5,1442.5,1522.5,810.5,1376.5,2951.5,4013.5,4566.5,4663.5,810.5,2418.5,3401.5,3524.5,4576.5,4590.5,809.5,2764.5,6964.5,10856.5,11585.5,13330.5,836.5,3864.5,6849.5,8789.5,10430.5,11028.5,828.5,2928.5,7101.5,11635.5,12797.5,14838.5,839.5,3787.5,7207.5,8555.5,10551.5,10694.5,864.5,5801.5,14422.5,23024.5,25884.5,29977.5,876.5,5682.5,12869.5,17549.5,25349.5,26377.5,,,668.5,655.5,,,733,732,16812,17785
780,814.5,780.5,776.5,766.5,773.5,766.5,780.5,775.5,788.5,814.5,823.5,869.5,832.5,962.5,981.5,1010.5,1083.5,1128.5,784.5,1116.5,1318.5,1396.5,1449.5,1531.5,827.5,1388.5,2970.5,4009.5,4574.5,4632.5,830.5,2407.5,3417.5,3531.5,4569.5,4589.5,823.5,2774.5,6997.5,10898.5,11604.5,13360.5,860.5,3884.5,6846.5,8769.5,10425.5,10969.5,837.5,2957.5,7127.5,11668.5,12817.5,14993.5,855.5,3788.5,7198.5,8558.5,10560.5,10702.5,880.5,5834.5,14559.5,23140.5,25839.5,29900.5,886.5,5707.5,12896.5,17550.5,25474.5,26288.5,,,685.5,658.5,,,733,730,16940,17659
800,832.5,784.5,772.5,777.5,787.5,771.5,781.5,784.5,795.5,822.5,833.5,875.5,839.5,974.5,995.5,1012.5,1083.5,1132.5,796.5,1113.5,1325.5,1402.5,1462.5,1525.5,846.5,1400.5,2974.5,4015.5,4564.5,4644.5,830.5,2416.5,3396.5,3514.5,4561.5,4501.5,841.5,2780.5,6977.5,10849.5,11603.5,13276.5,869.5,3861.5,6809.5,8722.5,10441.5,10907.5,848.5,2963.5,7074.5,11618.5,12744.5,14850.5,872.5,3792.5,7208.5,8527.5,10503.5,10655.5,892.5,5848.5,14438.5,22966.5,25828.5,29954.5,897.5,5691.5,12847.5,17476.5,25534.5,26113.5,,,699.5,672.5,,,754,737,17065,17773
820,852,794,786,798,797,789,797,794,806,827,833,881,854,978,995,1032,1106,1135,809,1131,1333,1405,1461,1543,847,1411,2960,3994,4564,4618,843,2424,3381,3518,4572,4521,853,2796,6938,10801,11510,13168,877,3864,6777,8707,10411,10938,858,2960,7085,11597,12734,14789,878,3798,7194,8494,10522,10623,897,5859,14468,23022,25720,29829,913,5694,12787,17044,25519,26178,,,705,682,,,754,748,17173,17830
840,858.5,805.5,806.5,800.5,803.5,798.5,802.5,800.5,822.5,843.5,858.5,897.5,876.5,986.5,1008.5,1027.5,1106.5,1155.5,807.5,1143.5,1337.5,1412.5,1469.5,1561.5,864.5,1420.5,2963.5,3998.5,4541.5,4602.5,861.5,2404.5,3393.5,3494.5,4567.5,4553.5,866.5,2783.5,6913.5,10767.5,11462.5,13132.5,893.5,3865.5,6742.5,8654.5,10431.5,10912.5,873.5,3005.5,7118.5,11547.5,12664.5,14954.5,886.5,3792.5,7172.5,8487.5,10519.5,10654.5,923.5,5874.5,14482.5,22943.5,25676.5,29813.5,916.5,5642.5,12750.5,17112.5,25742.5,26211.5,,,715.5,678.5,,,765,758,17348,17913
860,857.5,804.5,809.5,808.5,820.5,808.5,798.5,800.5,822.5,852.5,871.5,899.5,873.5,988.5,1013.5,1035.5,1111.5,1158.5,817.5,1140.5,1343.5,1412.5,1471.5,1553.5,875.5,1425.5,2951.5,3976.5,4511.5,4585.5,854.5,2426.5,3385.5,3472.5,4558.5,4526.5,868.5,2771.5,6869.5,10644.5,11339.5,13101.5,892.5,3834.5,6706.5,8645.5,10446.5,10902.5,887.5,2971.5,7031.5,11438.5,12585.5,14899.5,876.5,3798.5,7147.5,8398.5,10519.5,10625.5,941.5,5820.5,14518.5,22834.5,25417.5,29428.5,917.5,5618.5,12646.5,17107.5,25712.5,26400.5,,,712.5,695.5,,,773,760,17457,18068
880,880.5,830.5,808.5,816.5,822.5,821.5,814.5,815.5,832.5,863.5,894.5,922.5,900.5,1011.5,1030.5,1047.5,1122.5,1162.5,834.5,1166.5,1363.5,1425.5,1487.5,1561.5,895.5,1424.5,2943.5,3969.5,4542.5,4590.5,880.5,2431.5,3383.5,3480.5,4605.5,4540.5,888.5,2784.5,6853.5,10614.5,11278.5,13211.5,896.5,3837.5,6707.5,8600.5,10429.5,10903.5,894.5,2990.5,7020.5,11431.5,12558.5,14915.5,893.5,3807.5,7141.5,8377.5,10506.5,10660.5,943.5,5869.5,14480.5,22740.5,25405.5,29473.5,928.5,5652.5,12626.5,17143.5,25803.5,26526.5,,,728.5,703.5,,,782,767,17529,18229
900,891,834,825,824,843,836,826,826,839,868,888,930,903,1018,1032,1055,1128,1171,836,1161,1371,1421,1490,1709,898,1442,2964,3946,4535,4585,889,2433,3377,3471,4603,4587,905,2786,6831,10564,11271,13174,919,3838,6652,8589,10485,10991,908,2996,7029,11421,12544,14965,905,3783,7106,8376,10535,10618,966,5839,14604,22662,25250,29384,946,5648,12628,17099,26343,26300,,,745,721,,,793,783,17664,18283
920,903,845,835,841,853,843,835,843,854,877,904,947,920,1026,1051,1070,1131,1183,850,1183,1375,1437,1500,1691,922,1466,2969,3956,4564,4571,888,2442,3399,3496,4633,4686,920,2802,6837,10551,11278,13159,933,3843,6645,8571,10591,10946,922,3076,7017,11404,12516,14827,917,3799,7114,8336,10491,10626,989,5906,14639,22729,25218,29331,953,5612,12555,17072,26567,27257,,,757,732,,,794,784,17712,18139
940,918,859,850,849,868,853,848,859,873,902,910,967,937,1038,1056,1106,1149,1190,864,1189,1379,1428,1508,1722,938,1468,2963,3950,4542,4565,905,2437,3410,3488,4608,4685,941,2811,6805,10487,11159,13154,924,3823,6631,8514,10592,10962,940,3016,6985,11444,12454,14771,928,3777,7107,8339,10529,10632,1005,6002,14519,22623,25068,29216,959,5620,12536,17233,24839,27187,,,758,735,,,804.5,784.5,17818.5,18398.5
960,920.5,865.5,861.5,862.5,869.5,860.5,849.5,850.5,873.5,912.5,917.5,967.5,941.5,1045.5,1062.5,1108.5,1156.5,1207.5,878.5,1195.5,1398.5,1430.5,1520.5,1896.5,943.5,1470.5,2955.5,3937.5,4538.5,4633.5,914.5,2436.5,3418.5,3487.5,4627.5,4771.5,937.5,2826.5,6789.5,10441.5,11161.5,13226.5,934.5,3813.5,6592.5,8497.5,10605.5,10925.5,957.5,3005.5,7000.5,11390.5,12388.5,14814.5,937.5,3797.5,7101.5,8289.5,10583.5,10596.5,1024.5,6011.5,14649.5,22723.5,25082.5,29191.5,968.5,5649.5,12522.5,17289.5,25437.5,27339.5,,,762.5,739.5,,,810.5,791.5,17837.5,18303.5
980,938.5,881.5,863.5,868.5,885.5,881.5,867.5,880.5,882.5,913.5,941.5,985.5,946.5,1046.5,1071.5,1126.5,1174.5,1207.5,878.5,1209.5,1400.5,1452.5,1533.5,1972.5,958.5,1481.5,2977.5,3934.5,4553.5,4572.5,917.5,2434.5,3395.5,3471.5,4619.5,4769.5,953.5,2833.5,6768.5,10410.5,11061.5,13318.5,961.5,3822.5,6582.5,8544.5,10698.5,10997.5,968.5,3017.5,6998.5,11444.5,12351.5,14780.5,956.5,3789.5,7077.5,8256.5,10598.5,10571.5,1033.5,6323.5,15774.5,22635.5,24937.5,28962.5,986.5,5655.5,12481.5,17384.5,25742.5,27397.5,,,767.5,755.5,,,813.5,801.5,17973.5,18454.5
1000,949.5,884.5,873.5,874.5,889.5,883.5,874.5,877.5,890.5,921.5,943.5,994.5,961.5,1046.5,1068.5,1125.5,1168.5,1208.5,880.5,1201.5,1412.5,1447.5,1533.5,2006.5,964.5,1476.5,2963.5,3908.5,4550.5,4546.5,919.5,2440.5,3405.5,3466.5,4619.5,4779.5,958.5,2825.5,6765.5,10350.5,11037.5,16003.5,951.5,3806.5,6549.5,8491.5,10613.5,10981.5,979.5,3032.5,6983.5,11428.5,12299.5,14677.5,953.5,3766.5,7015.5,8249.5,10599.5,10594.5,1037.5,6010.5,16899.5,22545.5,24892.5,28878.5,984.5,5621.5,12394.5,17364.5,25197.5,27476.5,,,783.5,749.5,,,817,814,17995,18537
1020,964,895,879,888,905,898,877,885,899,928,954,1001,982,1051,1076,1140,1171,1226,901,1215,1408,1455,1546,2034,978,1499,2948,3912,4528,4524,931,2449,3387,3461,4639,4841,981,2824,6746,10349,10997,13124,963,3803,6533,8496,10722,10983,994,2995,7060,11493,12272,14747,961,3775,7068,8225,10620,10621,1056,6126,17084,23982,25042,28841,996,5648,12448,17401,26040,27821,,,779,764,,,817,822,18168,18669
1040,971.5,900.5,887.5,901.5,910.5,900.5,894.5,891.5,905.5,946.5,966.5,1017.5,983.5,1065.5,1098.5,1140.5,1193.5,1236.5,911.5,1219.5,1420.5,1468.5,1550.5,2078.5,987.5,1501.5,2962.5,3917.5,4506.5,4535.5,953.5,2436.5,3371.5,3455.5,4635.5,4830.5,983.5,2849.5,6707.5,10242.5,10954.5,13007.5,968.5,3795.5,6535.5,8501.5,10720.5,11032.5,1001.5,2998.5,7508.5,11419.5,12189.5,14643.5,976.5,3785.5,7030.5,8207.5,10856.5,10588.5,1067.5,6090.5,16807.5,22759.5,24974.5,28628.5,1010.5,5669.5,12424.5,17330.5,25752.5,26348.5,,,796.5,772.5,,,829,834,18221,18591
1060,975.5,917.5,896.5,913.5,916.5,921.5,894.5,907.5,925.5,956.5,971.5,1037.5,997.5,1083.5,1105.5,1162.5,1197.5,1230.5,923.5,1229.5,1431.5,1465.5,1561.5,2101.5,1002.5,1520.5,2976.5,3906.5,4514.5,4537.5,956.5,2458.5,3394.5,3476.5,4642.5,4892.5,1001.5,2847.5,6713.5,10264.5,10949.5,12944.5,988.5,3804.5,6525.5,8482.5,10750.5,11318.5,1017.5,3018.5,7587.5,11447.5,12205.5,14598.5,979.5,3912.5,7023.5,8206.5,11121.5,10655.5,1084.5,6153.5,20465.5,22641.5,24893.5,28676.5,1017.5,5668.5,12354.5,17384.5,26406.5,27111.5,,,809.5,779.5,,,833,831,18242,18635
1080,998.5,922.5,908.5,930.5,932.5,924.5,912.5,913.5,926.5,962.5,984.5,1045.5,1015.5,1085.5,1101.5,1174.5,1221.5,1249.5,929.5,1236.5,1434.5,1478.5,1579.5,2140.5,1023.5,1527.5,2966.5,3906.5,4508.5,4566.5,979.5,2458.5,3408.5,3476.5,4655.5,4917.5,1017.5,2862.5,6695.5,10212.5,10913.5,12870.5,994.5,3802.5,6790.5,8491.5,10723.5,11244.5,1037.5,3053.5,7403.5,11461.5,12166.5,14573.5,995.5,4022.5,7017.5,8192.5,11088.5,10658.5,1088.5,6077.5,16686.5,22605.5,25394.5,28461.5,1039.5,5652.5,12451.5,17393.5,25943.5,27233.5,,,823.5,793.5,,,849.5,842.5,18345.5,18767.5
1100,1005,938,921,926,948,939,919,932,955,981,998,1055,1017,1098,1122,1186,1220,1249,932,1246,1454,1494,2115,2153,1032,1531,2963,3888,4500,4537,980,2458,3400,3466,4675,4934,1023,2869,6677,10182,10907,12796,996,3798,6541,8484,10802,11369,1045,3089,7315,11423,12094,14494,1004,3864,7001,8190,11122,10703,1117,6226,16093,22497,29301,28364,1047,5701,12513,17324,26227,27581,,,828,795,,,843,857,18429,18754
1120,1023,947,943,952,952,951,933,940,959,993,1010,1065,1040,1116,1142,1189,1236,1267,956,1259,1456,1510,2064,2184,1040,1544,2968,3877,4504,4530,984,2476,3385,3479,4697,4983,1030,2871,6683,10125,10858,12741,1017,3810,6546,8472,10802,11367,1059,3062,7596,11465,12089,14506,1017,3892,6978,8164,11284,10695,1132,6106,20471,22432,27714,28306,1058,6002,12520,17269,26520,27689,,,825,808,,,861.5,863.5,18500.5,18710.5
1140,1027.5,951.5,937.5,954.5,966.5,949.5,943.5,952.5,957.5,1005.5,1012.5,1082.5,1058.5,1119.5,1141.5,1192.5,1242.5,1279.5,956.5,1273.5,1462.5,1514.5,2162.5,2204.5,1056.5,1539.5,2956.5,3875.5,4500.5,4522.5,1003.5,2463.5,3400.5,3468.5,4654.5,5002.5,1047.5,2880.5,6663.5,10110.5,10805.5,12626.5,1022.5,3795.5,6602.5,8418.5,10789.5,11353.5,1071.5,3093.5,7379.5,11430.5,12075.5,14443.5,1020.5,3747.5,6961.5,8148.5,11316.5,10671.5,1148.5,6233.5,20176.5,22397.5,27459.5,28283.5,1068.5,7214.5,12412.5,17186.5,26386.5,49550.5,,,845.5,817.5,,,871,869,18530,18877
1160,1040,956,945,963,975,957,949,963,976,1009,1029,1093,1062,1127,1146,1212,1245,1293,965,1278,1475,1512,2170,2234,1061,1555,2964,3881,4512,4540,1010,2475,3413,3481,4707,5051,1064,2898,6682,10073,10807,12613,1026,3798,6486,8435,10827,11587,1093,3041,7587,11479,12042,14418,1024,3780,6950,8107,11366,10702,1162,6170,20217,22340,26948,28264,1085,6387,12413,17216,26766,42789,,,855,820,,,873.5,860.5,18571.5,18685.5
1180,1047,976,962,969,976,967,955,959,985,1017,1044,1092,1067,1119,1149,1210,1249,1293,974,1276,1471,1508,2169,2257,1063,1555,2956,3865,4488,4516,1013,2472,3393,3476,4671,5080,1071,2888,6657,10028,10764,12495,1034,3782,6479,8458,10908,11444,1086,3036,7493,11386,12007,14371,1029,3770,6922,8095,11344,10690,1167,6173,14998,22226,27118,28185,1093,8569,12407,17287,26165,41447,,,853,831,,,883.5,871.5,18597.5,18760.5
1200,1063,981,965,977,972,974,965,977,994,1015,1041,1100,1086,1144,1151,1217,1253,1297,986,1291,1486,1520,2178,2296,1085,1565,2961,3861,4469,4510,1026,2487,3400,3484,4695,5096,1086,2894,6635,9957,10709,12447,1051,3770,6456,8426,10891,11491,1110,3065,7068,11410,11957,14354,1046,3765,6927,8094,11325,10723,1180,6170,15496,22241,27067,28232,1108,8953,12413,17247,26677,48606,,,858,839,,,893,879,15300,18860
1220,1077.5,1007.5,979.5,992.5,997.5,989.5,982.5,991.5,1007.5,1043.5,1058.5,1117.5,1102.5,1150.5,1176.5,1236.5,1278.5,1311.5,1001.5,1298.5,1500.5,1540.5,2203.5,2334.5,1098.5,1580.5,2956.5,3865.5,4461.5,4492.5,1032.5,2485.5,3407.5,3475.5,4700.5,5114.5,1105.5,2915.5,6633.5,9894.5,10674.5,12362.5,1064.5,3776.5,6460.5,8426.5,10910.5,11428.5,1121.5,3060.5,7298.5,11368.5,11938.5,14313.5,1069.5,3774.5,6885.5,8067.5,11350.5,10765.5,1204.5,6205.5,19951.5,22221.5,27549.5,28074.5,1246.5,9368.5,12412.5,17280.5,26640.5,51528.5,,,880.5,846.5,,,899.5,890.5,15585.5,18849.5
1240,1090.5,1004.5,987.5,1003.5,1010.5,985.5,979.5,995.5,1019.5,1049.5,1076.5,1143.5,1097.5,1156.5,1171.5,1239.5,1280.5,1328.5,1000.5,1310.5,1531.5,1540.5,2187.5,2382.5,1104.5,1580.5,2966.5,3860.5,4456.5,4494.5,1042.5,2500.5,3396.5,3484.5,4707.5,5175.5,1107.5,2919.5,6621.5,9864.5,10639.5,12327.5,1070.5,3769.5,6430.5,8369.5,10928.5,11451.5,1138.5,3057.5,7303.5,11355.5,11942.5,14242.5,1062.5,3771.5,6925.5,8082.5,11312.5,10802.5,1208.5,6093.5,15035.5,22194.5,27557.5,27983.5,1243.5,9946.5,12466.5,17164.5,26862.5,48038.5,,,881.5,850.5,,,901.5,892.5,15666.5,18795.5
1260,1093.5,1008.5,988.5,1009.5,1010.5,1005.5,998.5,1004.5,1023.5,1054.5,1074.5,1138.5,1105.5,1153.5,1191.5,1256.5,1291.5,1316.5,1010.5,1312.5,1550.5,1542.5,2244.5,2447.5,1114.5,1604.5,2964.5,3849.5,4428.5,4501.5,1049.5,2485.5,3395.5,3487.5,4705.5,5177.5,1111.5,2919.5,6581.5,9858.5,10574.5,12277.5,1069.5,3761.5,6387.5,8401.5,10895.5,11487.5,1129.5,3081.5,7334.5,11351.5,11878.5,14238.5,1088.5,3751.5,6891.5,8038.5,11340.5,11134.5,1236.5,6189.5,20003.5,22104.5,27543.5,27968.5,1250.5,10252.5,12479.5,17158.5,26933.5,59632.5,,,883.5,860.5,,,905.5,903.5,15667.5,18783.5
1280,1105.5,1011.5,1000.5,1014.5,1024.5,1016.5,1001.5,1010.5,1033.5,1064.5,1084.5,1141.5,1120.5,1161.5,1195.5,1254.5,1291.5,1329.5,1012.5,1315.5,1556.5,1532.5,1987.5,2491.5,1121.5,1600.5,2968.5,3839.5,4433.5,4480.5,1053.5,2495.5,3403.5,3469.5,4705.5,5217.5,1130.5,2926.5,6583.5,9838.5,10598.5,12222.5,1088.5,3777.5,6420.5,8359.5,10903.5,11468.5,1153.5,3092.5,7231.5,11269.5,11846.5,14235.5,1070.5,3775.5,6856.5,8003.5,11296.5,11081.5,1236.5,6224.5,15324.5,22079.5,27214.5,27777.5,1275.5,9674.5,12362.5,17160.5,26802.5,47086.5,,,896.5,866.5,,,916.5,902.5,15787.5,18696.5
1300,1113,1025,1007,1018,1038,1020,1018,1018,1036,1056,1103,1158,1131,1172,1209,1258,1301,1336,1031,1329,1549,1557,2073,2513,1137,1600,2961,3827,4435,4471,1081,2490,3383,3455,4751,5224,1146,2932,6561,9785,10488,12150,1089,3781,6403,8368,10887,11503,1169,3049,7321,11246,11749,14212,1087,3750,6887,8053,11348,15641,1256,6206,15204,21961,27215,27653,1284,10100,12421,17136,26636,56256,,,903,871,,,918,916,15870,18724
1320,1125,1043,1027,1037,1048,1039,1033,1033,1054,1082,1114,1179,1150,1188,1214,1288,1301,1358,1048,1339,1553,1562,2133,2612,1149,1614,2965,3823,4405,4450,1072,2494,3379,3453,4729,5266,1165,2945,6515,9679,10483,12076,1101,3747,6391,8343,10878,11460,1184,3055,7171,11243,11692,14098,1106,3752,6827,7970,11269,24237,1270,6219,15308,21959,27421,27591,1290,9967,12365,17184,26646,58448,,,907,896,,,935.5,924.5,15983.5,18768.5
1340,1132.5,1048.5,1023.5,1052.5,1051.5,1042.5,1019.5,1040.5,1057.5,1093.5,1102.5,1173.5,1161.5,1190.5,1223.5,1287.5,1304.5,1342.5,1047.5,1348.5,1569.5,1565.5,2180.5,2769.5,1166.5,1636.5,2965.5,3832.5,4424.5,4443.5,1092.5,2494.5,3383.5,3448.5,4738.5,5284.5,1176.5,2971.5,6525.5,9699.5,10387.5,12022.5,1113.5,3777.5,6364.5,8265.5,10870.5,11512.5,1193.5,3068.5,7267.5,11198.5,11686.5,14105.5,1122.5,3768.5,6820.5,7947.5,11256.5,12868.5,1280.5,6245.5,20124.5,21949.5,27123.5,27510.5,1308.5,9951.5,12317.5,17064.5,26585.5,51409.5,,,934.5,895.5,,,934.5,929.5,15969.5,18666.5
1360,1146,1049,1030,1060,1061,1044,1040,1046,1064,1084,1134,1200,1167,1196,1222,1286,1321,1352,1061,1361,1567,1577,2229,2896,1172,1632,2955,3801,4396,4430,1096,2510,3390,3456,4732,5286,1180,2997,6480,9650,10401,11939,1122,3764,6338,8298,10895,11472,1217,3079,7175,11152,11660,13989,1121,3766,6808,7963,11321,15088,1291,6215,15356,21777,26817,27386,1309,8342,12367,17024,26678,41938,,,918,895,,,933.5,922.5,15935.5,18686.5
1380,1162.5,1062.5,1047.5,1057.5,1068.5,1072.5,1053.5,1044.5,1086.5,1102.5,1129.5,1211.5,1173.5,1196.5,1227.5,1310.5,1324.5,1366.5,1068.5,1354.5,1562.5,1576.5,2306.5,3019.5,1197.5,1624.5,2951.5,3797.5,4380.5,4435.5,1092.5,2500.5,3373.5,3456.5,4745.5,5332.5,1192.5,3022.5,6456.5,9579.5,10386.5,11927.5,1129.5,3729.5,6318.5,8270.5,10882.5,11479.5,1216.5,3084.5,7462.5,11148.5,11633.5,13947.5,1140.5,3750.5,6794.5,7926.5,11343.5,24457.5,1301.5,6203.5,15375.5,21769.5,27223.5,27147.5,1318.5,8586.5,12494.5,17048.5,26920.5,51989.5,,,938.5,917.5,,,943,940,15979,18660
