iter	RMSE
574	0.09205867376
575	0.0918357937
576	0.0915275952
577	0.0913353117
578	0.09111289815
579	0.09083575616
580	0.09080376229
581	0.09051524826
582	0.09023163736
583	0.09001025572
584	0.08981703724
585	0.08965511957
586	0.08955577718
587	0.08935205206
588	0.08918538414
589	0.0888746462
590	0.08877679999
591	0.08847600921
592	0.08821836118
593	0.0879686723
594	0.08761182754
595	0.08738194504
596	0.08728887138
597	0.08707702976
598	0.08681693674
599	0.086440986
600	0.08619214596
601	0.08596661739
602	0.08580215669
603	0.08576450791
604	0.08547435029
605	0.08542549332
606	0.08513470052
607	0.08488852979
608	0.08481053038
609	0.08450584617
610	0.08438929252
611	0.08423374859
612	0.08394683984
613	0.08368376509
614	0.08338073424
615	0.08312196651
616	0.08288680191
617	0.0826208417
618	0.08232505962
619	0.08202772524
620	0.08193288751
621	0.08172623524
622	0.08143499949
623	0.08117379429
624	0.08112018671
625	0.08080691293
626	0.08058305393
627	0.08037115671
628	0.08008031853
629	0.07988369869
630	0.07981183061
631	0.07957543925
632	0.07938788086
633	0.07896505884
634	0.07888132974
635	0.07865510178
636	0.0783225139
637	0.07812228533
638	0.07789223589
639	0.07766391693
640	0.07759748086
641	0.0773553902
642	0.07708010797
643	0.0769184351
644	0.07671592361
645	0.07649647871
646	0.0762415255
647	0.07620062771
648	0.07599304857
649	0.0758800305
650	0.07562282374
651	0.07546586364
652	0.07535867715
653	0.07530940899
654	0.07524653616
655	0.07522520706
656	0.07501206959
657	0.07495965084
658	0.0748685936
659	0.0748199924
660	0.07465648634
661	0.07449388483
662	0.07419692998
663	0.07393685915
664	0.07378333334
665	0.07356793659
666	0.07337921461
667	0.07335380004
668	0.07318074252
669	0.07290777656
670	0.07271395197
671	0.07250397332
672	0.07224789563
673	0.07202956237
674	0.07174747288
675	0.0714921242
676	0.07125016502
677	0.07102423663
678	0.07082995989
679	0.07078887187
680	0.07074396607
681	0.07050904729
682	0.07036957521
683	0.0702309466
684	0.07005178948
685	0.07000215723
686	0.06969799983
687	0.06960556264
688	0.06936264373
689	0.06920888681
690	0.06905205302
691	0.06889773199
692	0.06866808017
693	0.06845526734
694	0.06823196994
695	0.06801101477
696	0.06773914454
697	0.0675664488
698	0.06741072634
699	0.06714977763
700	0.06699906967
701	0.06695857409
702	0.06681769257
703	0.06659440894
704	0.06637501048
705	0.06614683695
706	0.06612464862
707	0.06597856945
708	0.06576761328
709	0.06559145956
710	0.06535320472
711	0.06525779185
712	0.06502442019
713	0.06478439234
714	0.06461748086
715	0.06441543676
716	0.06426686964
717	0.06406214249
718	0.06389192102
719	0.06369461456
720	0.0636578884
721	0.06347893524
722	0.06331009414
723	0.0632799925
724	0.06310422264
725	0.06296314373
726	0.06269394386
727	0.06248395588
728	0.06222141588
729	0.06203246496
730	0.06199342056
731	0.0617539854
732	0.06158098845
733	0.06134767486
734	0.06120746573
735	0.06103679915
736	0.06086021551
737	0.06079593283
738	0.06056406269
739	0.06039677201
740	0.06021283122
741	0.06018260303
742	0.06014456302
743	0.05996844908
744	0.05981037771
745	0.05966888671
746	0.05954655171
747	0.05929184641
748	0.05915582806
749	0.05893931957
750	0.05876326039
751	0.05872637969
752	0.05868812102
753	0.05866118084
754	0.05864107379
755	0.05841961963
756	0.05828463222
757	0.05809147248
758	0.05791971842
759	0.05773577319
760	0.05756839411
761	0.05740471045
762	0.05720664634
763	0.05702653068
764	0.05689960408
765	0.05673598293
766	0.05658491529
767	0.05643646883
768	0.05638708119
769	0.05623548163
770	0.05617969082
771	0.05599546109
772	0.05586294593
773	0.05580982669
774	0.05578340256
775	0.05565331053
776	0.05547078775
777	0.05528039859
778	0.05526088808
779	0.05511749825
780	0.05506620101
781	0.05500596776
782	0.05484658285
783	0.05469493083
784	0.0545104832
785	0.05446652395
786	0.05427310078
787	0.05413282016
788	0.05409180046
789	0.05391557491
790	0.05379973679
791	0.05360268768
792	0.05345600542
793	0.05331404635
794	0.05316306101
795	0.05302050862
796	0.05280199465
797	0.05278180997
798	0.0526514678
799	0.05248258621
800	0.0523663385
801	0.05228458374
802	0.05211470642
803	0.05196957135
804	0.05176911843
805	0.05162669054
806	0.05159839233
807	0.05154681837
808	0.05137296924
809	0.05127858625
810	0.05123043798
811	0.05105438135
812	0.0508867983
813	0.05072859672
814	0.05055725545
815	0.0503960338
816	0.05028064666
817	0.05014172176
818	0.05003436859
819	0.05000320331
820	0.04987406575
821	0.04980210857
822	0.04969084463
823	0.04950373117
824	0.04935890778
825	0.04926414091
826	0.04913021322
827	0.04897179351
828	0.04881470506
829	0.04863851394
830	0.0485037991
831	0.04845627221
832	0.04843440931
833	0.04829842111
834	0.04812155867
835	0.04799467636
836	0.04783455017
837	0.0477748754
838	0.04768741038
839	0.04764991018
840	0.04749800856
841	0.04735183514
842	0.04723172304
843	0.04709284036
844	0.04695848914
845	0.04683691204
846	0.04672342291
847	0.04657268537
848	0.04640873158
849	0.04631451461
850	0.04613668876
851	0.04611464717
852	0.04604796866
853	0.04586052539
854	0.04574047253
855	0.04562555491
856	0.04552912212
857	0.04536087907
858	0.0453306317
859	0.04514535818
860	0.04498936444
861	0.04485916249
862	0.04474248904
863	0.04467561301
864	0.04457881544
865	0.04439940624
866	0.04438184607
867	0.04426311816
868	0.04415399691
869	0.04397755649
870	0.04388088028
871	0.04379001564
872	0.04365694308
873	0.04355240866
874	0.04343409083
875	0.04335950951
876	0.04321398632
877	0.04308268037
878	0.0430670839
879	0.04296072336
880	0.04294884983
881	0.04284620186
882	0.04275538689
883	0.04268218477
884	0.04266880396
885	0.04255142158
886	0.04241761975
887	0.04236341181
888	0.04223101996
889	0.04207062571
890	0.0419597763
891	0.04183753617
892	0.04173534372
893	0.04159036194
894	0.04149804374
895	0.04137405633
896	0.04117989315
897	0.04105810845
898	0.04096418786
899	0.04086578984
900	0.04079786397
901	0.04072860951
902	0.0406280843
903	0.04048460323
904	0.04045611282
905	0.04034896
906	0.04019913987
907	0.04009432824
908	0.0400036734
909	0.03989206786
910	0.03978879713
911	0.03972072092
912	0.03968702178
913	0.03959641476
914	0.03944131297
915	0.03936256825
916	0.03928455358
917	0.03917463504
918	0.03915230857
919	0.03914223449
920	0.03899447147
921	0.03889085793
922	0.03872732603
923	0.03869401508
924	0.0386192648
925	0.0385316302
926	0.03850549756
927	0.0384948107
928	0.03843151775
929	0.03834157187
930	0.03825210324
931	0.03822112298
932	0.03814216133
933	0.03804485825
934	0.03793230615
935	0.03786416565
936	0.03784715623
937	0.03770684521
938	0.03760113084
939	0.03748332856
940	0.0373310253
941	0.03723742437
942	0.0371470452
943	0.03703659097
944	0.03691826864
945	0.03684695321
946	0.03683370782
947	0.03672582113
948	0.03670303945
949	0.036584911
950	0.03649543376
951	0.03642526539
952	0.03634385596
953	0.03624277982
954	0.03614617533
955	0.03602981815
956	0.03592121779
957	0.03581992008
958	0.03572423552
959	0.03565003618
960	0.03555406881
961	0.03549003945
962	0.0354712356
963	0.03538384152
964	0.03536941316
965	0.03535184733
966	0.03530048101
967	0.03528938779
968	0.03519921305
969	0.03514126585
970	0.03503558527
971	0.03500749519
972	0.03489526548
973	0.03480135968
974	0.03472041476
975	0.03462309425
976	0.03452716007
977	0.034448569
978	0.03442138371
979	0.03428467832
980	0.03425981689
981	0.03411318986
982	0.03400196613
983	0.03393457534
984	0.03386116732
985	0.03381736365
986	0.03372791947
987	0.03363401642
988	0.03352548673
989	0.03345753342
990	0.03337365788
991	0.03327601643
992	0.03315101082
993	0.03308478449
994	0.03298192873
995	0.0329140339
996	0.03289669686
997	0.03281231951
998	0.03270285169
999	0.03267156795
