motif,coefficient
pme_1_2200,0.00044156518541640363
pme_0_1493,0.00044073061986633493
pme_0_800,0.00044042594072570614
pme_0_1958,0.0004402689798201158
pme_1_630,0.0004398308538312995
pme_0_1494,0.0004395695306080876
pme_1_1113,0.0004389531561950909
pme_1_2050,0.00043818420027351033
pme_1_2296,0.0004380183982220386
pme_0_356,0.00043680055176674383
pme_0_2200,0.0004348054840393481
pme_0_1355,0.0004345304281166263
pme_1_445,0.0004299102600151413
pme_1_59,0.00042938386519359627
pme_1_1842,0.0004284110012169592
pme_0_1063,0.00042777205463867735
pme_1_1596,0.0004260411301612888
pme_1_1016,0.00042551685300059173
pme_0_296,0.0004242595469622761
pme_1_108,0.0004238483376596492
pme_1_345,0.00042329795868775206
mfe_structure_1_right_bracket,0.0004232152873561959
pme_1_850,0.00041812799951240266
pme_1_1645,0.0004167576722079176
pme_0_307,0.00041605234766390687
pme_0_1498,0.00041570153037580863
mfe_structure_0_right_bracket,0.000413629271628123
pme_0_1150,0.0004120749260200001
pme_0_292,0.00041124271639018115
pme_0_1192,0.000410949263949434
pme_0_1016,0.00041067004539970827
pme_1_1059,0.0004101704052573778
pme_0_2346,0.00040868037064556667
mpe_1_12,0.00040593748624989466
pme_0_778,0.00040556171677084643
pme_1_146,0.0004014234203599724
pme_1_2395,0.00039964095073410157
pme_1_644,0.00039895534727165386
pme_1_2104,0.00039808360459933666
pme_1_1594,0.0003959447860171681
pme_0_2000,0.0003947880410657412
mpe_1_17,0.0003934736198244986
pme_1_486,0.00039317139849682543
pme_0_2028,0.0003905736537527609
pme_1_1446,0.0003891300342517506
pme_1_2072,0.00038901051629722764
pme_0_542,0.00038865969090242806
pme_0_2286,0.00038804610118610465
pme_0_591,0.00038495799694268217
pme_1_1495,0.0003810566012101278
pme_0_2060,0.00037999598503418713
pme_1_388,0.0003760744885227934
pme_0_1587,0.00037261379245015887
pme_0_1287,0.00037217545887640343
pme_1_293,0.00037116245492121736
pme_1_1442,0.00036810653555074263
pme_1_2156,0.00036762498487594766
pme_1_921,0.0003649412414883859
pme_0_1492,0.00036412608176326856
pme_1_483,0.0003628263922829004
pme_0_386,0.00036243589883033826
pme_0_97,0.0003619510289791034
pme_0_158,0.0003612422096924496
pme_1_405,0.0003604389236832732
pme_0_739,0.00035832900121525056
pme_0_345,0.00035693246466042013
pme_0_1641,0.0003568237655944368
pme_0_287,0.0003543115186941326
pme_0_2193,0.000353689801732866
pme_1_239,0.00035306994163281286
pme_0_694,0.0003521723770266681
pme_1_1881,0.00035156287411654817
pme_1_2058,0.0003509778546308268
pme_1_1449,0.0003502401098110451
pme_0_256,0.00034918981943625883
pme_1_488,0.0003487354336308238
pme_1_2306,0.0003477720553289608
pme_0_194,0.0003475994515309501
pme_1_200,0.000346969287821184
pme_0_534,0.00034414715869016224
pme_1_343,0.00034409432925656643
pme_1_2310,0.0003440337736461551
pme_1_2255,0.00034396056620636243
pme_1_994,0.00034355366677320964
pme_0_1867,0.00034314048823114846
pme_0_2365,0.00034135762002946915
pme_0_2114,0.0003409199086807535
pme_1_895,0.0003403591356647072
pme_1_1243,0.00034030628994319236
pme_1_929,0.00033762996908165394
pme_0_532,0.00033662173200514693
pme_0_1689,0.00033638220851419314
pme_1_309,0.0003358302007923183
pme_1_538,0.0003352275269390282
pme_0_1858,0.0003341205226709219
pme_0_2241,0.0003337105917022661
pme_0_1956,0.00033365227031549144
pme_0_1108,0.00033280295747173047
pme_0_1639,0.0003325019842301491
pme_0_8,0.0003313293602556211
pme_0_1446,0.00033120942797740466
pme_0_755,0.0003311845330528154
pme_1_1404,0.00033117102391999565
pme_0_1158,0.00033110061710489374
pme_0_1447,0.00033009473380469817
pme_0_91,0.0003290731591572952
pme_0_1878,0.00032468252337182057
pme_0_1009,0.00032453111690914494
global_alg,0.0003196757209402442
pme_1_1058,0.0003188787113122989
pme_1_1255,0.0003187985026488713
pme_0_1605,0.000318697432737041
pme_1_2157,0.00031771787529918916
pme_1_1341,0.0003171467008874836
pme_0_531,0.00031663893060935894
pme_0_2208,0.00031589524305115837
pme_0_2264,0.00031579020584580864
pme_0_55,0.0003148562523967606
pme_0_1254,0.0003146855363838103
pme_1_1595,0.00031453490376378277
pme_1_2161,0.00031429420436623244
pme_1_814,0.0003140492180193563
pme_1_580,0.00031385102779216763
pme_0_1495,0.0003131945951873391
pme_0_479,0.0003131014546225912
mme_1_1305,0.00031189327252088427
pme_1_1350,0.0003097286078963643
pme_0_1306,0.000309228498829694
pme_1_1050,0.00030834597356455034
pme_0_2012,0.0003081259582445493
pme_0_142,0.0003072293511654366
pme_0_1707,0.00030649688275057925
mpe_1_36,0.0003052531570073797
pme_0_1682,0.00030521175265177955
pme_0_1011,0.0003049597429861879
pme_1_360,0.00030458196875886
pme_1_1254,0.0003024509149804498
pme_0_1843,0.00030199233156733105
pme_0_1734,0.00030193077436146574
pme_1_2063,0.0003017606522110075
pme_0_963,0.00030172946592968745
pme_0_1094,0.00030132718286063017
pme_1_840,0.0003011553805082948
pme_0_909,0.00030105761386572277
pme_1_1362,0.0002996564764072894
pme_0_1540,0.0002987936877976215
pme_1_1547,0.0002978822419943228
pme_0_473,0.000297602469847001
pme_0_2096,0.0002974941915072826
pme_0_1146,0.00029673730720592177
pme_0_954,0.0002962664442943754
pme_0_1142,0.00029573871683189585
pme_0_1392,0.0002952368256718444
pme_0_1811,0.0002941408943481281
pme_1_1061,0.0002933682710848314
pme_1_311,0.0002922244833136082
pme_0_1137,0.00029212354897815274
mfe_energy_1,0.00029194004747641497
pme_1_1392,0.00028973390051035864
pme_1_545,0.0002885635453682174
pme_0_1194,0.000287418611978328
pme_1_243,0.00028536633560648743
mpe_0_45,0.0002851730650623436
pme_0_284,0.00028391186791161256
pme_1_542,0.00028379430425125177
pme_0_794,0.00028351640409257417
pme_1_1447,0.00028214188281193767
pme_0_1584,0.00028203691632486814
mpe_0_44,0.0002819782805464463
pme_0_1497,0.00028181405107035364
pme_0_406,0.0002797259147601677
pme_1_1629,0.0002775437068620157
pme_0_545,0.000276740523553058
pme_1_1540,0.00027554684399717683
pme_0_1018,0.00027552583541640217
mpe_0_39,0.0002749692232893669
pme_1_2307,0.00027467332402308025
pme_1_685,0.0002746650450849851
pme_1_1354,0.0002744017010158745
pme_1_104,0.0002734443560320722
pme_0_627,0.00027339338448670607
mpe_0_12,0.00027235912981619497
pme_1_1112,0.0002723465362793918
pme_1_1303,0.00027140674795625495
pme_0_239,0.00027111001163839925
mpe_0_14,0.00027083828007559333
pme_0_1928,0.0002698047056810398
pme_1_967,0.0002695449485994422
pme_0_1439,0.00026860516245432917
pme_1_1211,0.0002684463417183383
pme_1_1157,0.00026822095129707497
mne_0_1,0.0002679514800754899
pme_1_1488,0.00026723403026488764
pme_0_1942,0.00026492802934199844
pme_0_2156,0.00026484634198612004
pme_0_556,0.00026457426442495503
pme_0_1109,0.00026394399410181686
pme_1_537,0.00026385230796085167
pme_0_1815,0.0002637513560591442
pme_0_2059,0.00026354550470415717
G3,0.00026317577045427556
pme_1_1486,0.00026306757468363555
pme_1_2355,0.00026306230079640135
pme_0_695,0.0002627967758233182
pme_0_967,0.0002618152550023617
pme_1_2121,0.00026060948657071723
pme_0_916,0.00025823140659741274
pme_1_140,0.00025810801367151255
pme_0_1341,0.0002579370215155089
pme_0_1783,0.00025699787413597543
pme_0_823,0.00025685012060107354
pme_0_581,0.0002561868162990035
pme_0_1402,0.000254981663559674
pme_0_2303,0.00025497178632057256
pme_1_533,0.0002546641833601766
pme_1_1017,0.00025439466669963795
pme_1_439,0.0002528989149740552
pme_1_1492,0.00025284441146925185
pme_1_939,0.00025231261657850687
pme_0_2036,0.00025182430587308586
pme_0_2360,0.00025146451518302527
pme_0_1113,0.0002508572263623669
pme_0_1058,0.00025057210701197346
pme_1_2158,0.00024975931633637886
pme_1_2358,0.0002493902635096403
pme_1_2354,0.000249177701073737
pme_1_1783,0.0002489692199842846
pme_0_1680,0.0002488823512909655
mpe_0_40,0.00024821825009412415
pme_0_2209,0.00024812608743426576
pme_1_1614,0.0002474555378098229
pme_0_2079,0.0002469258768498013
pme_0_329,0.0002464647207366569
pme_0_1353,0.0002460316429515317
pme_1_1777,0.0002445474054213576
pme_0_1586,0.00024368501005182872
pme_0_2356,0.00024322268044836407
mpe_1_42,0.00024312433040049022
pme_0_1403,0.00024248496400098747
pme_1_357,0.0002424558086398161
pme_0_1161,0.0002422453744040677
pme_1_391,0.0002420570764780134
pme_0_746,0.00024183043024854505
pme_0_579,0.0002416795314655416
pme_1_144,0.00024085912794308492
pme_1_1976,0.0002407447051983922
pme_1_341,0.00024065665728537905
pme_1_2309,0.00024046147266319217
pme_0_1541,0.0002402113587790148
pme_1_1438,0.00024011746869775075
pme_0_961,0.0002388759340611258
pme_1_242,0.0002379169538291706
pme_0_2043,0.00023774574712895311
pme_0_343,0.00023687135507225707
pme_1_1766,0.00023661559340476868
pme_1_346,0.00023641939321483675
pme_0_1442,0.00023599561707546776
pme_1_1008,0.00023545338393219094
mpe_1_39,0.00023532542750147485
pme_0_1777,0.00023529265898564978
pme_0_2025,0.00023494557169095035
pme_1_1498,0.00023481389460825952
mpe_0_16,0.0002336368519162588
pme_0_965,0.000232360991701648
pme_1_2258,0.00023227971550594876
pme_1_1406,0.00023166335752197628
pme_1_509,0.00023088866391351583
pme_1_1308,0.0002306951733234662
pme_1_194,0.00023041230730349614
mpe_1_48,0.00023037690534320553
pme_1_1875,0.0002302465604095852
pme_0_335,0.00022980451672128675
pme_1_1107,0.00022944593233257225
mpe_1_45,0.00022930033310959903
pme_1_820,0.00022907209663046804
pme_1_437,0.00022760516743677218
pme_0_1975,0.0002273743044027392
pme_0_1261,0.00022731496137171642
pme_1_1013,0.00022674783104783557
mpe_1_13,0.00022660753226333162
pme_0_455,0.00022648183230734916
struct_dg_1,0.00022638182495309542
pme_0_144,0.0002260841741731375
pme_0_1303,0.0002256162429436103
pme_1_684,0.00022540309575926849
mpe_0_33,0.00022533722716146633
pme_1_1066,0.00022502476137919428
pme_1_1778,0.0002249671445946207
pme_1_1206,0.00022476072403081218
pme_1_154,0.00022387922984822502
pme_1_1021,0.0002236994167172747
pme_0_1691,0.0002235418847346414
pme_0_629,0.00022346930022413395
pme_1_1121,0.00022344003596888042
pme_1_1580,0.00022243461495137948
pme_0_819,0.0002223184585747865
pme_0_2354,0.00022222232148664276
pme_0_414,0.0002217491758079624
local_alg,0.00022170379947419408
pme_1_790,0.00022169853929955834
pme_0_863,0.00022114900592423985
pme_1_2127,0.00022099503110800613
pme_1_922,0.00022035343816399105
pme_1_1440,0.0002186262425568125
pme_0_1069,0.0002184858207537511
pme_1_1496,0.00021777629780247957
pme_1_965,0.00021742201203826507
pme_1_1971,0.00021710383376801135
pme_0_1308,0.00021660979623679334
pme_0_2154,0.00021634531158272845
pme_1_2160,0.00021586731302269228
mpe_0_8,0.00021574971608120176
pme_1_1745,0.00021527284422204936
pme_0_2165,0.00021524761224871864
pme_0_526,0.00021515144364945543
pme_1_2209,0.00021432405350203858
pme_0_974,0.00021432157768608347
pme_0_1731,0.00021409262182172254
pme_0_1876,0.0002140139033322862
pme_0_586,0.00021361042783300167
pme_1_1441,0.00021349623841385604
mpe_1_8,0.00021322406337787503
pme_1_672,0.00021305012433190423
pme_0_969,0.00021269324402566666
pme_1_1010,0.00021257813163682538
pme_0_718,0.0002123380198435708
pme_1_1591,0.00021218955657593643
pme_0_1012,0.0002120419687397113
pme_1_1402,0.00021195935308086964
pme_0_1794,0.00021177596246366496
pme_0_1972,0.00021121671086016445
pme_0_825,0.00021117806835981788
pme_0_1723,0.00021117026368137846
pme_0_1164,0.00021083759392206955
pme_1_912,0.00020955122685086113
pme_1_2070,0.00020913552191140106
pme_0_964,0.00020861846647524866
pme_0_2218,0.00020832896292420587
pme_0_584,0.0002082072665879328
pme_1_2268,0.00020798015026520338
pme_1_1436,0.0002079341981917205
pme_0_1832,0.0002069119106174731
pme_0_1255,0.0002068427643842289
pme_1_1917,0.00020673690378670296
mpe_0_37,0.00020667046042811474
pme_0_2020,0.00020599039270181779
pme_0_1213,0.0002057259610104303
pme_0_759,0.00020547468895665128
pme_1_57,0.000205416046208354
pme_0_1880,0.00020540571021684383
pme_0_2121,0.0002049982291114281
pme_1_1785,0.00020479249126592432
pme_0_395,0.00020469237781652112
pme_0_806,0.00020450299151083442
pme_0_1814,0.00020436296162223505
pme_0_1742,0.00020371675854377618
pme_1_2352,0.00020360676143361077
pme_1_384,0.00020359531076660008
pme_1_2221,0.00020327421758816242
pme_1_434,0.0002032372067534101
pme_1_2030,0.00020319862924350182
pme_1_2315,0.00020316317803518988
pme_0_1205,0.0002031571288811453
pme_0_1628,0.000203005492343887
pme_1_2222,0.00020280390755056372
pme_1_206,0.00020279836447231807
pme_0_2031,0.0002026485782719735
pme_1_1454,0.0002025573462657131
pme_0_1593,0.0002023754966618656
pme_0_1686,0.00020184898449820263
pme_0_585,0.00020179441244946034
pme_0_634,0.0002016898910802303
pme_0_1809,0.00020142701915390368
pme_1_819,0.00020089678400741996
pme_0_1407,0.00020082324904649614
pme_1_188,0.00020053013075867185
mpe_0_30,0.00019987431960186142
pme_1_1780,0.00019963723366125675
pme_0_1189,0.00019951307514177094
pme_1_963,0.00019925151291553937
pme_1_1588,0.00019917257883870183
pme_1_63,0.00019867739244904827
pme_0_242,0.00019865899582933302
pme_0_1969,0.0001980772536905028
pme_0_1842,0.00019805457645116694
pme_0_2217,0.00019805245014279312
pme_0_533,0.00019801899427717242
mpe_0_42,0.00019780870226032907
pme_0_2343,0.00019769123650511497
mpe_1_23,0.00019747059176675603
mpe_0_17,0.0001974320462269551
pme_0_2032,0.00019739833628080393
pme_1_780,0.00019711653289024162
pme_0_338,0.00019661326677308002
pme_0_818,0.00019661079543122968
pme_0_304,0.00019649007108126033
pme_0_1886,0.00019602138864752844
pme_1_1784,0.00019592544294782813
pme_1_761,0.00019565143251934217
pme_0_1957,0.00019549528486780535
pme_0_2392,0.00019542707113982726
pme_0_1585,0.00019535940591154633
pme_1_1109,0.00019516181225933858
pme_0_676,0.00019486834847072486
pme_0_678,0.00019465843687261196
pme_1_432,0.0001945951016196064
pme_1_722,0.00019416808232951648
pme_1_2264,0.0001940720645503248
pme_1_2322,0.00019380285063284357
pme_0_2355,0.00019347127700686847
pme_1_2170,0.0001930428252655519
mpe_0_41,0.00019256412092608793
pme_1_236,0.00019255257496748987
pme_0_626,0.0001913932582816649
pme_1_1739,0.00019131309238348563
pme_1_2025,0.00019125376062314805
pme_1_1691,0.00019078424985398052
pme_1_2214,0.00019076991759506772
mpe_0_19,0.00018949419267728183
pme_0_112,0.00018943373248135376
pme_1_957,0.00018927094387633946
pme_0_1869,0.00018837580243603161
pme_0_1908,0.00018805242313183208
pme_1_2267,0.00018766125421398644
pme_1_1592,0.00018756960103846106
pme_0_1728,0.00018728525173471785
pme_0_1015,0.00018726894195451573
pme_0_960,0.00018718481309055657
pme_0_506,0.00018705969727028573
pme_0_1818,0.00018692221591014662
pme_0_1906,0.00018691600638620767
pme_0_1405,0.0001868758504066649
pme_1_344,0.00018682487120784606
pme_1_776,0.00018670779998044274
pme_0_1823,0.00018665877320152763
pme_1_624,0.00018618644405360562
pme_1_1557,0.00018593361584204186
mpe_0_21,0.00018560601182237375
pme_0_813,0.0001854959462712055
pme_0_1207,0.0001851885764476303
pme_0_260,0.0001846628613237774
pme_1_1974,0.0001840043568639179
pme_0_582,0.00018392739667622384
pme_1_1060,0.00018341748570362097
pme_0_193,0.00018306071973250948
pme_1_1428,0.00018293361445013485
pme_1_158,0.0001828706370904693
pme_0_2316,0.0001826963821385769
mpe_1_33,0.0001823984635486437
mpe_0_18,0.00018232793258476465
mpe_1_37,0.00018212307958117863
pme_1_1265,0.00018175909441950342
pme_0_631,0.00018141159354526684
pme_0_1939,0.00018129286158639817
pme_0_544,0.0001808944629347011
mfe_structure_0_left_bracket,0.0001804068814985462
pme_0_494,0.00018039316785719875
pme_0_2157,0.0001803668968003065
pme_0_730,0.00018024275605241065
pme_0_340,0.00017961521240976729
pme_0_1067,0.0001794988484939093
pme_1_869,0.00017923210857836487
pme_0_1776,0.0001791641824434323
pme_0_1971,0.00017903257701034944
pme_1_1834,0.000179002167838282
pme_1_422,0.00017894500602561535
pme_1_1483,0.00017884252037306267
pme_1_356,0.0001786633378669614
pme_0_2073,0.0001783968258347257
pme_0_723,0.00017828777501264887
pme_0_2004,0.0001780318353533377
pme_1_1164,0.00017800673200593428
pme_0_427,0.0001775750100491344
pme_1_1963,0.00017745810075866527
pme_1_2210,0.00017728066047869911
pme_0_929,0.0001770637275388831
pme_1_2130,0.00017690323781943847
pme_0_590,0.00017657259195110248
pme_0_966,0.0001765252862609645
mpe_1_15,0.0001763398674375688
pme_1_1403,0.0001760151767525263
pme_0_578,0.00017597381074227342
pme_1_1680,0.000175726738102645
pme_1_2254,0.00017547937617086437
pme_0_2353,0.00017531339465023978
pme_0_436,0.00017527642072568528
pme_0_2026,0.0001751842983424872
pme_1_1882,0.00017513270686921867
pme_0_956,0.00017508978152944133
pme_0_208,0.00017504201269662637
pme_1_625,0.0001748882388445976
pme_1_585,0.0001747408063859892
pme_1_191,0.0001741902184824044
pme_1_524,0.00017406344104384613
pme_1_1829,0.00017394829020969563
mpe_1_21,0.00017386414395914715
pme_0_2108,0.0001734346544124899
pme_1_2110,0.00017281218049476407
pme_0_240,0.00017272783374530502
pme_0_2013,0.00017270839041715606
pme_0_2254,0.0001727081934143298
pme_0_731,0.00017239215940262855
pme_0_285,0.0001722572027702042
pme_0_2076,0.00017217087105501368
