time,e11x32gp411,e11x32NrdJ1,e11x32STPhoRadA,e11x32CthTer,e11x32NrdA2,e11x33NrdA2,e11x33MjaKlbA,e15x32NpuSspS2,e15x30NpuSspS1,e15x32gp411,e15x30gp418,e15x32gp418,e15x32STIMPDH1,e15x30SspGyrB,e15x30TerThyXS2,e15x30TerThyXS1,e15x30TvoVMA,e15x30STPhoRadA,e15x32STPhoRadA,e15x30CthTer,e15x32CthTer,e15x32NrdA2,e15x30MjaKlbA,e16x32M86,e16x32gp418,e16x32gp418,e16x30STsSspDnaX,e16x30TerThyXS1,e16x30STPhoRadA,e16x32STPhoRadA,e16x30CthTer,e16x32CthTer,e16x30SaPdpol,e16x33NrdA2,e16x30MjaKlbA,e16x33MjaKlbA,e17x32M86LS1,e17x32M86,e17x30NpuSspS1LS2,e17x30NpuSspS1,e17x32gp411,e17x32gp418,e17x32NrdJ1,e17x33NrdJ1,e17x32STIMPDH1,e17x30STSspDnaXLS7,e17x30STSspDnaX,e17x30TvoVMA,e17x30STPhoRadA,e17x32STPhoRadA,e17x30CthTer,e17x32CthTer,e17x30MPMDnaB,e17x30SaPdpol,e17x32NrdA2,e17x32NrdA2,e17x33NrdA2,e17x30MjaKlbA,e17x33MjaKlbA,e20x32M86,e20x32STNpuSspS2,e20x32gp411,e20x30gp418,e20x32gp418,e20x32NrdJ1,e20x33NrdJ1,e20x30STIMPDH1,e20x32STIMPDH1,e20x30STsSspDnaX,e20x30TerThyXS1,e20x30TvoVMA,e20x30STPhoRadA,e20x32STPhoRadA,e20x32CthTer,e20x30SaPdpol,e20x32NrdA2,e20x33NrdA2,e20x30MjaKlbA,e20x30MjaKlbA,e20x33MjaKlbA,e22x32gp411,e22x30gp418,e22x30gp418,e22x32gp418,e22x32NrdJ1,e22x33NrdJ1,e22x32STIMPDH1,e22x30STsSspDnaX,e22x30SspGyrB,e22x30STPhoRadA,gfp_med,gfp_med,gfp_low
0,55.58610000000001,63.06162999999999,-11.786133333333334,-32.388529999999996,-178.46899333333332,-92.27519666666666,-137.69034,-92.69466,-96.89197333333334,-47.395286666666664,-121.77137333333332,-42.58652666666668,72.35781999999999,-1.2607199999999992,23.69471333333333,-13.858636666666667,-30.001119999999997,-6.1985933333333305,-23.558723333333333,11.52542333333333,23.635046666666664,34.03131,20.209373333333335,-14.686693333333336,21.60299666666667,103.20116666666667,24.430023333333338,-50.29728,-76.74687,-6.244546666666665,-97.42764333333334,-47.23453333333333,-59.28026,-45.80364333333333,-43.798656666666666,-69.52848666666667,-23.651130000000006,-47.005583333333334,-4.059939999999998,-44.60980000000001,-45.102599999999995,13.965069999999999,-50.16524666666667,4.987516666666667,-0.3971566666666651,-23.99600666666667,-24.40046333333333,-74.6035,-23.803126666666667,39.32592666666667,-50.424996666666665,-5.2817633333333305,-61.88988,15.17005333333333,-41.1594,-43.758023333333334,-33.837876666666666,17.690926666666666,7.330949999999999,-51.23525333333333,-33.07221333333333,-27.830776666666665,-18.48103,-3.7312766666666684,-14.953299999999999,-14.581819999999999,3.8515600000000014,-4.582703333333332,4.177410000000002,32.56706666666667,-32.93564,-78.12822,-34.99138,23.075893333333337,-72.57539666666666,0.2033333333333355,-82.61405666666667,-10.898746666666668,-62.460980000000006,-32.69052666666666,-46.147279999999995,-9.528803333333334,-63.77640333333334,-93.53517000000001,-45.20617000000001,-67.93331333333333,31.341279999999994,-12.519926666666668,34.39351666666666,-13.54468,6507.612063333333,6962.349243333334,830.5871233333332
20,72.88577333333335,78.03332999999999,58.2383,39.811366666666665,93.14751999999999,54.86654000000001,24.473975999999997,47.38572,4.183163333333334,62.087815,54.03158000000001,109.28229333333336,71.43081666666667,24.150376666666663,49.49927666666667,29.937042666666667,36.09864666666667,49.98144333333334,20.484686666666672,37.89773333333334,33.53605666666667,42.741166666666665,51.62116,72.0397266666667,59.400586666666676,27.938986666666665,32.82425333333335,31.906953333333334,83.56319,41.604890000000005,39.21317333333334,62.26724333333334,13.816520000000002,38.777413333333335,7.737263333333336,37.97361666666668,95.78208666666666,54.36625,49.35823666666667,61.60912,15.128816666666667,47.04896533333334,27.5038,19.796796666666665,50.03640000000001,18.680916666666665,-5.752483333333333,102.53980666666666,124.95752999999998,29.075129999999998,99.6675,13.338122333333333,64.98130333333333,42.388036666666665,-1.6390299999999982,121.92284,-60.07614333333334,17.41754,-54.78422999999999,57.01162666666668,83.07072666666669,14.82497,28.199896666666664,10.408476666666667,10.583466666666666,50.98204333333334,30.75906666666667,4.430486666666667,23.41955,-3.7417999999999956,7.994350000000004,45.88759333333332,102.10109,39.934936666666665,119.39848333333335,43.134926666666665,89.07073333333331,6.092803333333332,-29.687186666666666,75.24083333333334,-25.97616666666666,15.462982333333334,-29.47160666666667,71.96418666666665,28.448646666666676,66.52191,83.90035666666667,43.60083,56.152260000000005,24.390258666666664,5867.130410000001,5631.144473333334,1176.8778833333333
40,-84.55929333333331,-8.578646666666664,-152.73227333333332,62.07048233333333,-71.89796333333334,30.981376333333333,-17.566373333333335,-60.167429999999996,38.81044,22.85175,-55.63964666666666,-205.09131,-183.12607666666668,-142.12839333333332,13.247030000000004,-44.61543,-12.577186666666668,30.380516333333336,24.578226666666666,65.30511,78.87258666666666,97.66113999999999,-44.216029999999996,-226.8298366666667,-245.68910333333335,149.27071666666666,-183.86289999999997,-0.29263666666666727,-167.79492666666667,-23.901339999999994,-41.46020000000001,-148.96308000000002,46.38334333333333,-15.279139999999998,55.37411,-258.0046333333333,-23.928209999999996,-95.34481666666666,-81.37654666666667,-64.2854,-23.815833333333334,16.817549999999997,-1758.27844,7.081604000000001,78.22048333333333,59.20277333333334,71.60024,-83.31007,-192.9425666666667,127.48376666666667,-236.02287333333334,-7.836693333333332,-261.57922666666667,-22.009733333333333,-65.08977,-189.87443666666664,-33.09041666666666,45.02629000000001,40.96566,-117.81551999999999,-228.35047999999998,-115.56347999999998,-112.50909000000001,-92.37867000000001,-77.48072,-45.05984666666668,-47.38867666666667,3.008086000000001,40.65090333333333,44.24771333333334,140.56667666666667,-230.69249666666667,-367.08691,57.764963333333334,-345.92315,-19.593393333333335,-245.26981999999998,-51.666323333333345,-150.84105000000002,-191.68029666666666,-7.8487233333333295,-48.94514,-96.81823000000001,-368.4039866666667,-291.43040333333335,-277.3651133333333,-97.26229333333333,-59.64841999999999,32.54784166666667,-38.29774,6325.882806666666,6521.062906666667,533.7166633333333
60,19.300393333333336,27.039953333333333,-10.106760000000001,51.64257666666666,2.264796666666669,47.89954,21.493733333333335,26.258893333333337,18.210030000000003,48.425990000000006,-28.021536666666666,0.6576966666666664,-35.034423333333336,2.9142333333333332,16.598773333333337,12.258269999999998,13.120616666666669,13.887693333333333,24.139096666666664,31.221613333333334,25.02817333333333,34.10794666666666,-8.81471,-23.753420000000002,-49.18840666666667,53.802279999999996,-41.35638,27.93746,-27.644026666666665,38.55386333333333,-2.9861066666666667,-11.134606666666665,-33.591523333333335,36.772513333333336,-8.27041,-28.691600000000005,5.407850000000001,-8.270420000000001,-19.66133,6.294730000000005,7.14885,24.40045333333333,8.739966666666668,-4.489356666666667,19.711256666666667,18.91402666666667,23.5402,0.11811666666666554,-76.12364333333333,47.69135,-58.77484666666667,7.567170000000001,-67.03123666666666,0.8012133333333334,-27.71614,-40.12129666666667,-37.21743333333333,32.73745666666667,-10.23989,-22.297203333333332,-47.459063333333326,-41.47094666666667,-16.619416666666666,10.67923333333333,-10.540516666666669,-6.374613333333333,-55.55958000000001,8.282466666666666,15.318969999999998,12.989213333333334,41.82510666666666,-31.603826666666663,-111.97489999999999,24.25733333333333,-92.94176333333333,3.7707066666666655,-75.18499333333332,-12.444033333333332,-41.06324,-34.84517666666667,-56.48779666666667,8.857033333333332,-58.901399999999995,-61.109653333333334,-73.53919666666667,-76.66366666666666,-9.779203333333333,-3.3536633333333334,31.440029999999997,-5.4378166666666665,7035.2087,6410.53187,1361.5916166666668
80,27.308179999999997,38.03075333333333,7.1001100000000035,42.05623333333333,-1.5911400000000018,39.368273333333335,27.475876666666668,17.950733333333336,18.721433333333334,34.024503333333335,-21.007430000000003,15.928333333333335,-18.79752,15.93825333333333,13.616500000000002,7.911583333333333,33.20545,18.98146333333333,18.035166666666665,29.467569999999995,27.194979999999997,28.420270000000002,-8.149816666666666,-7.864543333333333,-29.237673333333333,39.86654333333333,-16.22776,18.067813333333334,-11.451176666666669,26.28619333333334,7.490283333333335,-29.443353333333334,-6.6929733333333346,13.460393333333334,0.6646266666666657,4.653596666666665,12.31101333333333,-8.988083333333334,-6.716173333333335,7.682316666666666,10.103143333333335,18.78735,8.114816666666668,-8.134010000000002,14.705759999999998,12.932993333333334,23.692270000000004,8.530716666666667,-41.519126666666665,34.19382666666666,-55.05597333333333,-4.9304966666666665,-37.9806,-6.8905800000000035,-15.356653333333332,-23.23387,-14.890363333333333,12.992266666666668,-12.476653333333333,-21.073746666666665,-38.49746,2.477273333333334,-5.354013333333334,-10.157996666666666,-9.521476666666667,-15.449253333333331,-6.47346,0.5102666666666664,4.526379999999999,8.216366666666667,31.84341333333333,3.5097799999999992,-59.45174,24.965230000000005,-74.74909333333335,6.4407966666666665,-60.83119333333334,-24.208543333333335,-12.672313333333335,-37.55254666666667,-27.765723333333337,2.495506666666666,-42.601820000000004,-22.59801,-44.40916000000001,-59.06296666666666,12.457993333333333,2.1640866666666674,14.270679999999999,19.995336666666667,7042.04603,6805.751486666665,1786.2825533333332
100,11.485166666666666,32.29203666666667,16.207700000000003,38.961283333333334,-3.58329,26.044353333333333,1.1486033333333328,6.029560000000001,-6.779039999999999,19.558539999999997,-33.52508666666667,-11.98791,-3.3002466666666663,-0.922990000000001,17.503000000000004,-5.533999999999999,13.976743333333337,16.35987666666667,-17.736353333333334,22.173083333333334,8.993583333333333,21.224273333333333,1.6407566666666658,-11.225226666666666,-26.143643333333333,15.432513333333334,-8.51552,14.147210000000001,-7.82895,13.41654,1.4247733333333354,-29.85844666666667,-25.928186666666665,11.5954,-16.995633333333334,-11.448513333333333,11.036746666666666,-2.613479999999999,-20.777073333333334,-10.709966666666668,3.454573333333333,-2.0643599999999998,-4.298760000000001,-12.535270000000002,2.9974766666666652,-7.273373333333335,-5.687596666666668,-14.113643333333334,-43.909796666666665,27.302360000000004,-30.154449999999997,11.961583333333332,-48.52399333333333,-7.073653333333334,-53.48299666666667,-17.143646666666665,-24.220746666666667,-4.7861,-43.7164,-11.893873333333332,-42.174350000000004,-12.780913333333332,-43.964650000000006,-33.53349333333333,-24.61587,-19.777990000000003,-17.548363333333334,-16.295696666666668,-2.0491266666666665,-9.809676666666666,22.445386666666664,-24.772153333333335,-68.62708666666667,-14.467246666666666,-69.34221000000001,-12.006870000000001,-74.17083333333333,-5.405613333333332,-20.256006666666664,-45.66094999999999,-48.22653,-2.957813333333334,-62.13240666666667,-28.654056666666666,-49.828473333333335,-68.27498333333334,-8.061156666666667,9.475666666666665,-0.01156999999999897,-6.49795,8301.386003333333,8458.23911,2230.870903333333
120,47.800113333333336,67.23442,35.891893333333336,32.602560000000004,28.955973333333333,42.643813333333334,19.973413333333333,21.113586666666667,38.18064999999999,35.72164333333333,13.635266666666668,18.657726666666665,28.4558,37.93507666666667,33.182359999999996,19.11493666666667,23.797733333333337,32.16719333333333,20.247466666666664,22.213013333333336,19.563693333333333,17.480706666666666,32.50416,36.65706333333333,22.602333333333334,36.25141,16.171813333333333,27.391680000000004,26.004000000000005,28.228453333333334,27.50260666666667,4.845193333333334,19.064643333333333,19.106686666666665,10.111286666666665,16.989620000000002,57.913990000000005,24.967119999999998,11.635853333333335,54.30217,30.57235,30.36485,15.681679999999998,17.4914,12.806233333333333,20.36544,16.3366,26.245089999999994,-1.0267633333333335,18.477140000000002,7.9152933333333335,2.899806666666668,0.91296,12.039273333333334,-10.813726666666666,-23.84659666666667,-1.97704,1.0252766666666655,-7.482783333333333,8.629293333333331,5.565549999999998,13.161503333333334,4.626126666666667,-16.36912,-7.090746666666668,12.121953333333336,11.464329999999999,8.47246,1.0145433333333336,1.8657333333333332,25.322843333333335,-3.756106666666667,4.73882,18.690223333333332,-0.22744666666666605,-5.387200000000003,-4.889163333333335,-7.2744,-7.994253333333334,-25.181393333333332,0.22630666666666688,11.98521,-18.557513333333336,-5.20052,-1.326146666666667,7.268396666666668,23.298,29.236320000000003,29.27825,11.260476666666667,10084.407799999999,10074.834186666669,2794.7786300000002
140,58.73352333333333,64.58267666666666,42.77719666666667,29.07124,34.38573,40.48044666666667,26.211109999999994,31.341040000000003,22.178079999999998,26.84727666666667,25.471099999999996,21.27215,23.323760000000004,-54.756820000000005,27.981796666666664,14.734810000000001,37.585029999999996,0.6860133333333334,12.99394,16.0382,19.058576666666667,-0.8423133333333332,14.608469999999999,33.422266666666665,24.1747,35.932516666666665,37.42357333333333,59.90158666666667,21.87576,33.986913333333334,26.36530333333333,11.075920000000002,14.63424,23.761350000000004,21.879806666666667,5.53699,63.588126666666675,21.071609999999996,29.12483333333333,37.306206666666675,29.991606666666666,12.876839999999996,20.269966666666665,2.362103333333333,23.570936666666665,13.30513,4.970883333333333,3.811480000000001,7.283919999999999,25.513266666666663,21.321766666666665,28.37981666666667,21.78164,6.9576,16.01543,-0.5044166666666682,-13.268466666666669,-1.039749999999999,1.2037866666666666,10.19797,-4.550653333333332,8.323746666666668,11.664240000000001,-4.1670799999999995,16.15563333333333,-0.24766666666666737,-4.432323333333332,20.123173333333337,-6.099846666666667,-12.324733333333334,38.723890000000004,2.853336666666667,6.887056666666666,33.80619333333333,-7.666969999999998,12.323283333333336,-0.7756233333333333,9.179896666666666,14.6391,-10.356819999999999,-17.636166666666668,-4.198596666666666,-15.778376666666666,5.437640000000001,24.46010666666667,11.01918,38.88852333333333,38.49668666666667,26.043586666666666,19.679720000000003,12179.240303333334,12220.542853333334,3656.125416666667
160,50.66822,55.31450000000001,51.87616666666667,41.12490333333333,28.180639999999997,50.83282333333333,41.67589666666667,61.67569333333333,43.42086333333334,52.98594333333333,45.40225,44.426880000000004,35.08765666666667,65.14336,26.29307666666666,44.553043333333335,35.64363,27.55789,30.830510000000004,16.100333333333335,30.33541666666667,23.01702333333333,19.335060000000002,67.62906,49.16302666666667,44.51297,34.84540333333334,47.24093333333334,40.49757666666667,30.07066333333334,26.96516,14.78122,26.76264666666667,34.232326666666665,23.877153333333336,46.763200000000005,43.804779999999994,39.14158666666666,25.999080000000003,52.15398666666667,44.48448,28.42986,24.994663333333335,7.602066666666666,18.403666666666666,-0.9166000000000002,10.142016666666667,12.602223333333333,16.16096333333333,37.94552,36.29926666666666,11.761650000000001,16.816080000000003,16.12436,-12.737966666666665,7.254036666666667,1.7591133333333342,4.670139999999999,9.287909999999998,27.733546666666665,20.389480000000002,16.798213333333333,18.353856666666665,33.18519333333334,18.97174,10.73746,15.624933333333336,27.873003333333333,11.15057,10.582016666666666,14.784886666666667,8.08789,44.27332666666666,20.370540000000002,15.208016666666666,16.39918666666667,-3.6718933333333332,12.54192,7.22802,-1.826076666666668,7.520533333333333,11.031766666666664,3.2008900000000007,14.559776666666666,37.43257,29.273733333333336,61.70096666666666,42.47131,37.65186666666667,18.794486666666668,15129.64541,15186.910829999999,4845.52439
180,138.33902666666665,251.91787333333335,266.74597666666665,51.550783333333335,502.63472999999993,628.3604566666667,32.241616666666665,317.22993,72.12357999999999,204.45376666666667,54.62066666666667,76.02249666666667,90.37066,234.06431333333333,32.931916666666666,29.99636,42.10416666666667,48.56680333333333,46.31871666666667,41.9555,42.920989999999996,47.504430000000006,30.94830333333333,461.6569233333334,160.3595,94.56597999999998,322.20983,95.06545,31.479356666666664,83.03859666666666,51.144029999999994,29.87158333333333,17.146379999999997,230.60655666666665,38.598299999999995,64.82452333333333,66.30929333333334,301.4265933333333,27.538373333333336,62.28287333333333,96.10912,476.3626866666666,236.56436666666664,430.0905699999999,69.73789333333333,264.7533366666667,103.40769,38.33654,38.67092,51.66043666666666,57.353836666666666,30.650779999999997,16.72755,23.045976666666665,135.25404,163.19124333333335,394.45656333333335,35.70890333333333,94.13562666666668,515.6421366666667,131.48212333333333,311.97506000000004,340.5192133333333,379.0673466666667,291.30928,517.1834066666667,165.35684666666668,199.31583,282.09043,-2.0611500000000014,17.373066666666663,82.87834,324.72279999999995,0.38924666666667207,4.71538,90.66424333333333,120.47223000000001,78.72168666666666,85.38024333333333,229.07805,18.403863333333334,-6.584700000000001,2.58142,58.67665,83.62710333333334,75.11297,89.53256333333333,59.23404666666667,55.04343333333333,30.2394,19209.08499,19372.80865,6411.626556666666
