time,e15SspGyrB,e22SspGyrB,e32SspGyrB,e33SspGyrB,e34SspGyrB,e41SspGyrB,e42SspGyrB,e15TerThyXS2,e22TerThyXS2,e38TerThyXS2,e16TerThyXS1,e33TerThyXS1,e15STPhoRadA,e16STPhoRadA,e17STPhoRadA,e20STPhoRadA,e22STPhoRadA,e26STPhoRadA,e32STPhoRadA,e33STPhoRadA,e34STPhoRadA
0,21.625,14.10682,-10.2024,-14.731520000000002,33.51864,54.76527,30.035099999999996,30.740700000000004,76.93034999999999,98.94185,101.80665,62.133120000000005,17.90467,-6.912990000000001,24.62,76.4486,19.578,-10.776990000000001,24.4255,12.62616,31.977439999999998
20,-101.37365999999999,64.33200000000001,63.3846,87.34615,175.6731,99.96154000000001,89.73076999999999,173.29753000000002,127.39316000000001,161.1614,140.7308,-129.68963999999997,-137.8125,-85.89522000000001,62.828790000000005,126.96154,92.15384699999998,109.12588000000001,107.61538500000002,156.70011,160.07416
40,-52.954899999999995,-38.89568,-37.80715,-46.182640000000006,-12.3734,-2.8674,-48.266009999999994,-15.488199999999999,-18.92473,20.7464,25.1858,-42.289,-63.665279999999996,-55.835820000000005,-41.68976,-12.080309999999999,-17.2107,-12.3734,-42.180800000000005,13.037400000000002,58.064519999999995
60,-98.18847,-10.390500000000001,23.09808,-15.461159999999998,52.78819,24.154600000000002,31.139920000000004,42.37074,37.5253,56.376,39.48879,-87.81814,-119.76525000000001,-93.2408,-7.2024,47.331129999999995,-13.38045,5.1222,27.69442,7.574910000000001,61.0957
80,-53.51717,13.439000000000002,6.638730000000001,4.9512,42.977,18.45877,25.04068,60.71615,64.04811,27.909359999999996,56.609750000000005,-61.156259999999996,-95.25761,-49.298700000000004,-0.86548,22.694490000000002,7.1708,8.864799999999999,-0.9897300000000001,33.28956,44.477700000000006
100,-4.97392,27.105140000000002,-36.46282,42.48674,66.89376,44.65560000000001,25.00011,63.19184,58.73609999999999,39.00928,51.244710000000005,6.40878,-25.324920000000002,22.1733,21.125159999999997,59.18985,60.987759999999994,33.02013,23.587600000000002,37.71408,46.36342
120,-6.4494,7.241600000000001,28.007839999999998,-3.1306000000000003,37.25424,26.9437,36.535500000000006,17.57315,27.12,5.620959999999999,19.15276,-33.474000000000004,0.19264,30.45403,5.93208,46.494,26.66433,16.588530000000002,20.11577,37.743599999999994,36.813039999999994
140,12.243580000000001,24.27936,47.59411999999999,50.32807999999999,71.3952,44.773300000000006,24.8175,26.5266,37.79152,15.120420000000001,41.991519999999994,-3.9097100000000005,17.74052,46.703900000000004,39.5381,69.1104,38.07,21.82206,51.610800000000005,47.91122,64.46790000000001
160,47.65674,47.42495999999999,44.67386,25.3446,58.24688,44.69073,19.649910000000002,37.82862,32.48517,24.00504,23.047590000000003,4.2672,33.98537,35.34388,64.84192,66.2418,50.30742,38.8885,47.303830000000005,8.0367,76.19529
180,37.107279999999996,53.35042999999999,58.21378,34.60147,91.96668,56.42707,44.18184,23.22855,22.04645,58.89104,42.79624,7.542600000000001,40.30971999999999,58.54358,56.90706,66.42648000000001,59.04186000000001,42.77382,62.61701,44.62743999999999,50.542590000000004
200,122.72832,37.20264,67.59844000000001,51.667199999999994,178.1637,108.26522,23.654999999999998,20.3946,25.4632,73.4715,28.63718,22.658580000000004,34.52768,49.64344,45.140480000000004,73.23089999999999,65.29005000000001,38.533049999999996,72.18288,42.961560000000006,80.3526
220,980.64567,83.90303999999999,483.01841,58.051500000000004,1431.44032,594.37072,58.64832,23.3037,37.6584,228.78124000000003,52.49258,37.70714,81.27678,80.90016,83.80315,176.18721,135.05592000000001,77.6064,179.15568000000002,97.1565,127.98773999999999
