time,e11x32gp411,e11x32NrdJ1,e11x32STPhoRadA,e11x32CthTer,e11x32NrdA2,e11x33NrdA2,e11x33MjaKlbA,e15x32NpuSspS2,e15x30NpuSspS1,e15x32gp411,e15x30gp418,e15x32gp418,e15x32STIMPDH1,e15x30SspGyrB,e15x30TerThyXS2,e15x30TerThyXS1,e15x30TvoVMA,e15x30STPhoRadA,e15x32STPhoRadA,e15x30CthTer,e15x32CthTer,e15x32NrdA2,e15x30MjaKlbA,e16x32M86,e16x32gp418,e16x32gp418,e16x30STsSspDnaX,e16x30TerThyXS1,e16x30STPhoRadA,e16x32STPhoRadA,e16x30CthTer,e16x32CthTer,e16x30SaPdpol,e16x33NrdA2,e16x30MjaKlbA,e16x33MjaKlbA,e17x32M86LS1,e17x32M86,e17x30NpuSspS1LS2,e17x30NpuSspS1,e17x32gp411,e17x32gp418,e17x32NrdJ1,e17x33NrdJ1,e17x32STIMPDH1,e17x30STSspDnaXLS7,e17x30STSspDnaX,e17x30TvoVMA,e17x30STPhoRadA,e17x32STPhoRadA,e17x30CthTer,e17x32CthTer,e17x30MPMDnaB,e17x30SaPdpol,e17x32NrdA2,e17x32NrdA2,e17x33NrdA2,e17x30MjaKlbA,e17x33MjaKlbA,e20x32M86,e20x32STNpuSspS2,e20x32gp411,e20x30gp418,e20x32gp418,e20x32NrdJ1,e20x33NrdJ1,e20x30STIMPDH1,e20x32STIMPDH1,e20x30STsSspDnaX,e20x30TerThyXS1,e20x30TvoVMA,e20x30STPhoRadA,e20x32STPhoRadA,e20x32CthTer,e20x30SaPdpol,e20x32NrdA2,e20x33NrdA2,e20x30MjaKlbA,e20x30MjaKlbA,e20x33MjaKlbA,e22x32gp411,e22x30gp418,e22x30gp418,e22x32gp418,e22x32NrdJ1,e22x33NrdJ1,e22x32STIMPDH1,e22x30STsSspDnaX,e22x30SspGyrB,e22x30STPhoRadA,gfp_med_1,gfp_med_2,gfp_low
400,76432.74,116875.87,69650.99,11212.89,145618.82,93437.44,4059.73,20020.43,5419.76,17323.97,1201.64,762.43,7332.39,22589.7,909.86,401.23,213.24,4734.76,5334.43,2271.29,1245.43,3540.42,3336.45,44843.83,8091.02,5309.97,112855.71,30218.03,35298.14,49958.34,12355.82,8355.2,3218.23,81920.18,9096.15,22307.1,36956.94,30969.94,3347.57,4497.72,7437.58,25416.88,29111.94,44178.39,5643.01,75140.1,17702.72,652.58,3977.43,10749.42,10603.56,4405.44,1246.02,2444.44,62150.78,53197.09,59132.82,4698.07,20974.05,30827.82,7509.13,31401.84,29715.11,16614.78,44337.01,51663.01,19399.13,28856.82,49174.59,418.62,-0.76,26321.75,26822.95,864.86,1109.52,30579.05,30014.52,20293.15,19919.68,21405.76,5268.64,4146.01,4576.3,8836.17,9430.72,11480.44,2973.91,6409.01,4527.95,2656.09,263711.45,263601.64,38463.7
420,74062.09,123197.67,71364.8,11270.46,146101.74,96115.98,3933.85,19940.39,5339.91,18365.37,1228.47,740.48,7751.42,23524.08,934.64,369.16,185.06,4983.84,5477.75,2244.29,1229.19,3657.28,3435.42,43522.66,7908.92,5208.47,118117.12,29374.32,37967.64,54192.08,12381.97,8162.62,3184.65,83100.79,9852.46,22035.84,45572.44,31450.14,3288.8,4481.98,8096.53,25457.2,30907.25,45236.09,6155.91,79710.97,17856.41,665.62,4666.15,11347.89,10415.1,4202.07,1192.42,2917.92,67468.39,56505.3,59738.95,5602.81,20538.51,29912.52,7344.64,32403.37,31522.14,16121.83,45752.95,52532.28,21108.63,30434.23,50319.81,400.71,35.11,28327.67,27957.38,852.98,1066.57,30741.16,28933.74,21186.67,20810.68,20992.75,5931.56,4607.44,5151.02,9069.44,10365.57,12274.14,3249.51,6659.4,5322.4,3256.76,250863.58,251412.14,38369.47
440,76927.34,126375.99,74004.43,11741.26,149967.83,97156.9,3854.6,20601.18,5180.07,19385.51,1242.87,776.06,8322.56,24722.75,899.43,386.44,236.33,5353.83,5649.58,2315.94,1253.61,3722.96,3530.42,42804.55,7914.06,5113.9,122283.57,29187.86,41892.28,57565.23,12114.13,7927.54,3152.5,84640.27,10515.65,21781.97,55698.27,32387.11,3240.29,4484.65,8605.32,25283.52,32297.25,46644.3,6476.29,84943.09,18155.04,672.92,5345.66,11885.11,10399.96,4287.21,1232.84,3486.92,70918.88,59663.9,60780.71,6238.46,20443.83,29089.06,7294.01,32050.01,31862.21,15610.83,46755.91,52389.71,22825.04,32172.82,51782.66,371.61,110.15,30870.49,28738.89,903.14,1043.03,31524.84,28570.74,22302.72,21786.77,20498.0,6550.31,5093.07,5684.29,9432.64,11228.09,13172.38,3606.32,7050.96,6333.06,4034.68,244727.11,246854.23,38031.53
460,78663.02,128971.88,75327.53,11880.81,155907.24,98037.01,3803.12,20530.06,5105.92,20240.8,1252.67,781.85,8619.82,25470.89,909.35,406.16,214.84,5503.9,5850.72,2325.48,1247.3,3859.55,3577.08,41765.9,7620.28,5106.18,125495.75,28545.42,46051.28,60493.56,11867.34,7983.61,3098.55,86307.82,11103.42,21632.2,63652.72,32601.38,3185.64,4467.04,9256.19,24920.18,34006.63,47515.56,6868.11,91114.83,18286.63,695.09,5857.31,13274.65,10980.75,4292.62,1211.87,4181.55,75888.75,64545.8,61653.75,7039.29,20159.52,28708.05,7176.5,34044.66,33630.98,15760.88,49971.69,54412.79,24236.24,33590.19,52499.23,424.16,161.01,32658.94,29327.29,868.76,1020.38,31371.46,27909.4,23083.67,22661.9,19876.2,7065.12,5554.76,6176.18,9595.94,11950.58,14005.72,3890.83,7533.12,7162.83,4721.19,239524.5,241332.47,38591.77
480,79611.7,133158.1,77737.97,11786.0,163021.08,97480.24,3712.64,20672.04,4966.68,20741.61,1212.14,792.93,8957.55,25995.49,918.47,428.8,209.01,5721.11,5850.09,2284.15,1257.76,3896.81,3644.38,41127.46,7542.88,4884.87,128117.07,27476.88,49278.41,62854.22,11697.3,7800.29,2997.32,85831.54,11631.6,21356.26,70899.0,32430.2,3114.42,4376.51,9539.22,24089.34,34639.02,47600.51,6991.43,94858.86,18169.64,662.42,6231.13,13390.4,11015.34,4135.87,1189.83,4544.73,78553.76,65887.26,61538.13,7585.65,19887.76,28303.45,7128.36,34069.81,34110.23,15255.43,50365.84,54717.46,24569.05,34316.97,52756.1,410.93,151.18,34177.98,29739.05,857.56,988.12,31659.41,27573.08,23596.87,23077.62,20059.92,7445.6,5989.96,6615.23,9685.11,12799.15,14495.11,4107.78,7714.48,7974.12,5308.9,233395.39,233871.23,38571.86
500,82275.6,140542.37,80880.61,11870.4,169674.39,97081.97,3694.72,20711.83,4899.86,21242.43,1271.73,799.42,9185.76,26651.63,896.99,428.6,210.75,5956.56,5912.16,2250.75,1246.49,3991.06,3667.54,40305.22,7355.13,4971.17,130836.39,27549.79,53204.95,65526.81,11668.65,7695.13,2954.32,86351.7,12238.4,21034.79,76120.15,32993.83,3135.22,4333.27,9940.23,24625.17,35369.64,47668.93,7319.64,99600.59,18529.94,697.13,6670.71,14153.33,11088.8,3870.13,1250.21,5119.01,81334.69,66550.68,61275.8,8100.6,19605.72,27695.5,7069.96,34635.94,34627.14,15103.28,51188.18,54875.57,25441.93,34921.72,53732.72,415.62,223.35,35302.29,29649.97,867.71,950.18,32017.58,27007.81,24043.3,23337.9,20010.44,7792.75,6254.25,7053.91,9774.82,12934.13,14756.59,4282.89,7931.96,8505.29,5938.05,229870.01,230732.38,38046.32
520,87280.71,144944.38,84320.39,11817.44,175674.83,95769.99,3616.48,20670.03,4883.01,21455.76,1217.79,866.19,9371.65,26963.02,879.98,410.65,263.51,6069.09,5931.94,2335.77,1254.08,4018.17,3686.22,39817.54,7367.62,4887.89,132358.86,26866.58,56973.09,67231.62,11396.81,7588.98,2897.6,87075.43,12621.17,20995.01,79024.01,32745.82,3135.95,4387.82,10190.1,24010.44,35225.97,48107.22,7380.45,103057.01,18393.36,689.59,7009.09,13571.14,11128.52,4121.81,1256.9,5446.37,82883.73,69264.45,61300.16,8564.03,19627.37,27623.02,7078.76,34671.58,34735.36,14942.49,50963.92,54437.0,25946.01,35195.89,53698.32,427.53,228.41,36187.72,29632.19,873.49,990.65,31342.25,26693.1,24222.85,23808.57,19381.12,8158.67,6778.19,7496.35,9969.18,13393.93,15149.51,4473.55,8155.75,9066.94,6452.18,227131.04,227664.43,38349.14
540,89034.4,152877.71,85732.71,11800.95,183494.46,95746.13,3613.5,20718.8,4810.9,21675.61,1194.64,838.96,9545.08,27501.5,883.19,449.44,240.28,6111.54,5896.41,2337.75,1215.03,4030.14,3778.06,39283.54,7358.05,4807.01,133672.77,26504.0,60472.33,68943.98,11474.33,7461.26,2842.92,86774.87,12948.71,20592.0,82314.11,32888.34,3062.71,4341.94,10401.9,23889.24,36091.16,48148.97,7758.72,106261.22,18463.92,679.49,7172.79,14495.44,11093.52,4093.64,1288.14,5653.84,85915.93,70918.7,61873.19,8845.95,19366.4,27194.94,7043.96,34719.68,35055.53,14802.64,52064.67,54436.27,26420.3,35194.01,53565.81,384.25,268.8,36308.85,29791.51,841.06,958.42,31614.71,26106.67,23972.5,23427.16,18462.69,8483.0,6988.54,7670.58,9899.42,13682.63,15417.6,4577.13,8290.55,9647.38,6848.0,225483.35,226884.96,37654.01
560,98988.33,161836.01,88835.5,11963.38,190368.25,94841.06,3509.02,20818.18,4712.78,21676.41,1217.12,718.55,9585.16,27873.1,843.28,423.59,258.69,6154.13,5968.11,2330.97,1224.41,3994.72,3786.75,38879.28,7255.67,4745.9,135800.12,26249.13,62635.51,69863.08,11100.98,7389.74,2882.6,85817.36,13194.29,20181.71,84590.5,32271.49,3047.94,4254.24,10465.77,23526.99,36504.8,47843.64,7643.68,108263.87,18413.79,654.26,7164.02,14541.5,11082.12,4020.58,1229.01,5893.61,84789.13,71399.81,61155.51,9105.28,19075.91,26947.43,7003.64,34881.71,34380.36,14691.87,50979.81,53667.96,26168.96,35553.6,53171.09,411.1,280.06,36757.04,29630.2,894.97,873.99,31372.23,25932.44,24606.9,23620.22,19317.82,8531.34,7170.28,7992.6,10014.71,13886.05,15745.82,4710.05,8365.71,9964.77,7185.12,222250.28,225092.59,38253.87
580,102865.5,168146.51,91619.08,11898.06,197337.13,93451.77,3521.87,20688.96,4782.72,22398.97,1266.28,865.81,9717.32,27897.12,934.58,518.67,279.0,6226.23,6046.94,2397.02,1297.35,4055.46,3831.23,38780.46,7272.42,4727.51,138021.48,25970.66,65909.56,71409.62,11154.37,7408.92,2856.58,86315.98,13528.13,20443.05,88875.25,32456.03,3071.77,4295.27,10770.49,23467.46,36775.67,47525.24,7928.81,110749.28,18426.13,677.57,7439.24,14933.66,11300.33,3945.23,1331.97,6095.24,87133.15,72866.73,61175.74,9332.85,19197.04,26637.27,7036.76,34969.77,35171.38,14622.38,51688.67,53820.85,26912.73,35979.1,53795.61,437.23,316.94,36927.09,29730.12,910.77,983.87,30711.75,25924.22,24590.96,24090.96,18985.52,8634.18,7385.26,8202.6,10111.89,14299.21,15821.56,4792.38,8484.59,10233.25,7454.11,221187.02,224261.75,38108.07
600,102119.02,178909.14,94404.76,11979.27,206348.86,92935.19,3505.47,20791.12,4862.54,22135.23,1242.5,814.55,9784.24,28297.53,864.99,513.2,263.51,6294.55,6059.13,2275.0,1255.01,4019.82,3736.5,38709.64,7329.38,4701.13,139488.31,25664.79,68901.86,71737.63,11349.96,7292.4,2883.17,86032.51,13878.11,20498.85,92816.86,32653.8,3083.46,4165.66,10899.66,23668.24,37276.89,47289.13,7952.19,112447.54,18380.71,664.12,7678.72,14932.64,11291.42,3848.4,1262.4,6055.73,89853.52,71128.23,61198.17,9559.85,19312.24,26529.99,7074.17,35178.84,34717.99,14674.24,51905.6,53497.07,26766.71,35659.29,53365.9,423.4,329.59,37224.42,30065.35,858.85,1000.83,31330.91,26398.61,24330.51,24320.81,18874.49,8823.8,7578.49,8492.42,10156.76,14337.01,15977.52,5006.07,8554.96,10627.9,7608.44,220908.58,222472.65,38398.72
620,112036.87,186235.09,97120.32,11875.46,212880.85,92025.79,3581.13,20715.38,4874.14,22282.0,1320.91,824.54,10041.2,28974.86,886.8,537.8,244.51,6341.42,6036.67,2374.96,1285.48,4021.41,3840.77,38415.32,7268.94,4598.52,140674.18,25974.75,70621.57,72609.18,11315.27,7334.38,2932.1,85286.62,14055.94,20375.73,96253.62,32292.81,3087.06,4292.07,11131.92,23457.9,37424.23,47790.35,8136.01,113951.19,18527.44,765.54,7830.82,15048.96,11347.98,4020.31,1323.84,6224.97,90611.86,73080.6,60991.53,9634.43,19540.03,26746.24,7127.35,35166.68,35709.33,14689.52,51974.77,53992.14,27423.18,36338.85,53708.49,457.01,347.63,37298.55,30186.67,938.69,1003.27,31149.3,26344.44,24404.8,24248.33,18772.05,9170.32,7639.22,8685.87,10312.88,14528.36,16186.73,5086.58,8719.66,10805.12,7914.91,220474.47,222938.67,38700.62
640,116806.45,194020.5,98100.55,11668.25,212733.64,91881.26,3449.32,20885.84,4754.87,22512.11,1312.06,841.96,9957.66,28682.67,919.86,511.82,320.32,6300.44,6001.95,2337.61,1276.02,4087.12,3877.13,38542.0,7347.22,4731.31,140766.77,25526.74,71658.92,74263.31,11078.59,7375.41,2815.93,85547.74,14256.77,20616.28,98998.2,32182.2,3066.51,4262.55,11242.28,23394.29,37594.23,47696.25,8261.9,114787.04,18620.25,741.34,7983.49,15170.16,11300.96,4046.72,1286.92,6236.99,88779.22,74418.46,60672.63,9726.61,19378.15,26663.02,7056.81,34930.98,35313.56,14445.3,51843.54,52961.2,27270.54,36117.32,53431.78,461.48,420.72,37398.4,29813.56,909.28,987.58,30650.93,26052.64,24280.31,23997.41,18350.84,9173.58,7726.05,8857.61,10148.89,14710.44,16127.4,5128.27,8687.09,11033.21,8025.74,218908.36,220677.54,38782.92
660,121897.4,201704.35,100782.27,11706.02,215416.42,91710.81,3508.33,21346.7,4781.25,22762.41,1319.89,842.2,10102.38,29521.46,855.38,526.66,318.89,6372.35,6090.2,2357.61,1333.67,4049.65,3986.66,38860.53,7333.67,4704.87,142294.47,25807.9,72554.31,75045.28,11097.51,7485.28,2903.97,85687.51,14211.17,20446.74,102241.31,32581.27,3082.95,4281.67,11554.86,23300.1,38001.92,47902.35,8273.42,114847.46,18570.42,749.5,8024.96,14487.98,11420.05,4125.63,1271.89,6585.11,87616.59,75561.78,61640.67,9894.85,19349.25,26635.14,7186.57,35788.48,35970.68,14531.97,52737.09,54014.47,26544.04,36762.44,53601.89,498.95,423.13,37819.1,30187.65,951.77,988.87,31016.87,26005.32,24739.04,24131.05,19123.24,9243.43,8040.4,9079.72,10448.16,15025.72,16728.61,5264.26,8997.4,11389.22,8307.97,218115.1,219699.4,39219.99
680,123799.47,203678.94,99836.55,11634.95,219486.68,90652.71,3484.82,21133.43,4745.98,22864.84,1305.11,948.09,10172.16,29362.05,892.38,536.49,368.89,6526.75,6071.76,2441.05,1358.5,4144.07,3982.35,38831.31,7327.86,4798.31,143260.13,25609.09,74020.55,75817.7,11013.55,7377.77,2813.66,87294.34,14061.11,20794.76,104542.87,32544.76,3118.83,4359.68,11519.58,23575.91,37587.88,48141.81,8554.61,117045.97,18379.63,793.58,8058.98,15174.94,11448.31,4237.98,1335.34,6739.7,89968.61,75519.88,60719.86,10081.4,18992.63,26769.3,7072.24,35291.75,35879.05,14183.58,52519.08,54040.91,27922.66,36839.39,53453.79,530.27,427.33,37894.21,29871.68,1003.53,1025.31,31359.2,25893.5,24914.57,24182.72,19081.91,9371.08,8172.49,9163.56,10593.51,15013.23,16413.88,5265.27,8936.1,11444.56,8475.26,215959.78,218212.57,38382.13
700,117210.2,212316.42,100655.62,11421.66,223373.36,89873.28,3501.39,21093.1,4723.33,23342.47,1347.46,923.82,10129.53,29853.79,893.99,554.34,349.38,6536.6,6055.59,2436.13,1340.87,4179.21,4035.88,39239.1,7435.5,4760.15,146767.2,25467.8,77316.95,75871.18,11244.62,7242.16,2823.71,87915.23,14248.31,20990.11,106647.65,32567.38,3088.0,4325.78,11633.09,23630.16,38368.51,48202.22,8611.59,117876.31,18498.23,783.79,8164.62,15238.46,11480.8,4138.75,1395.17,6758.31,91475.8,75129.78,61340.83,10203.07,19270.42,26915.49,7108.94,35765.05,36136.72,14582.92,52519.66,53937.8,28223.19,37412.43,53634.88,502.05,467.49,38237.2,29755.88,917.6,1026.33,31067.84,26414.58,24530.88,24465.35,18831.1,9499.68,8384.24,9353.07,10633.66,15000.03,16559.28,5281.83,9044.7,11611.9,8646.36,217546.47,217207.4,38910.74
720,125682.84,219656.7,102129.67,11240.58,227676.19,90787.32,3543.41,21479.48,4773.21,23711.32,1309.91,938.38,10458.11,30234.34,935.85,619.79,344.81,6514.25,6193.56,2401.56,1329.6,4183.56,4124.21,39434.23,7542.36,4762.55,148161.25,25664.55,77267.8,77769.52,11130.79,7503.66,2899.99,88319.04,14479.54,20942.55,109497.14,32505.06,3135.94,4305.14,11972.78,23054.45,38452.59,48746.9,8769.15,119092.47,18820.53,822.93,8443.66,15510.43,11547.69,4185.19,1305.5,6428.68,91748.17,75863.61,62165.28,10393.37,19458.54,27265.32,7062.8,35989.36,36409.23,13939.73,50919.79,54214.16,28346.58,36751.02,53065.55,518.73,529.02,38474.21,30631.91,958.91,1001.61,29991.21,25448.26,25177.19,24383.0,19340.94,9717.41,8569.44,9533.91,10834.91,15546.78,16908.58,5443.85,9262.45,11988.94,8787.74,213440.41,216687.29,39450.36
740,128166.34,226062.42,105417.84,11380.76,229589.62,90541.23,3615.81,21930.24,4862.09,23870.19,1407.92,945.77,10642.37,31343.19,980.35,613.06,359.01,6741.98,6281.84,2508.63,1350.01,4195.27,4170.01,40906.09,7838.16,4856.87,155545.9,26239.73,81718.1,80200.96,11514.33,7643.52,2968.3,89878.35,14835.7,21431.4,113844.67,34554.22,3257.44,4459.9,12027.73,24244.95,39930.49,50168.13,8967.61,123192.2,19115.25,800.25,8840.21,15803.01,12258.02,4286.51,1399.07,7094.33,96439.41,80759.11,64430.45,10488.39,19989.96,27775.63,7381.44,37436.2,37912.27,15228.12,55522.85,56411.64,29412.77,37574.47,54752.11,454.44,460.32,39014.76,32080.03,994.78,1183.08,32711.92,27052.82,25829.22,25344.96,20095.96,9924.51,8622.07,9913.82,10884.84,15919.2,17597.13,5704.69,9769.63,12436.18,9280.44,221203.99,220658.67,40201.29
760,131068.29,228509.43,106212.42,11332.43,231599.23,90335.34,3649.03,22436.32,4859.4,24220.93,1371.74,922.97,10720.14,31734.5,931.94,641.28,363.35,6842.97,6269.6,2483.74,1384.54,4354.09,4229.36,40419.53,7908.84,4917.07,158198.96,26327.83,83238.34,81893.03,11612.12,7734.98,2991.41,90358.65,14960.25,21488.39,117832.17,34902.88,3280.34,4512.44,12373.63,24466.29,40437.48,49955.86,9111.4,124016.45,19215.01,775.59,8988.17,16081.09,12233.84,4315.21,1446.2,7266.37,96820.07,81724.81,65246.61,10711.31,20280.89,27635.07,7423.57,38050.4,38296.45,15207.9,55824.1,56617.73,29837.9,39068.88,54158.08,506.46,495.1,39269.12,32573.0,990.8,1221.43,33049.52,27332.13,26141.71,25363.63,20151.57,10092.6,8774.43,10224.16,10990.3,16047.85,17962.91,5832.68,9803.24,12651.95,9321.09,219226.66,220986.53,39478.23
780,137722.35,233361.6,104500.93,11247.97,232523.87,89290.12,3706.23,22028.66,4974.61,24362.25,1407.79,955.58,10788.97,31611.35,999.56,692.93,441.89,6729.2,6300.58,2562.98,1462.59,4270.27,4260.82,39828.72,7782.17,4853.65,154787.93,26217.03,81472.13,81187.71,11618.93,7666.65,3070.51,89628.2,14917.77,20800.25,117346.78,33922.67,3296.42,4524.9,12556.34,24183.18,39742.84,49499.2,8987.5,123743.74,19360.21,807.86,8916.99,16089.32,12013.93,4291.15,1421.73,7393.12,95508.48,79635.38,64077.55,10740.41,19754.25,27406.5,7397.95,37329.29,37520.79,14932.31,54418.79,56103.7,29104.55,38883.8,54784.65,586.08,575.32,39494.69,31363.5,1076.19,1153.78,31935.17,26981.18,25955.02,25191.29,19747.08,10283.27,9067.78,10257.66,11019.88,15891.19,17459.18,5780.58,9720.53,12682.99,9339.97,214435.68,215394.36,39775.66
800,136446.31,233157.91,103748.98,11097.85,233408.97,88766.25,3642.2,21791.03,4931.62,24267.98,1279.24,960.47,10762.84,31527.17,913.76,601.83,375.87,6774.65,6285.45,2507.01,1356.02,4312.13,4167.54,40137.75,7696.98,4774.2,156709.4,26020.7,84212.69,82614.54,11660.34,7584.28,2927.82,90829.73,14640.54,21222.43,118340.73,33899.15,3181.2,4362.53,12419.41,24204.97,39922.43,49830.7,9243.7,124545.84,19208.64,794.86,8734.45,15911.25,11952.38,4259.57,1352.43,7254.08,96834.74,80850.85,63448.18,10792.09,19930.35,27751.84,7210.7,37485.13,37548.71,14978.05,55654.18,56306.95,29714.19,39483.44,55466.03,518.65,574.89,39309.87,31087.37,1002.54,1102.99,32357.58,26202.71,24912.19,25453.93,19791.66,10171.95,9048.29,10306.94,10946.98,15985.27,17265.85,5663.48,9577.62,12478.07,9420.37,214818.46,216397.03,39927.48
820,144547.52,239947.17,104685.26,11049.38,236851.73,89185.72,3783.62,21946.07,5035.44,24661.22,1376.95,950.23,11036.02,31911.29,935.2,667.42,434.84,6836.59,6318.67,2599.75,1417.01,4291.38,4224.63,40470.74,7782.54,4858.3,158552.45,26341.46,85324.42,82536.37,11718.77,7577.68,3169.13,90973.34,14964.95,21094.75,121175.29,34018.07,3342.96,4470.14,12805.1,24459.55,39979.18,50344.0,9261.42,126246.66,19431.12,876.58,9028.51,15981.14,12103.03,4338.31,1457.39,7138.38,96827.44,79649.03,65601.59,10921.91,20041.48,28107.41,7337.55,36691.04,38338.57,15230.34,55671.92,55400.25,29748.32,39766.33,55098.64,514.63,551.0,40084.1,31816.12,935.22,1102.07,32584.84,27113.65,25602.21,25717.29,19725.03,10497.18,9308.49,10632.88,11171.58,16319.51,17524.34,5898.45,9907.54,12968.51,9487.55,214367.44,216800.42,40501.9
840,137248.35,239977.91,104577.81,10869.19,233857.94,88012.05,3780.93,22323.34,5086.65,24725.6,1423.56,1025.04,10983.82,32279.87,978.75,688.9,410.18,6664.66,6327.87,2606.96,1496.51,4311.43,4278.82,40453.33,7870.78,4913.47,157232.68,26426.31,85561.56,82778.18,11692.99,7797.16,3036.18,91314.33,14831.87,21274.66,122827.29,33793.79,3360.28,4509.05,12733.72,24477.6,40771.25,49386.14,9305.45,125862.14,19334.49,838.76,9048.47,16234.75,12298.08,4395.14,1416.61,7441.21,96141.54,82162.67,63713.33,11122.27,19878.09,27687.71,7309.98,38344.96,38125.58,15259.41,55086.66,56671.1,30088.7,39320.96,55559.6,541.17,576.42,39972.99,31771.13,1114.16,1188.47,32471.52,26842.72,26090.07,25548.08,19894.32,10396.76,9455.23,10747.8,11174.22,16431.65,17633.74,6071.38,9973.02,13032.13,9680.51,213397.88,214845.58,40242.34
860,145002.69,244271.25,104323.73,11072.08,232908.38,88864.89,3774.1,22256.71,5003.52,25065.01,1401.27,1023.34,11068.46,32262.18,1046.36,771.33,479.04,6908.68,6410.04,2635.4,1496.8,4401.16,4322.43,40362.06,7884.44,5027.47,161107.5,26506.38,85697.36,83635.14,11475.78,7833.98,3041.77,91749.25,15007.56,20824.19,117060.65,33583.39,3427.96,4532.52,12892.67,24658.01,40764.48,50265.49,9446.78,128138.25,19502.57,819.95,9093.71,16362.18,12213.12,4423.95,1475.1,7516.8,95732.07,82542.71,63194.05,11092.05,19816.74,27652.5,7360.09,38173.03,38191.34,15204.59,55529.76,57108.68,30044.89,39720.3,55430.81,609.09,603.61,40237.66,31584.46,1123.52,1175.44,32783.5,26535.94,26472.63,25354.98,20195.11,10355.41,9622.68,10863.73,11322.68,16300.74,17617.9,5858.9,9952.92,13038.04,9713.01,212397.54,215638.5,40099.08
880,138084.47,242981.06,104702.35,10762.66,233725.49,87485.34,3868.18,22061.44,5001.08,24850.63,1356.42,1042.38,11110.57,32444.83,990.47,717.94,462.82,6851.85,6364.73,2654.99,1486.63,4360.83,4342.3,40831.49,7940.83,4977.52,161117.58,26289.12,88665.97,83585.28,11734.62,7720.19,3158.55,92481.5,14905.48,21377.62,124311.62,33697.54,3384.74,4532.65,12807.0,24724.1,40471.08,50081.7,9585.74,128461.78,19467.48,894.86,9192.04,16189.37,12260.26,4387.22,1429.3,7500.93,97742.03,80560.86,64427.63,11202.68,20184.48,27919.58,7328.65,38212.5,38491.71,15193.83,56061.43,56125.66,30301.45,39864.66,55425.91,563.48,540.16,40466.66,31716.94,1128.96,1130.33,32949.38,26731.03,26332.39,25400.14,19992.12,10502.05,9687.05,10931.72,11332.74,16369.54,17665.74,5870.32,9944.34,13028.34,9693.45,210697.73,213651.36,40880.76
900,143772.64,242441.11,104590.09,10875.44,230064.57,88118.64,3743.49,22479.61,5011.46,24773.38,1342.29,1016.43,11078.34,32932.04,920.65,745.82,474.29,6848.08,6339.94,2633.84,1486.63,4367.27,4302.02,40525.76,7991.18,4993.62,162308.56,26452.47,88889.75,84755.45,11603.61,7831.79,3035.27,92339.41,14972.5,21526.65,125519.52,33555.2,3383.1,4580.94,13037.02,24660.39,41300.05,49983.48,9743.44,128248.67,19580.51,834.16,9286.52,16193.21,12364.02,4341.74,1430.41,7545.6,96533.15,82774.53,64390.53,11197.58,19971.77,27676.65,7388.15,38608.9,38577.7,15262.41,56028.97,56522.17,30656.93,40108.92,55793.26,557.47,609.92,40573.63,32305.05,1118.89,1156.76,33133.93,26863.26,26612.77,25517.74,20216.48,10596.49,9775.84,11139.18,11179.05,16425.66,17721.51,5999.07,10039.42,13257.93,9809.9,211054.66,214626.16,40504.23
920,144937.02,242890.71,104336.25,10862.37,230106.75,88361.36,3779.35,22618.54,4937.32,25125.36,1415.2,1109.0,11181.31,33007.88,949.4,699.61,523.98,6900.1,6372.88,2609.48,1429.45,4383.78,4423.01,40729.69,7917.3,4914.63,160226.08,26340.03,89865.66,85597.37,11733.47,7828.74,3070.22,92880.51,14701.08,21841.64,122463.88,33827.44,3289.68,4498.15,13014.51,24136.09,41239.49,49747.19,9748.89,127848.32,19401.87,933.05,9313.7,16252.34,12244.4,4467.6,1485.42,7433.44,96957.93,82449.4,63997.25,11353.68,19942.36,28236.61,7294.97,38229.58,37442.12,14845.16,56788.14,53520.19,30033.14,39506.86,55960.4,643.43,674.99,40913.03,32105.92,1136.43,1179.78,33426.57,27139.6,26109.12,25359.84,20242.15,10436.37,9858.85,11121.7,11485.89,16345.55,17751.25,5942.33,9962.81,13261.68,9956.38,211827.31,212187.06,41211.62
940,155525.82,243882.3,104185.82,10776.65,229321.23,88165.59,3818.08,22622.97,4965.65,25366.73,1471.37,1094.34,11278.08,33094.29,912.0,672.35,491.77,6883.28,6348.37,2624.08,1445.95,4324.36,4366.88,40741.71,8025.32,4926.06,161832.36,25973.44,91520.33,84496.67,11791.61,7661.81,3171.97,92203.81,14930.51,21706.52,123890.19,34419.1,3355.75,4465.53,13167.58,24309.09,41188.25,49888.94,9753.27,127893.86,19689.5,933.81,9333.81,16061.15,12341.16,4278.3,1493.1,7441.65,99387.08,80796.7,64961.27,11291.09,20211.05,28301.08,7439.66,38616.35,38538.08,15247.68,56850.2,56561.43,31367.58,39185.44,55830.25,577.58,656.82,40969.7,32340.59,1204.65,1193.7,32542.65,27347.24,25921.39,26101.78,19774.23,10635.46,9957.47,11252.65,11608.04,16529.39,17813.67,6053.32,10205.42,13366.04,9970.2,210744.13,213335.97,41078.84
