group,1,2,3,4,5,6,7,8,9,10,11,12
A,P62,P62,P62,P62,P62,P62,P62,P62,P62,P62,P62,P62
B,P64,P64,P64,P64,P64,P64,P64,P64,P64,P64,P64,P64
C,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66
D,P68,P68,P68,P68,P68,P68,P68,P68,P68,P68,P68,P68
E,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69
F,P70,P70,P70,P70,P70,P70,P70,P70,P70,P70,P70,P70
G,P72,P72,P72,P72,P72,P72,P72,P72,P72,P72,P72,P72
H,BK,BK,3K3-N,3K3-N,,,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
