group,1,2,3,4,5,6,7,8,9,10,11,12
A,P68,P68,P68,P68,P68,P68,P68,P68,P68,P68,P68,P68
B,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69,P69
C,P70,P70,P70,P70,P70,P70,P70,P70,P70,P70,P70,P70
D,P72,P72,P72,P72,P72,P72,P72,P72,P72,P72,P72,P72
E,P73,P73,P73,P73,P73,P73,P73,P73,P73,P73,P73,P73
F,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66,P66
G,,,,,,,,,,,,
H,,,BK,BK,3K3-N,3K3-N,BA,BA,4A3-N,4A3-N,4A3-P,4A3-P
