group,1,2,3,4,5,6,7,8,9,10,11,12
A,E38-E11.1,E38-E20,E38-E11.2,,,,,,,,,BS
B,E38-E11.1,E38-E20,E38-E11.2,,,,,,,,,NS
C,E38-E11.1,E38-E20,E38-E11.2,,,,,,,,,NS
D,E38-E11.1,E38-E20,E38-E11.2,,,,,,,,,BK
E,E38-E11.1,E38-E20,E38-E11.2,,,,,,,,,NK
F,E38-E11.1,E38-E20,E38-E11.2,,,,,,,,,NK
G,E38-E11.1,E38-E20,E38-E11.2,,,,,,,,,J100-GFP
H,E38-E11.1,E38-E20,E38-E11.2,,,,,,,,,J100-GFP
