pCin/OHC14,pCymRC/Cuma,pPhlF/DAPG,pSalTTC/Sal,pLuxB/AHL,pBAD/Ara,pRhaB/Rha
0.0036086740605859955,0.002681675219334547,1.3359708657507035,0.010163880152292666,0.051053554488745795,0.026243483161899395,0.028779766098351416
0.001887104783976163,0.002681675219334547,1.4630359212050985,0.010693593775864924,0.03380573202633168,0.020889108073834015,0.02152317880794702
0.0012911769574573747,0.002681675219334547,1.7386194338685648,0.011289521602383711,0.0322534280047144,0.022509511061011695,0.023777652529237706
0.0016222479721900347,0.0065883131931799375,2.5689455388180766,0.02334050653865254,0.04168223761750079,0.021945892630689023,0.03258419050302945
0.0016884621751365669,0.03664956133090548,4.518953815593445,0.08194007614633339,0.08807888004139477,0.023777652529237706,0.06781034239819642
0.0014898195662969708,0.1966892898526734,8.528290018208907,0.3843403410031452,0.3774398482191623,0.03173876285754544,0.16897985064111595
0.001953318986922695,0.6439000165535508,11.404436351597418,1.3363681509683827,1.3690746543248915,0.05505847541214598,0.26782443285895446
0.0358549908955471,1.0646250620758153,11.94871709981791,2.7322297632842245,2.7974818179204877,0.27275609412427787,0.4569184162322108
1.0066876344975997,1.3958285052143684,12.097963913259393,4.014931302764443,4.53313019231322,3.1095181062420743,1.2743060448076653
3.113491143850356,1.607846383049164,12.477305081940075,5.402780996523754,5.803144852962314,13.072037480625616,3.6547484852754684
4.189736798543287,1.8048336368150968,13.025360039728522,6.769442145340175,6.901658665593469,15.893088628998168,9.241827532760322
3.6041383876841584,2.2630359212050983,14.40638967058434,8.118424101969872,7.825279558455745,17.33834718895308,12.486790193039312
