group,1,2,3,4,5,6,7,8,9,10,11,12
A,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34
B,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34
C,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34
D,PTac.34,PTac.34,PTac.34,PTac.34,PTac.34,PTac.34,PTac.34,PTac.34,PTac.34,PTac.34,PTac.34,PTac.34
E,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34,PBAD.34
F,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34,PCin.34
G,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34,PSalTTC.34
H,BK,BK,BK,BK,NK,NK,NK,NK,PK,PK,PK,PK
