e11x32STPhoRadA,e15x32NpuSspS2,e16x33NrdA2,e20x32gp411,e32x30SspGyrB,e34x30MjaKlbA,e38x32gp418,e41x32NrdJ1,e42x32STIMPDH1
0.001785135353382693,0.004843518719639812,0.008439101544188927,0.007014609334236111,0.013474934287226282,0.013479967224850795,0.013952648864871147,0.00810360882298374,0.0061073413036291
0.0030421070981416264,0.005315484455947503,0.0071994998073405285,0.01138961683878834,0.01354597091318191,0.013902969529145971,0.013277221629618216,0.008883644811537222,0.006981716390837533
0.0015043976240392367,0.0053717317267967446,0.0074560633826229105,0.016346436181683244,0.017981054758900984,0.016689115603165536,0.015370613291657766,0.010917111662700797,0.007015322684492437
0.0019009189864915466,0.004145914569672689,0.007475266784731407,0.017294205813360837,0.019116512901341854,0.01778919762219899,0.01733210314457178,0.012275174711799099,0.008470649842934257
0.0020195588789847993,0.002798615645835998,0.006897255746542888,0.015489881930243466,0.01912534958576521,0.0191237181059832,0.01696264932886964,0.013489037805687727,0.008513310179485107
0.0039902208804255355,0.005093410600808427,0.009573511248226144,0.01930825844304406,0.020086475116678753,0.01796877878777036,0.016332998624657983,0.015148803601390363,0.010038921263382366
0.001195815415992869,0.0077401167230411625,0.009324452580368086,0.010928764909152596,0.015336860075833167,0.013574003203128616,0.01889215413400546,0.02631647472920129,0.007431633324648725
0.19262343784430952,0.0298321327987037,0.03729375804625658,0.2523770229478115,0.08456417694668214,0.03655859201692135,0.16414658905138677,0.0759283947036241,0.07819494829493255
0.7627401691921483,0.048316737657911786,0.18389100894337618,1.0099091611765587,0.19807834800114915,0.034814018414238694,0.39271486103543374,0.10673882916778304,0.15899762221883543
0.9391169524935283,0.056089862861952514,0.2484473658254368,1.1513375965661006,0.2351613780788181,0.03147551939534936,0.47130658580350543,0.1277043816014108,0.13850253022266773
0.9206262463830035,0.05748762777322349,0.2438353022561256,1.4337247254919399,0.24324381979088183,0.0363590177937667,0.45495999215275074,0.12892173087402703,0.12761623167265387
0.7826610868442578,0.05370812236371334,0.18562336823136125,1.44014486256013,0.19426032218721886,0.03688084305407865,0.3843583985248014,0.12831910342380973,0.12635491129236603
0.006692732007370024,0.010236770802380517,0.010862887504410588,0.010928764909152596,0.019554493514809295,0.018457598571350303,0.02610377032956639,0.026850228112621385,0.007248531514774619
0.550379438055237,0.08235310241131584,0.19892608918015806,0.2667313516695453,0.27037322588216817,0.17904928358899355,0.34110344725742886,0.21475899560671957,0.1257315140368817
2.7864941435825292,0.1621852500970316,1.3324399493077492,1.5238524064093721,0.8430341763714586,0.2063905648463169,1.0070595483859583,0.43223286879826384,0.5569474544813999
2.980324546709013,0.2081545916442809,1.414312818807184,2.318065206574834,1.0360685913449088,0.20086280432165468,1.1935558610829142,0.5329585237537515,0.5847958370956553
2.6413658225424315,0.2171797516952165,1.833469051345361,2.4984409604086766,1.099284137768175,0.19250652154655218,1.149175610342751,0.5602330713389397,0.5915939176667412
2.241688181301866,0.21020728378733658,1.5316129706415067,2.649003698017666,1.0884941653624758,0.18038055589388957,0.9286023977189839,0.5179821895159641,0.6184733930029601
0.008641111748463099,0.012074542475448239,0.014558034600354442,0.011684773190160522,0.023177887767560176,0.02135525732770823,0.02828785208766956,0.02122387220371978,0.007548301920524716
0.8212409185413341,0.13384275467902723,0.31859701717231076,0.2217350797075658,0.4446246285672178,0.4844487015569457,0.4109847345204315,0.32756063338292923,0.12030875852334923
4.073716688137224,0.3294716470473163,2.7034560702802035,1.4782453649624427,1.8270711603839789,1.0131501440970703,1.2672925356334743,1.0723283415662772,0.8654031681962662
4.363827256266058,0.41647645537067907,3.693823074365091,2.4920197680423612,2.413212651563927,1.010835808835362,1.4845614478732658,1.3109947359147986,1.0740552625807058
3.7147661263422798,0.44800358201331536,3.906822955145684,2.832340838225242,2.656537146931325,0.99722034351752,1.4641412317925915,1.4005087304470936,1.1380472907213333
3.1568925497868023,0.44365301339072727,3.4824350302426756,2.969196975766494,2.704417433852067,1.0173266277524953,1.1827575287892098,1.275979964490141,1.2600083288419015
0.0089961127726754,0.012011335368218868,0.01289488963150636,0.007121343599802589,0.022751316773110507,0.016792568937678887,0.02693057927231622,0.018521436602588825,0.009805864144451082
0.5283482887527977,0.11457912299102664,0.4152048098319297,0.18967101939349112,0.4100564225592616,0.571205454814364,0.3964063056587134,0.33565418978297173,0.08700736258663448
4.1740147363907685,0.4441236391683495,3.5363107477205107,1.4915734181282339,2.2542095673027025,1.7498102942354201,1.2985816845048395,1.4914531803618645,0.8416580077852462
4.518671440129776,0.6063006294615324,4.58204828578865,2.505624308866334,3.3672882782792963,1.889714595647508,1.5892117113605086,2.087337986837355,1.27918266468481
4.249635731319355,0.6406025671119128,4.8359525539507295,2.9563591277335486,3.8608898205333633,1.9795244239862253,1.5937695430481418,2.1898590322153164,1.3781979559969622
3.447125616479797,0.5756548348359538,4.4889506449146355,3.0209105399182907,3.917155942671564,2.0815632210382304,1.2941902440604574,1.9782392685838879,1.536690282902158
0.012195717048369014,0.012154678956445567,0.01442232296184942,0.013230815367246258,0.022298230539058043,0.018466134807815004,0.02704006851643032,0.018187857303178224,0.0104885311488945
0.7151089630299609,0.1601234257798946,0.3612633319064627,0.17007457648852006,0.32031555090648695,0.47524738548572565,0.39086301746502067,0.29862923456455254,0.07460626235219256
4.826374392598544,0.5054668791153738,3.782689124689202,1.3986268744576196,2.015793066168351,1.7111811899190101,1.3714348345718712,1.8407649692463837,0.8536228559551413
4.421256018623533,0.7021371883157733,4.913348249316112,2.4947254330322988,3.232636955375318,2.0035615060516525,1.705231480315819,2.498221650029175,1.3834180267074283
4.0519604226369,0.7491151561104128,5.200451880502262,2.9376968063181788,3.9271569584988515,2.160641365006215,1.7168574921137552,2.615635975246337,1.5291898093591003
3.432154301877888,0.7325047635344503,4.869104716658271,3.113538578783437,4.078257399840575,2.3912875642298443,1.3978727666656503,2.3718212006921986,1.7360266245328753
