Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.347,1.338,4336,4456,2233,2299,1090,1108
A02,Sample X2,A,1.277,1.246,4219,4358,2193,2244,1061,1089
A03,Sample X3,A,1.248,1.227,4168,4244,2165,2230,1041,1066
A04,Sample X4,A,1.205,1.183,4127,4201,2134,2194,1034,1062
A05,Sample X5,A,1.192,1.181,4105,4181,2105,2162,1012,1042
A06,Sample X6,A,1.164,1.148,4045,4118,2084,2140,1013,1036
A07,Sample X7,A,1.313,1.306,3976,4023,2048,2102,985,1011
A08,Sample X8,A,1.285,1.28,3971,4065,2054,2092,990,1015
A09,Sample X9,A,1.265,1.258,3918,4019,2033,2085,979,1003
A10,Sample X10,A,1.256,1.245,3887,3978,2018,2075,971,999
A11,Sample X11,A,1.23,1.231,3894,3944,1997,2051,966,981
A12,Sample X12,A,1.241,1.271,3921,4005,2042,2073,981,1004
B01,Sample X13,A,1.468,1.484,4606,4754,2391,2445,1166,1197
B02,Sample X14,A,1.438,1.416,4563,4648,2351,2400,1137,1168
B03,Sample X15,A,1.399,1.387,4452,4585,2306,2344,1116,1147
B04,Sample X16,A,1.377,1.345,4408,4485,2276,2317,1092,1120
B05,Sample X17,A,1.329,1.312,4333,4430,2234,2279,1080,1108
B06,Sample X18,A,1.325,1.306,4286,4345,2213,2265,1071,1099
B07,Sample X19,A,1.452,1.421,4055,4179,2118,2149,1017,1041
B08,Sample X20,A,1.411,1.375,4180,4289,2157,2208,1045,1072
B09,Sample X21,A,1.393,1.357,4256,4349,2198,2250,1069,1089
B10,Sample X22,A,1.379,1.341,4269,4352,2203,2281,1063,1092
B11,Sample X23,A,1.376,1.33,4303,4401,2226,2291,1077,1099
B12,Sample X24,A,1.254,1.304,4461,4588,2317,2382,1116,1144
C01,Sample X25,A,1.444,1.476,4925,5027,2551,2599,1226,1255
C02,Sample X26,A,1.45,1.435,5114,5163,2652,2706,1276,1298
C03,Sample X27,A,1.399,1.392,4897,4961,2511,2586,1218,1255
C04,Sample X28,A,1.141,1.134,3952,4032,2028,2084,978,1010
C05,Sample X29,A,1.345,1.327,4642,4725,2379,2446,1157,1182
C06,Sample X30,A,1.23,1.232,4199,4271,2174,2215,1048,1082
C07,Sample X31,A,1.458,1.45,4166,4224,2139,2190,1036,1071
C08,Sample X32,A,1.4,1.402,5421,5567,2781,2882,1345,1393
C09,Sample X33,A,1.389,1.383,6087,6265,3112,3262,1513,1568
C10,Sample X34,A,1.356,1.354,6138,6321,3174,3302,1541,1591
C11,Sample X35,A,1.339,1.335,6646,6853,3418,3538,1650,1716
C12,Sample X36,A,1.24,1.308,8041,8292,4142,4277,1985,2055
D01,Sample X37,A,1.451,1.471,5841,6005,2982,3098,1457,1499
D02,Sample X38,A,1.426,1.412,8343,8619,4296,4447,2086,2152
D03,Sample X39,A,1.385,1.383,7534,7740,3878,3987,1877,1937
D04,Sample X40,A,1.37,1.344,7040,7295,3644,3755,1762,1814
D05,Sample X41,A,1.333,1.31,6795,6912,3486,3555,1684,1732
D06,Sample X42,A,1.309,1.304,6550,6739,3366,3481,1640,1679
D07,Sample X43,A,1.466,1.455,4367,4469,2271,2314,1099,1122
D08,Sample X44,A,1.418,1.412,14957,15612,7671,8071,3692,3875
D09,Sample X45,A,1.189,1.166,9707,10728,4914,5481,2335,2600
D10,Sample X46,A,1.337,1.341,24100,25250,12367,13011,5968,6276
D11,Sample X47,A,1.362,1.34,26690,27961,13766,14341,6591,6949
D12,Sample X48,A,1.214,1.286,34818,36142,17930,18692,8613,9054
E01,Sample X49,A,1.477,1.495,6680,6891,3451,3572,1671,1724
E02,Sample X50,A,1.457,1.422,21725,22643,11232,11649,5397,5642
E03,Sample X51,A,1.411,1.413,20231,20889,10405,10751,5021,5218
E04,Sample X52,A,1.154,1.155,11130,12229,5662,6241,2698,2997
E05,Sample X53,A,1.342,1.325,17140,17628,8836,9104,4273,4435
E06,Sample X54,A,1.328,1.326,16340,16862,8462,8714,4078,4218
