Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.616,1.452,4089,4068,2134,2126,1048,1021
A02,Sample X2,A,1.565,1.438,4097,4018,2121,2100,1036,1020
A03,Sample X3,A,1.532,1.466,4023,3988,2103,2077,1021,1016
A04,Sample X4,A,1.527,1.439,3978,3945,2061,2046,1005,1000
A05,Sample X5,A,1.486,1.402,3858,3848,2006,1995,978,969
A06,Sample X6,A,1.504,1.371,3911,3847,2013,1999,986,973
A07,Sample X7,A,1.55,1.478,3942,3927,2056,2047,1001,989
A08,Sample X8,A,1.219,1.168,3403,3364,1755,1754,858,852
A09,Sample X9,A,1.491,1.403,3845,3805,1987,1988,978,962
A10,Sample X10,A,1.51,1.368,3810,3779,1984,1946,967,950
A11,Sample X11,A,1.487,1.391,3774,3727,1967,1934,947,937
A12,Sample X12,A,1.212,1.065,3335,3340,1775,1728,853,842
B01,Sample X13,A,1.313,1.113,3530,3503,1844,1814,900,894
B02,Sample X14,A,1.289,1.225,3480,3443,1800,1800,876,873
B03,Sample X15,A,1.205,1.17,3321,3284,1711,1721,830,828
B04,Sample X16,A,1.23,1.169,3347,3338,1737,1740,851,845
B05,Sample X17,A,1.224,1.186,3348,3351,1758,1748,854,850
B06,Sample X18,A,1.213,1.149,3356,3323,1744,1727,849,845
B07,Sample X19,A,1.528,1.431,3799,3748,1960,1953,957,951
B08,Sample X20,A,1.469,1.409,3705,3710,1930,1926,938,937
B09,Sample X21,A,1.442,1.386,3662,3659,1887,1886,927,921
B10,Sample X22,A,1.431,1.385,3638,3622,1901,1883,919,917
B11,Sample X23,A,1.396,1.35,3537,3539,1854,1848,897,894
B12,Sample X24,A,1.371,1.217,3575,3538,1859,1850,906,901
C01,Sample X25,A,1.639,1.339,3972,3947,2072,2072,1010,1010
C02,Sample X26,A,1.56,1.461,3940,3934,2073,2050,1010,995
C03,Sample X27,A,1.576,1.507,3923,3929,2058,2050,1008,994
C04,Sample X28,A,1.55,1.478,3895,3899,2016,2014,984,983
C05,Sample X29,A,1.52,1.447,3906,3869,2043,2019,989,971
C06,Sample X30,A,1.453,1.407,3751,3727,1959,1949,960,947
C07,Sample X31,A,1.273,1.247,3379,3370,1752,1758,859,849
C08,Sample X32,A,1.485,1.437,3727,3709,1935,1930,945,931
C09,Sample X33,A,1.465,1.425,3654,3666,1909,1912,919,930
C10,Sample X34,A,1.454,1.417,3638,3642,1895,1886,928,921
C11,Sample X35,A,1.398,1.355,3602,3581,1862,1864,912,901
C12,Sample X36,A,1.333,1.243,3593,3560,1863,1847,914,900
D01,Sample X37,A,1.536,1.296,3872,3850,2019,2008,981,975
D02,Sample X38,A,1.45,1.396,4111,4117,2126,2115,1043,1032
D03,Sample X39,A,1.486,1.452,4402,4344,2269,2269,1105,1100
