Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
D04,Sample X40,A,1.459,1.415,4448,4416,2300,2303,1127,1121
D05,Sample X41,A,1.437,1.4,4457,4461,2329,2320,1134,1125
D06,Sample X42,A,1.196,1.166,3603,3616,1882,1878,910,914
D07,Sample X43,A,1.46,1.423,3603,3613,1881,1884,914,907
D08,Sample X44,A,1.438,1.419,3664,3633,1894,1889,925,927
D09,Sample X45,A,1.38,1.364,3659,3630,1897,1877,917,914
D10,Sample X46,A,1.369,1.322,3644,3629,1889,1894,917,913
D11,Sample X47,A,1.344,1.282,3642,3599,1881,1874,915,911
D12,Sample X48,A,1.095,1.037,3237,3193,1676,1656,816,809
E01,Sample X49,A,1.612,1.408,4033,4000,2098,2073,1016,1012
E02,Sample X50,A,1.629,1.492,5619,5600,2932,2916,1438,1420
E03,Sample X51,A,1.578,1.52,6922,6908,3607,3587,1763,1729
E04,Sample X52,A,1.429,1.394,6183,6230,3206,3217,1557,1572
E05,Sample X53,A,1.511,1.463,7775,7705,4018,3953,1954,1935
E06,Sample X54,A,1.452,1.405,7757,7700,4015,3979,1960,1939
E07,Sample X55,A,1.581,1.536,3801,3785,1973,1965,953,957
E08,Sample X56,A,1.521,1.481,4430,4423,2312,2304,1122,1120
E09,Sample X57,A,1.494,1.437,5232,5225,2702,2698,1310,1316
E10,Sample X58,A,1.446,1.417,5975,5968,3107,3080,1499,1502
E11,Sample X59,A,1.431,1.381,6357,6324,3320,3276,1606,1593
E12,Sample X60,A,1.307,1.261,6743,6694,3518,3468,1717,1687
F01,Sample X61,A,1.993,1.806,4412,4366,2275,2296,1118,1108
F02,Sample X62,A,1.727,1.6,5906,5839,3067,3047,1498,1472
F03,Sample X63,A,1.655,1.566,7146,7139,3731,3700,1826,1802
F04,Sample X64,A,1.623,1.565,8913,8933,4634,4637,2273,2246
F05,Sample X65,A,1.569,1.522,8735,8676,4547,4536,2222,2192
F06,Sample X66,A,1.553,1.521,8933,8897,4638,4605,2265,2244
F07,Sample X67,A,1.66,1.589,4033,3991,2103,2085,1019,1004
F08,Sample X68,A,1.603,1.543,5173,5145,2684,2684,1306,1299
F09,Sample X69,A,1.614,1.514,6523,6533,3415,3416,1653,1651
F10,Sample X70,A,1.541,1.426,8684,8631,4509,4482,2185,2171
F11,Sample X71,A,1.55,1.471,9081,9011,4737,4680,2297,2264
F12,Sample X72,A,1.424,1.334,8977,8794,4702,4580,2296,2230
H03,Blank B,A,0.045,0.045,1880,1871,978,963,480,472
H04,Blank B,A,0.045,0.043,1890,1875,989,965,481,471
H05,Negative control N,A,1.898,1.815,3872,3799,1989,1986,966,959
H06,Negative control N,A,1.916,1.874,3933,3896,2035,2020,991,989
H07,Blank B,B,0.048,0.047,1870,1841,977,964,477,470
H08,Blank B,B,0.047,0.046,1889,1858,984,966,482,475
H09,Negative control N,B,1.983,1.941,4373,4374,2284,2281,1106,1105
H10,Negative control N,B,1.949,1.889,4339,4304,2241,2233,1094,1084
H11,Positive control P,B,1.816,1.753,84805,83128,44256,43162,21413,20948
H12,Positive control P,B,1.726,1.662,79120,77281,41370,40138,20116,19473
