Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.143,1.152,4278,4277,2234,2228,1081,1078
A02,Sample X2,A,1.15,1.166,4303,4344,2273,2267,1090,1096
A03,Sample X3,A,1.119,1.148,4403,4422,2306,2294,1106,1113
A04,Sample X4,A,1.104,1.119,4227,4266,2188,2205,1065,1067
A05,Sample X5,A,1.123,1.153,4517,4498,2347,2348,1139,1140
A06,Sample X6,A,1.106,1.138,4509,4557,2367,2361,1148,1146
A07,Sample X7,A,1.097,1.132,3987,3981,2057,2046,1001,1007
A08,Sample X8,A,1.088,1.111,4478,4498,2336,2338,1132,1129
A09,Sample X9,A,1.108,1.138,4606,4644,2392,2385,1167,1162
A10,Sample X10,A,1.059,1.08,4739,4771,2472,2461,1192,1194
A11,Sample X11,A,1.029,1.043,4673,4735,2420,2439,1175,1183
A12,Sample X12,A,1.018,1.001,4548,4587,2389,2376,1159,1152
B01,Sample X13,A,1.216,1.242,4449,4425,2314,2314,1124,1122
B02,Sample X14,A,1.202,1.215,5692,5729,2954,2974,1427,1445
B03,Sample X15,A,1.207,1.215,7173,7250,3717,3722,1800,1825
B04,Sample X16,A,1.194,1.206,8565,8599,4418,4467,2154,2179
B05,Sample X17,A,1.182,1.195,8950,8964,4618,4672,2251,2268
B06,Sample X18,A,1.159,1.185,9439,9501,4872,4900,2354,2383
B07,Sample X19,A,1.15,1.173,4042,4063,2090,2103,1007,1014
B08,Sample X20,A,1.138,1.148,4795,4844,2498,2514,1195,1216
B09,Sample X21,A,1.13,1.143,5205,5252,2700,2713,1307,1316
B10,Sample X22,A,1.098,1.125,5391,5430,2789,2814,1345,1362
B11,Sample X23,A,1.068,1.091,5310,5334,2749,2754,1322,1329
B12,Sample X24,A,1.024,1.037,4706,4700,2432,2426,1175,1187
C01,Sample X25,A,1.207,1.212,4490,4460,2333,2328,1119,1133
C02,Sample X26,A,1.227,1.241,4632,4683,2411,2432,1175,1177
C03,Sample X27,A,1.238,1.226,4877,4864,2528,2535,1232,1235
C04,Sample X28,A,1.211,1.189,4992,5019,2592,2600,1257,1270
C05,Sample X29,A,1.184,1.168,5070,5115,2636,2651,1285,1301
C06,Sample X30,A,1.197,1.17,5127,5162,2651,2681,1292,1304
C07,Sample X31,A,1.172,1.139,4001,3988,2069,2089,1004,1002
C08,Sample X32,A,1.159,1.151,4534,4541,2354,2364,1136,1146
C09,Sample X33,A,1.133,1.136,4739,4762,2460,2470,1196,1197
C10,Sample X34,A,1.125,1.14,4853,4891,2517,2543,1221,1221
C11,Sample X35,A,1.055,1.092,4718,4750,2439,2468,1185,1196
C12,Sample X36,A,1.029,1.048,7416,7408,3856,3842,1872,1865
D01,Sample X37,A,1.205,1.205,4443,4486,2327,2319,1129,1122
D02,Sample X38,A,1.198,1.215,6060,6153,3144,3161,1519,1543
D03,Sample X39,A,1.217,1.215,7516,7643,3883,3926,1883,1888
D04,Sample X40,A,1.204,1.175,8614,8739,4456,4516,2178,2195
D05,Sample X41,A,1.183,1.158,9273,9353,4803,4827,2333,2345
D06,Sample X42,A,1.178,1.161,21915,22249,11311,11510,5514,5550
D07,Sample X43,A,1.204,1.161,4342,4360,2237,2262,1099,1103
D08,Sample X44,A,1.185,1.135,10269,10397,5315,5373,2575,2607
D09,Sample X45,A,1.182,1.142,12789,12952,6623,6705,3211,3239
D10,Sample X46,A,1.15,1.14,15138,15351,7834,7941,3804,3840
D11,Sample X47,A,1.082,1.144,16014,16202,8365,8399,4030,4058
D12,Sample X48,A,1.053,1.059,17330,17278,9036,8976,4363,4328
E01,Sample X49,A,1.186,1.183,4468,4506,2314,2325,1132,1120
E02,Sample X50,A,1.189,1.212,11010,11169,5689,5751,2780,2780
E03,Sample X51,A,1.174,1.191,19297,19503,10004,10114,4869,4876
E04,Sample X52,A,1.16,1.168,27059,27386,13984,14102,6799,6855
E05,Sample X53,A,1.167,1.164,29390,29816,15227,15378,7407,7436
E06,Sample X54,A,1.175,1.182,33669,34028,17488,17665,8464,8557
E07,Sample X55,A,1.216,1.21,4477,4545,2345,2337,1139,1143
E08,Sample X56,A,1.204,1.213,11356,11439,5885,5892,2858,2866
E09,Sample X57,A,1.182,1.19,16192,16258,8429,8421,4097,4071
E10,Sample X58,A,1.174,1.148,17278,17407,8977,9018,4348,4368
E11,Sample X59,A,1.124,1.15,18550,18610,9636,9692,4675,4660
E12,Sample X60,A,1.089,1.073,24005,23882,12478,12360,6074,5962
F01,Sample X61,A,1.223,1.213,4979,4925,2579,2570,1261,1250
F02,Sample X62,A,1.228,1.222,29426,29127,15163,15109,7410,7327
F03,Sample X63,A,1.211,1.201,52071,51719,27066,26821,13071,13040
F04,Sample X64,A,1.211,1.204,76806,76403,39875,39754,19351,19275
F05,Sample X65,A,1.202,1.19,85642,85195,44447,44117,21551,21477
F06,Sample X66,A,1.183,1.18,89924,89454,46602,46428,22649,22606
F07,Sample X67,A,1.184,1.171,4438,4443,2320,2293,1121,1112
F08,Sample X68,A,1.168,1.159,13688,13700,7093,7048,3451,3429
F09,Sample X69,A,1.144,1.144,16837,16747,8735,8682,4246,4234
F10,Sample X70,A,1.124,1.128,21552,21541,11226,11176,5446,5419
F11,Sample X71,A,1.091,1.106,24212,24028,12530,12496,6063,6014
F12,Sample X72,A,1.046,1.054,30214,29700,15749,15424,7612,7458
H03,Blank B,A,0.059,0.053,2182,2144,1129,1107,552,540
H04,Blank B,A,0.063,0.058,2155,2150,1109,1115,546,545
H05,Negative control N,A,1.22,1.211,3897,3911,2023,2021,989,980
H06,Negative control N,A,1.219,1.201,3876,3914,2015,2023,981,971
H07,Blank B,B,0.083,0.082,2093,2059,1089,1077,530,527
H08,Blank B,B,0.053,0.053,2083,2095,1088,1083,536,523
H09,Negative control N,B,1.155,1.16,4161,4185,2151,2153,1047,1042
H10,Negative control N,B,1.148,1.155,4150,4175,2162,2146,1047,1053
H11,Positive control P,B,1.137,1.167,47810,46864,25013,24294,12148,11828
H12,Positive control P,B,1.16,1.114,50157,48747,26181,25275,12719,12255
