Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.25,1.232,3430,3449,1767,1784,862,877
A02,Sample X2,A,1.216,1.221,3715,3761,1922,1958,929,951
A03,Sample X3,A,1.193,1.203,3820,3871,1974,2019,957,975
A04,Sample X4,A,1.152,1.151,3859,3914,2004,2042,958,987
A05,Sample X5,A,1.164,1.163,4009,4098,2061,2115,1000,1026
A06,Sample X6,A,1.16,1.136,4024,4115,2102,2146,1012,1037
A07,Sample X7,A,1.294,1.302,3497,3551,1808,1839,876,891
A08,Sample X8,A,1.244,1.254,3473,3513,1785,1824,869,884
A09,Sample X9,A,1.235,1.228,3434,3471,1796,1817,863,873
A10,Sample X10,A,1.208,1.203,3435,3461,1797,1815,862,872
A11,Sample X11,A,1.197,1.203,3433,3480,1777,1812,862,875
A12,Sample X12,A,1.147,1.176,3416,3445,1767,1793,859,867
B01,Sample X13,A,1.497,1.462,4160,4218,2161,2188,1044,1064
B02,Sample X14,A,1.463,1.493,7849,8117,4062,4168,1959,2019
B03,Sample X15,A,1.429,1.441,8529,8860,4366,4570,2118,2195
B04,Sample X16,A,1.428,1.395,9349,9604,4808,4959,2321,2414
B05,Sample X17,A,1.406,1.388,9607,9922,4930,5136,2374,2478
B06,Sample X18,A,1.379,1.376,9591,9823,4924,5083,2361,2458
B07,Sample X19,A,1.49,1.488,3828,3903,1993,2021,966,980
B08,Sample X20,A,1.44,1.435,4012,4077,2078,2093,1004,1016
B09,Sample X21,A,1.409,1.406,4047,4092,2081,2120,1014,1027
B10,Sample X22,A,1.39,1.378,4002,4109,2076,2118,1002,1032
B11,Sample X23,A,1.397,1.379,4080,4122,2097,2127,1018,1038
B12,Sample X24,A,1.321,1.342,4146,4171,2128,2185,1030,1060
C01,Sample X25,A,1.407,1.402,4389,4445,2281,2320,1106,1125
C02,Sample X26,A,1.175,1.158,11159,13014,5632,6583,2614,3122
C03,Sample X27,A,1.339,1.337,26419,27497,13588,14101,6556,6825
C04,Sample X28,A,1.332,1.33,25993,27077,13365,13956,6402,6695
C05,Sample X29,A,1.317,1.31,27411,28484,14124,14680,6810,7076
C06,Sample X30,A,1.287,1.263,26966,28046,13953,14393,6688,6948
C07,Sample X31,A,1.58,1.565,4275,4310,2213,2237,1066,1095
C08,Sample X32,A,1.242,1.226,4248,4456,2164,2303,1044,1108
C09,Sample X33,A,1.506,1.483,6590,6789,3399,3522,1644,1697
C10,Sample X34,A,1.494,1.477,6675,6791,3431,3520,1656,1704
C11,Sample X35,A,1.484,1.53,6503,6652,3378,3442,1634,1670
C12,Sample X36,A,1.409,1.424,6748,6956,3496,3585,1701,1723
D01,Sample X37,A,1.536,1.498,5096,5197,2637,2670,1285,1303
D02,Sample X38,A,1.212,1.199,26203,31351,13141,15857,6068,7469
D03,Sample X39,A,1.189,1.172,36962,43373,18453,21971,8620,10314
D04,Sample X40,A,1.438,1.442,97469,100619,50344,52153,24229,25126
D05,Sample X41,A,1.447,1.418,104581,107903,54235,55684,26271,26965
D06,Sample X42,A,1.369,1.362,101799,104270,52379,54138,25306,26156
D07,Sample X43,A,1.199,1.182,3463,3531,1780,1838,867,888
D08,Sample X44,A,1.505,1.484,13458,13815,6949,7098,3344,3456
D09,Sample X45,A,1.488,1.44,16737,17259,8618,8884,4149,4293
D10,Sample X46,A,1.427,1.412,17473,18055,8999,9286,4341,4462
