Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
C05,Sample X29,A,1.3,1.251,42732,42860,22100,22305,10751,10715
C06,Sample X30,A,1.266,1.22,42387,42425,22020,21992,10638,10590
C07,Sample X31,A,1.405,1.353,3785,3744,1956,1951,949,952
C08,Sample X32,A,1.362,1.301,3831,3811,1981,1979,957,962
C09,Sample X33,A,1.31,1.25,3752,3747,1944,1937,945,950
C10,Sample X34,A,1.269,1.245,3773,3715,1951,1939,941,935
C11,Sample X35,A,1.24,1.261,3704,3700,1933,1917,937,930
C12,Sample X36,A,1.218,1.076,3749,3681,1944,1921,942,935
D01,Sample X37,A,1.393,1.314,6506,6432,3390,3342,1647,1628
D02,Sample X38,A,1.362,1.336,72240,71731,37281,37149,17970,18009
D03,Sample X39,A,1.256,1.243,85222,85549,44153,44454,21238,21522
D04,Sample X40,A,1.329,1.302,115948,116521,59994,60387,28783,29250
D05,Sample X41,A,1.292,1.284,123911,124076,64842,64888,31044,31211
D06,Sample X42,A,1.291,1.269,123120,124029,64063,64496,30902,30989
D07,Sample X43,A,1.405,1.359,3791,3800,1979,1977,951,961
D08,Sample X44,A,1.366,1.322,4392,4455,2282,2306,1106,1122
D09,Sample X45,A,1.323,1.284,4524,4577,2351,2358,1137,1151
D10,Sample X46,A,1.28,1.24,4430,4424,2290,2299,1105,1120
D11,Sample X47,A,1.146,1.145,3792,3871,1964,2008,950,968
D12,Sample X48,A,1.175,1.041,4714,4710,2474,2432,1202,1184
E01,Sample X49,A,1.42,1.327,6036,5951,3155,3105,1537,1510
E02,Sample X50,A,1.381,1.374,73153,72739,38032,37840,18281,18340
E03,Sample X51,A,1.37,1.32,126553,126100,66113,65646,31743,31873
E04,Sample X52,A,1.368,1.326,152131,152302,79411,79334,38295,38523
E05,Sample X53,A,1.306,1.255,162568,162509,85137,84532,41169,41131
E06,Sample X54,A,1.316,1.252,166256,166502,86874,86686,42050,42127
E07,Sample X55,A,1.404,1.34,3852,3866,2003,1987,968,974
E08,Sample X56,A,1.35,1.3,6404,6600,3351,3392,1606,1625
E09,Sample X57,A,1.324,1.265,7278,7430,3736,3806,1809,1838
E10,Sample X58,A,1.266,1.214,7069,7158,3646,3698,1767,1789
E11,Sample X59,A,1.235,1.207,7145,7202,3679,3706,1787,1803
E12,Sample X60,A,1.167,1.056,8673,8607,4496,4438,2194,2160
F01,Sample X61,A,1.471,1.372,6187,6155,3225,3195,1576,1545
F02,Sample X62,A,1.435,1.328,87535,86292,45621,44970,22069,21820
F03,Sample X63,A,1.417,1.313,137790,136830,71811,71129,35103,34527
F04,Sample X64,A,1.383,1.287,162444,161999,85348,84274,41604,41061
F05,Sample X65,A,1.354,1.256,174830,172465,91355,90602,44676,44012
F06,Sample X66,A,1.339,1.225,179832,178154,93781,93034,45817,45245
F07,Sample X67,A,1.442,1.35,4008,3992,2076,2089,1006,1001
F08,Sample X68,A,1.414,1.315,7383,7497,3811,3861,1862,1869
F09,Sample X69,A,1.363,1.269,14250,14318,7345,7452,3573,3590
F10,Sample X70,A,1.349,1.248,14282,14360,7411,7392,3586,3591
F11,Sample X71,A,1.204,1.1,6867,7085,3525,3643,1697,1755
F12,Sample X72,A,1.217,1.085,10370,10251,5445,5301,2662,2588
H03,Blank B,A,0.049,0.048,2087,2064,1085,1066,536,516
H04,Blank B,A,0.05,0.047,2086,2029,1077,1061,527,520
H05,Negative control N,A,1.651,1.582,4057,4027,2121,2102,1024,1018
H06,Negative control N,A,1.666,1.52,3973,3965,2058,2036,998,997
H07,Blank B,B,0.05,0.049,2082,2050,1076,1078,522,521
H08,Blank B,B,0.049,0.048,2105,2066,1082,1066,527,522
H09,Negative control N,B,1.829,1.718,4541,4502,2355,2341,1150,1138
H10,Negative control N,B,1.841,1.764,4549,4518,2350,2324,1144,1139
H11,Positive control P,B,1.832,1.736,98198,96283,51009,50152,24999,24389
H12,Positive control P,B,1.68,1.61,93604,90778,48616,47481,24035,23095
