Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.482,1.282,3810,3785,1993,1958,971,967
A02,Sample X2,A,1.41,1.318,3876,3838,2011,1989,989,970
A03,Sample X3,A,1.412,1.306,3894,3834,2010,1994,983,976
A04,Sample X4,A,1.413,1.328,3845,3849,2001,1990,986,976
A05,Sample X5,A,1.371,1.28,3821,3793,1975,1956,965,959
A06,Sample X6,A,1.318,1.242,3823,3773,1980,1958,961,947
A07,Sample X7,A,1.443,1.338,3972,3957,2090,2067,1018,995
A08,Sample X8,A,1.387,1.286,4241,4209,2190,2187,1072,1058
A09,Sample X9,A,1.431,1.322,4388,4309,2267,2257,1092,1097
A10,Sample X10,A,1.396,1.297,4433,4375,2311,2266,1121,1112
A11,Sample X11,A,1.358,1.312,4470,4404,2305,2284,1124,1108
A12,Sample X12,A,1.331,1.178,4380,4343,2272,2263,1117,1096
B01,Sample X13,A,1.479,1.324,3835,3784,1982,1968,974,960
B02,Sample X14,A,1.433,1.448,4209,4205,2191,2183,1071,1060
B03,Sample X15,A,1.391,1.425,4389,4376,2306,2259,1122,1096
B04,Sample X16,A,1.384,1.375,4434,4437,2310,2293,1119,1106
B05,Sample X17,A,1.36,1.345,4450,4419,2322,2299,1124,1110
B06,Sample X18,A,1.338,1.32,4368,4339,2272,2251,1111,1103
B07,Sample X19,A,1.549,1.544,4525,4483,2356,2345,1151,1145
B08,Sample X20,A,1.53,1.525,7594,7476,3941,3869,1906,1896
B09,Sample X21,A,1.488,1.487,8668,8615,4527,4453,2191,2160
B10,Sample X22,A,1.473,1.461,9285,9215,4827,4785,2343,2323
B11,Sample X23,A,1.429,1.445,10509,10369,5432,5388,2628,2601
B12,Sample X24,A,1.374,1.35,15866,15550,8268,8063,4029,3897
C01,Sample X25,A,1.435,1.34,3979,3943,2066,2040,1005,990
C02,Sample X26,A,1.413,1.397,6924,6903,3623,3580,1744,1740
C03,Sample X27,A,1.409,1.399,8314,8316,4342,4300,2095,2086
C04,Sample X28,A,1.391,1.366,8900,8873,4600,4599,2234,2230
