gate,K1,K2,n1,n2,ymin1,ymin2,ymax1,ymax2
e11x32NrdA2,0.04612568917802445,1.2409591885214226,3.9999999999999996,1.3499442905480257,0.063324812952175,0.0071523946463238515,1.816576513087138,1.3606903484613335
e15x32gp411,0.04236550816536144,21.563853564816647,2.9907662056680744,0.6590984175709695,0.08647332132234507,0.012091845937618466,1.8747201700935825,1.8747201700935132
e16x32M86,1.2131844627205925,0.8361340060667404,2.3064758258709093,1.8381607139020901,0.013458508091937191,0.010543695862963305,1.9473446854847742,1.947344685615445
e17x30STSspDnaXLS7,0.013789271862778141,0.6266132362034827,2.4478155580766328,1.3770834786560493,0.10411489661285035,0.03746454355818732,2.0094623398211406,2.2304854868844166
e20x30STsSspDnaX,0.03301867931428853,2.3971624701385186,1.4632678280347442,0.6863583625764283,0.04778914963628206,0.01919320463185956,2.7576924342334017,2.2612904205364135
e22x33NrdA2,0.03594529931739874,30.956506637814453,1.922652697041126,0.594449258199738,4.018426947055133e-38,0.005117032250528137,2.8855617395098525,2.9629870489583667
e11x32NrdJ1,0.02721101337102003,1.2749415126878445,1.6728722373415117,1.6575847682264608,1.1570662631834595e-13,0.03038965478361177,2.2925459590395643,2.0997965897439013
e15x30SspGyrB,0.06603129980736255,142.2773609168943,1.2537405073134158,0.5247287518174066,7.038456080821022e-17,0.007598389043302394,3.7008671215755093,3.7008671215755093
e16x30STsSspDnaX,0.04186203436734679,1.0264368284097098,1.3159861776102713,1.1663709883874993,2.838186193762493e-41,0.03637686765594078,2.3054903926750727,2.0835352222242665
e17x32M86LS1,0.07479349530021921,71.98164041407561,1.363265728645201,0.704893749074767,1.08132748948855e-25,0.003909773030076428,3.992502597986405,3.9925025979863977
e22x33NrdA2,0.042905804545951214,2.062058079408891,3.9999999999999964,1.358748426991903,0.047522555456618064,0.0072726717303249165,1.2140536941156255,1.2335034416060089
e26x30STPhoRadA,0.045673097757215175,3.28285819860691,1.5083323763680578,2.570847041847106,0.0003543296339395238,0.027057956856806595,0.611296460773199,0.611296460773199
e22x32NrdA2,0.042401303477447645,2.294352634310114,2.186684455708944,1.3650199053510557,0.030553725182319958,0.00974578110480369,1.4400916632422185,1.4487290438623839
e26x32NrdA2,0.043783012273115846,2.5260848896273465,2.3026480941655096,3.9999999999978564,0.017576356796000364,0.046305694838903726,0.4105950656851752,0.4105950656851752
e17x32gp411,0.023315158601625793,1.9132972924334648,2.1125101759401694,1.154844650739404,0.0025137984293523786,0.009828405481759585,1.7618492017579792,1.8121045308969588
e20x30gp418,0.04786316683966954,3.9039642205325733,1.239514498061928,0.7329068054839785,0.05523799580270574,0.015163868954922556,2.2624980725539374,2.4960963267069567
e22x32gp411,0.1635004551391224,2.224122740037893,0.41757989476144,1.6476367852991014,0.009366449097163148,0.013601311991755627,1.2725868017321642,1.2769434162128115
e17x32NrdA2,0.04106786752303598,7.041783910279821,1.3182459364187902,0.6684176224950183,2.074646645948299e-38,0.012634162554587026,2.580193515500681,2.5745560828395284
e20x32NrdJ1,0.046867809567168954,1.795768699626372,1.283246814214309,1.2844445922973726,3.084587135424317e-24,0.023913254244852408,1.8496956240967621,1.8733939860050368
e22x30STsSspDnaX,0.7349515540754076,2.9335886804776234,0.7317546850575775,1.5302322281111278,0.03916933823008394,0.022300039280009433,1.4773286284087175,1.4773286284087175
e16x30STPhoRadA,0.04232560985853102,7.083301024309577,1.1458380132491606,0.9596588819474395,1.3248461068833825e-36,0.008272683238067114,2.1296557079981437,2.142260263208794
e20x32M86,0.6564988820050467,2.897341426197555,3.9999999999996736,2.474090585244001,2.0272808433083738e-23,0.021892470417891843,1.1134128615869365,1.1134128615869365
e11x33NrdA2,1.052578545880743,1.3675279825578632,3.9999999999999996,3.9999999999999996,7.340960580747624e-42,2.7798936190694396e-18,3.5087647019548514,3.5087647019548514
e15x32STIMPDH1,0.10604348042803903,7.361515991660959,3.154449170265227,1.136121065396428,0.00465640930442734,4.570625082335376e-16,1.8081000434238308,1.8668564620901849
e16x32STPhoRadA,1.128137565254947,2.8022444781877205,3.167298253227859,1.968735914497821,0.00524565088304805,0.027926916642489596,4.167051850103519,4.167051850103577
e17x33NrdA2,0.14902877562556957,41.53549234250822,2.1344595012456193,0.7700901626233821,4.126920144628272e-18,0.008678506268790551,2.922548699797501,2.922548699797501
e22x30gp418,0.3101977468829867,3.7518086826769057,2.622096619135148,2.2919645567770686,0.10648283133322299,0.04746770649494075,0.8363451547735662,1.0839484111885833
e20x32STIMPDH1,0.15220177451372224,4.689558462627481,1.7205954116269235,0.8696425594192362,7.370787875570864e-14,0.018465627478643266,1.0045854502156935,1.0045854502156935
e22x30SspGyrB,0.9890087686494548,3.509140311910252,2.302497158610917,1.3590841587883364,0.03623165343062924,0.033352683211756724,2.7882229352836467,2.7882229352836467
e32x32NrdJ1,0.13851132685640752,5.719111017972643,1.8910054553792481,0.9774749996578151,0.04100900866636445,0.023957086106510324,0.9677893441371471,0.9677893441371471
e34x30STNpuSspS2,0.07825366892097713,5.100317657536677,3.599069335945669,1.3002524699106548,0.07886057845383816,0.006620187569772604,1.6005939995489982,3.080450837442288
e38x32M86,0.2562812725825528,6.302234668970971,2.7497497932375556,1.3733114001032072,0.10611485730011036,0.018662593223565584,1.2173253812723028,1.6903365949251843
e41x30STsSspDnaX,0.1003072451348081,28.821384032496596,3.0171292143907356,0.9306246165440656,0.04377306192689353,0.0028488376766080564,3.72593152926526,3.7099042798497344
e17x30STPhoRadA,0.4225728847906205,7.012703452597106,2.2410096491425717,1.4852963999431015,0.06358780999329204,0.011261566502928812,1.729296448463653,1.9460935101378054
e34x30STPhoRadA,0.18295930342307706,0.5464095737285606,1.557896867733125,1.3387743136026544,0.01250620005226161,0.03930140427718327,0.5158552475815258,0.5158552475803303
e15x30STPhoRadA,0.41057838657564916,2.131081706187993,1.3386902458823613,1.849248843663391,3.6242207767360523e-12,0.006248998697925521,0.8808664832009251,0.8525515160181167
e15x30NpuSspS1,0.29836925208896836,2.0967276528938754,3.9999999999999805,3.9999999999999996,0.013358469149097196,0.006558392838381769,0.4367752706118111,0.4367752706118111
e15x32STPhoRadA,0.1758971919976671,3.8297341099996483,3.9999999999999996,1.4443652377304186,0.014393526106758722,0.019848884939918213,0.7209340069559507,0.7209340069559507
e17x33NrdJ1,0.25733329030429736,1.298313218612611,2.4489957241191203,3.1544035654615925,0.008248499438652324,0.023313361673669746,1.4570972564797011,1.6472325730807176
e17x32NrdJ1,0.19606789270537014,1.3473550691704252,2.1991743887026556,1.859307986646574,0.020004107665995714,0.01996801492155837,1.8302320498400395,1.8536964379651977
e17x32gp418,0.4474339149482325,1.2659783450790631,2.3790812092051783,3.9999999999999996,0.012716416138743136,0.017449869647365425,0.6381805847564778,0.6452966288718653
e20x33NrdJ1,0.2665550738769572,1.2641287156798964,2.1489565821259577,3.3348878672662408,0.01316327195529601,0.02802594905238283,1.646808611003585,1.8444868818340714
e20x30STIMPDH1,0.0922352538269099,1.684674201879962,1.7816658800922618,1.2538042967584029,0.1177879918044897,0.05157853106269611,0.9186451503394316,4.200105841744967
e20x30MjaKlbA,0.11470084136739213,28.687530076384697,2.024586000725677,0.6648006480552556,0.06514570503474475,0.004213121097062526,2.911820350556457,2.9014586166200735
