Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.147,1.133,3536,3550,1828,1849,886,905
A02,Sample X2,A,1.176,1.166,3541,3586,1838,1859,886,900
A03,Sample X3,A,1.175,1.145,3527,3548,1827,1858,885,893
A04,Sample X4,A,1.161,1.138,3477,3543,1796,1839,876,887
A05,Sample X5,A,1.188,1.127,3475,3499,1794,1817,871,883
A06,Sample X6,A,1.152,1.11,3451,3473,1786,1797,859,879
A07,Sample X7,A,1.077,1.052,3314,3367,1716,1744,832,837
A08,Sample X8,A,1.07,1.052,3297,3368,1708,1749,832,845
A09,Sample X9,A,1.067,1.05,3288,3332,1690,1722,818,832
A10,Sample X10,A,1.06,1.038,3255,3296,1666,1711,817,831
A11,Sample X11,A,1.051,1.039,3233,3264,1677,1719,811,829
A12,Sample X12,A,1.011,1.015,3234,3273,1678,1689,804,819
B01,Sample X13,A,1.14,1.148,3478,3496,1792,1826,867,881
B02,Sample X14,A,1.155,1.156,3476,3532,1799,1823,875,885
B03,Sample X15,A,1.164,1.144,3491,3534,1800,1825,871,888
B04,Sample X16,A,1.141,1.126,3454,3496,1789,1828,864,884
B05,Sample X17,A,1.143,1.118,3424,3511,1791,1820,866,876
B06,Sample X18,A,1.131,1.11,3422,3470,1766,1808,861,872
B07,Sample X19,A,1.142,1.122,3446,3506,1790,1826,867,879
B08,Sample X20,A,1.148,1.131,3465,3519,1798,1818,867,880
B09,Sample X21,A,1.15,1.135,3418,3505,1787,1824,860,877
B10,Sample X22,A,1.103,1.082,3350,3406,1749,1758,833,855
B11,Sample X23,A,1.131,1.109,3338,3388,1723,1762,828,847
B12,Sample X24,A,1.079,1.084,3359,3392,1727,1769,839,858
C01,Sample X25,A,1.134,1.144,3439,3481,1789,1807,863,879
C02,Sample X26,A,1.16,1.141,3421,3470,1785,1799,858,874
C03,Sample X27,A,1.148,1.143,3429,3459,1771,1801,857,866
C04,Sample X28,A,1.142,1.135,3408,3442,1770,1783,847,860
C05,Sample X29,A,1.107,1.084,3329,3359,1734,1755,833,849
C06,Sample X30,A,1.125,1.106,3348,3376,1752,1776,846,857
C07,Sample X31,A,1.134,1.112,3433,3488,1776,1801,856,868
C08,Sample X32,A,1.133,1.113,3383,3457,1762,1782,849,866
C09,Sample X33,A,1.122,1.107,3360,3416,1734,1773,846,861
C10,Sample X34,A,1.098,1.082,3331,3362,1728,1737,835,842
C11,Sample X35,A,1.082,1.067,3310,3342,1717,1736,822,844
C12,Sample X36,A,1.03,1.061,3393,3453,1759,1795,849,868
D01,Sample X37,A,1.139,1.148,3458,3500,1801,1821,868,883
D02,Sample X38,A,1.147,1.138,3468,3519,1817,1826,872,887
D03,Sample X39,A,1.165,1.159,3500,3555,1831,1831,880,901
D04,Sample X40,A,1.177,1.153,3505,3557,1815,1843,880,894
D05,Sample X41,A,1.165,1.138,3474,3505,1788,1824,867,884
D06,Sample X42,A,1.128,1.094,3626,3664,1871,1889,908,926
D07,Sample X43,A,1.166,1.137,3499,3532,1803,1836,872,895
D08,Sample X44,A,1.156,1.132,3608,3667,1861,1893,907,919
D09,Sample X45,A,1.142,1.125,3811,3833,1982,1996,948,970
D10,Sample X46,A,1.111,1.075,4155,4198,2132,2184,1030,1058
D11,Sample X47,A,1.132,1.104,4238,4305,2184,2232,1051,1086
D12,Sample X48,A,1.079,1.081,4605,4655,2395,2435,1145,1173
E01,Sample X49,A,1.216,1.222,3671,3727,1906,1932,923,936
E02,Sample X50,A,1.232,1.215,3912,3947,2008,2042,972,991
E03,Sample X51,A,1.214,1.2,3970,4030,2069,2099,997,1009
E04,Sample X52,A,1.201,1.192,4064,4102,2090,2116,1013,1027
E05,Sample X53,A,1.199,1.175,4091,4132,2105,2143,1032,1043
E06,Sample X54,A,1.179,1.162,4173,4262,2147,2202,1048,1060
E07,Sample X55,A,1.165,1.156,3573,3607,1837,1880,895,907
E08,Sample X56,A,1.167,1.16,3736,3778,1923,1950,933,943
E09,Sample X57,A,1.148,1.137,4129,4198,2139,2182,1030,1056
E10,Sample X58,A,1.133,1.112,4388,4437,2275,2296,1095,1112
E11,Sample X59,A,1.084,1.073,4016,4120,2091,2126,1004,1029
E12,Sample X60,A,1.087,1.1,5705,5832,2948,3013,1425,1453
F01,Sample X61,A,1.161,1.123,3483,3543,1800,1819,876,887
F02,Sample X62,A,1.142,1.125,5087,5128,2602,2662,1269,1296
F03,Sample X63,A,1.16,1.145,6998,7106,3614,3661,1739,1789
F04,Sample X64,A,1.146,1.144,8108,8244,4212,4275,2023,2086
F05,Sample X65,A,1.126,1.132,8922,9081,4639,4696,2235,2296
F06,Sample X66,A,1.103,1.115,9579,9802,4973,5055,2393,2453
F07,Sample X67,A,1.149,1.142,3557,3619,1846,1881,907,914
F08,Sample X68,A,1.135,1.138,3867,3910,1988,2023,966,983
F09,Sample X69,A,1.124,1.136,4346,4453,2264,2281,1089,1110
F10,Sample X70,A,1.118,1.111,5164,5268,2673,2717,1298,1318
F11,Sample X71,A,1.108,1.11,5812,5883,2989,3035,1438,1479
F12,Sample X72,A,1.065,1.07,7540,7680,3881,3955,1876,1906
H03,Blank B,A,0.052,0.049,2023,2041,1049,1064,510,519
H04,Blank B,A,0.053,0.05,2009,2054,1048,1053,509,515
H05,Negative control N,A,1.185,1.19,3521,3514,1813,1827,875,883
H06,Negative control N,A,1.15,1.172,3399,3418,1768,1787,855,871
H07,Blank B,B,0.053,0.049,2001,2036,1052,1056,499,516
H08,Blank B,B,0.053,0.05,2006,2029,1049,1050,512,512
H09,Negative control N,B,1.208,1.232,4050,4098,2111,2122,1018,1035
H10,Negative control N,B,1.237,1.249,4157,4168,2145,2178,1043,1052
H11,Positive control P,B,1.27,1.275,44190,45192,22882,23339,10986,11259
H12,Positive control P,B,1.267,1.272,45077,46264,23247,23834,11200,11561
