Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
D01,Sample X37,A,1.303,1.288,3481,3485,1791,1821,876,881
D02,Sample X38,A,1.329,1.329,3458,3521,1815,1819,881,885
D03,Sample X39,A,1.35,1.324,3477,3493,1794,1804,874,882
D04,Sample X40,A,1.316,1.318,3433,3472,1801,1804,866,869
D05,Sample X41,A,1.282,1.251,3407,3414,1770,1773,851,868
D06,Sample X42,A,1.244,1.22,3377,3402,1764,1763,841,860
D07,Sample X43,A,1.42,1.411,3507,3538,1816,1832,884,899
D08,Sample X44,A,1.367,1.371,3467,3531,1810,1830,878,890
D09,Sample X45,A,1.349,1.33,3451,3456,1788,1800,868,870
D10,Sample X46,A,1.322,1.303,3407,3413,1780,1781,852,865
D11,Sample X47,A,1.282,1.292,3378,3435,1750,1759,849,861
D12,Sample X48,A,1.22,1.235,3370,3387,1746,1759,849,856
E01,Sample X49,A,1.417,1.416,3618,3620,1880,1889,910,915
E02,Sample X50,A,1.376,1.391,3574,3609,1849,1865,901,911
E03,Sample X51,A,1.388,1.38,3633,3689,1872,1909,916,930
E04,Sample X52,A,1.349,1.348,3691,3685,1913,1930,929,929
E05,Sample X53,A,1.321,1.301,3672,3712,1914,1933,928,937
E06,Sample X54,A,1.306,1.277,3690,3724,1923,1937,935,943
E07,Sample X55,A,1.466,1.43,3586,3608,1846,1867,901,902
E08,Sample X56,A,1.42,1.392,3609,3643,1859,1882,904,911
E09,Sample X57,A,1.379,1.353,3597,3628,1872,1879,900,918
E10,Sample X58,A,1.356,1.35,3595,3646,1869,1872,906,911
E11,Sample X59,A,1.318,1.34,3585,3601,1855,1864,901,908
E12,Sample X60,A,1.267,1.271,3595,3598,1853,1866,903,907
F01,Sample X61,A,1.409,1.384,3607,3616,1873,1885,912,915
F02,Sample X62,A,1.392,1.387,3658,3643,1884,1889,916,921
F03,Sample X63,A,1.347,1.371,3661,3701,1910,1915,918,930
F04,Sample X64,A,1.359,1.352,3791,3804,1960,1978,954,949
F05,Sample X65,A,1.333,1.323,3776,3830,1951,1979,959,952
F06,Sample X66,A,1.291,1.282,3787,3818,1973,1979,943,951
F07,Sample X67,A,1.526,1.528,3740,3780,1933,1952,941,952
F08,Sample X68,A,1.47,1.479,3770,3794,1944,1972,946,958
F09,Sample X69,A,1.454,1.461,3817,3813,1963,1985,956,958
F10,Sample X70,A,1.409,1.413,3776,3786,1964,1970,952,958
F11,Sample X71,A,1.384,1.395,3798,3815,1963,1966,951,953
F12,Sample X72,A,1.316,1.313,3804,3843,1979,1992,959,961
H03,Blank B,A,0.056,0.055,1824,1836,953,947,466,463
H04,Blank B,A,0.052,0.049,1834,1820,953,960,468,468
H05,Negative control N,A,1.835,1.794,4010,4003,2085,2084,1011,1013
H06,Negative control N,A,1.783,1.796,4020,4053,2108,2095,1022,1020
H07,Blank B,B,0.053,0.049,1817,1830,941,954,464,464
H08,Blank B,B,0.053,0.049,1818,1829,952,952,462,465
H09,Negative control N,B,1.904,1.914,4576,4632,2359,2391,1148,1147
H10,Negative control N,B,1.786,1.814,4366,4378,2252,2272,1091,1101
H11,Positive control P,B,1.79,1.82,88158,87686,45765,45437,22077,22066
H12,Positive control P,B,1.782,1.752,89434,88056,46481,45850,22626,22255
