Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.187,1.089,4167,4093,2159,2128,1050,1042
A02,Sample X2,A,1.182,1.089,4439,4360,2310,2273,1120,1104
A03,Sample X3,A,1.182,1.087,4570,4512,2387,2341,1163,1136
A04,Sample X4,A,1.156,1.076,4799,4722,2492,2471,1223,1197
A05,Sample X5,A,1.163,1.096,4920,4854,2547,2534,1249,1234
A06,Sample X6,A,1.164,1.082,5011,4947,2613,2571,1282,1249
A07,Sample X7,A,1.151,1.073,4020,3978,2086,2077,1014,1010
A08,Sample X8,A,1.17,1.095,4111,4083,2123,2128,1044,1030
A09,Sample X9,A,1.146,1.068,4124,4086,2140,2122,1048,1026
A10,Sample X10,A,1.145,1.074,4131,4094,2146,2123,1043,1035
A11,Sample X11,A,1.112,1.037,4074,3989,2109,2072,1020,1006
A12,Sample X12,A,1.092,0.997,4077,4032,2122,2093,1029,1013
B01,Sample X13,A,1.239,1.164,4416,4354,2310,2261,1107,1103
B02,Sample X14,A,1.279,1.244,7104,6921,3692,3588,1785,1754
B03,Sample X15,A,1.266,1.248,10086,9879,5270,5137,2540,2490
B04,Sample X16,A,1.235,1.225,13388,13005,6977,6846,3385,3308
B05,Sample X17,A,1.209,1.204,15218,14738,7853,7662,3813,3727
B06,Sample X18,A,1.187,1.179,16733,16318,8701,8496,4209,4128
B07,Sample X19,A,1.206,1.195,4263,4181,2198,2195,1071,1060
B08,Sample X20,A,1.214,1.188,6586,6421,3391,3338,1653,1620
B09,Sample X21,A,1.209,1.182,8821,8595,4567,4498,2208,2176
B10,Sample X22,A,1.215,1.195,10164,9886,5277,5195,2566,2523
B11,Sample X23,A,1.176,1.175,9613,9403,5011,4896,2429,2379
B12,Sample X24,A,1.161,1.054,4355,4282,2283,2241,1112,1089
C01,Sample X25,A,1.242,1.168,4250,4212,2221,2180,1077,1072
C02,Sample X26,A,1.268,1.224,5020,4939,2621,2557,1266,1247
C03,Sample X27,A,1.259,1.238,5594,5522,2909,2877,1412,1398
C04,Sample X28,A,1.222,1.203,6029,5983,3145,3110,1525,1507
C05,Sample X29,A,1.27,1.234,6571,6448,3406,3368,1648,1630
