Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
C06,Sample X30,A,1.238,1.21,6654,6591,3454,3428,1696,1656
C07,Sample X31,A,1.262,1.247,4352,4319,2264,2218,1098,1092
C08,Sample X32,A,1.191,1.16,4292,4327,2242,2244,1081,1085
C09,Sample X33,A,1.196,1.197,4603,4569,2371,2394,1144,1156
C10,Sample X34,A,1.242,1.224,5144,5123,2682,2652,1300,1294
C11,Sample X35,A,1.197,1.217,5174,5091,2687,2659,1306,1287
C12,Sample X36,A,1.186,1.13,36380,35486,19010,18481,9268,8950
D01,Sample X37,A,1.217,1.153,4310,4244,2241,2213,1085,1073
D02,Sample X38,A,1.183,1.175,5566,5605,2899,2902,1399,1408
D03,Sample X39,A,1.254,1.24,8907,8807,4641,4558,2268,2228
D04,Sample X40,A,1.236,1.216,11217,11019,5833,5752,2839,2782
D05,Sample X41,A,1.229,1.21,13186,12996,6845,6757,3331,3284
D06,Sample X42,A,1.241,1.216,27768,27376,14394,14273,7028,6915
D07,Sample X43,A,1.267,1.251,4998,4951,2600,2584,1268,1249
D08,Sample X44,A,1.252,1.239,36084,35450,18910,18440,9064,8943
D09,Sample X45,A,1.244,1.262,72046,70294,37475,36690,18129,17806
D10,Sample X46,A,1.221,1.213,103065,101039,53597,52907,26106,25642
D11,Sample X47,A,1.11,1.128,90904,93396,46736,48294,22403,23313
D12,Sample X48,A,1.191,1.107,117255,114226,61412,59572,30104,28978
E01,Sample X49,A,1.236,1.16,4493,4410,2332,2298,1143,1113
E02,Sample X50,A,1.283,1.267,14697,14340,7612,7467,3719,3623
E03,Sample X51,A,1.263,1.252,26939,26351,14060,13683,6818,6676
E04,Sample X52,A,1.264,1.266,39645,38508,20630,20146,9994,9814
E05,Sample X53,A,1.265,1.26,46115,44997,24049,23442,11708,11453
E06,Sample X54,A,1.265,1.258,51342,50030,26681,26126,12912,12648
E07,Sample X55,A,1.253,1.243,5023,4984,2629,2582,1274,1259
E08,Sample X56,A,1.234,1.221,35468,34280,18414,17923,8961,8729
E09,Sample X57,A,1.243,1.218,66241,64467,34715,33710,16718,16356
E10,Sample X58,A,1.237,1.22,107003,104307,55624,54381,27070,26547
E11,Sample X59,A,1.197,1.192,114427,111566,59934,58137,28997,28261
E12,Sample X60,A,1.162,1.103,147106,143015,77181,74762,37638,36222
F01,Sample X61,A,1.188,1.138,4417,4352,2291,2254,1122,1102
F02,Sample X62,A,1.215,1.158,14333,14022,7481,7260,3643,3532
F03,Sample X63,A,1.207,1.165,26267,25755,13726,13366,6660,6480
F04,Sample X64,A,1.2,1.165,42690,42052,22211,21790,10785,10511
F05,Sample X65,A,1.208,1.16,53204,52100,27710,27135,13494,13109
F06,Sample X66,A,1.198,1.135,59682,58733,31051,30512,15183,14782
F07,Sample X67,A,1.203,1.154,4902,4799,2538,2501,1242,1225
F08,Sample X68,A,1.204,1.139,33991,32985,17724,17179,8652,8375
F09,Sample X69,A,1.212,1.161,77497,75460,40459,39235,19715,19038
F10,Sample X70,A,1.222,1.158,123723,121322,64864,63114,31613,30733
F11,Sample X71,A,1.192,1.135,140451,137044,73559,72026,35951,34907
F12,Sample X72,A,1.133,1.068,164957,159631,86622,83304,42353,40514
H03,Blank B,A,0.05,0.049,2185,2146,1137,1110,554,547
H04,Blank B,A,0.049,0.049,2179,2148,1139,1116,554,551
H05,Negative control N,A,1.285,1.22,4029,3974,2084,2077,1013,1006
H06,Negative control N,A,1.288,1.226,4011,3973,2111,2081,1014,1005
H07,Blank B,B,0.052,0.051,2159,2130,1129,1108,549,544
H08,Blank B,B,0.054,0.052,2187,2165,1135,1126,557,545
H09,Negative control N,B,1.248,1.205,4327,4263,2242,2218,1092,1081
H10,Negative control N,B,1.222,1.203,4300,4252,2241,2230,1094,1082
H11,Positive control P,B,1.254,1.193,55829,53649,29030,28100,14140,13648
H12,Positive control P,B,1.171,1.159,55358,52928,28906,27765,14128,13484
