Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.198,1.197,3588,3600,1876,1879,912,914
A02,Sample X2,A,1.186,1.197,3548,3586,1868,1864,909,904
A03,Sample X3,A,1.13,1.148,3534,3535,1840,1837,888,893
A04,Sample X4,A,1.114,1.158,3506,3495,1810,1836,871,889
A05,Sample X5,A,1.1,1.127,3465,3475,1806,1804,871,877
A06,Sample X6,A,1.066,1.095,3455,3474,1799,1794,867,875
A07,Sample X7,A,1.218,1.22,3584,3594,1874,1866,907,914
A08,Sample X8,A,1.18,1.186,3527,3533,1836,1833,886,892
A09,Sample X9,A,1.162,1.196,3507,3540,1829,1835,884,889
A10,Sample X10,A,1.141,1.176,3480,3491,1804,1812,871,879
A11,Sample X11,A,1.124,1.138,3472,3434,1797,1797,868,870
A12,Sample X12,A,1.09,1.093,3385,3408,1776,1774,854,863
B01,Sample X13,A,1.243,1.249,3630,3628,1889,1892,920,910
B02,Sample X14,A,1.256,1.262,3678,3714,1909,1921,931,940
B03,Sample X15,A,1.228,1.228,3676,3678,1915,1915,932,937
B04,Sample X16,A,1.183,1.194,3647,3682,1885,1918,921,924
B05,Sample X17,A,1.177,1.185,3638,3674,1888,1899,917,928
B06,Sample X18,A,1.14,1.156,3596,3632,1872,1884,912,914
B07,Sample X19,A,1.337,1.323,3714,3736,1924,1950,935,945
B08,Sample X20,A,1.293,1.293,3699,3704,1912,1898,924,938
B09,Sample X21,A,1.262,1.282,3611,3701,1894,1895,913,929
B10,Sample X22,A,1.25,1.266,3608,3647,1863,1873,903,907
B11,Sample X23,A,1.227,1.249,3538,3582,1847,1846,898,905
B12,Sample X24,A,1.164,1.174,3543,3535,1838,1843,892,892
C01,Sample X25,A,1.335,1.351,3840,3830,1998,1991,961,966
C02,Sample X26,A,1.104,1.126,3630,3688,1897,1916,913,930
C03,Sample X27,A,1.34,1.344,4535,4574,2358,2371,1150,1156
C04,Sample X28,A,1.306,1.304,4649,4691,2409,2439,1173,1186
C05,Sample X29,A,1.274,1.271,4665,4699,2417,2437,1170,1181
C06,Sample X30,A,1.262,1.258,4540,4576,2350,2381,1146,1163
C07,Sample X31,A,1.422,1.396,3815,3820,1980,1978,964,967
C08,Sample X32,A,1.383,1.348,3793,3821,1968,1972,952,963
C09,Sample X33,A,1.374,1.338,3769,3775,1950,1955,942,953
C10,Sample X34,A,1.323,1.325,3698,3713,1925,1944,936,937
C11,Sample X35,A,1.243,1.274,3682,3694,1902,1909,930,928
C12,Sample X36,A,1.201,1.229,3647,3676,1896,1898,922,925
D01,Sample X37,A,1.373,1.341,3878,3893,2017,2010,979,978
D02,Sample X38,A,1.226,1.252,5098,5290,2603,2710,1262,1306
D03,Sample X39,A,1.336,1.336,7989,8106,4128,4173,2007,2036
D04,Sample X40,A,1.285,1.309,9686,9845,4997,5087,2416,2472
D05,Sample X41,A,1.256,1.275,10019,10222,5223,5303,2518,2573
D06,Sample X42,A,1.236,1.225,9464,9639,4911,4968,2388,2429
D07,Sample X43,A,1.411,1.364,3714,3725,1936,1953,940,948
D08,Sample X44,A,1.36,1.362,3829,3863,2003,1989,964,976
