Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
D09,Sample X45,A,1.314,1.332,3897,3899,2023,2037,978,986
D10,Sample X46,A,1.323,1.371,3936,3975,2048,2079,1003,1009
D11,Sample X47,A,1.214,1.254,4011,4009,2071,2095,1007,1008
D12,Sample X48,A,1.172,1.181,4055,4083,2096,2119,1023,1034
E01,Sample X49,A,1.308,1.291,3868,3852,2011,2004,977,975
E02,Sample X50,A,1.387,1.397,9776,9910,5052,5130,2453,2489
E03,Sample X51,A,1.391,1.39,17434,17692,8986,9109,4339,4431
E04,Sample X52,A,1.08,1.082,10627,11796,5367,5975,2557,2865
E05,Sample X53,A,1.29,1.314,26590,27183,13776,14083,6646,6823
E06,Sample X54,A,1.267,1.276,26696,27179,13739,13991,6692,6806
E07,Sample X55,A,1.171,1.17,3501,3516,1828,1829,882,883
E08,Sample X56,A,1.428,1.435,4379,4397,2278,2307,1105,1113
E09,Sample X57,A,1.378,1.395,4987,5032,2598,2618,1258,1278
E10,Sample X58,A,1.334,1.358,5394,5455,2811,2835,1367,1375
E11,Sample X59,A,1.261,1.288,5832,5943,3042,3055,1468,1496
E12,Sample X60,A,1.231,1.216,6367,6401,3294,3313,1597,1599
F01,Sample X61,A,1.425,1.39,4103,4129,2142,2141,1032,1041
F02,Sample X62,A,1.422,1.434,10121,10180,5226,5242,2523,2534
F03,Sample X63,A,1.368,1.368,17856,17947,9303,9262,4498,4506
F04,Sample X64,A,1.096,1.093,12092,13280,6173,6818,2935,3237
F05,Sample X65,A,1.097,1.087,15377,16474,7802,8413,3717,4040
F06,Sample X66,A,1.254,1.264,29375,29484,15304,15269,7394,7388
F07,Sample X67,A,1.46,1.475,3968,3977,2055,2069,1000,1006
F08,Sample X68,A,1.414,1.423,4802,4808,2481,2499,1205,1211
F09,Sample X69,A,1.383,1.401,7025,7035,3653,3645,1764,1773
F10,Sample X70,A,1.369,1.34,8201,8190,4246,4254,2051,2065
F11,Sample X71,A,1.31,1.305,6464,6478,3328,3343,1615,1629
F12,Sample X72,A,1.237,1.266,7266,7215,3752,3759,1826,1813
H03,Blank B,A,0.05,0.049,2059,2054,1090,1070,528,523
H04,Blank B,A,0.05,0.048,2088,2083,1084,1076,530,525
H05,Negative control N,A,1.666,1.686,4095,4072,2129,2124,1042,1031
H06,Negative control N,A,1.676,1.689,4170,4163,2160,2158,1056,1055
H07,Blank B,B,0.049,0.049,2053,2051,1073,1062,525,520
H08,Blank B,B,0.05,0.049,2070,2059,1082,1070,525,521
H09,Negative control N,B,1.806,1.812,4688,4715,2445,2439,1192,1190
H10,Negative control N,B,1.786,1.805,4780,4789,2457,2460,1202,1197
H11,Positive control P,B,1.804,1.835,91540,91179,47735,47418,23161,22962
H12,Positive control P,B,1.705,1.689,69644,71151,35795,36979,17207,17758
