Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.312,1.163,3833,3794,1998,1972,980,964
A02,Sample X2,A,1.276,1.187,3814,3754,2013,1952,972,953
A03,Sample X3,A,1.248,1.126,3760,3698,1959,1929,961,937
A04,Sample X4,A,1.223,1.156,3758,3702,1954,1923,950,938
A05,Sample X5,A,1.241,1.17,3746,3703,1956,1924,950,938
A06,Sample X6,A,1.209,1.116,3686,3660,1947,1900,937,930
A07,Sample X7,A,1.324,1.234,3995,3955,2088,2035,1009,998
A08,Sample X8,A,1.263,1.185,3959,3877,2059,2025,998,987
A09,Sample X9,A,1.275,1.196,3913,3885,2038,2006,997,984
A10,Sample X10,A,1.274,1.187,3880,3817,2028,1977,979,964
A11,Sample X11,A,1.258,1.137,3872,3795,2016,1959,979,958
A12,Sample X12,A,1.228,1.091,3774,3720,1972,1936,964,950
B01,Sample X13,A,1.173,1.089,3605,3613,1894,1863,917,900
B02,Sample X14,A,1.384,1.349,3978,3921,2068,2045,1001,987
B03,Sample X15,A,1.349,1.332,3937,3877,2047,2017,990,978
B04,Sample X16,A,1.348,1.354,3887,3880,2025,2012,992,973
B05,Sample X17,A,1.337,1.318,3883,3852,2013,2002,982,970
B06,Sample X18,A,1.322,1.304,3832,3797,2004,1971,978,959
B07,Sample X19,A,1.49,1.455,4161,4102,2160,2150,1053,1038
B08,Sample X20,A,1.447,1.405,4153,4123,2146,2127,1053,1044
B09,Sample X21,A,1.428,1.372,4098,4066,2137,2137,1049,1032
B10,Sample X22,A,1.413,1.359,4097,4045,2101,2089,1034,1032
B11,Sample X23,A,1.37,1.36,4070,4041,2124,2101,1032,1014
B12,Sample X24,A,1.358,1.146,4033,3969,2109,2070,1023,1007
C01,Sample X25,A,1.352,1.286,4172,4123,2169,2131,1061,1043
C02,Sample X26,A,1.352,1.325,4101,4123,2161,2141,1051,1040
C03,Sample X27,A,1.375,1.311,4014,3997,2072,2081,1018,1008
C04,Sample X28,A,1.36,1.309,3935,3950,2054,2032,995,996
C05,Sample X29,A,1.363,1.287,3907,3915,2028,2011,998,984
C06,Sample X30,A,1.329,1.258,3869,3856,2020,2004,975,978
C07,Sample X31,A,1.446,1.381,3984,4007,2077,2064,1018,1002
C08,Sample X32,A,1.397,1.354,4236,4219,2188,2189,1073,1057
C09,Sample X33,A,1.379,1.318,4519,4534,2343,2316,1145,1147
C10,Sample X34,A,1.348,1.288,4788,4785,2506,2480,1207,1200
C11,Sample X35,A,1.3,1.32,4928,4918,2569,2555,1254,1239
C12,Sample X36,A,1.281,1.129,5390,5324,2837,2771,1377,1344
D01,Sample X37,A,1.315,1.206,4438,4431,2319,2293,1124,1117
D02,Sample X38,A,1.327,1.306,5697,5655,2916,2940,1432,1428
D03,Sample X39,A,1.352,1.296,4981,5014,2564,2596,1250,1254
D04,Sample X40,A,1.322,1.294,4776,4818,2458,2491,1207,1209
D05,Sample X41,A,1.32,1.247,4694,4737,2427,2457,1171,1181
