Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.347,1.317,4497,4472,2333,2316,1141,1139
A02,Sample X2,A,1.292,1.291,4482,4525,2343,2341,1137,1136
A03,Sample X3,A,1.256,1.283,4494,4458,2317,2313,1134,1138
A04,Sample X4,A,1.246,1.247,4468,4433,2312,2302,1118,1116
A05,Sample X5,A,1.176,1.227,4395,4372,2284,2281,1100,1117
A06,Sample X6,A,1.209,1.234,4365,4333,2279,2269,1098,1101
A07,Sample X7,A,1.345,1.378,4319,4295,2233,2242,1077,1091
A08,Sample X8,A,1.311,1.324,4248,4272,2203,2207,1068,1080
A09,Sample X9,A,1.259,1.294,4174,4132,2165,2166,1052,1042
A10,Sample X10,A,1.238,1.231,4108,4097,2148,2127,1037,1038
A11,Sample X11,A,1.194,1.216,4106,4079,2125,2121,1028,1026
A12,Sample X12,A,1.166,1.152,3966,3944,2085,2054,1004,1002
B01,Sample X13,A,1.391,1.375,4768,4769,2462,2476,1197,1195
B02,Sample X14,A,1.364,1.352,4969,4992,2577,2595,1246,1260
B03,Sample X15,A,1.348,1.352,5006,5027,2562,2593,1251,1258
B04,Sample X16,A,1.076,1.082,4044,4109,2094,2120,1021,1031
B05,Sample X17,A,1.268,1.301,4943,4947,2554,2560,1245,1248
B06,Sample X18,A,1.238,1.261,4847,4869,2500,2539,1217,1233
B07,Sample X19,A,1.393,1.363,4320,4325,2237,2248,1086,1085
B08,Sample X20,A,1.31,1.333,4256,4247,2213,2212,1080,1073
B09,Sample X21,A,1.254,1.253,4172,4198,2161,2175,1050,1058
B10,Sample X22,A,1.21,1.246,4076,4117,2119,2142,1030,1035
B11,Sample X23,A,1.029,1.036,3716,3719,1919,1929,933,932
B12,Sample X24,A,1.187,1.182,3966,3916,2051,2040,1000,1002
C01,Sample X25,A,1.399,1.36,5168,5150,2676,2668,1291,1290
C02,Sample X26,A,1.356,1.373,6862,6962,3547,3612,1717,1737
C03,Sample X27,A,1.341,1.341,7064,7128,3674,3688,1766,1802
C04,Sample X28,A,1.312,1.321,6990,7103,3626,3655,1750,1781
C05,Sample X29,A,1.295,1.272,6837,6937,3546,3596,1731,1743
C06,Sample X30,A,1.248,1.23,6645,6732,3465,3485,1674,1693
C07,Sample X31,A,1.451,1.433,4556,4638,2352,2376,1144,1158
C08,Sample X32,A,1.36,1.365,4607,4679,2395,2425,1166,1175
C09,Sample X33,A,1.334,1.35,4534,4600,2358,2363,1139,1148
C10,Sample X34,A,1.277,1.276,4377,4417,2276,2295,1109,1114
C11,Sample X35,A,1.2,1.233,4280,4312,2252,2247,1086,1095
C12,Sample X36,A,1.176,1.179,4287,4277,2224,2215,1091,1088
D01,Sample X37,A,1.343,1.321,5511,5558,2865,2858,1396,1389
D02,Sample X38,A,1.278,1.283,17049,17139,8804,8858,4262,4297
D03,Sample X39,A,1.286,1.299,19672,20049,10176,10388,4931,5002
D04,Sample X40,A,1.27,1.277,19928,20346,10352,10470,5027,5067
D05,Sample X41,A,1.27,1.253,19750,20211,10325,10432,4990,5059
D06,Sample X42,A,1.077,1.08,11954,13024,6152,6658,2911,3178
D07,Sample X43,A,1.456,1.389,5557,5655,2898,2927,1400,1417
D08,Sample X44,A,1.38,1.318,8004,8161,4156,4228,2022,2038
D09,Sample X45,A,1.316,1.302,7476,7668,3900,3982,1907,1910
D10,Sample X46,A,1.233,1.247,6642,6713,3424,3477,1680,1683
D11,Sample X47,A,1.168,1.193,6173,6250,3223,3265,1562,1570
D12,Sample X48,A,1.12,1.102,6298,6262,3248,3237,1586,1582
E01,Sample X49,A,1.376,1.339,5713,5693,2957,2955,1442,1429
E02,Sample X50,A,1.347,1.342,36543,36821,18845,19102,9108,9258
E03,Sample X51,A,1.336,1.336,45582,46099,23484,23923,11388,11583
E04,Sample X52,A,1.315,1.302,47351,48133,24434,24811,11859,12073
E05,Sample X53,A,1.282,1.286,47495,47821,24661,24866,11976,12055
E06,Sample X54,A,1.254,1.269,46819,47404,24244,24565,11798,11919
E07,Sample X55,A,1.472,1.476,6104,6133,3132,3204,1532,1552
E08,Sample X56,A,1.394,1.399,17510,17565,9054,9138,4382,4440
E09,Sample X57,A,1.354,1.349,16509,16580,8553,8561,4116,4176
E10,Sample X58,A,1.309,1.323,13810,13923,7126,7178,3455,3481
E11,Sample X59,A,1.22,1.19,12148,12267,6273,6340,3027,3069
E12,Sample X60,A,1.184,1.164,12195,12044,6281,6263,3027,3022
F01,Sample X61,A,1.439,1.399,5994,5990,3114,3097,1521,1501
F02,Sample X62,A,1.355,1.384,41321,41193,21254,21328,10367,10445
F03,Sample X63,A,1.36,1.352,50203,50298,26019,26070,12612,12675
