Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
F04,Sample X64,A,1.322,1.316,51058,51340,26613,26510,12837,12918
F05,Sample X65,A,1.312,1.301,50291,50724,26223,26268,12765,12803
F06,Sample X66,A,1.284,1.273,51210,51547,26699,26632,12944,12933
F07,Sample X67,A,1.452,1.437,6107,6129,3187,3193,1549,1548
F08,Sample X68,A,1.387,1.348,19585,19673,10196,10199,4939,4948
F09,Sample X69,A,1.355,1.336,25877,26052,13434,13482,6517,6542
F10,Sample X70,A,1.287,1.257,21726,21644,11292,11258,5460,5471
F11,Sample X71,A,1.21,1.199,13052,13023,6797,6784,3282,3278
F12,Sample X72,A,1.211,1.156,13287,13170,6926,6834,3362,3301
H03,Blank B,A,0.057,0.057,2111,2102,1113,1097,542,537
H04,Blank B,A,0.072,0.072,2106,2118,1101,1087,545,531
H05,Negative control N,A,1.644,1.641,4308,4315,2255,2262,1088,1093
H06,Negative control N,A,1.596,1.605,4245,4250,2223,2208,1083,1074
H07,Blank B,B,0.052,0.05,2077,2080,1091,1081,531,517
H08,Blank B,B,0.05,0.05,2100,2089,1095,1078,534,522
H09,Negative control N,B,1.636,1.649,4813,4845,2530,2528,1223,1218
H10,Negative control N,B,1.703,1.646,4813,4829,2501,2496,1222,1218
H11,Positive control P,B,1.699,1.7,96820,95060,50505,49210,24682,24099
H12,Positive control P,B,1.746,1.588,99750,97053,51964,50275,25506,24571
