Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
E08,Sample X56,A,1.278,1.236,19173,19455,9937,10120,4806,4873
E09,Sample X57,A,1.233,1.232,25554,25961,13261,13487,6420,6524
E10,Sample X58,A,1.178,1.179,28542,28842,14751,15015,7088,7251
E11,Sample X59,A,1.13,1.141,30132,30611,15552,15863,7490,7637
E12,Sample X60,A,1.121,1.118,34861,34942,18092,18190,8690,8789
F01,Sample X61,A,1.352,1.283,4369,4371,2267,2286,1105,1101
F02,Sample X62,A,1.291,1.27,30777,31062,15975,16127,7673,7777
F03,Sample X63,A,1.309,1.281,29876,29994,15524,15495,7482,7541
F04,Sample X64,A,1.26,1.241,31520,31875,16478,16539,7963,8000
F05,Sample X65,A,1.191,1.229,31732,31941,16555,16508,7987,8027
F06,Sample X66,A,1.165,1.205,33211,33487,17429,17278,8390,8370
F07,Sample X67,A,1.336,1.318,4393,4401,2282,2296,1113,1111
F08,Sample X68,A,1.295,1.274,22911,23063,11899,12004,5753,5794
F09,Sample X69,A,1.242,1.225,39274,39512,20306,20498,9753,9913
F10,Sample X70,A,1.206,1.19,44385,44743,23108,23137,11192,11188
F11,Sample X71,A,1.161,1.158,33567,33772,17379,17543,8396,8494
F12,Sample X72,A,1.154,1.112,40546,39809,21071,20734,10212,10062
H03,Blank B,A,0.046,0.048,2025,2010,1058,1039,512,506
H04,Blank B,A,0.049,0.049,2026,1977,1042,1041,514,507
H05,Negative control N,A,1.573,1.587,4085,4051,2114,2120,1026,1023
H06,Negative control N,A,1.552,1.534,4060,4037,2127,2103,1019,1022
H07,Blank B,B,0.048,0.05,2087,2048,1077,1058,526,521
H08,Blank B,B,0.047,0.049,2078,2049,1078,1061,525,518
H09,Negative control N,B,1.672,1.664,4588,4586,2379,2389,1158,1159
H10,Negative control N,B,1.727,1.668,4579,4551,2391,2374,1151,1154
H11,Positive control P,B,1.695,1.687,87395,85975,45510,44817,22172,21737
H12,Positive control P,B,1.753,1.671,87668,85505,45950,44470,22393,21647
