Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.227,1.295,4075,4081,2109,2123,1022,1027
A02,Sample X2,A,1.22,1.27,4064,4099,2106,2121,1023,1028
A03,Sample X3,A,1.195,1.261,4061,4065,2113,2130,1023,1034
A04,Sample X4,A,1.207,1.275,4131,4131,2142,2153,1039,1037
A05,Sample X5,A,1.161,1.207,4103,4074,2105,2130,1031,1036
A06,Sample X6,A,1.19,1.214,4100,4111,2122,2140,1023,1026
A07,Sample X7,A,1.253,1.278,3909,3986,2044,2068,995,990
A08,Sample X8,A,1.228,1.276,3931,3966,2045,2063,984,998
A09,Sample X9,A,1.202,1.253,3940,3940,2027,2042,985,987
A10,Sample X10,A,1.2,1.247,3893,3966,2032,2056,979,987
A11,Sample X11,A,1.175,1.21,3834,3848,1990,2005,962,974
A12,Sample X12,A,1.162,1.21,3867,3884,2018,2025,975,981
B01,Sample X13,A,1.373,1.442,4341,4361,2258,2278,1091,1098
B02,Sample X14,A,1.379,1.372,4715,4730,2440,2474,1182,1199
B03,Sample X15,A,1.382,1.385,4839,4860,2496,2516,1209,1236
B04,Sample X16,A,1.358,1.378,4871,4900,2527,2537,1214,1235
B05,Sample X17,A,1.336,1.336,4855,4874,2509,2546,1221,1231
B06,Sample X18,A,1.319,1.319,4874,4926,2526,2548,1219,1240
B07,Sample X19,A,1.413,1.417,4129,4147,2149,2155,1020,1043
B08,Sample X20,A,1.348,1.365,4113,4161,2153,2162,1039,1055
B09,Sample X21,A,1.347,1.382,4168,4200,2167,2183,1049,1058
B10,Sample X22,A,1.315,1.338,4151,4163,2144,2153,1034,1051
B11,Sample X23,A,1.305,1.33,4174,4211,2154,2177,1046,1049
B12,Sample X24,A,1.254,1.316,4173,4162,2160,2173,1048,1058
C01,Sample X25,A,1.341,1.398,4522,4539,2344,2356,1145,1161
C02,Sample X26,A,1.355,1.395,7358,7464,3812,3864,1844,1875
C03,Sample X27,A,1.37,1.377,8596,8739,4421,4557,2131,2194
C04,Sample X28,A,1.342,1.344,7863,8014,4078,4155,1986,2019
C05,Sample X29,A,1.318,1.307,7791,7911,4032,4116,1947,1994
C06,Sample X30,A,1.321,1.295,7674,7784,3984,4070,1932,1957
C07,Sample X31,A,1.418,1.402,4053,4117,2133,2123,1024,1039
