Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.023,1.015,3480,3474,1802,1799,877,881
A02,Sample X2,A,1.008,1.014,3798,3771,1971,1959,950,956
A03,Sample X3,A,0.99,1.009,3866,3845,2018,2018,982,974
A04,Sample X4,A,0.981,0.996,3886,3883,2027,2017,983,983
A05,Sample X5,A,0.963,0.975,3887,3891,2022,2007,981,988
A06,Sample X6,A,0.953,0.975,3868,3854,2017,2015,980,975
A07,Sample X7,A,1.091,1.098,3547,3547,1845,1835,885,901
A08,Sample X8,A,1.08,1.092,3507,3511,1834,1817,887,885
A09,Sample X9,A,1.069,1.072,3475,3499,1818,1809,880,879
A10,Sample X10,A,1.055,1.057,3454,3470,1792,1777,868,864
A11,Sample X11,A,1.042,1.042,3431,3446,1789,1786,858,866
A12,Sample X12,A,1.008,1,3415,3389,1774,1761,866,855
B01,Sample X13,A,1.085,1.075,3674,3681,1919,1902,924,926
B02,Sample X14,A,1.122,1.148,5720,5702,2963,2978,1422,1432
B03,Sample X15,A,1.101,1.117,7082,7066,3679,3678,1782,1786
B04,Sample X16,A,1.1,1.108,8080,8075,4183,4191,2014,2036
B05,Sample X17,A,1.087,1.109,8337,8376,4314,4327,2079,2111
B06,Sample X18,A,1.076,1.088,8908,8899,4631,4642,2227,2241
B07,Sample X19,A,1.18,1.18,3670,3679,1907,1920,932,929
B08,Sample X20,A,1.162,1.174,3647,3682,1896,1894,916,917
B09,Sample X21,A,1.157,1.162,3603,3606,1873,1881,897,914
B10,Sample X22,A,1.126,1.146,3547,3541,1836,1848,882,890
B11,Sample X23,A,1.096,1.114,3491,3506,1821,1825,879,886
B12,Sample X24,A,1.075,1.067,3493,3481,1822,1813,877,882
C01,Sample X25,A,1.131,1.123,3670,3673,1913,1910,919,923
C02,Sample X26,A,1.125,1.152,4141,4183,2149,2141,1044,1047
C03,Sample X27,A,1.118,1.135,4294,4372,2260,2256,1095,1102
C04,Sample X28,A,1.115,1.106,4493,4520,2328,2346,1140,1147
C05,Sample X29,A,1.103,1.089,4618,4588,2386,2400,1159,1166
C06,Sample X30,A,1.024,1.022,3933,4008,2049,2081,991,1001
C07,Sample X31,A,1.17,1.158,3609,3630,1882,1876,906,912
C08,Sample X32,A,1.161,1.152,3555,3623,1852,1864,905,904
C09,Sample X33,A,1.147,1.129,3526,3526,1827,1827,892,899
C10,Sample X34,A,1.115,1.114,3452,3500,1790,1815,873,872
C11,Sample X35,A,1.088,1.122,3468,3471,1816,1803,865,874
C12,Sample X36,A,1.062,1.076,3543,3474,1833,1818,882,884
D01,Sample X37,A,1.119,1.098,3677,3682,1903,1894,930,924
D02,Sample X38,A,1.146,1.153,5222,5233,2717,2712,1316,1318
D03,Sample X39,A,1.128,1.118,6220,6257,3216,3220,1571,1567
D04,Sample X40,A,1.123,1.107,6963,7030,3614,3619,1745,1759
D05,Sample X41,A,1.11,1.082,7361,7422,3855,3873,1859,1865
D06,Sample X42,A,1.076,1.033,16613,16680,8639,8648,4171,4179
D07,Sample X43,A,1.201,1.181,3808,3788,1973,1986,961,966
