Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
D08,Sample X44,A,1.229,1.199,3809,3811,1974,1987,956,961
D09,Sample X45,A,1.207,1.18,3760,3794,1951,1963,953,956
D10,Sample X46,A,1.186,1.196,3808,3814,1976,1987,966,972
D11,Sample X47,A,1.162,1.189,3881,3878,2000,2014,972,972
D12,Sample X48,A,1.11,1.11,3995,3980,2071,2062,1004,1005
E01,Sample X49,A,1.158,1.147,3864,3877,2011,1995,984,973
E02,Sample X50,A,1.162,1.178,10968,11011,5719,5691,2764,2768
E03,Sample X51,A,1.174,1.182,18985,19079,9883,9876,4772,4782
E04,Sample X52,A,1.148,1.159,26360,26605,13751,13809,6685,6658
E05,Sample X53,A,1.134,1.141,31100,31186,16148,16186,7836,7845
E06,Sample X54,A,1.112,1.122,35895,36038,18569,18654,9097,9056
E07,Sample X55,A,1.178,1.175,3695,3704,1911,1912,926,936
E08,Sample X56,A,1.168,1.153,3699,3669,1899,1915,919,929
E09,Sample X57,A,1.164,1.144,3732,3737,1931,1932,936,933
E10,Sample X58,A,1.132,1.153,3718,3721,1950,1933,938,939
E11,Sample X59,A,1.092,1.116,3766,3765,1953,1951,953,958
E12,Sample X60,A,1.083,1.075,4100,4076,2144,2115,1047,1037
F01,Sample X61,A,1.14,1.125,3864,3823,1997,1981,979,965
F02,Sample X62,A,1.132,1.121,10918,10795,5638,5601,2741,2731
F03,Sample X63,A,1.139,1.134,19999,19996,10392,10312,5059,4991
F04,Sample X64,A,1.128,1.123,42616,42547,22091,22030,10725,10699
F05,Sample X65,A,1.114,1.111,50992,50794,26438,26252,12844,12780
F06,Sample X66,A,1.085,1.086,55065,54694,28461,28481,13835,13784
F07,Sample X67,A,1.189,1.186,3757,3776,1957,1956,953,948
F08,Sample X68,A,1.173,1.175,3781,3782,1952,1962,958,948
F09,Sample X69,A,1.164,1.171,3827,3818,1982,1980,966,960
F10,Sample X70,A,1.146,1.147,3931,3925,2030,2046,999,993
F11,Sample X71,A,1.149,1.157,4067,4041,2122,2111,1037,1028
F12,Sample X72,A,1.091,1.086,4534,4532,2363,2356,1148,1143
H03,Blank B,A,0.048,0.048,2119,2096,1100,1078,535,530
H04,Blank B,A,0.048,0.048,2092,2084,1097,1091,535,532
H05,Negative control N,A,1.197,1.177,3703,3662,1927,1899,934,929
H06,Negative control N,A,1.19,1.189,3642,3654,1905,1882,916,913
H07,Blank B,B,0.049,0.049,2075,2039,1080,1054,521,513
H08,Blank B,B,0.053,0.057,2061,2045,1075,1052,523,517
H09,Negative control N,B,1.227,1.195,4378,4373,2276,2256,1112,1107
H10,Negative control N,B,1.24,1.228,4488,4476,2343,2327,1133,1127
H11,Positive control P,B,1.25,1.25,47871,46813,24821,24491,12105,11828
H12,Positive control P,B,1.242,1.227,49974,48664,26033,25300,12707,12345
