Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.184,1.194,3320,3339,1726,1737,837,844
A02,Sample X2,A,1.162,1.164,3410,3482,1784,1801,867,871
A03,Sample X3,A,1.127,1.125,3443,3504,1778,1810,865,875
A04,Sample X4,A,1.084,1.086,3423,3471,1767,1811,854,871
A05,Sample X5,A,1.074,1.076,3444,3492,1781,1816,863,875
A06,Sample X6,A,1.068,1.072,3429,3487,1766,1820,862,876
A07,Sample X7,A,1.186,1.187,3367,3393,1746,1774,839,857
A08,Sample X8,A,1.182,1.181,3389,3418,1736,1771,844,867
A09,Sample X9,A,1.169,1.174,3359,3404,1740,1769,849,853
A10,Sample X10,A,1.14,1.148,3322,3361,1711,1740,828,845
A11,Sample X11,A,1.133,1.146,3289,3338,1700,1749,829,842
A12,Sample X12,A,1.098,1.112,3291,3316,1705,1722,826,835
B01,Sample X13,A,1.233,1.259,3452,3504,1782,1813,866,871
B02,Sample X14,A,1.257,1.264,3684,3747,1886,1919,916,941
B03,Sample X15,A,1.215,1.223,3725,3814,1927,1971,937,958
B04,Sample X16,A,1.182,1.177,3767,3859,1956,1987,942,965
B05,Sample X17,A,1.2,1.185,3829,3885,1967,2015,951,971
B06,Sample X18,A,1.163,1.153,3739,3814,1954,1984,935,960
B07,Sample X19,A,1.309,1.288,3483,3529,1802,1823,870,885
B08,Sample X20,A,1.284,1.266,3460,3524,1786,1825,868,883
B09,Sample X21,A,1.253,1.244,3445,3484,1768,1814,863,870
B10,Sample X22,A,1.244,1.21,3414,3435,1741,1811,857,866
B11,Sample X23,A,1.215,1.185,3376,3433,1741,1775,845,854
B12,Sample X24,A,1.146,1.161,3356,3422,1747,1767,846,861
C01,Sample X25,A,1.289,1.307,3545,3594,1836,1871,890,901
C02,Sample X26,A,1.315,1.303,4442,4531,2309,2344,1107,1135
C03,Sample X27,A,1.284,1.265,4894,4998,2518,2596,1216,1256
C04,Sample X28,A,1.081,1.077,3889,4082,2015,2100,965,1014
C05,Sample X29,A,1.227,1.22,5201,5361,2688,2757,1300,1328
C06,Sample X30,A,1.096,1.086,4162,4347,2147,2253,1036,1078
C07,Sample X31,A,1.439,1.426,3793,3856,1969,1995,956,970
C08,Sample X32,A,1.288,1.279,3671,3715,1892,1905,918,934
C09,Sample X33,A,1.381,1.374,3902,3965,2014,2050,986,995
C10,Sample X34,A,1.357,1.356,3954,3986,2058,2097,994,1005
C11,Sample X35,A,1.343,1.34,4016,4090,2069,2114,1007,1028
C12,Sample X36,A,1.278,1.289,4028,4071,2089,2108,1008,1025
D01,Sample X37,A,1.278,1.298,3590,3638,1842,1885,901,918
D02,Sample X38,A,1.304,1.294,6174,6364,3162,3276,1524,1587
D03,Sample X39,A,1.281,1.256,8677,8982,4518,4635,2175,2243
D04,Sample X40,A,1.23,1.208,11271,11713,5796,6036,2797,2908
D05,Sample X41,A,1.196,1.183,11839,12258,6064,6321,2926,3058
D06,Sample X42,A,1.104,1.079,8638,9168,4406,4717,2106,2279
D07,Sample X43,A,1.296,1.292,3464,3520,1788,1826,868,885
D08,Sample X44,A,1.283,1.27,3650,3713,1892,1928,913,925
D09,Sample X45,A,1.254,1.24,4125,4185,2133,2178,1029,1058
D10,Sample X46,A,1.215,1.199,4610,4691,2383,2419,1146,1181
D11,Sample X47,A,1.194,1.194,4867,5040,2525,2601,1228,1256
D12,Sample X48,A,1.131,1.154,5148,5263,2678,2711,1294,1320
E01,Sample X49,A,1.292,1.31,3651,3659,1881,1908,907,924
E02,Sample X50,A,1.322,1.307,7655,7913,3952,4089,1904,1969
E03,Sample X51,A,1.277,1.273,13947,14446,7148,7418,3448,3593
E04,Sample X52,A,1.234,1.213,21368,22269,11008,11472,5297,5518
E05,Sample X53,A,1.047,1.025,12088,13587,6121,6905,2903,3285
E06,Sample X54,A,1.17,1.157,24109,24905,12374,12814,5969,6214
E07,Sample X55,A,1.414,1.414,3681,3730,1904,1937,916,936
E08,Sample X56,A,1.179,1.16,3912,4038,2025,2078,971,1005
E09,Sample X57,A,1.343,1.353,7164,7350,3687,3791,1773,1841
E10,Sample X58,A,1.317,1.32,9518,9801,4897,5051,2363,2445
E11,Sample X59,A,1.269,1.268,11504,11920,5920,6098,2859,2956
E12,Sample X60,A,1.199,1.218,12635,12917,6447,6677,3092,3205
F01,Sample X61,A,1.497,1.498,4179,4204,2160,2183,1037,1055
F02,Sample X62,A,1.512,1.495,13713,14108,7072,7265,3399,3497
F03,Sample X63,A,1.457,1.458,23860,24588,12289,12672,5931,6131
F04,Sample X64,A,1.412,1.409,33743,34605,17333,17896,8409,8649
F05,Sample X65,A,1.098,1.097,14428,16799,7314,8462,3414,3983
F06,Sample X66,A,1.318,1.323,37875,39222,19518,20220,9448,9775
F07,Sample X67,A,1.498,1.487,3909,3935,2027,2042,975,989
F08,Sample X68,A,1.468,1.463,5674,5779,2931,3007,1411,1445
F09,Sample X69,A,1.422,1.442,13033,13426,6777,6931,3252,3360
F10,Sample X70,A,1.36,1.384,21389,22000,11006,11399,5305,5468
F11,Sample X71,A,1.239,1.25,10962,11825,5627,6090,2672,2884
F12,Sample X72,A,1.296,1.316,16584,16978,8570,8774,4121,4261
H03,Blank B,A,0.053,0.048,1966,1973,1019,1026,494,498
H04,Blank B,A,0.053,0.048,1978,1971,1013,1036,500,496
H05,Negative control N,A,1.654,1.682,3999,4032,2076,2095,1005,1015
H06,Negative control N,A,1.716,1.739,4122,4177,2145,2163,1043,1048
H07,Blank B,B,0.054,0.05,1954,1960,1017,1020,491,495
H08,Blank B,B,0.054,0.048,1953,1958,1009,1028,491,496
H09,Negative control N,B,1.728,1.754,4616,4615,2375,2409,1158,1164
H10,Negative control N,B,1.722,1.841,4556,4577,2375,2390,1158,1164
H11,Positive control P,B,1.659,1.7,79748,81363,41180,42168,19888,20393
H12,Positive control P,B,1.796,1.799,85973,87330,44531,45263,21345,21919
