Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
D11,Sample X47,A,1.283,1.304,6492,6540,3367,3385,1620,1645
D12,Sample X48,A,1.258,1.276,6851,6886,3570,3557,1737,1738
E01,Sample X49,A,1.297,1.231,4121,4106,2129,2126,1031,1030
E02,Sample X50,A,1.212,1.235,49185,49391,25422,25508,12319,12430
E03,Sample X51,A,1.272,1.247,90824,91135,47574,47472,22962,23060
E04,Sample X52,A,1.316,1.285,107825,107478,55997,56100,27307,27188
E05,Sample X53,A,1.312,1.289,115065,115268,59709,60089,29049,29190
E06,Sample X54,A,1.265,1.216,117240,117611,61195,61515,29596,29734
E07,Sample X55,A,1.432,1.427,3697,3717,1920,1926,935,933
E08,Sample X56,A,1.389,1.361,9060,9192,4704,4759,2286,2300
E09,Sample X57,A,1.361,1.368,13212,13315,6862,6901,3309,3340
E10,Sample X58,A,1.293,1.291,16406,16487,8401,8523,4080,4136
E11,Sample X59,A,1.252,1.26,18177,18334,9420,9500,4568,4583
E12,Sample X60,A,1.23,1.216,20605,20571,10770,10628,5183,5150
F01,Sample X61,A,1.331,1.271,4376,4369,2279,2271,1101,1110
F02,Sample X62,A,1.344,1.32,75805,76024,39261,39454,19068,19128
F03,Sample X63,A,1.286,1.279,107106,107330,55650,55788,26916,27053
F04,Sample X64,A,1.34,1.339,118947,118651,62212,61712,30097,29979
F05,Sample X65,A,1.292,1.321,128793,127990,67094,66652,32565,32334
F06,Sample X66,A,1.233,1.284,131391,130811,68358,67796,33121,32916
F07,Sample X67,A,1.421,1.415,3748,3751,1947,1966,941,950
F08,Sample X68,A,1.388,1.389,10864,10845,5611,5636,2717,2723
F09,Sample X69,A,1.336,1.347,15755,15887,8178,8237,3954,3976
F10,Sample X70,A,1.333,1.335,19306,19454,10011,10080,4834,4856
F11,Sample X71,A,1.274,1.28,21178,21330,10937,11019,5319,5326
F12,Sample X72,A,1.242,1.234,25107,24777,13076,12826,6301,6221
H03,Blank B,A,0.049,0.047,1809,1786,946,933,456,450
H04,Blank B,A,0.051,0.048,1821,1805,933,943,459,456
H05,Negative control N,A,1.564,1.538,3691,3689,1914,1902,926,934
H06,Negative control N,A,1.547,1.573,3687,3694,1915,1899,926,928
H07,Blank B,B,0.051,0.051,1790,1789,936,925,457,458
H08,Blank B,B,0.049,0.048,1809,1797,944,933,458,457
H09,Negative control N,B,1.803,1.796,4459,4465,2315,2306,1120,1123
H10,Negative control N,B,1.664,1.645,4199,4221,2185,2195,1057,1065
H11,Positive control P,B,1.756,1.744,79147,78024,41058,40461,19993,19664
H12,Positive control P,B,1.676,1.649,75858,74257,39700,38540,19283,18668
