Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.23,1.184,3466,3445,1808,1798,886,877
A02,Sample X2,A,1.22,1.21,4109,4112,2141,2128,1049,1030
A03,Sample X3,A,1.165,1.155,4380,4412,2294,2281,1114,1103
A04,Sample X4,A,1.152,1.158,4622,4626,2431,2392,1174,1175
A05,Sample X5,A,1.145,1.171,4713,4731,2461,2450,1202,1184
A06,Sample X6,A,1.103,1.104,4779,4750,2512,2473,1222,1196
A07,Sample X7,A,1.344,1.359,3640,3624,1878,1886,915,919
A08,Sample X8,A,1.325,1.332,3601,3608,1864,1852,899,904
A09,Sample X9,A,1.325,1.326,3568,3564,1849,1841,895,903
A10,Sample X10,A,1.257,1.272,3493,3517,1821,1834,883,882
A11,Sample X11,A,1.228,1.227,3494,3491,1809,1809,881,878
A12,Sample X12,A,1.212,1.211,3470,3452,1807,1809,876,866
B01,Sample X13,A,1.244,1.222,3461,3482,1824,1814,878,872
B02,Sample X14,A,1.214,1.204,4986,4975,2582,2581,1247,1253
B03,Sample X15,A,1.217,1.18,6099,6132,3167,3176,1533,1536
B04,Sample X16,A,1.171,1.167,6930,6982,3608,3640,1745,1762
B05,Sample X17,A,1.162,1.117,7446,7467,3886,3900,1867,1877
B06,Sample X18,A,1.13,1.136,7541,7564,3909,3917,1892,1886
B07,Sample X19,A,1.404,1.404,3655,3654,1881,1891,914,919
B08,Sample X20,A,1.356,1.382,3628,3617,1872,1886,907,916
B09,Sample X21,A,1.316,1.308,3580,3571,1844,1872,902,904
B10,Sample X22,A,1.307,1.335,3560,3588,1846,1863,903,901
B11,Sample X23,A,1.266,1.297,3563,3522,1841,1839,894,893
B12,Sample X24,A,1.228,1.246,3586,3565,1853,1851,897,895
C01,Sample X25,A,1.304,1.329,3684,3684,1910,1894,922,922
C02,Sample X26,A,1.273,1.269,11963,12068,6207,6256,3012,2999
C03,Sample X27,A,1.263,1.267,17499,17678,9115,9151,4403,4438
C04,Sample X28,A,1.266,1.283,22226,22521,11530,11601,5570,5600
C05,Sample X29,A,1.228,1.259,23838,24170,12383,12488,5990,6062
C06,Sample X30,A,1.194,1.242,25145,25276,13063,13058,6308,6382
C07,Sample X31,A,1.415,1.414,3628,3673,1897,1897,922,921
C08,Sample X32,A,1.381,1.382,3761,3769,1957,1948,945,943
C09,Sample X33,A,1.356,1.361,3794,3830,1979,1984,956,962
C10,Sample X34,A,1.323,1.333,3814,3825,1975,1979,958,963
C11,Sample X35,A,1.285,1.299,3833,3858,2004,2017,964,974
C12,Sample X36,A,1.241,1.265,3805,3778,1960,1953,956,952
D01,Sample X37,A,1.355,1.32,3909,3891,2013,2022,983,981
D02,Sample X38,A,1.325,1.286,37466,37977,19303,19621,9389,9491
D03,Sample X39,A,1.342,1.351,69544,70130,36176,36420,17555,17602
D04,Sample X40,A,1.372,1.401,77121,77818,40016,40263,19414,19627
D05,Sample X41,A,1.378,1.345,86379,86815,44534,44896,21704,21818
D06,Sample X42,A,1.354,1.367,87722,88140,45390,45748,22088,22257
D07,Sample X43,A,1.437,1.386,3612,3664,1894,1899,911,918
D08,Sample X44,A,1.387,1.387,4728,4823,2467,2483,1189,1205
D09,Sample X45,A,1.355,1.339,5564,5645,2892,2903,1403,1410
D10,Sample X46,A,1.328,1.339,6099,6168,3152,3199,1531,1543
