Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.132,1.048,3764,3724,1963,1934,957,940
A02,Sample X2,A,1.063,1.054,4314,4270,2267,2201,1106,1078
A03,Sample X3,A,1.094,1.054,5075,4988,2676,2598,1299,1273
A04,Sample X4,A,1.06,1.031,5426,5336,2854,2770,1398,1348
A05,Sample X5,A,1.08,1.02,5683,5569,2968,2882,1452,1410
A06,Sample X6,A,1.059,0.997,5873,5746,3072,2993,1503,1459
A07,Sample X7,A,1.07,1.028,3120,3091,1608,1582,787,778
A08,Sample X8,A,1.043,1.005,3083,3059,1611,1595,780,776
A09,Sample X9,A,1.04,0.992,3136,3067,1625,1607,793,784
A10,Sample X10,A,1.028,0.972,3002,2981,1574,1557,772,758
A11,Sample X11,A,1.037,0.97,3005,2956,1568,1544,766,748
A12,Sample X12,A,1.026,0.93,2918,2890,1535,1507,754,744
B01,Sample X13,A,1.165,1.072,3847,3806,1999,1968,977,963
B02,Sample X14,A,1.156,1.139,5839,5619,3026,2952,1462,1430
B03,Sample X15,A,1.15,1.14,8290,8063,4317,4219,2101,2054
B04,Sample X16,A,1.126,1.125,10549,10419,5510,5377,2677,2630
B05,Sample X17,A,1.131,1.13,11059,10739,5745,5609,2792,2737
B06,Sample X18,A,1.127,1.106,11597,11270,6026,5896,2930,2843
B07,Sample X19,A,1.115,1.128,3154,3136,1649,1628,795,797
B08,Sample X20,A,1.118,1.119,3179,3161,1657,1653,807,798
B09,Sample X21,A,1.106,1.093,3139,3149,1633,1614,796,792
B10,Sample X22,A,1.09,1.081,3115,3103,1621,1603,790,788
B11,Sample X23,A,1.075,1.08,3117,3071,1612,1609,790,785
B12,Sample X24,A,1.087,1.008,3045,2983,1579,1559,778,760
C01,Sample X25,A,1.173,1.079,3806,3748,1986,1954,971,956
C02,Sample X26,A,1.154,1.166,4673,4609,2443,2414,1190,1178
C03,Sample X27,A,1.16,1.159,5648,5621,2932,2902,1442,1410
C04,Sample X28,A,1.144,1.149,6415,6311,3329,3284,1616,1586
C05,Sample X29,A,1.138,1.087,6492,6464,3388,3349,1663,1627
C06,Sample X30,A,1.125,1.105,6772,6740,3531,3497,1715,1693
C07,Sample X31,A,1.131,1.132,3189,3165,1664,1658,805,800
C08,Sample X32,A,1.11,1.118,3151,3186,1653,1647,806,797
C09,Sample X33,A,1.109,1.1,3154,3118,1633,1625,793,792
C10,Sample X34,A,1.084,1.083,3084,3071,1623,1591,785,775
C11,Sample X35,A,1.065,1.06,3093,3035,1596,1592,780,764
C12,Sample X36,A,1.066,0.987,3352,3292,1751,1721,849,829
D01,Sample X37,A,1.177,1.102,3926,3877,2056,2022,991,983
D02,Sample X38,A,1.179,1.192,5647,5549,2930,2885,1435,1398
D03,Sample X39,A,1.172,1.151,6473,6557,3351,3387,1632,1636
