Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
D04,Sample X40,A,1.19,1.181,9441,9308,4928,4833,2391,2358
D05,Sample X41,A,1.128,1.105,8311,8434,4309,4341,2079,2101
D06,Sample X42,A,1.117,1.118,13771,14058,7084,7271,3433,3507
D07,Sample X43,A,1.141,1.141,3233,3242,1697,1683,828,812
D08,Sample X44,A,1.12,1.128,3692,3648,1911,1895,933,920
D09,Sample X45,A,1.113,1.113,4357,4300,2250,2238,1095,1092
D10,Sample X46,A,1.096,1.098,5264,5212,2749,2704,1337,1320
D11,Sample X47,A,1.092,1.106,5675,5641,2958,2904,1439,1407
D12,Sample X48,A,1.08,1.016,7214,6970,3745,3647,1836,1777
E01,Sample X49,A,1.203,1.156,4075,4013,2129,2112,1038,1012
E02,Sample X50,A,1.207,1.206,8401,8173,4384,4266,2127,2062
E03,Sample X51,A,1.21,1.203,14933,14637,7821,7600,3777,3672
E04,Sample X52,A,1.199,1.198,21907,21130,11305,11057,5543,5382
E05,Sample X53,A,1.204,1.197,25062,24323,12988,12666,6349,6186
E06,Sample X54,A,1.216,1.203,28720,27969,14968,14519,7264,7061
E07,Sample X55,A,1.127,1.136,3255,3221,1695,1673,813,808
E08,Sample X56,A,1.115,1.123,3607,3575,1870,1856,910,900
E09,Sample X57,A,1.106,1.109,4831,4762,2538,2476,1237,1210
E10,Sample X58,A,1.076,1.1,5269,5169,2704,2691,1316,1311
E11,Sample X59,A,1.085,1.08,5942,5824,3076,3032,1503,1474
E12,Sample X60,A,1.034,0.998,9358,9152,4919,4744,2383,2318
F01,Sample X61,A,1.129,1.071,3894,3808,2033,1989,990,974
F02,Sample X62,A,1.144,1.075,8453,8246,4387,4289,2150,2075
F03,Sample X63,A,1.154,1.067,12779,12575,6672,6544,3265,3182
F04,Sample X64,A,1.151,1.073,26658,26159,13985,13529,6787,6589
F05,Sample X65,A,1.15,1.062,30094,29683,15737,15337,7660,7415
F06,Sample X66,A,1.132,1.035,33803,33188,17629,17253,8643,8373
F07,Sample X67,A,1.103,1.058,3193,3163,1673,1629,813,799
F08,Sample X68,A,1.078,1.035,3993,3928,2079,2044,1008,994
F09,Sample X69,A,1.078,1.038,5105,5017,2647,2605,1301,1273
F10,Sample X70,A,1.043,1,7528,7401,3931,3865,1921,1877
F11,Sample X71,A,1.039,1.004,8980,8739,4671,4567,2276,2219
F12,Sample X72,A,0.981,0.948,12774,12376,6615,6437,3233,3118
H03,Blank B,A,0.051,0.05,2101,2054,1104,1082,537,524
H04,Blank B,A,0.051,0.05,2107,2055,1090,1064,533,521
H05,Negative control N,A,1.264,1.218,3643,3618,1923,1892,929,918
H06,Negative control N,A,1.256,1.195,3668,3628,1916,1882,937,912
H07,Blank B,B,0.052,0.052,2053,1999,1062,1045,522,513
H08,Blank B,B,0.054,0.053,2061,2011,1065,1034,528,512
H09,Negative control N,B,1.144,1.13,3907,3835,2024,1985,983,965
H10,Negative control N,B,1.156,1.128,3878,3876,2025,2007,981,964
H11,Positive control P,B,1.197,1.16,49238,47358,25788,24611,12612,11972
H12,Positive control P,B,1.112,1.072,47725,45639,24794,23742,12120,11567
