Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.29,1.311,4039,4063,2086,2115,1028,1020
A02,Sample X2,A,1.223,1.274,4006,4067,2090,2107,1015,1016
A03,Sample X3,A,1.162,1.222,3958,4008,2058,2059,998,1008
A04,Sample X4,A,1.106,1.162,3840,3913,2003,2006,967,970
A05,Sample X5,A,1.104,1.14,3827,3876,2005,2002,971,987
A06,Sample X6,A,1.066,1.146,3816,3844,1975,1987,952,968
A07,Sample X7,A,1.203,1.258,3660,3674,1885,1924,914,922
A08,Sample X8,A,1.173,1.205,3584,3604,1850,1871,899,905
A09,Sample X9,A,1.158,1.191,3548,3587,1854,1853,892,901
A10,Sample X10,A,1.144,1.204,3503,3563,1829,1834,889,887
A11,Sample X11,A,1.137,1.193,3483,3526,1827,1833,878,888
A12,Sample X12,A,1.135,1.209,3559,3548,1850,1853,894,900
B01,Sample X13,A,1.335,1.347,4038,4095,2103,2120,1021,1033
B02,Sample X14,A,1.272,1.283,4029,4087,2097,2110,1021,1025
B03,Sample X15,A,1.236,1.259,3967,4004,2053,2086,998,1011
B04,Sample X16,A,1.172,1.19,3912,3915,2031,2046,986,988
B05,Sample X17,A,1.182,1.199,3851,3891,1998,2036,973,983
B06,Sample X18,A,1.126,1.142,3796,3836,1992,1999,972,964
B07,Sample X19,A,1.316,1.324,3735,3794,1942,1964,944,950
B08,Sample X20,A,1.272,1.273,3768,3824,1973,1972,949,957
B09,Sample X21,A,1.258,1.269,3705,3731,1922,1943,934,939
B10,Sample X22,A,1.196,1.257,3671,3706,1915,1916,929,927
B11,Sample X23,A,1.213,1.234,3654,3683,1894,1903,922,934
B12,Sample X24,A,1.163,1.205,3658,3684,1898,1928,931,930
C01,Sample X25,A,1.361,1.395,4292,4355,2243,2260,1093,1095
C02,Sample X26,A,1.332,1.346,4335,4407,2249,2261,1090,1106
C03,Sample X27,A,1.324,1.328,4238,4310,2201,2236,1071,1083
C04,Sample X28,A,1.287,1.224,4066,4104,2130,2145,1032,1043
C05,Sample X29,A,1.243,1.202,4070,4150,2115,2144,1022,1037
C06,Sample X30,A,1.22,1.167,3993,4041,2075,2097,1003,1014
C07,Sample X31,A,1.346,1.293,3782,3845,1968,1999,958,961
C08,Sample X32,A,1.314,1.276,3941,3976,2051,2060,993,997
C09,Sample X33,A,1.278,1.241,3775,3826,1956,1979,956,961
C10,Sample X34,A,1.253,1.245,3715,3784,1925,1963,943,942
C11,Sample X35,A,1.166,1.208,3709,3764,1898,1920,928,937
C12,Sample X36,A,1.162,1.2,3858,3892,2008,2017,974,974
D01,Sample X37,A,1.377,1.376,4974,5052,2574,2613,1263,1273
D02,Sample X38,A,1.317,1.333,5692,5778,2940,2995,1429,1453
D03,Sample X39,A,1.281,1.287,5363,5483,2792,2821,1344,1373
D04,Sample X40,A,1.264,1.221,5143,5219,2668,2704,1292,1305
D05,Sample X41,A,1.227,1.165,4970,5055,2594,2631,1258,1266
D06,Sample X42,A,1.201,1.181,4841,4927,2525,2563,1224,1233
D07,Sample X43,A,1.318,1.291,3924,3973,2024,2047,987,996
D08,Sample X44,A,1.296,1.287,5488,5581,2823,2886,1371,1407
D09,Sample X45,A,1.298,1.255,5124,5229,2644,2681,1293,1312
D10,Sample X46,A,1.258,1.258,4986,5056,2575,2617,1255,1280
D11,Sample X47,A,1.167,1.217,5119,5203,2638,2680,1285,1305
D12,Sample X48,A,1.126,1.186,6405,6452,3309,3336,1604,1626
E01,Sample X49,A,1.375,1.402,5590,5653,2887,2907,1400,1417
E02,Sample X50,A,1.117,1.144,7082,7705,3606,3942,1728,1892
E03,Sample X51,A,1.273,1.298,9833,9945,5087,5181,2465,2515
E04,Sample X52,A,1.232,1.279,9238,9468,4770,4849,2309,2361
E05,Sample X53,A,1.194,1.207,8913,9021,4605,4681,2239,2274
E06,Sample X54,A,1.09,1.075,6726,7256,3424,3712,1643,1782
E07,Sample X55,A,1.328,1.341,3947,4025,2044,2073,990,1003
E08,Sample X56,A,1.283,1.268,9375,9683,4852,4985,2360,2422
E09,Sample X57,A,1.259,1.239,11126,11454,5733,5884,2791,2843
E10,Sample X58,A,1.214,1.231,11291,11517,5851,5998,2829,2898
E11,Sample X59,A,1.158,1.221,12166,12339,6230,6384,3021,3096
E12,Sample X60,A,1.096,1.179,16398,16621,8494,8601,4103,4162
