Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
D04,Sample X40,A,1.386,1.356,17087,17302,8874,8949,4269,4324
D05,Sample X41,A,1.388,1.374,20818,21060,10753,10917,5193,5252
D06,Sample X42,A,1.362,1.337,25668,25924,13258,13378,6407,6460
D07,Sample X43,A,1.814,1.803,4341,4294,2243,2253,1103,1097
D08,Sample X44,A,1.757,1.717,14272,14325,7429,7441,3588,3603
D09,Sample X45,A,1.681,1.646,26317,26289,13646,13591,6610,6596
D10,Sample X46,A,1.637,1.599,44480,44337,23033,23014,11105,11124
D11,Sample X47,A,1.593,1.568,55881,55659,29142,28850,14118,14006
D12,Sample X48,A,1.422,1.232,75899,74219,39649,38490,19306,18686
E01,Sample X49,A,1.464,1.348,4079,4064,2144,2108,1039,1032
E02,Sample X50,A,1.468,1.428,28274,27771,14665,14421,7111,7013
E03,Sample X51,A,1.476,1.407,43345,43179,22424,22330,10836,10828
E04,Sample X52,A,1.47,1.384,56029,55967,29013,29110,14094,14086
E05,Sample X53,A,1.431,1.379,61387,61772,31950,31874,15389,15469
E06,Sample X54,A,1.403,1.364,64509,64921,33466,33710,16207,16233
E07,Sample X55,A,1.834,1.802,4520,4501,2348,2345,1141,1147
E08,Sample X56,A,1.756,1.728,23417,23397,12145,12123,5877,5882
E09,Sample X57,A,1.698,1.648,47287,47459,24573,24552,11925,11826
E10,Sample X58,A,1.628,1.626,73686,74004,38379,38229,18574,18543
E11,Sample X59,A,1.497,1.408,90293,89603,47057,46590,22811,22571
E12,Sample X60,A,1.474,1.308,93230,92517,49238,48008,23940,23234
F01,Sample X61,A,1.515,1.403,4273,4284,2245,2237,1096,1080
F02,Sample X62,A,1.539,1.412,56742,56182,29620,29191,14407,14209
F03,Sample X63,A,1.534,1.445,77431,77257,40404,40077,19544,19476
F04,Sample X64,A,1.497,1.414,89241,89434,46525,46328,22529,22400
F05,Sample X65,A,1.456,1.385,97571,97795,50797,50891,24673,24554
F06,Sample X66,A,1.465,1.367,100014,100164,52150,52080,25265,25114
F07,Sample X67,A,1.778,1.727,4457,4434,2310,2307,1126,1113
F08,Sample X68,A,1.707,1.677,26778,26800,13903,13832,6773,6705
F09,Sample X69,A,1.691,1.619,51492,51308,26859,26680,12967,12886
F10,Sample X70,A,1.604,1.556,76185,76101,39719,39461,19188,19133
F11,Sample X71,A,1.629,1.578,89498,88265,46556,45714,22562,22154
F12,Sample X72,A,1.394,1.294,72650,71436,37975,37146,18566,18049
H03,Blank B,A,0.047,0.045,1914,1864,996,980,487,484
H04,Blank B,A,0.047,0.046,1883,1851,988,978,489,476
H05,Negative control N,A,1.834,1.78,3865,3811,2012,2008,985,973
H06,Negative control N,A,1.82,1.732,3857,3828,2013,1993,977,972
H07,Blank B,B,0.048,0.046,1888,1878,994,966,483,474
H08,Blank B,B,0.048,0.045,1900,1870,994,974,483,474
H09,Negative control N,B,1.991,1.959,4352,4288,2256,2259,1105,1094
H10,Negative control N,B,1.967,1.909,4293,4250,2240,2215,1094,1080
H11,Positive control P,B,1.934,1.851,93437,91201,48913,47907,23873,23259
H12,Positive control P,B,1.834,1.771,90245,87491,47004,45632,23079,22149
