Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.366,1.249,3774,3776,1954,1944,960,955
A02,Sample X2,A,1.346,1.257,4076,4003,2115,2104,1036,1019
A03,Sample X3,A,1.33,1.253,4175,4135,2166,2141,1047,1038
A04,Sample X4,A,1.282,1.238,4221,4191,2222,2185,1071,1057
A05,Sample X5,A,1.256,1.179,4232,4216,2216,2196,1078,1060
A06,Sample X6,A,1.223,1.154,4227,4208,2209,2176,1071,1064
A07,Sample X7,A,1.816,1.668,4355,4364,2270,2260,1096,1097
A08,Sample X8,A,1.677,1.547,4511,4475,2345,2342,1145,1141
A09,Sample X9,A,1.645,1.498,4716,4682,2447,2433,1199,1185
A10,Sample X10,A,1.623,1.486,4971,4908,2575,2562,1267,1245
A11,Sample X11,A,1.596,1.504,5047,4998,2634,2615,1290,1276
A12,Sample X12,A,1.434,1.157,4937,4869,2590,2554,1268,1237
B01,Sample X13,A,1.403,1.29,3808,3770,1986,1952,958,952
B02,Sample X14,A,1.381,1.394,4584,4523,2379,2369,1166,1154
B03,Sample X15,A,1.37,1.372,4961,4961,2589,2572,1262,1250
B04,Sample X16,A,1.33,1.348,5362,5365,2771,2796,1349,1351
B05,Sample X17,A,1.311,1.305,5714,5723,2962,2964,1434,1441
B06,Sample X18,A,1.289,1.284,5749,5737,2995,2986,1450,1444
B07,Sample X19,A,1.846,1.826,4685,4664,2427,2423,1180,1183
B08,Sample X20,A,1.754,1.726,5138,5135,2662,2652,1299,1299
B09,Sample X21,A,1.724,1.685,5719,5678,2974,2957,1446,1443
B10,Sample X22,A,1.678,1.636,6577,6518,3405,3391,1655,1651
B11,Sample X23,A,1.618,1.591,8120,8009,4200,4149,2044,2032
B12,Sample X24,A,1.52,1.39,8067,7902,4204,4120,2042,1993
C01,Sample X25,A,1.404,1.31,3801,3764,1986,1964,971,957
C02,Sample X26,A,1.418,1.424,4758,4742,2492,2484,1221,1212
C03,Sample X27,A,1.398,1.387,5423,5425,2808,2797,1368,1369
C04,Sample X28,A,1.394,1.359,6006,6040,3115,3152,1510,1526
C05,Sample X29,A,1.403,1.348,6625,6639,3450,3471,1659,1678
C06,Sample X30,A,1.367,1.323,6851,6895,3552,3585,1720,1729
C07,Sample X31,A,1.83,1.819,4263,4228,2236,2195,1074,1070
C08,Sample X32,A,1.764,1.712,4815,4787,2517,2509,1228,1218
C09,Sample X33,A,1.694,1.666,5566,5531,2884,2895,1410,1401
C10,Sample X34,A,1.643,1.612,6838,6895,3572,3547,1730,1736
C11,Sample X35,A,1.617,1.561,8385,8314,4349,4323,2104,2099
C12,Sample X36,A,1.437,1.256,30727,29970,15942,15480,7750,7530
D01,Sample X37,A,1.421,1.332,3890,3885,2030,2011,997,974
D02,Sample X38,A,1.42,1.402,9883,9840,5149,5162,2494,2481
D03,Sample X39,A,1.42,1.388,14175,14250,7356,7374,3546,3587
