Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.125,1.06,3648,3600,1900,1873,929,920
A02,Sample X2,A,1.157,1.062,3634,3597,1890,1862,926,910
A03,Sample X3,A,1.151,1.059,3589,3561,1862,1853,910,893
A04,Sample X4,A,1.123,1.06,3550,3493,1860,1841,902,894
A05,Sample X5,A,1.096,1.03,3484,3445,1799,1794,882,874
A06,Sample X6,A,1.102,1.02,3492,3450,1820,1796,890,878
A07,Sample X7,A,1.11,1.025,3586,3553,1873,1852,915,903
A08,Sample X8,A,1.107,1.013,3568,3507,1863,1824,902,891
A09,Sample X9,A,1.096,1.026,3495,3436,1833,1804,901,874
A10,Sample X10,A,1.083,0.986,3461,3410,1799,1769,877,861
A11,Sample X11,A,1.091,0.991,3388,3349,1770,1751,861,847
A12,Sample X12,A,1.056,0.908,3413,3362,1774,1746,864,844
B01,Sample X13,A,1.109,1.038,3476,3459,1827,1795,890,880
B02,Sample X14,A,1.108,1.102,3507,3425,1811,1773,879,873
B03,Sample X15,A,1.105,1.105,3461,3427,1799,1784,880,869
B04,Sample X16,A,1.067,1.082,3437,3424,1794,1780,875,866
B05,Sample X17,A,1.045,1.055,3412,3398,1783,1774,863,858
B06,Sample X18,A,1.052,1.07,3431,3406,1798,1762,878,861
B07,Sample X19,A,1.079,1.096,3549,3511,1859,1818,904,887
B08,Sample X20,A,1.095,1.093,3517,3487,1838,1813,888,885
B09,Sample X21,A,1.087,1.075,3452,3434,1806,1785,881,868
B10,Sample X22,A,1.056,1.062,3425,3407,1792,1763,866,852
B11,Sample X23,A,1.038,1.045,3439,3376,1791,1763,866,854
B12,Sample X24,A,1.051,0.934,3388,3303,1782,1736,866,844
C01,Sample X25,A,1.172,1.094,3615,3585,1884,1873,919,905
C02,Sample X26,A,1.16,1.178,3608,3597,1871,1866,914,896
C03,Sample X27,A,1.168,1.183,3599,3566,1870,1849,909,898
C04,Sample X28,A,1.14,1.141,3544,3493,1827,1827,892,885
C05,Sample X29,A,1.139,1.13,3513,3489,1841,1809,886,890
C06,Sample X30,A,1.12,1.121,3496,3469,1825,1805,881,871
