Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
C07,Sample X31,A,1.156,1.139,3647,3602,1862,1876,913,914
C08,Sample X32,A,1.112,1.113,3590,3561,1868,1864,913,902
C09,Sample X33,A,1.102,1.125,3532,3526,1839,1820,896,891
C10,Sample X34,A,1.092,1.102,3468,3438,1810,1786,876,869
C11,Sample X35,A,1.072,1.107,3473,3424,1808,1791,879,866
C12,Sample X36,A,1.049,0.968,3437,3395,1803,1768,883,857
D01,Sample X37,A,1.152,1.101,3637,3617,1903,1879,925,905
D02,Sample X38,A,1.162,1.152,3664,3639,1896,1879,920,914
D03,Sample X39,A,1.17,1.178,3629,3572,1876,1866,909,910
D04,Sample X40,A,1.172,1.18,3625,3575,1879,1868,918,911
D05,Sample X41,A,1.15,1.128,3542,3519,1860,1850,901,896
D06,Sample X42,A,1.154,1.131,3671,3621,1906,1872,923,916
D07,Sample X43,A,1.173,1.158,3666,3636,1915,1908,931,925
D08,Sample X44,A,1.149,1.169,3689,3649,1910,1885,928,924
D09,Sample X45,A,1.121,1.137,3667,3605,1909,1891,928,912
D10,Sample X46,A,1.105,1.116,3672,3610,1896,1893,932,906
D11,Sample X47,A,1.092,1.11,3676,3623,1916,1888,934,923
D12,Sample X48,A,1.068,0.98,3708,3671,1943,1897,946,926
E01,Sample X49,A,1.134,1.062,3660,3626,1901,1885,928,915
E02,Sample X50,A,1.168,1.144,3676,3614,1914,1876,926,920
E03,Sample X51,A,1.171,1.171,3729,3688,1943,1916,950,940
E04,Sample X52,A,1.16,1.155,3783,3712,1952,1929,958,938
E05,Sample X53,A,1.156,1.167,3831,3809,1980,1966,967,965
E06,Sample X54,A,1.131,1.136,3835,3846,2007,2006,970,958
E07,Sample X55,A,1.211,1.211,3896,3875,2022,2015,985,975
E08,Sample X56,A,1.218,1.209,3911,3873,2036,2007,994,982
E09,Sample X57,A,1.19,1.196,3946,3899,2055,2027,993,984
E10,Sample X58,A,1.195,1.186,3919,3867,2020,2010,984,972
E11,Sample X59,A,1.185,1.168,3855,3808,2021,1994,978,976
E12,Sample X60,A,1.105,1.088,4161,4083,2156,2132,1068,1037
F01,Sample X61,A,1.131,1.055,3646,3585,1894,1875,921,910
F02,Sample X62,A,1.112,1.066,4114,4042,2128,2094,1036,1016
F03,Sample X63,A,1.131,1.052,5240,5114,2748,2678,1335,1303
F04,Sample X64,A,1.1,1.027,6017,5899,3136,3068,1528,1487
F05,Sample X65,A,1.117,1.019,6660,6463,3476,3367,1692,1638
F06,Sample X66,A,1.116,1.016,7194,6996,3739,3665,1828,1778
F07,Sample X67,A,1.173,1.06,3797,3720,1974,1951,964,950
F08,Sample X68,A,1.167,1.054,3854,3777,2007,1972,973,967
F09,Sample X69,A,1.156,1.048,3866,3817,2002,1985,982,962
F10,Sample X70,A,1.145,1.037,3973,3908,2051,2029,1005,992
F11,Sample X71,A,1.09,1.028,4075,4023,2121,2092,1040,1018
F12,Sample X72,A,1.019,1.016,4527,4416,2358,2309,1149,1113
H03,Blank B,A,0.048,0.047,2175,2127,1137,1107,555,545
H04,Blank B,A,0.048,0.048,2190,2143,1147,1116,548,546
H05,Negative control N,A,1.254,1.195,3748,3715,1964,1935,953,940
H06,Negative control N,A,1.23,1.177,3683,3628,1913,1890,930,919
H07,Blank B,B,0.05,0.05,2147,2098,1118,1098,543,533
H08,Blank B,B,0.049,0.05,2134,2103,1110,1087,548,531
H09,Negative control N,B,1.257,1.192,4358,4312,2277,2252,1098,1088
H10,Negative control N,B,1.312,1.251,4432,4386,2312,2275,1117,1097
H11,Positive control P,B,1.315,1.297,48164,45874,25005,23918,12217,11715
H12,Positive control P,B,1.283,1.262,47415,44985,24749,23510,12040,11463
