Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.121,1.129,3682,3771,1924,1930,928,940
A02,Sample X2,A,1.113,1.118,3690,3708,1900,1933,920,932
A03,Sample X3,A,1.115,1.122,3636,3716,1888,1917,908,934
A04,Sample X4,A,1.098,1.103,3637,3663,1888,1903,904,924
A05,Sample X5,A,1.121,1.107,3607,3670,1884,1908,910,922
A06,Sample X6,A,1.075,1.086,3609,3637,1852,1877,891,910
A07,Sample X7,A,1.172,1.181,4125,4160,2148,2171,1037,1049
A08,Sample X8,A,1.16,1.169,4143,4223,2138,2184,1038,1049
A09,Sample X9,A,1.151,1.165,4102,4171,2133,2157,1027,1043
A10,Sample X10,A,1.141,1.155,4074,4095,2104,2144,1010,1038
A11,Sample X11,A,1.087,1.104,3973,4026,2049,2088,990,1012
A12,Sample X12,A,1.073,1.089,3972,4005,2042,2087,990,1000
B01,Sample X13,A,1.148,1.186,3782,3813,1957,1968,946,958
B02,Sample X14,A,1.18,1.185,3740,3783,1940,1951,926,952
B03,Sample X15,A,1.153,1.164,3709,3735,1915,1955,928,940
B04,Sample X16,A,1.162,1.169,3699,3735,1918,1939,921,941
B05,Sample X17,A,1.153,1.158,3687,3723,1911,1946,922,938
B06,Sample X18,A,1.157,1.158,3678,3737,1908,1940,917,934
B07,Sample X19,A,1.196,1.205,4133,4201,2144,2183,1033,1048
B08,Sample X20,A,1.19,1.188,4290,4363,2219,2260,1071,1092
B09,Sample X21,A,1.191,1.192,4480,4526,2322,2347,1111,1148
B10,Sample X22,A,1.183,1.176,4525,4626,2339,2400,1130,1161
B11,Sample X23,A,1.184,1.157,4354,4429,2250,2290,1093,1112
B12,Sample X24,A,1.091,1.109,3910,3967,2022,2048,978,988
C01,Sample X25,A,1.179,1.21,3846,3881,1982,2007,965,981
C02,Sample X26,A,1.226,1.238,3844,3890,1986,2023,972,984
C03,Sample X27,A,1.203,1.211,3758,3819,1955,1983,951,959
C04,Sample X28,A,1.175,1.183,3782,3843,1951,1981,951,961
C05,Sample X29,A,1.181,1.191,3938,4023,2056,2092,1002,1010
C06,Sample X30,A,1.173,1.187,3726,3788,1932,1952,933,954
C07,Sample X31,A,1.204,1.2,4068,4149,2114,2143,1016,1048
C08,Sample X32,A,1.2,1.214,4141,4196,2151,2166,1040,1047
C09,Sample X33,A,1.193,1.208,4115,4147,2143,2159,1027,1043
C10,Sample X34,A,1.182,1.196,4059,4109,2097,2130,1011,1035
C11,Sample X35,A,1.178,1.173,4040,4089,2095,2118,1021,1034
C12,Sample X36,A,1.087,1.148,7013,7197,3645,3708,1752,1788
D01,Sample X37,A,1.154,1.188,3759,3774,1929,1952,939,947
D02,Sample X38,A,1.191,1.2,3742,3773,1958,1968,945,957
D03,Sample X39,A,1.157,1.175,3681,3750,1894,1936,922,937
D04,Sample X40,A,1.149,1.174,3688,3716,1904,1932,927,937
D05,Sample X41,A,1.151,1.17,3646,3709,1891,1913,909,928
D06,Sample X42,A,1.147,1.173,3692,3766,1921,1965,941,942
D07,Sample X43,A,1.214,1.223,4247,4337,2204,2253,1072,1085
D08,Sample X44,A,1.21,1.222,9161,9434,4734,4874,2305,2363
D09,Sample X45,A,1.202,1.221,12321,12724,6386,6552,3061,3177
D10,Sample X46,A,1.198,1.208,15137,15632,7778,8025,3726,3897
D11,Sample X47,A,1.185,1.193,16150,16667,8315,8616,4009,4148
D12,Sample X48,A,1.125,1.173,17132,17709,8896,9153,4241,4444
E01,Sample X49,A,1.168,1.212,3740,3780,1936,1954,940,952
E02,Sample X50,A,1.172,1.164,3677,3689,1909,1928,921,937
E03,Sample X51,A,1.122,1.148,3614,3656,1868,1894,911,924
E04,Sample X52,A,1.129,1.149,3714,3744,1926,1948,928,934
E05,Sample X53,A,1.152,1.15,3682,3730,1915,1936,918,939
E06,Sample X54,A,1.115,1.143,3702,3777,1916,1951,931,944
E07,Sample X55,A,1.247,1.239,4421,4514,2306,2332,1123,1131
E08,Sample X56,A,1.222,1.223,11687,11933,6025,6171,2909,2976
E09,Sample X57,A,1.238,1.231,17322,17811,8938,9187,4309,4440
E10,Sample X58,A,1.227,1.217,18747,19252,9653,9946,4657,4791
E11,Sample X59,A,1.208,1.214,18803,19435,9634,10001,4660,4811
E12,Sample X60,A,1.14,1.192,22516,23251,11501,11995,5553,5778
F01,Sample X61,A,1.132,1.167,3821,3846,1972,1999,959,972
F02,Sample X62,A,1.192,1.218,4009,4069,2079,2095,1013,1023
F03,Sample X63,A,1.196,1.199,4717,4758,2451,2465,1181,1209
F04,Sample X64,A,1.193,1.188,5683,5798,2964,3016,1418,1451
F05,Sample X65,A,1.168,1.17,6080,6182,3146,3196,1513,1558
F06,Sample X66,A,1.159,1.18,6353,6487,3300,3359,1590,1631
F07,Sample X67,A,1.23,1.227,4436,4478,2306,2334,1110,1128
