Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
F08,Sample X68,A,1.209,1.212,14643,14965,7588,7715,3656,3746
F09,Sample X69,A,1.207,1.225,18864,19365,9723,9949,4691,4851
F10,Sample X70,A,1.191,1.211,23293,24004,11925,12298,5784,5970
F11,Sample X71,A,1.178,1.198,25357,26094,13103,13481,6308,6510
F12,Sample X72,A,1.13,1.185,29786,30341,15274,15772,7350,7585
H03,Blank B,A,0.053,0.052,2069,2085,1082,1090,526,530
H04,Blank B,A,0.053,0.051,2076,2075,1065,1076,526,521
H05,Negative control N,A,1.166,1.156,3772,3825,1955,1982,946,961
H06,Negative control N,A,1.168,1.162,3764,3799,1948,1974,956,958
H07,Blank B,B,0.053,0.051,2027,2029,1048,1053,514,511
H08,Blank B,B,0.054,0.052,2068,2089,1079,1088,523,529
H09,Negative control N,B,1.183,1.188,4108,4142,2126,2148,1027,1038
H10,Negative control N,B,1.174,1.178,4128,4137,2118,2141,1034,1033
H11,Positive control P,B,1.176,1.17,43434,44544,22376,23040,10761,11073
H12,Positive control P,B,1.163,1.177,43357,44104,22296,22818,10818,11037
