Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.092,1.018,4180,4175,2186,2151,1069,1056
A02,Sample X2,A,1.049,0.978,4371,4330,2281,2251,1117,1098
A03,Sample X3,A,1.012,0.942,4392,4337,2288,2269,1111,1097
A04,Sample X4,A,0.993,0.914,4336,4311,2276,2235,1103,1083
A05,Sample X5,A,0.959,0.865,4238,4188,2215,2169,1071,1067
A06,Sample X6,A,0.944,0.846,4180,4116,2168,2158,1058,1040
A07,Sample X7,A,1.382,1.257,4508,4458,2354,2317,1146,1128
A08,Sample X8,A,1.281,1.17,4635,4595,2404,2390,1175,1161
A09,Sample X9,A,1.259,1.16,4670,4619,2446,2415,1199,1175
A10,Sample X10,A,1.186,1.098,4572,4516,2374,2355,1166,1147
A11,Sample X11,A,1.205,1.12,4606,4532,2397,2354,1175,1153
A12,Sample X12,A,1.091,0.99,4424,4382,2298,2273,1133,1113
B01,Sample X13,A,1.305,1.17,4641,4636,2424,2398,1185,1167
B02,Sample X14,A,1.257,1.232,14792,14406,7692,7504,3759,3651
B03,Sample X15,A,1.227,1.225,20968,20427,10912,10619,5303,5164
B04,Sample X16,A,1.16,1.172,24872,24232,12894,12587,6270,6094
B05,Sample X17,A,1.167,1.173,25024,24425,13032,12640,6341,6143
B06,Sample X18,A,1.165,1.157,25566,24888,13290,12975,6483,6270
B07,Sample X19,A,1.471,1.437,5653,5622,2930,2913,1437,1422
B08,Sample X20,A,1.388,1.343,25131,24889,13181,12913,6410,6262
B09,Sample X21,A,1.366,1.336,32785,32181,17066,16777,8282,8129
B10,Sample X22,A,1.329,1.302,36421,35944,18964,18601,9248,9011
B11,Sample X23,A,1.276,1.238,37543,36652,19517,19049,9488,9239
B12,Sample X24,A,1.23,1.076,47759,46468,25078,24188,12316,11755
C01,Sample X25,A,1.29,1.162,4611,4556,2414,2380,1175,1155
C02,Sample X26,A,1.267,1.266,16087,15902,8347,8231,4042,3990
C03,Sample X27,A,1.266,1.214,31812,31568,16496,16330,8053,7916
C04,Sample X28,A,1.206,1.2,39397,38953,20450,20215,9930,9772
C05,Sample X29,A,1.212,1.178,45019,44631,23386,23176,11363,11223
C06,Sample X30,A,1.141,1.141,42875,42718,22219,22179,10820,10714
C07,Sample X31,A,1.563,1.507,6861,6813,3570,3527,1728,1719
C08,Sample X32,A,1.423,1.379,75474,74427,39056,38776,19028,18738
C09,Sample X33,A,1.42,1.369,116734,115140,60673,59757,29578,28955
C10,Sample X34,A,1.304,1.26,110321,108707,57412,56526,27910,27416
C11,Sample X35,A,1.337,1.275,129533,127212,67566,66158,32866,32112
C12,Sample X36,A,1.187,1.087,151419,148380,79588,77171,39260,37417
D01,Sample X37,A,1.377,1.238,4789,4795,2492,2471,1218,1215
D02,Sample X38,A,1.462,1.365,21689,21341,11303,11092,5477,5398
D03,Sample X39,A,1.41,1.349,39523,39105,20624,20322,9971,9821
D04,Sample X40,A,1.367,1.309,50636,50115,26464,26038,12829,12558
D05,Sample X41,A,1.306,1.275,56651,55823,29365,29103,14286,13990
D06,Sample X42,A,1.301,1.254,57104,56394,29601,29238,14311,14144
D07,Sample X43,A,1.506,1.482,7010,6932,3629,3604,1774,1747
D08,Sample X44,A,1.422,1.367,100560,100166,52799,51877,25553,25162
D09,Sample X45,A,1.428,1.386,162966,160244,85134,83460,41401,40568
D10,Sample X46,A,1.353,1.298,178139,175068,93067,91354,45348,44408
D11,Sample X47,A,1.295,1.241,194522,191960,102059,100125,49696,48634
D12,Sample X48,A,1.147,1.072,190433,186609,100297,97651,49170,47360
E01,Sample X49,A,1.32,1.263,4725,4719,2462,2433,1208,1193
E02,Sample X50,A,1.397,1.324,23888,23592,12431,12195,6060,5945
E03,Sample X51,A,1.412,1.355,42678,42114,22176,21830,10835,10602
E04,Sample X52,A,1.359,1.293,55857,54683,28806,28362,14053,13800
E05,Sample X53,A,1.299,1.259,55737,55060,29106,28591,14104,13866
E06,Sample X54,A,1.291,1.258,58393,57595,30415,29953,14764,14532
E07,Sample X55,A,1.383,1.336,6092,6043,3155,3141,1545,1527
E08,Sample X56,A,1.388,1.336,104060,102813,54402,53494,26386,26008
E09,Sample X57,A,1.348,1.289,162889,160220,85026,83755,41415,40643
E10,Sample X58,A,1.302,1.256,182348,179848,95483,93833,46662,45502
E11,Sample X59,A,1.235,1.194,186493,183871,97619,95913,47696,46636
E12,Sample X60,A,1.148,1.107,196797,194247,103414,101366,51045,49147
F01,Sample X61,A,1.465,1.373,5067,5024,2636,2611,1282,1270
F02,Sample X62,A,1.497,1.421,28717,28198,15096,14712,7322,7131
F03,Sample X63,A,1.512,1.438,60620,59533,31663,31087,15393,15087
F04,Sample X64,A,1.438,1.36,71652,70697,37414,36970,18324,17915
F05,Sample X65,A,1.385,1.301,79766,78739,41645,40953,20253,19841
F06,Sample X66,A,1.366,1.293,77748,76802,40619,40162,19787,19392
F07,Sample X67,A,1.475,1.378,7118,7057,3698,3692,1800,1783
F08,Sample X68,A,1.43,1.346,141117,139756,73994,73060,36027,35310
F09,Sample X69,A,1.416,1.311,203582,201563,107133,105334,52470,51325
F10,Sample X70,A,1.337,1.309,237655,234837,125282,123391,61532,59903
F11,Sample X71,A,1.303,1.288,248956,245169,131707,129041,64656,62812
F12,Sample X72,A,1.254,1.171,250291,245278,132899,128504,65757,62864
H03,Blank B,A,0.049,0.048,2627,2551,1360,1335,665,656
H04,Blank B,A,0.051,0.048,2599,2577,1356,1347,669,656
H05,Negative control N,A,1.682,1.717,4558,4485,2354,2328,1143,1129
H06,Negative control N,A,1.786,1.76,4764,4729,2465,2454,1207,1205
H07,Blank B,B,0.052,0.049,2541,2529,1325,1316,649,646
H08,Blank B,B,0.05,0.047,2543,2527,1344,1306,653,643
H09,Negative control N,B,1.94,1.913,5166,5125,2660,2664,1304,1297
H10,Negative control N,B,1.885,1.839,5009,4971,2602,2594,1275,1260
H11,Positive control P,B,2.05,2.02,118036,114600,62029,59960,30405,29229
H12,Positive control P,B,1.803,1.746,112888,110304,58902,57073,29001,27875
