Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.057,1.03,3515,3490,1828,1818,893,882
A02,Sample X2,A,1.077,1.075,3559,3501,1859,1835,898,889
A03,Sample X3,A,1.039,1.055,3542,3508,1839,1814,880,894
A04,Sample X4,A,1.045,1.07,3522,3526,1839,1823,888,887
A05,Sample X5,A,1.029,1.028,3490,3460,1798,1800,876,873
A06,Sample X6,A,1,1.026,3453,3459,1816,1807,875,871
A07,Sample X7,A,1.336,1.336,3883,3898,2037,2031,990,983
A08,Sample X8,A,1.13,1.166,3607,3577,1875,1864,916,909
A09,Sample X9,A,1.272,1.252,3890,3835,2008,1994,983,967
A10,Sample X10,A,1.267,1.204,3837,3831,1984,1983,972,966
A11,Sample X11,A,1.253,1.241,3782,3781,1979,1972,972,965
A12,Sample X12,A,1.194,1.171,3789,3751,1989,1964,963,953
B01,Sample X13,A,1.216,1.205,3775,3699,1949,1931,953,940
B02,Sample X14,A,1.155,1.139,3688,3683,1891,1912,924,929
B03,Sample X15,A,1.168,1.175,3733,3736,1950,1922,938,938
B04,Sample X16,A,1.138,1.125,3662,3689,1916,1920,925,933
B05,Sample X17,A,1.144,1.11,3574,3616,1876,1875,902,908
B06,Sample X18,A,1.12,1.118,3636,3663,1882,1879,917,919
B07,Sample X19,A,1.347,1.291,3927,3935,2040,2046,990,994
B08,Sample X20,A,1.277,1.246,4134,4128,2141,2144,1044,1043
B09,Sample X21,A,1.237,1.192,3936,3933,2037,2038,987,997
B10,Sample X22,A,1.105,1.092,3770,3795,1953,1970,939,956
B11,Sample X23,A,1.153,1.182,4073,4108,2111,2116,1024,1022
B12,Sample X24,A,1.167,1.142,4111,4076,2136,2113,1033,1031
C01,Sample X25,A,1.303,1.324,3961,3975,2065,2058,1011,1003
C02,Sample X26,A,1.307,1.3,3976,3992,2056,2068,1003,1003
C03,Sample X27,A,1.318,1.328,3990,4034,2080,2069,1009,1004
C04,Sample X28,A,1.295,1.298,3927,3943,2037,2038,994,994
C05,Sample X29,A,1.293,1.295,3872,3940,2023,2019,985,986
C06,Sample X30,A,1.261,1.244,3855,3880,2002,1991,975,974
C07,Sample X31,A,1.408,1.409,4539,4542,2349,2350,1144,1143
C08,Sample X32,A,1.376,1.356,6724,6783,3496,3527,1690,1707
C09,Sample X33,A,1.353,1.321,6844,6921,3524,3588,1715,1715
C10,Sample X34,A,1.311,1.296,6902,6956,3542,3617,1726,1746
C11,Sample X35,A,1.266,1.271,7058,7132,3664,3679,1770,1781
C12,Sample X36,A,1.21,1.187,7002,6931,3638,3611,1770,1760
D01,Sample X37,A,1.291,1.243,3901,3919,2011,2040,992,984
D02,Sample X38,A,1.264,1.308,4027,4004,2068,2082,1007,1015
D03,Sample X39,A,1.317,1.318,4010,4028,2080,2076,1011,1010
D04,Sample X40,A,1.319,1.331,4014,4055,2085,2108,1013,1028
D05,Sample X41,A,1.275,1.291,3953,3993,2055,2064,999,996
D06,Sample X42,A,1.251,1.256,3923,3958,2048,2033,993,990
D07,Sample X43,A,1.411,1.398,4952,5017,2569,2596,1260,1272
D08,Sample X44,A,1.383,1.376,21159,21480,10936,11079,5324,5391
D09,Sample X45,A,1.342,1.343,26568,26884,13723,13896,6667,6741
D10,Sample X46,A,1.283,1.295,28628,29264,14833,15047,7153,7303
D11,Sample X47,A,1.213,1.225,28534,29175,14670,15034,7085,7259
D12,Sample X48,A,1.166,1.154,29895,29768,15436,15428,7508,7444
E01,Sample X49,A,1.322,1.309,3994,4003,2087,2073,1016,1010
E02,Sample X50,A,1.277,1.306,4467,4481,2317,2337,1123,1136
E03,Sample X51,A,1.317,1.329,4833,4837,2496,2500,1214,1215
E04,Sample X52,A,1.302,1.284,4921,4900,2546,2537,1236,1239
E05,Sample X53,A,1.274,1.275,4826,4853,2519,2509,1226,1222
E06,Sample X54,A,1.269,1.275,4754,4773,2473,2476,1203,1210
E07,Sample X55,A,1.481,1.51,5545,5557,2872,2881,1399,1388
E08,Sample X56,A,1.443,1.479,58139,58532,30263,30323,14679,14690
E09,Sample X57,A,1.422,1.427,86480,87268,44744,45280,21827,21897
E10,Sample X58,A,1.372,1.368,97992,98750,50734,51175,24747,24849
E11,Sample X59,A,1.264,1.293,100876,101351,52266,52913,25441,25530
E12,Sample X60,A,1.239,1.267,106206,105011,55071,54426,26765,26363
F01,Sample X61,A,1.366,1.315,3962,3948,2057,2040,1009,990
F02,Sample X62,A,1.35,1.335,4561,4548,2373,2364,1155,1151
F03,Sample X63,A,1.321,1.291,4809,4824,2503,2488,1220,1215
F04,Sample X64,A,1.295,1.28,4920,4927,2520,2532,1243,1231
F05,Sample X65,A,1.248,1.243,4880,4851,2517,2520,1236,1228
F06,Sample X66,A,1.213,1.209,4857,4824,2523,2511,1225,1219
F07,Sample X67,A,1.385,1.398,5281,5311,2737,2756,1325,1337
F08,Sample X68,A,1.358,1.372,56792,56792,29635,29389,14352,14318
F09,Sample X69,A,1.331,1.33,123398,122901,63901,63856,31144,30861
F10,Sample X70,A,1.33,1.289,145473,145192,75358,75275,36970,36518
F11,Sample X71,A,1.245,1.218,100438,100620,52215,52052,25487,25327
F12,Sample X72,A,1.168,1.162,107295,105360,56019,54953,27161,26574
H03,Blank B,A,0.051,0.048,2090,2069,1085,1071,541,524
H04,Blank B,A,0.052,0.048,2121,2096,1105,1092,538,528
H05,Negative control N,A,1.618,1.585,4048,4015,2113,2077,1021,1017
H06,Negative control N,A,1.671,1.627,4131,4134,2156,2153,1043,1039
H07,Blank B,B,0.054,0.05,2106,2046,1091,1077,528,518
H08,Blank B,B,0.051,0.048,2062,2062,1078,1069,529,520
H09,Negative control N,B,1.777,1.72,4696,4700,2460,2448,1191,1184
H10,Negative control N,B,1.778,1.733,4724,4662,2446,2423,1188,1185
H11,Positive control P,B,1.778,1.776,80969,79689,42245,41479,20529,20166
H12,Positive control P,B,1.906,1.861,87433,84609,45697,44200,22341,21541
