Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,241,0,241,0,241,0,241
A01,Sample X1,A,1.104,1.055,3982,3943,2081,2048,1013,1003
A02,Sample X2,A,1.101,1.08,3969,3916,2052,2038,1001,991
A03,Sample X3,A,1.085,1.051,3887,3892,2039,2031,991,983
A04,Sample X4,A,1.09,1.053,3927,3913,2045,2038,989,987
A05,Sample X5,A,1.065,1.058,3871,3841,2015,2006,979,976
A06,Sample X6,A,1.056,1.038,3830,3814,1991,1987,977,965
A07,Sample X7,A,1.176,1.169,4110,4074,2144,2135,1043,1019
A08,Sample X8,A,1.173,1.152,4414,4397,2313,2283,1127,1105
A09,Sample X9,A,1.169,1.15,4492,4444,2349,2339,1146,1139
A10,Sample X10,A,1.163,1.13,4606,4545,2369,2368,1164,1143
A11,Sample X11,A,1.149,1.118,4557,4533,2393,2357,1152,1146
A12,Sample X12,A,1.121,1.089,4737,4691,2474,2428,1201,1192
B01,Sample X13,A,1.206,1.146,4122,4154,2158,2139,1056,1046
B02,Sample X14,A,1.201,1.225,4181,4167,2178,2165,1048,1060
B03,Sample X15,A,1.185,1.202,4168,4150,2171,2160,1049,1045
B04,Sample X16,A,1.171,1.19,4038,4047,2105,2113,1023,1013
B05,Sample X17,A,1.166,1.198,4127,4115,2151,2133,1041,1044
B06,Sample X18,A,1.155,1.201,4163,4133,2172,2138,1051,1039
B07,Sample X19,A,1.19,1.213,4423,4416,2297,2298,1111,1114
B08,Sample X20,A,1.2,1.204,11233,11132,5835,5789,2813,2795
B09,Sample X21,A,1.201,1.228,17125,17046,8896,8841,4302,4276
B10,Sample X22,A,1.188,1.203,21540,21539,11142,11175,5406,5398
B11,Sample X23,A,1.16,1.194,21042,20959,10863,10848,5238,5248
B12,Sample X24,A,1.134,1.112,5340,5279,2775,2747,1356,1331
C01,Sample X25,A,1.197,1.134,3938,3895,2051,2039,1001,986
C02,Sample X26,A,1.225,1.224,4227,4190,2194,2190,1067,1059
C03,Sample X27,A,1.235,1.243,4182,4143,2161,2169,1051,1051
C04,Sample X28,A,1.238,1.242,4192,4166,2180,2175,1059,1046
