Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
C05,Sample X29,A,1.221,1.226,4177,4143,2166,2162,1051,1044
C06,Sample X30,A,1.211,1.196,4101,4112,2130,2140,1036,1033
C07,Sample X31,A,1.245,1.223,4317,4298,2246,2223,1094,1087
C08,Sample X32,A,1.241,1.246,5422,5436,2845,2825,1379,1377
C09,Sample X33,A,1.246,1.227,5786,5797,3034,3012,1471,1458
C10,Sample X34,A,1.235,1.229,6230,6200,3235,3241,1577,1569
C11,Sample X35,A,1.208,1.222,6545,6492,3389,3386,1647,1649
C12,Sample X36,A,1.184,1.132,70187,69177,36585,35931,17788,17384
D01,Sample X37,A,1.213,1.143,4141,4113,2160,2128,1048,1033
D02,Sample X38,A,1.214,1.188,4159,4136,2157,2148,1038,1042
D03,Sample X39,A,1.209,1.225,4119,4112,2145,2139,1041,1034
D04,Sample X40,A,1.226,1.225,4111,4110,2154,2140,1040,1039
D05,Sample X41,A,1.2,1.204,4096,4094,2137,2124,1038,1039
D06,Sample X42,A,1.194,1.181,4248,4182,2194,2192,1059,1060
D07,Sample X43,A,1.228,1.21,4514,4505,2358,2340,1139,1137
D08,Sample X44,A,1.233,1.233,35558,35530,18397,18470,8898,8914
D09,Sample X45,A,1.214,1.196,64650,66220,33411,34204,16059,16429
D10,Sample X46,A,1.202,1.177,110658,111486,57538,57878,27895,28028
D11,Sample X47,A,1.164,1.178,127902,127794,66539,66635,32237,32292
D12,Sample X48,A,1.16,1.124,142748,140527,74223,73310,36077,35523
E01,Sample X49,A,1.215,1.18,4258,4212,2203,2187,1073,1069
E02,Sample X50,A,1.238,1.229,4375,4336,2286,2255,1117,1104
E03,Sample X51,A,1.221,1.228,4550,4535,2368,2353,1148,1142
E04,Sample X52,A,1.198,1.231,4751,4727,2478,2467,1209,1196
E05,Sample X53,A,1.208,1.219,4864,4805,2525,2524,1230,1231
E06,Sample X54,A,1.183,1.199,5084,5050,2632,2616,1289,1280
E07,Sample X55,A,1.235,1.238,4627,4540,2384,2361,1157,1162
E08,Sample X56,A,1.233,1.236,36799,36638,19062,18918,9336,9233
E09,Sample X57,A,1.232,1.235,83013,82506,43184,42952,21135,21002
E10,Sample X58,A,1.218,1.23,120661,120144,62950,62570,30518,30475
E11,Sample X59,A,1.17,1.193,130916,129701,68742,67680,33442,33040
E12,Sample X60,A,1.165,1.12,138673,138034,72102,71539,35004,34751
F01,Sample X61,A,1.149,1.113,4001,3958,2075,2056,1006,1002
F02,Sample X62,A,1.171,1.134,4733,4658,2460,2429,1193,1189
F03,Sample X63,A,1.186,1.135,6190,6132,3232,3157,1581,1546
F04,Sample X64,A,1.157,1.109,8068,7973,4173,4130,2069,2005
F05,Sample X65,A,1.156,1.094,9208,9109,4812,4728,2346,2308
F06,Sample X66,A,1.162,1.09,10715,10517,5559,5465,2723,2642
F07,Sample X67,A,1.226,1.184,4554,4509,2366,2352,1153,1146
F08,Sample X68,A,1.231,1.182,37170,36551,19337,18970,9409,9150
F09,Sample X69,A,1.215,1.172,84660,83537,44064,43426,21569,21036
F10,Sample X70,A,1.208,1.157,127076,125636,66536,65684,32434,31879
F11,Sample X71,A,1.19,1.155,146932,144590,76667,75283,37432,36527
F12,Sample X72,A,1.191,1.111,160067,157311,83666,82072,40876,39844
H03,Blank B,A,0.052,0.05,2097,2064,1087,1070,536,523
H04,Blank B,A,0.051,0.05,2104,2061,1090,1083,534,525
H05,Negative control N,A,1.231,1.189,3871,3830,1995,1988,975,972
H06,Negative control N,A,1.219,1.17,3766,3756,1957,1932,956,935
H07,Blank B,B,0.053,0.05,2182,2131,1121,1110,547,545
H08,Blank B,B,0.053,0.051,2155,2126,1130,1113,551,546
H09,Negative control N,B,1.251,1.18,4208,4196,2191,2168,1075,1059
H10,Negative control N,B,1.244,1.17,4199,4147,2203,2171,1057,1053
H11,Positive control P,B,1.273,1.232,56207,54680,29189,28318,14204,13807
H12,Positive control P,B,1.19,1.184,56017,54056,29174,28099,14253,13716
