Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,1.332,1.163,4255,4140,2220,2173,1080,1059
A02,Sample X2,A,1.306,1.218,4281,4224,2232,2190,1086,1072
A03,Sample X3,A,1.277,1.186,4239,4224,2224,2195,1082,1057
A04,Sample X4,A,1.243,1.192,4217,4176,2196,2161,1074,1051
A05,Sample X5,A,1.249,1.182,4172,4138,2171,2140,1065,1049
A06,Sample X6,A,1.213,1.145,4137,4135,2150,2133,1051,1035
A07,Sample X7,A,1.321,1.263,4191,4130,2170,2148,1056,1050
A08,Sample X8,A,1.307,1.213,4729,4659,2454,2420,1190,1172
A09,Sample X9,A,1.256,1.198,5042,5026,2627,2603,1283,1250
A10,Sample X10,A,1.304,1.185,5161,5108,2692,2639,1306,1287
A11,Sample X11,A,1.241,1.206,5313,5200,2746,2707,1342,1314
A12,Sample X12,A,1.245,1.047,5314,5251,2768,2722,1355,1317
B01,Sample X13,A,1.45,1.302,4470,4390,2326,2284,1132,1113
B02,Sample X14,A,1.468,1.455,4764,4716,2498,2464,1203,1192
B03,Sample X15,A,1.461,1.421,5040,5000,2612,2600,1278,1253
B04,Sample X16,A,1.369,1.386,5065,4990,2605,2600,1270,1260
B05,Sample X17,A,1.399,1.354,5123,5044,2638,2628,1291,1282
B06,Sample X18,A,1.365,1.335,5061,5012,2633,2615,1284,1274
B07,Sample X19,A,1.504,1.461,4436,4438,2298,2286,1119,1112
B08,Sample X20,A,1.446,1.419,5719,5689,2980,2965,1460,1441
B09,Sample X21,A,1.448,1.398,7022,6947,3664,3625,1776,1757
B10,Sample X22,A,1.425,1.398,7752,7660,4028,3983,1955,1930
B11,Sample X23,A,1.409,1.359,8313,8110,4301,4210,2101,2054
B12,Sample X24,A,1.352,1.172,8833,8629,4612,4456,2263,2176
C01,Sample X25,A,1.484,1.317,4424,4364,2316,2275,1119,1103
C02,Sample X26,A,1.447,1.441,6757,6674,3497,3462,1693,1685
C03,Sample X27,A,1.433,1.433,8845,8828,4583,4571,2212,2217
C04,Sample X28,A,1.411,1.375,9694,9704,5034,5012,2437,2425
C05,Sample X29,A,1.331,1.296,7676,7953,3971,4096,1904,1965
C06,Sample X30,A,1.394,1.345,9943,9971,5164,5151,2499,2490
C07,Sample X31,A,1.493,1.435,4379,4371,2284,2263,1110,1100
C08,Sample X32,A,1.454,1.408,9182,9185,4785,4757,2309,2307
C09,Sample X33,A,1.234,1.188,7603,8302,3868,4262,1834,2025
C10,Sample X34,A,1.401,1.348,17023,16927,8869,8814,4295,4256
C11,Sample X35,A,1.388,1.338,19655,19269,10243,10044,4918,4859
