Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
E11,Sample X59,A,1.094,1.143,53171,53670,27501,27799,13326,13414
E12,Sample X60,A,1.078,1.066,66895,67039,35019,34588,16960,16728
F01,Sample X61,A,1.094,1.059,3521,3482,1817,1826,891,880
F02,Sample X62,A,1.077,1.067,33535,33083,17488,17162,8471,8317
F03,Sample X63,A,1.071,1.057,80360,79545,41804,41467,20357,20060
F04,Sample X64,A,1.088,1.057,75554,75160,39330,38895,19042,18787
F05,Sample X65,A,1.08,1.038,92117,92296,47910,47575,23125,23075
F06,Sample X66,A,1.081,1.027,79166,79425,41018,41093,19831,19821
F07,Sample X67,A,1.173,1.161,3818,3792,1980,1990,970,971
F08,Sample X68,A,1.165,1.158,18802,18881,9762,9734,4726,4716
F09,Sample X69,A,1.103,1.101,37596,38003,19610,19654,9419,9460
F10,Sample X70,A,1.142,1.128,60032,60125,31153,31118,14992,14992
F11,Sample X71,A,1.105,1.099,67312,67429,34958,34866,16850,16860
F12,Sample X72,A,1.086,1.066,72643,71826,37706,37290,18245,18077
H03,Blank B,A,0.052,0.05,2015,1997,1055,1038,515,506
H04,Blank B,A,0.052,0.05,2001,1984,1035,1039,511,503
H05,Negative control N,A,1.2,1.21,3640,3613,1874,1882,916,908
H06,Negative control N,A,1.196,1.2,3684,3643,1904,1910,931,922
H07,Blank B,B,0.057,0.056,2057,2017,1060,1057,524,518
H08,Blank B,B,0.08,0.06,2042,2055,1070,1063,528,521
H09,Negative control N,B,1.243,1.239,3971,3990,2073,2056,1003,994
H10,Negative control N,B,1.201,1.198,3912,3952,2045,2048,1000,994
H11,Positive control P,B,1.241,1.256,49392,48372,25567,25152,12454,12210
H12,Positive control P,B,1.193,1.151,45877,44918,24117,23399,11858,11331
