Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
Well,Content,Group,0,240,0,240,0,240,0,240
A01,Sample X1,A,0.95,0.948,2936,2944,1521,1515,744,742
A02,Sample X2,A,0.963,0.971,2915,2916,1522,1514,737,738
A03,Sample X3,A,0.971,0.985,2926,2905,1511,1514,739,739
A04,Sample X4,A,0.987,0.978,2939,2913,1528,1508,739,738
A05,Sample X5,A,0.991,0.987,2926,2897,1526,1528,737,734
A06,Sample X6,A,0.999,0.97,2900,2904,1515,1524,738,737
A07,Sample X7,A,1.038,1.047,3357,3342,1749,1737,850,843
A08,Sample X8,A,1.036,1.047,3343,3380,1755,1747,844,849
A09,Sample X9,A,1.018,1.03,3317,3274,1723,1725,832,833
A10,Sample X10,A,1.009,1.011,3289,3266,1715,1697,829,830
A11,Sample X11,A,0.997,1.005,3265,3265,1706,1696,833,830
A12,Sample X12,A,0.979,0.979,3250,3205,1689,1664,817,821
B01,Sample X13,A,1.096,1.085,3208,3202,1658,1662,817,810
B02,Sample X14,A,1.102,1.127,3332,3357,1745,1741,832,841
B03,Sample X15,A,1.128,1.15,3346,3381,1744,1753,845,843
B04,Sample X16,A,1.171,1.216,3382,3381,1751,1767,847,853
B05,Sample X17,A,1.18,1.238,3386,3384,1754,1741,845,850
B06,Sample X18,A,1.213,1.306,3369,3419,1754,1769,843,860
B07,Sample X19,A,1.109,1.116,3493,3469,1810,1821,880,873
B08,Sample X20,A,1.106,1.116,4072,4109,2127,2124,1031,1027
B09,Sample X21,A,1.085,1.098,4432,4479,2316,2321,1118,1124
B10,Sample X22,A,1.078,1.104,4699,4715,2432,2438,1176,1189
B11,Sample X23,A,1.062,1.073,4593,4577,2379,2369,1155,1157
B12,Sample X24,A,1.02,1.021,3358,3331,1760,1741,849,841
C01,Sample X25,A,1.072,1.063,3080,3106,1609,1611,785,786
C02,Sample X26,A,1.097,1.109,3087,3130,1597,1616,787,790
C03,Sample X27,A,1.165,1.175,3135,3132,1619,1621,786,791
C04,Sample X28,A,1.232,1.224,3139,3137,1629,1628,787,796
C05,Sample X29,A,1.242,1.301,3148,3144,1620,1627,790,795
C06,Sample X30,A,1.247,1.351,3129,3113,1624,1624,786,792
C07,Sample X31,A,1.124,1.117,3486,3521,1825,1801,882,879
C08,Sample X32,A,1.14,1.138,3591,3594,1866,1845,903,897
C09,Sample X33,A,1.12,1.134,3552,3575,1862,1853,896,897
C10,Sample X34,A,1.095,1.116,3534,3570,1840,1837,888,895
C11,Sample X35,A,1.084,1.109,3509,3529,1823,1841,881,893
C12,Sample X36,A,1.051,1.051,13887,13760,7248,7142,3490,3459
D01,Sample X37,A,1.102,1.086,3198,3198,1667,1663,805,804
D02,Sample X38,A,1.106,1.112,3285,3275,1702,1701,822,823
D03,Sample X39,A,1.169,1.179,3294,3301,1724,1712,826,830
D04,Sample X40,A,1.224,1.245,3339,3317,1716,1717,840,845
D05,Sample X41,A,1.281,1.372,3340,3345,1734,1744,847,842
D06,Sample X42,A,1.321,1.373,4022,4020,2093,2098,1010,1008
D07,Sample X43,A,1.171,1.177,3738,3746,1937,1942,936,939
D08,Sample X44,A,1.141,1.154,14658,14799,7606,7667,3679,3724
D09,Sample X45,A,1.135,1.149,30037,30488,15670,15743,7532,7612
D10,Sample X46,A,1.127,1.136,38247,38872,19734,20077,9574,9692
D11,Sample X47,A,1.097,1.133,47129,47466,24311,24667,11693,11857
D12,Sample X48,A,1.064,1.068,56149,55910,29247,29017,14118,14025
E01,Sample X49,A,1.074,1.058,3265,3244,1687,1675,819,820
E02,Sample X50,A,1.084,1.099,4620,4658,2411,2400,1170,1175
E03,Sample X51,A,1.138,1.147,4769,4743,2478,2485,1202,1210
E04,Sample X52,A,1.211,1.229,4886,4925,2530,2539,1225,1228
E05,Sample X53,A,1.272,1.344,4392,4430,2254,2299,1094,1108
E06,Sample X54,A,1.305,1.397,5555,5552,2867,2881,1400,1398
E07,Sample X55,A,1.166,1.163,3796,3769,1967,1969,951,953
E08,Sample X56,A,1.151,1.153,15928,16137,8231,8331,4005,4019
E09,Sample X57,A,1.156,1.155,38280,38723,19740,20031,9550,9631
E10,Sample X58,A,1.135,1.146,50652,51087,26295,26444,12769,12823
